"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2008","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2008","GIRPercentagefromOtherthanFairway_PLAYERNAME_2008","GIRPercentagefromOtherthanFairway_ROUNDS_2008","GIRPercentagefromOtherthanFairway_Pct_2008","GIRPercentagefromOtherthanFairway_GREENSHIT_2008","GIRPercentagefromOtherthanFairway_OFHOLES_2008","stat_name","year"
52,52,"Billy Mayfair",103,51.75,207,400,"GIRPercentagefromOtherthanFairway",2008
53,53,"Hunter Mahan",87,51.73,209,404,"GIRPercentagefromOtherthanFairway",2008
54,54,"Mark Calcavecchia",67,51.72,165,319,"GIRPercentagefromOtherthanFairway",2008
55,55,"Charley Hoffman",94,51.69,244,472,"GIRPercentagefromOtherthanFairway",2008
56,56,"Will Ma Kenzie",62,51.55,166,322,"GIRPercentagefromOtherthanFairway",2008
57,57,"Tommy Gainey",60,51.54,151,293,"GIRPercentagefromOtherthanFairway",2008
57,57,"John Rollins",94,51.54,217,421,"GIRPercentagefromOtherthanFairway",2008
59,59,"Jeff Maggert",86,51.52,204,396,"GIRPercentagefromOtherthanFairway",2008
60,60,"Jeff Overton",103,51.51,325,631,"GIRPercentagefromOtherthanFairway",2008
61,61,"Tim Wilkinson",95,51.49,208,404,"GIRPercentagefromOtherthanFairway",2008
62,62,"Rory Sabbatini",77,51.48,209,406,"GIRPercentagefromOtherthanFairway",2008
63,63,"Nick Watney",96,51.44,268,521,"GIRPercentagefromOtherthanFairway",2008
64,64,"Kevin Streelman",114,51.41,292,568,"GIRPercentagefromOtherthanFairway",2008
65,65,"JJ Henry",108,51.35,266,518,"GIRPercentagefromOtherthanFairway",2008
66,66,"Rich Beem",90,51.33,213,415,"GIRPercentagefromOtherthanFairway",2008
67,67,"Nick OHern",82,51.29,159,310,"GIRPercentagefromOtherthanFairway",2008
68,68,"Chris Stroud",81,51.28,180,351,"GIRPercentagefromOtherthanFairway",2008
69,69,"Nick Flanagan",89,51.25,226,441,"GIRPercentagefromOtherthanFairway",2008
69,69,"Charlie Wi",97,51.25,226,441,"GIRPercentagefromOtherthanFairway",2008
71,71,"Davis Love III",78,51.21,233,455,"GIRPercentagefromOtherthanFairway",2008
72,72,"Peter Lonard",92,51.2,214,418,"GIRPercentagefromOtherthanFairway",2008
73,73,"Jason Gore",94,51.18,216,422,"GIRPercentagefromOtherthanFairway",2008
74,74,"Justin Bolli",87,51.17,196,383,"GIRPercentagefromOtherthanFairway",2008
75,75,"Scott Sterling",89,51.15,201,393,"GIRPercentagefromOtherthanFairway",2008
76,76,"Ben Crane",86,51.03,198,388,"GIRPercentagefromOtherthanFairway",2008
77,77,"Brian Davis",108,50.97,211,414,"GIRPercentagefromOtherthanFairway",2008
78,78,"Stephen Ames",83,50.93,218,428,"GIRPercentagefromOtherthanFairway",2008
79,79,"Scott McCarron",63,50.92,138,271,"GIRPercentagefromOtherthanFairway",2008
80,80,"Robert Gamez",79,50.88,145,285,"GIRPercentagefromOtherthanFairway",2008
80,80,"Kenny Perry",97,50.88,261,513,"GIRPercentagefromOtherthanFairway",2008
82,82,"John Riegger",73,50.87,147,289,"GIRPercentagefromOtherthanFairway",2008
83,83,"Lucas Glover",91,50.82,248,488,"GIRPercentagefromOtherthanFairway",2008
84,84,"James Driscoll",85,50.78,259,510,"GIRPercentagefromOtherthanFairway",2008
85,85,"Zach Johnson",85,50.65,157,310,"GIRPercentagefromOtherthanFairway",2008
86,86,"Parker McLachlin",88,50.62,244,482,"GIRPercentagefromOtherthanFairway",2008
87,87,"Todd Demsey",80,50.53,190,376,"GIRPercentagefromOtherthanFairway",2008
88,88,"Michael Allen",91,50.52,196,388,"GIRPercentagefromOtherthanFairway",2008
89,89,"Steve Flesch",95,50.48,261,517,"GIRPercentagefromOtherthanFairway",2008
89,89,"Frank Lickliter II",107,50.48,263,521,"GIRPercentagefromOtherthanFairway",2008
89,89,"Adam Scott",51,50.48,157,311,"GIRPercentagefromOtherthanFairway",2008
92,92,"Tag Ridings",88,50.39,259,514,"GIRPercentagefromOtherthanFairway",2008
93,93,"KJ Choi",74,50.26,191,380,"GIRPercentagefromOtherthanFairway",2008
94,94,"Bob Tway",70,50.17,146,291,"GIRPercentagefromOtherthanFairway",2008
95,95,"Tommy Armour III",77,50,186,372,"GIRPercentagefromOtherthanFairway",2008
95,95,"Jim Furyk",95,50,202,404,"GIRPercentagefromOtherthanFairway",2008
97,97,"Patrick Sheehan",124,49.91,270,541,"GIRPercentagefromOtherthanFairway",2008
98,98,"Geoff Ogilvy",65,49.87,186,373,"GIRPercentagefromOtherthanFairway",2008
99,99,"David Toms",70,49.85,163,327,"GIRPercentagefromOtherthanFairway",2008
100,100,"Mike Weir",88,49.78,228,458,"GIRPercentagefromOtherthanFairway",2008
101,101,"Mathias Gronberg",87,49.77,214,430,"GIRPercentagefromOtherthanFairway",2008
102,102,"Nathan Green",95,49.72,266,535,"GIRPercentagefromOtherthanFairway",2008
103,103,"Joe Ogilvie",100,49.68,232,467,"GIRPercentagefromOtherthanFairway",2008
104,104,"Chris DiMarco",87,49.66,222,447,"GIRPercentagefromOtherthanFairway",2008
105,105,"Jimmy Walker",73,49.65,212,427,"GIRPercentagefromOtherthanFairway",2008
106,106,"Brett Rumford",72,49.64,206,415,"GIRPercentagefromOtherthanFairway",2008
107,107,"Carl Pettersson",110,49.51,305,616,"GIRPercentagefromOtherthanFairway",2008
108,108,"Cameron Beckman",87,49.44,176,356,"GIRPercentagefromOtherthanFairway",2008
109,109,"JB Holmes",86,49.38,279,565,"GIRPercentagefromOtherthanFairway",2008
110,110,"Padraig Harrington",52,49.3,140,284,"GIRPercentagefromOtherthanFairway",2008
111,111,"Jon Mills",95,49.21,248,504,"GIRPercentagefromOtherthanFairway",2008
111,111,"Heath Slocum",104,49.21,186,378,"GIRPercentagefromOtherthanFairway",2008
113,113,"Martin Laird",98,49.17,238,484,"GIRPercentagefromOtherthanFairway",2008
114,114,"Ken Duke",116,49.1,299,609,"GIRPercentagefromOtherthanFairway",2008
115,115,"Sean OHair",81,48.99,219,447,"GIRPercentagefromOtherthanFairway",2008
116,116,"Cody Freeman",66,48.92,181,370,"GIRPercentagefromOtherthanFairway",2008
117,117,"Matt Jones",95,48.87,282,577,"GIRPercentagefromOtherthanFairway",2008
118,118,"Steve Stricker",75,48.75,215,441,"GIRPercentagefromOtherthanFairway",2008
119,119,"Angel Cabrera",55,48.72,171,351,"GIRPercentagefromOtherthanFairway",2008
119,119,"Rocco Mediate",87,48.72,209,429,"GIRPercentagefromOtherthanFairway",2008
121,121,"Cliff Kresge",84,48.57,204,420,"GIRPercentagefromOtherthanFairway",2008
122,122,"Tim Herron",97,48.51,244,503,"GIRPercentagefromOtherthanFairway",2008
123,123,"Richard Johnson",77,48.45,234,483,"GIRPercentagefromOtherthanFairway",2008
124,124,"Paul Goydos",78,48.43,154,318,"GIRPercentagefromOtherthanFairway",2008
124,124,"Mark Hensby",71,48.43,200,413,"GIRPercentagefromOtherthanFairway",2008
126,126,"Stuart Appleby",87,48.37,237,490,"GIRPercentagefromOtherthanFairway",2008
126,126,"Justin Leonard",101,48.37,208,430,"GIRPercentagefromOtherthanFairway",2008
128,128,"DJ Trahan",94,48.34,219,453,"GIRPercentagefromOtherthanFairway",2008
129,129,"Vaughn Taylor",103,48.24,261,541,"GIRPercentagefromOtherthanFairway",2008
130,130,"Billy Andrade",71,48.15,182,378,"GIRPercentagefromOtherthanFairway",2008
131,131,"Lee Janzen",89,48.13,206,428,"GIRPercentagefromOtherthanFairway",2008
132,132,"Tom Scherrer",56,47.84,122,255,"GIRPercentagefromOtherthanFairway",2008
133,133,"Ryuji Imada",80,47.78,215,450,"GIRPercentagefromOtherthanFairway",2008
134,134,"Kyle Thompson",70,47.76,160,335,"GIRPercentagefromOtherthanFairway",2008
135,135,"Dean Wilson",109,47.68,267,560,"GIRPercentagefromOtherthanFairway",2008
136,136,"Jesper Parnevik",88,47.6,218,458,"GIRPercentagefromOtherthanFairway",2008
136,136,"Mark Wilson",107,47.6,208,437,"GIRPercentagefromOtherthanFairway",2008
138,138,"Andres Romero",69,47.51,210,442,"GIRPercentagefromOtherthanFairway",2008
139,139,"Tom Pernice Jr",104,47.41,247,521,"GIRPercentagefromOtherthanFairway",2008
140,140,"Jim McGovern",75,47.28,165,349,"GIRPercentagefromOtherthanFairway",2008
141,141,"Kevin Na",97,47.13,205,435,"GIRPercentagefromOtherthanFairway",2008
142,142,"Aaron Baddeley",76,47.12,196,416,"GIRPercentagefromOtherthanFairway",2008
143,143,"Chad Campbell",94,47.11,212,450,"GIRPercentagefromOtherthanFairway",2008
144,144,"Tim Petrovic",97,46.99,195,415,"GIRPercentagefromOtherthanFairway",2008
145,145,"Alejandro Canizares",52,46.96,108,230,"GIRPercentagefromOtherthanFairway",2008
146,146,"Jeff Gove",50,46.89,83,177,"GIRPercentagefromOtherthanFairway",2008
148,148,"Tim Clark",90,46.79,204,436,"GIRPercentagefromOtherthanFairway",2008
149,149,"Ryan Armour",87,46.69,162,347,"GIRPercentagefromOtherthanFairway",2008
150,150,"Scott Verplank",82,46.67,140,300,"GIRPercentagefromOtherthanFairway",2008
151,151,"Brett Quigley",80,46.63,194,416,"GIRPercentagefromOtherthanFairway",2008
152,152,"Nicholas Thompson",113,46.56,230,494,"GIRPercentagefromOtherthanFairway",2008
153,153,"Brad Elder",67,46.46,151,325,"GIRPercentagefromOtherthanFairway",2008
154,154,"Shigeki Maruyama",50,46.44,124,267,"GIRPercentagefromOtherthanFairway",2008
155,155,"Glen Day",64,46.4,116,250,"GIRPercentagefromOtherthanFairway",2008
156,156,"Paul Casey",55,46.32,126,272,"GIRPercentagefromOtherthanFairway",2008
157,157,"Steve Lowery",74,46.14,191,414,"GIRPercentagefromOtherthanFairway",2008
158,158,"Alex Cejka",75,46.08,153,332,"GIRPercentagefromOtherthanFairway",2008
159,159,"Jerry Kelly",89,45.96,182,396,"GIRPercentagefromOtherthanFairway",2008
160,160,"Bart Bryant",81,45.76,135,295,"GIRPercentagefromOtherthanFairway",2008
161,161,"Marc Turnesa",87,45.64,183,401,"GIRPercentagefromOtherthanFairway",2008
162,162,"Matt Kuchar",88,45.57,180,395,"GIRPercentagefromOtherthanFairway",2008
163,163,"Todd Hamilton",92,45.41,193,425,"GIRPercentagefromOtherthanFairway",2008
164,164,"JP Hayes",67,45.19,155,343,"GIRPercentagefromOtherthanFairway",2008
165,165,"Rod Pampling",83,45.17,173,383,"GIRPercentagefromOtherthanFairway",2008
166,166,"Ryan Moore",72,45.06,155,344,"GIRPercentagefromOtherthanFairway",2008
167,167,"Brandt Snedeker",85,45.04,209,464,"GIRPercentagefromOtherthanFairway",2008
168,168,"Trevor Immelman",70,44.94,160,356,"GIRPercentagefromOtherthanFairway",2008
169,169,"Chez Reavie",102,44.92,168,374,"GIRPercentagefromOtherthanFairway",2008
170,170,"Jonathan Byrd",88,44.85,174,388,"GIRPercentagefromOtherthanFairway",2008
170,170,"Freddie Jacobson",78,44.85,196,437,"GIRPercentagefromOtherthanFairway",2008
172,172,"Johnson Wagner",83,44.83,195,435,"GIRPercentagefromOtherthanFairway",2008
173,173,"Eric Axley",113,44.56,295,662,"GIRPercentagefromOtherthanFairway",2008
174,174,"Ernie Els",51,44.52,134,301,"GIRPercentagefromOtherthanFairway",2008
175,175,"Doug LaBelle II",65,44.4,115,259,"GIRPercentagefromOtherthanFairway",2008
176,176,"Jin Park",85,44.31,148,334,"GIRPercentagefromOtherthanFairway",2008
177,177,"Stephen Leaney",53,44.25,100,226,"GIRPercentagefromOtherthanFairway",2008
177,177,"David Lutterus",59,44.25,127,287,"GIRPercentagefromOtherthanFairway",2008
179,179,"Brian Gay",102,44.2,164,371,"GIRPercentagefromOtherthanFairway",2008
179,179,"Ian Poulter",51,44.2,122,276,"GIRPercentagefromOtherthanFairway",2008
181,181,"Olin Browne",77,44.12,90,204,"GIRPercentagefromOtherthanFairway",2008
182,182,"Bob Sowards",61,44,132,300,"GIRPercentagefromOtherthanFairway",2008
183,183,"David Duval",51,43.92,159,362,"GIRPercentagefromOtherthanFairway",2008
184,184,"Ben Curtis",80,43.84,153,349,"GIRPercentagefromOtherthanFairway",2008
185,185,"Shane Bertsch",96,43.77,172,393,"GIRPercentagefromOtherthanFairway",2008
186,186,"Chad Collins",72,43.5,164,377,"GIRPercentagefromOtherthanFairway",2008
187,187,"John Mallinger",95,43.46,176,405,"GIRPercentagefromOtherthanFairway",2008
188,188,"Craig Kanada",65,43.25,109,252,"GIRPercentagefromOtherthanFairway",2008
189,189,"Marco Dawson",64,43.23,134,310,"GIRPercentagefromOtherthanFairway",2008
190,190,"Tom Lehman",51,43.21,105,243,"GIRPercentagefromOtherthanFairway",2008
191,191,"Jeff Quinney",87,42.86,198,462,"GIRPercentagefromOtherthanFairway",2008
192,192,"Retief Goosen",59,42.57,149,350,"GIRPercentagefromOtherthanFairway",2008
193,193,"Paul Claxton",63,42.17,97,230,"GIRPercentagefromOtherthanFairway",2008
194,194,"Chris Riley",51,40.5,81,200,"GIRPercentagefromOtherthanFairway",2008
195,195,"Ron Whittaker",54,40.32,75,186,"GIRPercentagefromOtherthanFairway",2008
196,196,"Greg Kraft",63,39.58,95,240,"GIRPercentagefromOtherthanFairway",2008
197,197,"Corey Pavin",69,36.46,101,277,"GIRPercentagefromOtherthanFairway",2008
