"GIRPutting1520_RANKTHISWEEK_2014","GIRPutting1520_RANKLASTWEEK_2014","GIRPutting1520_PLAYERNAME_2014","GIRPutting1520_ROUNDS_2014","GIRPutting1520_Pct_2014","GIRPutting1520_ATTEMPTS_2014","GIRPutting1520_PUTTSMADE_2014","stat_name","year"
1,1,"Lee Westwood",57,32.73,55,18,"GIRPutting1520",2014
2,2,"Matt Every",85,31.19,109,34,"GIRPutting1520",2014
3,3,"Aaron Baddeley",74,27.16,81,22,"GIRPutting1520",2014
4,4,"Ryo Ishikawa",75,26.85,108,29,"GIRPutting1520",2014
5,5,"Marc Leishman",81,26.32,95,25,"GIRPutting1520",2014
6,6,"Andres Romero",81,26.17,107,28,"GIRPutting1520",2014
7,7,"Michael Thompson",74,26.14,88,23,"GIRPutting1520",2014
8,8,"Bubba Watson",76,25.51,98,25,"GIRPutting1520",2014
9,9,"Charl Schwartzel",64,25.27,91,23,"GIRPutting1520",2014
10,10,"DH Lee",54,24.66,73,18,"GIRPutting1520",2014
11,11,"Ian Poulter",57,24.59,61,15,"GIRPutting1520",2014
12,12,"Matt Kuchar",91,24.48,143,35,"GIRPutting1520",2014
13,13,"Sangmoon Bae",76,24.32,74,18,"GIRPutting1520",2014
14,14,"Brian Davis",93,24.3,107,26,"GIRPutting1520",2014
15,15,"Morgan Hoffmann",103,24.29,140,34,"GIRPutting1520",2014
16,16,"Jason Day",54,24.07,54,13,"GIRPutting1520",2014
17,17,"Jordan Spieth",102,23.97,121,29,"GIRPutting1520",2014
18,18,"Roberto Castro",76,23.81,84,20,"GIRPutting1520",2014
19,19,"Brice Garnett",92,23.42,111,26,"GIRPutting1520",2014
20,20,"Troy Merritt",62,23.33,90,21,"GIRPutting1520",2014
21,21,"Andrew Loupe",65,23.19,69,16,"GIRPutting1520",2014
22,22,"Brad Fritsch",50,22.81,57,13,"GIRPutting1520",2014
23,23,"Greg Chalmers",85,22.69,119,27,"GIRPutting1520",2014
24,24,"Paul Casey",56,22.64,53,12,"GIRPutting1520",2014
24,24,"Ryan Moore",86,22.64,106,24,"GIRPutting1520",2014
26,26,"Luke Guthrie",85,22.48,129,29,"GIRPutting1520",2014
27,27,"Russell Knox",92,22.39,134,30,"GIRPutting1520",2014
28,28,"Danny Lee",84,22.22,99,22,"GIRPutting1520",2014
28,28,"David Lingmerth",80,22.22,99,22,"GIRPutting1520",2014
30,30,"Brooks Koepka",56,22.03,59,13,"GIRPutting1520",2014
31,31,"Jonathan Byrd",76,21.78,101,22,"GIRPutting1520",2014
32,32,"Chris Stroud",88,21.67,120,26,"GIRPutting1520",2014
33,33,"Wes Roach",67,21.52,79,17,"GIRPutting1520",2014
34,34,"Matt Jones",83,21.33,75,16,"GIRPutting1520",2014
35,35,"Stuart Appleby",92,21.19,118,25,"GIRPutting1520",2014
