"Approachesfrom75100yardsRgh_RANKTHISWEEK_2012","Approachesfrom75100yardsRgh_RANKLASTWEEK_2012","Approachesfrom75100yardsRgh_PLAYERNAME_2012","Approachesfrom75100yardsRgh_ROUNDS_2012","Approachesfrom75100yardsRgh_AVG_2012","Approachesfrom75100yardsRgh_TOTALDISTANCEFEET_2012","Approachesfrom75100yardsRgh_OFATTEMPTS_2012","Approachesfrom75100yardsRgh_RELATIVETOPAR_2012","stat_name","year"
1,1,"Garth Mulroy",59,NA,165.833,13,-1,"Approachesfrom75100yardsRgh",2012
2,2,"Brendon Todd",78,NA,283.833,18,4,"Approachesfrom75100yardsRgh",2012
3,3,"Arjun Atwal",79,NA,142.167,9,-1,"Approachesfrom75100yardsRgh",2012
4,4,"Charl Schwartzel",56,NA,145.083,9,-2,"Approachesfrom75100yardsRgh",2012
5,5,"John Merrick",83,NA,229.417,14,0,"Approachesfrom75100yardsRgh",2012
6,6,"KJ Choi",71,NA,115.833,7,0,"Approachesfrom75100yardsRgh",2012
7,7,"Ted Potter Jr",77,NA,184.5,11,-1,"Approachesfrom75100yardsRgh",2012
8,8,"Sung Kang",75,NA,135.417,8,6,"Approachesfrom75100yardsRgh",2012
9,9,"Richard Lee",71,NA,188.167,11,2,"Approachesfrom75100yardsRgh",2012
9,9,"Marc Leishman",84,NA,444.583,26,-5,"Approachesfrom75100yardsRgh",2012
9,9,"Cameron Tringale",88,NA,205.417,12,2,"Approachesfrom75100yardsRgh",2012
12,12,"Geoff Ogilvy",73,NA,139,8,-2,"Approachesfrom75100yardsRgh",2012
13,13,"Louis Oosthuizen",65,NA,209.917,12,5,"Approachesfrom75100yardsRgh",2012
14,14,"Stephen Gangluff",57,NA,125.917,7,1,"Approachesfrom75100yardsRgh",2012
15,15,"Danny Lee",74,NA,272.5,15,1,"Approachesfrom75100yardsRgh",2012
15,15,"Steve Stricker",73,NA,127.167,7,-2,"Approachesfrom75100yardsRgh",2012
17,17,"Dicky Pride",62,NA,127.667,7,-1,"Approachesfrom75100yardsRgh",2012
17,17,"Henrik Stenson",51,NA,164,9,-1,"Approachesfrom75100yardsRgh",2012
19,19,"Camilo Villegas",79,NA,312.167,17,6,"Approachesfrom75100yardsRgh",2012
20,20,"Ernie Els",80,NA,278.917,15,0,"Approachesfrom75100yardsRgh",2012
21,21,"Bud Cauley",99,NA,374.333,20,1,"Approachesfrom75100yardsRgh",2012
21,21,"Spencer Levin",81,NA,244.167,13,-2,"Approachesfrom75100yardsRgh",2012
23,23,"Davis Love III",64,NA,150.5,8,0,"Approachesfrom75100yardsRgh",2012
23,23,"Josh Teater",97,NA,471.167,25,3,"Approachesfrom75100yardsRgh",2012
25,25,"Brian Davis",91,NA,377.75,20,0,"Approachesfrom75100yardsRgh",2012
26,26,"Daniel Chopra",55,NA,248.917,13,3,"Approachesfrom75100yardsRgh",2012
27,27,"Kevin Kisner",69,NA,309,16,2,"Approachesfrom75100yardsRgh",2012
28,28,"Nathan Green",73,NA,232.917,12,2,"Approachesfrom75100yardsRgh",2012
28,28,"John Rollins",81,NA,349,18,-3,"Approachesfrom75100yardsRgh",2012
30,30,"Kyle Thompson",51,NA,176.917,9,0,"Approachesfrom75100yardsRgh",2012
31,31,"Ken Duke",104,NA,237.25,12,-3,"Approachesfrom75100yardsRgh",2012
32,32,"Roland Thatcher",55,NA,198.167,10,-2,"Approachesfrom75100yardsRgh",2012
33,33,"Charlie Beljan",61,NA,361.667,18,-2,"Approachesfrom75100yardsRgh",2012
34,34,"Bryce Molder",83,NA,302.75,15,0,"Approachesfrom75100yardsRgh",2012
35,35,"Chris Kirk",93,NA,285.75,14,0,"Approachesfrom75100yardsRgh",2012
36,36,"Charles Howell III",98,NA,431.333,21,-5,"Approachesfrom75100yardsRgh",2012
37,37,"DA Points",88,NA,267.75,13,-2,"Approachesfrom75100yardsRgh",2012
38,38,"Brian Harman",101,NA,475.5,23,0,"Approachesfrom75100yardsRgh",2012
39,39,"Harrison Frazar",56,NA,414.333,20,1,"Approachesfrom75100yardsRgh",2012
40,40,"Scott Brown",65,NA,168.417,8,2,"Approachesfrom75100yardsRgh",2012
40,40,"Chris DiMarco",83,NA,442.75,21,-2,"Approachesfrom75100yardsRgh",2012
40,40,"Padraig Harrington",67,NA,231.75,11,1,"Approachesfrom75100yardsRgh",2012
43,43,"Chris Couch",61,NA,254.083,12,0,"Approachesfrom75100yardsRgh",2012
43,43,"Andres Romero",68,NA,211.417,10,1,"Approachesfrom75100yardsRgh",2012
45,45,"Jeff Maggert",83,NA,169.917,8,4,"Approachesfrom75100yardsRgh",2012
46,46,"Seung Yul Noh",105,NA,362.667,17,1,"Approachesfrom75100yardsRgh",2012
47,47,"Brian Gay",91,NA,235.25,11,-2,"Approachesfrom75100yardsRgh",2012
47,47,"David Toms",60,NA,299.75,14,-1,"Approachesfrom75100yardsRgh",2012
49,49,"Matt Every",80,NA,236.5,11,0,"Approachesfrom75100yardsRgh",2012
50,50,"Stewart Cink",71,NA,130,6,-1,"Approachesfrom75100yardsRgh",2012
50,50,"Graham DeLaet",79,NA,303.667,14,0,"Approachesfrom75100yardsRgh",2012
52,52,"Derek Lamely",64,NA,325.75,15,2,"Approachesfrom75100yardsRgh",2012
53,53,"Carl Pettersson",92,NA,348.667,16,3,"Approachesfrom75100yardsRgh",2012
54,54,"Daniel Summerhays",81,NA,263.083,12,2,"Approachesfrom75100yardsRgh",2012
55,55,"Blake Adams",107,NA,593.583,27,-3,"Approachesfrom75100yardsRgh",2012
55,55,"Tom Pernice Jr",62,NA,176.25,8,1,"Approachesfrom75100yardsRgh",2012
55,55,"Vaughn Taylor",81,NA,219.917,10,3,"Approachesfrom75100yardsRgh",2012
55,55,"Jimmy Walker",101,NA,308.333,14,2,"Approachesfrom75100yardsRgh",2012
59,59,"William McGirt",96,NA,603.167,27,-1,"Approachesfrom75100yardsRgh",2012
60,60,"Justin Leonard",79,NA,338.833,15,-4,"Approachesfrom75100yardsRgh",2012
61,61,"Dustin Johnson",70,NA,407.75,18,4,"Approachesfrom75100yardsRgh",2012
