"BirdieorBetterPercentageRough_RANKTHISWEEK_2005","BirdieorBetterPercentageRough_RANKLASTWEEK_2005","BirdieorBetterPercentageRough_PLAYERNAME_2005","BirdieorBetterPercentageRough_ROUNDS_2005","BirdieorBetterPercentageRough_Pct_2005","BirdieorBetterPercentageRough_TOTALBIRDIES_2005","BirdieorBetterPercentageRough_TOTALHOLES_2005","stat_name","year"
1,1,"Scott Gutschewski",86,22.18,61,275,"BirdieorBetterPercentageRough",2005
2,2,"Phil Mickelson",81,21.95,45,205,"BirdieorBetterPercentageRough",2005
3,3,"Joe Durant",81,21.03,41,195,"BirdieorBetterPercentageRough",2005
4,4,"Kevin Na",88,20.63,59,286,"BirdieorBetterPercentageRough",2005
5,5,"Arjun Atwal",65,20.1,41,204,"BirdieorBetterPercentageRough",2005
6,6,"Heath Slocum",103,19.38,50,258,"BirdieorBetterPercentageRough",2005
7,7,"Steve Stricker",62,19.1,51,267,"BirdieorBetterPercentageRough",2005
8,8,"Mark Calcavecchia",92,19.03,47,247,"BirdieorBetterPercentageRough",2005
9,9,"Vijay Singh",111,19.01,65,342,"BirdieorBetterPercentageRough",2005
10,10,"Phillip Price",77,18.84,39,207,"BirdieorBetterPercentageRough",2005
11,11,"Justin Rose",99,18.83,61,324,"BirdieorBetterPercentageRough",2005
12,12,"Darron Stiles",78,18.81,38,202,"BirdieorBetterPercentageRough",2005
13,13,"Brett Wetterich",76,18.69,54,289,"BirdieorBetterPercentageRough",2005
14,14,"Tiger Woods",76,18.62,46,247,"BirdieorBetterPercentageRough",2005
15,15,"Hunter Haas",83,18.52,50,270,"BirdieorBetterPercentageRough",2005
16,16,"Steve Lowery",100,18.35,49,267,"BirdieorBetterPercentageRough",2005
17,17,"Doug Barron",70,18.32,35,191,"BirdieorBetterPercentageRough",2005
18,18,"Geoff Ogilvy",97,18.25,52,285,"BirdieorBetterPercentageRough",2005
19,19,"Brenden Pappas",51,18.18,36,198,"BirdieorBetterPercentageRough",2005
20,20,"Retief Goosen",71,18.07,30,166,"BirdieorBetterPercentageRough",2005
21,21,"Daniel Chopra",108,18.02,69,383,"BirdieorBetterPercentageRough",2005
22,22,"Steve Allan",102,17.76,57,321,"BirdieorBetterPercentageRough",2005
23,23,"Ryan Palmer",101,17.75,49,276,"BirdieorBetterPercentageRough",2005
24,24,"Ted Purdy",122,17.74,55,310,"BirdieorBetterPercentageRough",2005
25,25,"Kenny Perry",82,17.59,35,199,"BirdieorBetterPercentageRough",2005
26,26,"Glen Hnatiuk",59,17.42,31,178,"BirdieorBetterPercentageRough",2005
27,27,"Mario Tiziani",67,17.37,37,213,"BirdieorBetterPercentageRough",2005
28,28,"Charles Warren",89,17.34,47,271,"BirdieorBetterPercentageRough",2005
29,29,"Fred Couples",72,17.14,30,175,"BirdieorBetterPercentageRough",2005
30,30,"Aaron Baddeley",84,17.01,58,341,"BirdieorBetterPercentageRough",2005
31,31,"DJ Brigman",76,16.99,35,206,"BirdieorBetterPercentageRough",2005
32,32,"Dan Forsman",52,16.96,29,171,"BirdieorBetterPercentageRough",2005
33,33,"David Toms",87,16.92,33,195,"BirdieorBetterPercentageRough",2005
34,34,"Charles Howell III",95,16.89,50,296,"BirdieorBetterPercentageRough",2005
35,35,"Billy Mayfair",114,16.84,48,285,"BirdieorBetterPercentageRough",2005
36,36,"Stuart Appleby",84,16.81,40,238,"BirdieorBetterPercentageRough",2005
37,37,"Bernhard Langer",67,16.56,26,157,"BirdieorBetterPercentageRough",2005
38,38,"Kevin Sutherland",89,16.54,43,260,"BirdieorBetterPercentageRough",2005
39,39,"Joey Snyder III",102,16.43,46,280,"BirdieorBetterPercentageRough",2005
40,40,"Bo Van Pelt",112,16.38,57,348,"BirdieorBetterPercentageRough",2005
41,41,"Tag Ridings",93,16.36,53,324,"BirdieorBetterPercentageRough",2005
42,42,"Marco Dawson",82,16.34,42,257,"BirdieorBetterPercentageRough",2005
43,43,"Tim Herron",100,16.3,44,270,"BirdieorBetterPercentageRough",2005
44,44,"Hidemichi Tanaka",106,16.04,43,268,"BirdieorBetterPercentageRough",2005
45,45,"Briny Baird",98,16.02,41,256,"BirdieorBetterPercentageRough",2005
46,46,"Roland Thatcher",75,16,36,225,"BirdieorBetterPercentageRough",2005
47,47,"Harrison Frazar",105,15.97,50,313,"BirdieorBetterPercentageRough",2005
48,48,"Gavin Coles",70,15.96,30,188,"BirdieorBetterPercentageRough",2005
49,49,"Tom Pernice Jr",111,15.92,50,314,"BirdieorBetterPercentageRough",2005
50,50,"Larry Mize",54,15.91,21,132,"BirdieorBetterPercentageRough",2005
51,51,"Lucas Glover",88,15.77,47,298,"BirdieorBetterPercentageRough",2005
52,52,"Matt Davidson",53,15.76,26,165,"BirdieorBetterPercentageRough",2005
53,53,"Jason Allred",75,15.74,51,324,"BirdieorBetterPercentageRough",2005
54,54,"John Senden",101,15.73,45,286,"BirdieorBetterPercentageRough",2005
55,55,"Kirk Triplett",55,15.56,21,135,"BirdieorBetterPercentageRough",2005
56,56,"Will Ma Kenzie",75,15.55,37,238,"BirdieorBetterPercentageRough",2005
57,57,"Todd Fischer",99,15.41,43,279,"BirdieorBetterPercentageRough",2005
57,57,"Hunter Mahan",103,15.41,51,331,"BirdieorBetterPercentageRough",2005
59,59,"Hank Kuehne",84,15.38,50,325,"BirdieorBetterPercentageRough",2005
60,60,"Justin Leonard",78,15.34,27,176,"BirdieorBetterPercentageRough",2005
61,61,"Scott McCarron",78,15.32,34,222,"BirdieorBetterPercentageRough",2005
62,62,"Jeff Brehaut",71,15.29,26,170,"BirdieorBetterPercentageRough",2005
63,63,"Scott Hend",75,15.25,52,341,"BirdieorBetterPercentageRough",2005
64,64,"John Elliott",58,15.21,33,217,"BirdieorBetterPercentageRough",2005
65,65,"Michael Allen",90,15.19,48,316,"BirdieorBetterPercentageRough",2005
66,66,"Jose Coceres",56,15.17,22,145,"BirdieorBetterPercentageRough",2005
67,67,"Danny Briggs",70,15.12,26,172,"BirdieorBetterPercentageRough",2005
68,68,"Rocco Mediate",73,15.09,35,232,"BirdieorBetterPercentageRough",2005
68,68,"Mike Weir",71,15.09,24,159,"BirdieorBetterPercentageRough",2005
70,70,"Nick Watney",91,15,45,300,"BirdieorBetterPercentageRough",2005
71,71,"Glen Day",80,14.94,39,261,"BirdieorBetterPercentageRough",2005
72,72,"Craig Barlow",81,14.92,27,181,"BirdieorBetterPercentageRough",2005
73,73,"Rich Beem",66,14.89,28,188,"BirdieorBetterPercentageRough",2005
73,73,"Jason Bohn",91,14.89,42,282,"BirdieorBetterPercentageRough",2005
75,75,"Zach Johnson",96,14.88,36,242,"BirdieorBetterPercentageRough",2005
76,76,"Jonathan Byrd",103,14.83,51,344,"BirdieorBetterPercentageRough",2005
77,77,"Jesper Parnevik",84,14.8,37,250,"BirdieorBetterPercentageRough",2005
78,78,"Jeff Maggert",79,14.74,23,156,"BirdieorBetterPercentageRough",2005
79,79,"Woody Austin",100,14.68,48,327,"BirdieorBetterPercentageRough",2005
80,80,"Arron Oberholser",65,14.63,24,164,"BirdieorBetterPercentageRough",2005
80,80,"Chris Smith",93,14.63,43,294,"BirdieorBetterPercentageRough",2005
82,82,"Dean Wilson",86,14.62,38,260,"BirdieorBetterPercentageRough",2005
83,83,"Carl Pettersson",109,14.6,46,315,"BirdieorBetterPercentageRough",2005
84,84,"Sergio Garcia",73,14.55,32,220,"BirdieorBetterPercentageRough",2005
85,85,"Davis Love III",80,14.54,33,227,"BirdieorBetterPercentageRough",2005
86,86,"JP Hayes",63,14.53,26,179,"BirdieorBetterPercentageRough",2005
87,87,"DJ Trahan",81,14.52,36,248,"BirdieorBetterPercentageRough",2005
87,87,"Duffy Waldorf",86,14.52,27,186,"BirdieorBetterPercentageRough",2005
89,89,"Chris Anderson",66,14.5,29,200,"BirdieorBetterPercentageRough",2005
90,90,"Neal Lancaster",95,14.47,46,318,"BirdieorBetterPercentageRough",2005
91,91,"Kevin Stadler",96,14.43,43,298,"BirdieorBetterPercentageRough",2005
92,92,"Jeff Hart",63,14.41,16,111,"BirdieorBetterPercentageRough",2005
93,93,"Rod Pampling",89,14.4,37,257,"BirdieorBetterPercentageRough",2005
94,94,"Brent Geiberger",61,14.38,23,160,"BirdieorBetterPercentageRough",2005
95,95,"Freddie Jacobson",72,14.35,33,230,"BirdieorBetterPercentageRough",2005
95,95,"Dennis Paulson",63,14.35,33,230,"BirdieorBetterPercentageRough",2005
97,97,"Billy Andrade",83,14.29,34,238,"BirdieorBetterPercentageRough",2005
97,97,"Lee Janzen",75,14.29,31,217,"BirdieorBetterPercentageRough",2005
97,97,"John Rollins",97,14.29,40,280,"BirdieorBetterPercentageRough",2005
100,100,"Tim Clark",92,14.22,30,211,"BirdieorBetterPercentageRough",2005
100,100,"Peter Lonard",85,14.22,32,225,"BirdieorBetterPercentageRough",2005
102,102,"Jonathan Kaye",77,14.15,29,205,"BirdieorBetterPercentageRough",2005
103,103,"Brett Quigley",96,14.11,45,319,"BirdieorBetterPercentageRough",2005
104,104,"Padraig Harrington",50,14.04,24,171,"BirdieorBetterPercentageRough",2005
105,105,"Robert Allenby",95,13.92,33,237,"BirdieorBetterPercentageRough",2005
106,106,"Ryuji Imada",78,13.9,36,259,"BirdieorBetterPercentageRough",2005
107,107,"DA Points",94,13.89,35,252,"BirdieorBetterPercentageRough",2005
108,108,"Cameron Beckman",96,13.88,39,281,"BirdieorBetterPercentageRough",2005
109,109,"John Huston",90,13.81,37,268,"BirdieorBetterPercentageRough",2005
110,110,"Bob Heintz",67,13.79,32,232,"BirdieorBetterPercentageRough",2005
111,111,"Tjaart van der Walt",56,13.71,24,175,"BirdieorBetterPercentageRough",2005
111,111,"Scott Verplank",87,13.71,24,175,"BirdieorBetterPercentageRough",2005
113,113,"Bob Estes",92,13.67,35,256,"BirdieorBetterPercentageRough",2005
114,114,"Bob Tway",87,13.64,30,220,"BirdieorBetterPercentageRough",2005
115,115,"Michael Long",72,13.62,29,213,"BirdieorBetterPercentageRough",2005
116,116,"Franklin Langham",91,13.56,40,295,"BirdieorBetterPercentageRough",2005
117,117,"Olin Browne",99,13.55,29,214,"BirdieorBetterPercentageRough",2005
118,118,"Pat Perez",89,13.52,38,281,"BirdieorBetterPercentageRough",2005
119,119,"Skip Kendall",80,13.51,25,185,"BirdieorBetterPercentageRough",2005
120,120,"Richard Johnson",50,13.48,19,141,"BirdieorBetterPercentageRough",2005
120,120,"Stephen Leaney",89,13.48,31,230,"BirdieorBetterPercentageRough",2005
122,122,"Omar Uresti",84,13.44,25,186,"BirdieorBetterPercentageRough",2005
123,123,"Brandt Jobe",96,13.43,45,335,"BirdieorBetterPercentageRough",2005
123,123,"Len Mattiace",86,13.43,38,283,"BirdieorBetterPercentageRough",2005
125,125,"JJ Henry",102,13.42,40,298,"BirdieorBetterPercentageRough",2005
126,126,"Shaun Micheel",81,13.33,28,210,"BirdieorBetterPercentageRough",2005
127,127,"Jose Maria Olazabal",55,13.29,21,158,"BirdieorBetterPercentageRough",2005
128,128,"Ian Poulter",62,13.24,18,136,"BirdieorBetterPercentageRough",2005
129,129,"Kent Jones",99,13.23,34,257,"BirdieorBetterPercentageRough",2005
130,130,"Ben Crane",78,13.21,37,280,"BirdieorBetterPercentageRough",2005
131,131,"John Daly",78,13.19,31,235,"BirdieorBetterPercentageRough",2005
