"CareerMoneyLeaders_RANKTHISWEEK_2016","CareerMoneyLeaders_RANKLASTWEEK_2016","CareerMoneyLeaders_PLAYERNAME_2016","CareerMoneyLeaders__2016","CareerMoneyLeaders_MONEY_2016","stat_name","year"
1,1,"Tiger Woods",NA,110061012,"CareerMoneyLeaders",2016
2,2,"Phil Mickelson",NA,79530748,"CareerMoneyLeaders",2016
3,3,"Vijay Singh",NA,69645591,"CareerMoneyLeaders",2016
4,4,"Jim Furyk",NA,65644297,"CareerMoneyLeaders",2016
5,5,"Ernie Els",NA,48412262,"CareerMoneyLeaders",2016
6,6,"Davis Love III",NA,44282764,"CareerMoneyLeaders",2016
7,7,"Adam Scott",NA,43137742,"CareerMoneyLeaders",2016
8,8,"David Toms",NA,41653766,"CareerMoneyLeaders",2016
9,9,"Sergio Garcia",NA,41575571,"CareerMoneyLeaders",2016
10,10,"Steve Stricker",NA,41313699,"CareerMoneyLeaders",2016
11,11,"Zach Johnson",NA,39368742,"CareerMoneyLeaders",2016
12,12,"Justin Rose",NA,36283276,"CareerMoneyLeaders",2016
13,13,"Matt Kuchar",NA,34853747,"CareerMoneyLeaders",2016
14,14,"Bubba Watson",NA,34640743,"CareerMoneyLeaders",2016
15,15,"Luke Donald",NA,34176497,"CareerMoneyLeaders",2016
16,16,"Justin Leonard",NA,33856707,"CareerMoneyLeaders",2016
17,17,"Stewart Cink",NA,33828326,"CareerMoneyLeaders",2016
18,18,"Kenny Perry",NA,32123130,"CareerMoneyLeaders",2016
19,19,"Dustin Johnson",NA,31804959,"CareerMoneyLeaders",2016
20,20,"KJ Choi",NA,31614632,"CareerMoneyLeaders",2016
21,21,"Jason Day",NA,30692989,"CareerMoneyLeaders",2016
22,22,"Charles Howell III",NA,30424070,"CareerMoneyLeaders",2016
23,24,"Rory McIlroy",NA,30100915,"CareerMoneyLeaders",2016
24,23,"Retief Goosen",NA,29980233,"CareerMoneyLeaders",2016
25,25,"Hunter Mahan",NA,29692639,"CareerMoneyLeaders",2016
26,26,"Brandt Snedeker",NA,29548357,"CareerMoneyLeaders",2016
27,27,"Rory Sabbatini",NA,29462394,"CareerMoneyLeaders",2016
28,28,"Stuart Appleby",NA,29257798,"CareerMoneyLeaders",2016
29,29,"Geoff Ogilvy",NA,29156325,"CareerMoneyLeaders",2016
30,30,"Mike Weir",NA,27943673,"CareerMoneyLeaders",2016
31,31,"Jerry Kelly",NA,27813395,"CareerMoneyLeaders",2016
32,32,"Scott Verplank",NA,27500225,"CareerMoneyLeaders",2016
33,33,"Robert Allenby",NA,27411855,"CareerMoneyLeaders",2016
34,34,"Bill Haas",NA,25011381,"CareerMoneyLeaders",2016
35,35,"Padraig Harrington",NA,24282958,"CareerMoneyLeaders",2016
36,36,"Mark Calcavecchia",NA,24216436,"CareerMoneyLeaders",2016
37,37,"Nick Watney",NA,24047064,"CareerMoneyLeaders",2016
38,38,"Tim Clark",NA,23942321,"CareerMoneyLeaders",2016
39,39,"Chad Campbell",NA,23897089,"CareerMoneyLeaders",2016
40,41,"Rickie Fowler",NA,23080114,"CareerMoneyLeaders",2016
41,40,"Jordan Spieth",NA,23025959,"CareerMoneyLeaders",2016
42,42,"Henrik Stenson",NA,22684923,"CareerMoneyLeaders",2016
43,43,"Chris DiMarco",NA,22656443,"CareerMoneyLeaders",2016
44,44,"Fred Couples",NA,22595874,"CareerMoneyLeaders",2016
45,45,"Ryan Moore",NA,22575271,"CareerMoneyLeaders",2016
46,46,"Carl Pettersson",NA,22468532,"CareerMoneyLeaders",2016
47,47,"Kevin Na",NA,21605390,"CareerMoneyLeaders",2016
48,48,"Bob Estes",NA,21536179,"CareerMoneyLeaders",2016
49,49,"Tom Lehman",NA,21495878,"CareerMoneyLeaders",2016
50,50,"Fred Funk",NA,21290157,"CareerMoneyLeaders",2016
51,51,"Webb Simpson",NA,20966488,"CareerMoneyLeaders",2016
52,52,"John Senden",NA,20811521,"CareerMoneyLeaders",2016
53,53,"Nick Price",NA,20576104,"CareerMoneyLeaders",2016
54,54,"Bo Van Pelt",NA,20426888,"CareerMoneyLeaders",2016
55,55,"Charley Hoffman",NA,20376729,"CareerMoneyLeaders",2016
56,56,"Billy Mayfair",NA,20287603,"CareerMoneyLeaders",2016
57,57,"Jason Dufner",NA,19935364,"CareerMoneyLeaders",2016
58,58,"Ryan Palmer",NA,19810283,"CareerMoneyLeaders",2016
59,59,"Ben Crane",NA,19808056,"CareerMoneyLeaders",2016
60,60,"Stephen Ames",NA,19718160,"CareerMoneyLeaders",2016
61,61,"Sean OHair",NA,19582371,"CareerMoneyLeaders",2016
62,62,"Jeff Maggert",NA,19364566,"CareerMoneyLeaders",2016
63,63,"David Duval",NA,18983931,"CareerMoneyLeaders",2016
64,64,"Tim Herron",NA,18855144,"CareerMoneyLeaders",2016
65,65,"Jimmy Walker",NA,18780741,"CareerMoneyLeaders",2016
66,66,"JB Holmes",NA,18575122,"CareerMoneyLeaders",2016
