"Last15EventsScoring_RANKTHISWEEK_2016","Last15EventsScoring_RANKLASTWEEK_2016","Last15EventsScoring_PLAYERNAME_2016","Last15EventsScoring_EVENTS_2016","Last15EventsScoring_RATING_2016","stat_name","year"
1,1,"Paul Dunne",1,9,"Last15EventsScoring",2016
2,2,"Bubba Watson",5,8.9,"Last15EventsScoring",2016
3,3,"Bobby Wyatt",1,8.8,"Last15EventsScoring",2016
4,6,"Martin Flores",1,8.7,"Last15EventsScoring",2016
4,30,"Rickie Fowler",9,8.7,"Last15EventsScoring",2016
4,6,"Lee McCoy",1,8.7,"Last15EventsScoring",2016
4,10,"Phil Mickelson",8,8.7,"Last15EventsScoring",2016
4,3,"Adam Scott",7,8.7,"Last15EventsScoring",2016
4,6,"Jordan Spieth",8,8.7,"Last15EventsScoring",2016
4,3,"Henrik Stenson",7,8.7,"Last15EventsScoring",2016
11,10,"Joe Affrunti",1,8.6,"Last15EventsScoring",2016
11,10,"Charlie Beljan",1,8.6,"Last15EventsScoring",2016
11,10,"Rafa Cabrera Bello",2,8.6,"Last15EventsScoring",2016
11,10,"Dustin Johnson",8,8.6,"Last15EventsScoring",2016
11,6,"Hideki Matsuyama",7,8.6,"Last15EventsScoring",2016
11,30,"Justin Rose",6,8.6,"Last15EventsScoring",2016
17,16,"Jason Day",6,8.5,"Last15EventsScoring",2016
17,16,"Gonzalo Fdez Castano",1,8.5,"Last15EventsScoring",2016
17,16,"Sergio Garcia",5,8.5,"Last15EventsScoring",2016
17,16,"Russell Henley",7,8.5,"Last15EventsScoring",2016
17,16,"Rory McIlroy",6,8.5,"Last15EventsScoring",2016
17,16,"Bryce Molder",8,8.5,"Last15EventsScoring",2016
17,16,"Louis Oosthuizen",3,8.5,"Last15EventsScoring",2016
17,16,"Michael Putnam",3,8.5,"Last15EventsScoring",2016
17,16,"Brandt Snedeker",8,8.5,"Last15EventsScoring",2016
17,16,"Kevin Streelman",6,8.5,"Last15EventsScoring",2016
17,16,"Marc Turnesa",2,8.5,"Last15EventsScoring",2016
17,16,"Danny Willett",3,8.5,"Last15EventsScoring",2016
29,30,"Tyler Aldridge",5,8.4,"Last15EventsScoring",2016
29,30,"Bryson DeChambeau",2,8.4,"Last15EventsScoring",2016
29,30,"Ryo Ishikawa",3,8.4,"Last15EventsScoring",2016
29,30,"Thongchai Jaidee",1,8.4,"Last15EventsScoring",2016
29,16,"Kevin Kisner",8,8.4,"Last15EventsScoring",2016
29,10,"Jamie Lovemark",10,8.4,"Last15EventsScoring",2016
29,39,"Patrick Reed",8,8.4,"Last15EventsScoring",2016
29,39,"Vaughn Taylor",4,8.4,"Last15EventsScoring",2016
29,30,"Jimmy Walker",8,8.4,"Last15EventsScoring",2016
38,16,"Paul Casey",5,8.3,"Last15EventsScoring",2016
38,39,"Luke Guthrie",4,8.3,"Last15EventsScoring",2016
38,62,"Bill Haas",9,8.3,"Last15EventsScoring",2016
38,39,"Charles Howell III",11,8.3,"Last15EventsScoring",2016
38,39,"Hiroshi Iwata",4,8.3,"Last15EventsScoring",2016
38,39,"Chris Kirk",8,8.3,"Last15EventsScoring",2016
38,39,"Jason Kokrak",7,8.3,"Last15EventsScoring",2016
38,39,"Marc Leishman",6,8.3,"Last15EventsScoring",2016
38,39,"Luke List",6,8.3,"Last15EventsScoring",2016
38,39,"Graeme McDowell",5,8.3,"Last15EventsScoring",2016
38,39,"William McGirt",11,8.3,"Last15EventsScoring",2016
38,39,"Ryan Moore",7,8.3,"Last15EventsScoring",2016
38,39,"Kevin Na",8,8.3,"Last15EventsScoring",2016
38,39,"Sean OHair",9,8.3,"Last15EventsScoring",2016
