"Scrambling1020ydsRTPScore_RANKTHISWEEK_2015","Scrambling1020ydsRTPScore_RANKLASTWEEK_2015","Scrambling1020ydsRTPScore_PLAYERNAME_2015","Scrambling1020ydsRTPScore_ROUNDS_2015","Scrambling1020ydsRTPScore_AVGRTP_2015","Scrambling1020ydsRTPScore_TOTALHOLES_2015","Scrambling1020ydsRTPScore_TOTALRTP_2015","stat_name","year"
78,78,"Kevin Chappell",86,0.341,208,71,"Scrambling1020ydsRTPScore",2015
79,79,"Daniel Berger",97,0.342,193,66,"Scrambling1020ydsRTPScore",2015
79,79,"JJ Henry",94,0.342,161,55,"Scrambling1020ydsRTPScore",2015
81,81,"Russell Henley",87,0.343,143,49,"Scrambling1020ydsRTPScore",2015
82,82,"Seung Yul Noh",65,0.344,128,44,"Scrambling1020ydsRTPScore",2015
82,82,"John Peterson",84,0.344,186,64,"Scrambling1020ydsRTPScore",2015
84,84,"John Huh",102,0.345,223,77,"Scrambling1020ydsRTPScore",2015
84,84,"Vijay Singh",78,0.345,174,60,"Scrambling1020ydsRTPScore",2015
86,86,"James Hahn",94,0.347,222,77,"Scrambling1020ydsRTPScore",2015
87,87,"David Lingmerth",90,0.349,186,65,"Scrambling1020ydsRTPScore",2015
87,87,"Ian Poulter",68,0.349,126,44,"Scrambling1020ydsRTPScore",2015
87,87,"Michael Putnam",87,0.349,169,59,"Scrambling1020ydsRTPScore",2015
90,90,"SJ Park",79,0.35,160,56,"Scrambling1020ydsRTPScore",2015
91,91,"Aaron Baddeley",76,0.351,185,65,"Scrambling1020ydsRTPScore",2015
91,91,"Brice Garnett",81,0.351,134,47,"Scrambling1020ydsRTPScore",2015
93,93,"Sean OHair",86,0.352,216,76,"Scrambling1020ydsRTPScore",2015
94,94,"Alex Cejka",94,0.353,201,71,"Scrambling1020ydsRTPScore",2015
95,95,"Brendon de Jonge",106,0.354,243,86,"Scrambling1020ydsRTPScore",2015
95,95,"Steve Wheatcroft",87,0.354,192,68,"Scrambling1020ydsRTPScore",2015
97,97,"Kevin Kisner",104,0.355,251,89,"Scrambling1020ydsRTPScore",2015
98,98,"Jon Curran",83,0.357,168,60,"Scrambling1020ydsRTPScore",2015
98,98,"Adam Hadwin",95,0.357,185,66,"Scrambling1020ydsRTPScore",2015
98,98,"Tom Hoge",83,0.357,157,56,"Scrambling1020ydsRTPScore",2015
101,101,"Jason Bohn",95,0.358,204,73,"Scrambling1020ydsRTPScore",2015
101,101,"Marc Leishman",74,0.358,148,53,"Scrambling1020ydsRTPScore",2015
103,103,"Spencer Levin",99,0.359,206,74,"Scrambling1020ydsRTPScore",2015
103,103,"Jim Renner",68,0.359,153,55,"Scrambling1020ydsRTPScore",2015
103,103,"Tim Wilkinson",73,0.359,170,61,"Scrambling1020ydsRTPScore",2015
106,106,"Padraig Harrington",60,0.361,144,52,"Scrambling1020ydsRTPScore",2015
107,107,"Paul Casey",87,0.362,116,42,"Scrambling1020ydsRTPScore",2015
107,107,"Fabian Gomez",83,0.362,196,71,"Scrambling1020ydsRTPScore",2015
109,109,"Kevin Streelman",95,0.363,157,57,"Scrambling1020ydsRTPScore",2015
109,109,"Nick Watney",91,0.363,204,74,"Scrambling1020ydsRTPScore",2015
111,111,"Will Wilcox",58,0.366,93,34,"Scrambling1020ydsRTPScore",2015
112,112,"Ryo Ishikawa",90,0.367,188,69,"Scrambling1020ydsRTPScore",2015
112,112,"Chris Stroud",84,0.367,169,62,"Scrambling1020ydsRTPScore",2015
114,114,"Dustin Johnson",75,0.368,136,50,"Scrambling1020ydsRTPScore",2015
114,114,"Danny Lee",120,0.368,272,100,"Scrambling1020ydsRTPScore",2015
116,116,"Matt Every",73,0.37,154,57,"Scrambling1020ydsRTPScore",2015
116,116,"Michael Thompson",83,0.37,184,68,"Scrambling1020ydsRTPScore",2015
118,118,"Scott Langley",94,0.371,213,79,"Scrambling1020ydsRTPScore",2015
118,118,"George McNeill",93,0.371,229,85,"Scrambling1020ydsRTPScore",2015
120,120,"Scott Brown",97,0.374,219,82,"Scrambling1020ydsRTPScore",2015
120,120,"Jason Kokrak",88,0.374,203,76,"Scrambling1020ydsRTPScore",2015
122,122,"Boo Weekley",79,0.376,165,62,"Scrambling1020ydsRTPScore",2015
123,123,"Martin Flores",95,0.377,204,77,"Scrambling1020ydsRTPScore",2015
124,124,"Brian Davis",86,0.378,217,82,"Scrambling1020ydsRTPScore",2015
124,124,"Davis Love III",51,0.378,111,42,"Scrambling1020ydsRTPScore",2015
126,126,"Colt Knost",90,0.38,171,65,"Scrambling1020ydsRTPScore",2015
126,126,"Sam Saunders",83,0.38,171,65,"Scrambling1020ydsRTPScore",2015
128,128,"Daniel Summerhays",101,0.382,251,96,"Scrambling1020ydsRTPScore",2015
129,129,"Bill Lunde",50,0.383,81,31,"Scrambling1020ydsRTPScore",2015
130,130,"Camilo Villegas",83,0.384,185,71,"Scrambling1020ydsRTPScore",2015
131,131,"Jason Dufner",76,0.385,117,45,"Scrambling1020ydsRTPScore",2015
131,131,"Scott Pinckney",88,0.385,161,62,"Scrambling1020ydsRTPScore",2015
131,131,"Shawn Stefani",94,0.385,213,82,"Scrambling1020ydsRTPScore",2015
131,131,"Jimmy Walker",89,0.385,174,67,"Scrambling1020ydsRTPScore",2015
135,135,"Greg Owen",58,0.386,88,34,"Scrambling1020ydsRTPScore",2015
136,136,"Pat Perez",96,0.387,217,84,"Scrambling1020ydsRTPScore",2015
137,137,"Tyrone Van Aswegen",58,0.388,98,38,"Scrambling1020ydsRTPScore",2015
138,138,"Justin Rose",69,0.389,113,44,"Scrambling1020ydsRTPScore",2015
139,139,"Roberto Castro",54,0.39,77,30,"Scrambling1020ydsRTPScore",2015
139,139,"Martin Laird",77,0.39,187,73,"Scrambling1020ydsRTPScore",2015
139,139,"Bo Van Pelt",81,0.39,154,60,"Scrambling1020ydsRTPScore",2015
142,142,"Jonathan Randolph",72,0.391,151,59,"Scrambling1020ydsRTPScore",2015
142,142,"John Senden",80,0.391,133,52,"Scrambling1020ydsRTPScore",2015
144,144,"Heath Slocum",57,0.393,140,55,"Scrambling1020ydsRTPScore",2015
144,144,"Johnson Wagner",68,0.393,135,53,"Scrambling1020ydsRTPScore",2015
146,146,"Graham DeLaet",65,0.394,127,50,"Scrambling1020ydsRTPScore",2015
147,147,"David Hearn",97,0.395,177,70,"Scrambling1020ydsRTPScore",2015
147,147,"Patrick Rodgers",57,0.395,129,51,"Scrambling1020ydsRTPScore",2015
149,149,"Luke Guthrie",84,0.399,173,69,"Scrambling1020ydsRTPScore",2015
150,150,"Brooks Koepka",84,0.4,160,64,"Scrambling1020ydsRTPScore",2015
150,150,"Gary Woodland",81,0.4,150,60,"Scrambling1020ydsRTPScore",2015
152,152,"Lucas Glover",79,0.402,164,66,"Scrambling1020ydsRTPScore",2015
153,153,"Morgan Hoffmann",85,0.404,193,78,"Scrambling1020ydsRTPScore",2015
154,154,"Ken Duke",93,0.405,220,89,"Scrambling1020ydsRTPScore",2015
154,154,"Nick Taylor",91,0.405,237,96,"Scrambling1020ydsRTPScore",2015
156,156,"Ben Martin",93,0.406,180,73,"Scrambling1020ydsRTPScore",2015
157,157,"Chesson Hadley",101,0.407,214,87,"Scrambling1020ydsRTPScore",2015
157,157,"John Merrick",78,0.407,140,57,"Scrambling1020ydsRTPScore",2015
157,157,"Francesco Molinari",56,0.407,91,37,"Scrambling1020ydsRTPScore",2015
160,160,"Cameron Percy",72,0.411,129,53,"Scrambling1020ydsRTPScore",2015
161,161,"Alex Prugh",84,0.413,160,66,"Scrambling1020ydsRTPScore",2015
162,162,"Jim Herman",88,0.414,157,65,"Scrambling1020ydsRTPScore",2015
163,163,"Carlos Ortiz",100,0.415,217,90,"Scrambling1020ydsRTPScore",2015
164,164,"Charley Hoffman",97,0.418,194,81,"Scrambling1020ydsRTPScore",2015
164,164,"Hudson Swafford",97,0.418,208,87,"Scrambling1020ydsRTPScore",2015
166,166,"Robert Allenby",63,0.421,133,56,"Scrambling1020ydsRTPScore",2015
166,166,"Max Homa",78,0.421,202,85,"Scrambling1020ydsRTPScore",2015
168,168,"Roger Sloan",56,0.425,113,48,"Scrambling1020ydsRTPScore",2015
169,169,"Charles Howell III",105,0.426,230,98,"Scrambling1020ydsRTPScore",2015
170,170,"Greg Chalmers",58,0.427,103,44,"Scrambling1020ydsRTPScore",2015
170,170,"Adam Scott",51,0.427,75,32,"Scrambling1020ydsRTPScore",2015
172,172,"Andrew Svoboda",80,0.428,187,80,"Scrambling1020ydsRTPScore",2015
173,173,"Geoff Ogilvy",50,0.43,93,40,"Scrambling1020ydsRTPScore",2015
174,174,"Robert Garrigus",70,0.436,163,71,"Scrambling1020ydsRTPScore",2015
175,175,"Charl Schwartzel",67,0.44,125,55,"Scrambling1020ydsRTPScore",2015
176,176,"Oscar Fraustro",58,0.446,112,50,"Scrambling1020ydsRTPScore",2015
177,177,"Gonzalo Fdez Castano",81,0.447,159,71,"Scrambling1020ydsRTPScore",2015
178,178,"Angel Cabrera",53,0.459,109,50,"Scrambling1020ydsRTPScore",2015
179,179,"Derek Ernst",75,0.463,177,82,"Scrambling1020ydsRTPScore",2015
180,180,"Nicholas Thompson",90,0.471,172,81,"Scrambling1020ydsRTPScore",2015
181,181,"Byron Smith",59,0.473,112,53,"Scrambling1020ydsRTPScore",2015
182,182,"Jason Gore",76,0.479,140,67,"Scrambling1020ydsRTPScore",2015
183,183,"Chez Reavie",56,0.509,112,57,"Scrambling1020ydsRTPScore",2015
184,184,"Charlie Beljan",76,0.542,155,84,"Scrambling1020ydsRTPScore",2015
