"ConsecutiveCuts_RANKTHISWEEK_2010","ConsecutiveCuts_RANKLASTWEEK_2010","ConsecutiveCuts_PLAYERNAME_2010","ConsecutiveCuts__2010","ConsecutiveCuts_TOTAL_2010","ConsecutiveCuts_STARTTOURNAMENTID_2010","stat_name","year"
1,1,"Steve Stricker",NA,23,2009380,"ConsecutiveCuts",2010
2,2,"Lee Westwood",NA,19,2009090,"ConsecutiveCuts",2010
3,3,"Retief Goosen",NA,16,2010080,"ConsecutiveCuts",2010
4,4,"Chris DiMarco",NA,14,2010250,"ConsecutiveCuts",2010
4,4,"Matt Kuchar",NA,14,2010200,"ConsecutiveCuts",2010
6,6,"Andrew Coltart",NA,13,1998350,"ConsecutiveCuts",2010
6,6,"Zach Johnson",NA,13,2010230,"ConsecutiveCuts",2010
8,8,"Stewart Cink",NA,12,2010220,"ConsecutiveCuts",2010
8,8,"Jason Day",NA,12,2010220,"ConsecutiveCuts",2010
10,10,"Camilo Villegas",NA,11,2010240,"ConsecutiveCuts",2010
11,11,"Kevin Na",NA,10,2010310,"ConsecutiveCuts",2010
11,11,"Nick Watney",NA,10,2010260,"ConsecutiveCuts",2010
11,11,"Tiger Woods",NA,10,2010200,"ConsecutiveCuts",2010
14,14,"Rickie Fowler",NA,9,2010310,"ConsecutiveCuts",2010
14,14,"Hunter Mahan",NA,9,2010310,"ConsecutiveCuts",2010
14,14,"Ryan Palmer",NA,9,2010320,"ConsecutiveCuts",2010
14,14,"Heath Slocum",NA,9,2010310,"ConsecutiveCuts",2010
18,18,"Robert Allenby",NA,8,2010260,"ConsecutiveCuts",2010
18,18,"Arjun Atwal",NA,8,2010270,"ConsecutiveCuts",2010
18,18,"Jonathan Byrd",NA,8,2010330,"ConsecutiveCuts",2010
18,18,"Todd Demsey",NA,8,2008370,"ConsecutiveCuts",2010
18,18,"Robert Karlsson",NA,8,2010160,"ConsecutiveCuts",2010
18,18,"Martin Laird",NA,8,2010350,"ConsecutiveCuts",2010
24,24,"Peter Hanson",NA,7,2010080,"ConsecutiveCuts",2010
24,24,"Dustin Johnson",NA,7,2010310,"ConsecutiveCuts",2010
24,24,"Ian Poulter",NA,7,2010260,"ConsecutiveCuts",2010
24,24,"Adam Scott",NA,7,2010310,"ConsecutiveCuts",2010
24,24,"John Senden",NA,7,2010380,"ConsecutiveCuts",2010
24,24,"Charlie Wi",NA,7,2010380,"ConsecutiveCuts",2010
30,30,"Paul Casey",NA,6,2010350,"ConsecutiveCuts",2010
30,30,"Ernie Els",NA,6,2010350,"ConsecutiveCuts",2010
30,30,"Jim Furyk",NA,6,2010330,"ConsecutiveCuts",2010
30,30,"Bill Haas",NA,6,2010370,"ConsecutiveCuts",2010
30,30,"Rory McIlroy",NA,6,2010310,"ConsecutiveCuts",2010
30,30,"Andres Romero",NA,6,2010370,"ConsecutiveCuts",2010
30,30,"Kevin Streelman",NA,6,2010370,"ConsecutiveCuts",2010
30,30,"Doug Tewell",NA,6,1999230,"ConsecutiveCuts",2010
30,30,"Bubba Watson",NA,6,2010350,"ConsecutiveCuts",2010
39,39,"Fredrik Andersson Hed",NA,5,2002310,"ConsecutiveCuts",2010
39,39,"Gregory Bourdy",NA,5,2006440,"ConsecutiveCuts",2010
39,39,"Brendon de Jonge",NA,5,2010390,"ConsecutiveCuts",2010
39,39,"Joe Durant",NA,5,2010370,"ConsecutiveCuts",2010
39,39,"Matt Every",NA,5,2010290,"ConsecutiveCuts",2010
39,39,"Brian Gay",NA,5,2010400,"ConsecutiveCuts",2010
39,39,"Tom Gillis",NA,5,2010390,"ConsecutiveCuts",2010
39,39,"Mathew Goggin",NA,5,2010420,"ConsecutiveCuts",2010
39,39,"JB Holmes",NA,5,2010390,"ConsecutiveCuts",2010
39,39,"Charles Howell III",NA,5,2010390,"ConsecutiveCuts",2010
39,39,"Martin Kaymer",NA,5,2010200,"ConsecutiveCuts",2010
39,39,"Jerry Kelly",NA,5,2010420,"ConsecutiveCuts",2010
39,39,"James Kingston",NA,5,2008350,"ConsecutiveCuts",2010
39,39,"Wayne Levi",NA,5,2001300,"ConsecutiveCuts",2010
39,39,"Davis Love III",NA,5,2010380,"ConsecutiveCuts",2010
39,39,"Scott Piercy",NA,5,2010420,"ConsecutiveCuts",2010
39,39,"Brett Quigley",NA,5,2010420,"ConsecutiveCuts",2010
39,39,"John Riegger",NA,5,2008450,"ConsecutiveCuts",2010
39,39,"Peter Senior",NA,5,2000310,"ConsecutiveCuts",2010
39,39,"Patrick Sheehan",NA,5,2009320,"ConsecutiveCuts",2010
39,39,"Chris Stroud",NA,5,2010420,"ConsecutiveCuts",2010
39,39,"Bo Van Pelt",NA,5,2010390,"ConsecutiveCuts",2010
61,61,"Aaron Baddeley",NA,4,2010440,"ConsecutiveCuts",2010
61,61,"Ricky Barnes",NA,4,2010390,"ConsecutiveCuts",2010
61,61,"Paul Broadhurst",NA,4,2006440,"ConsecutiveCuts",2010
61,61,"Chad Campbell",NA,4,2010420,"ConsecutiveCuts",2010
61,61,"Tim Clark",NA,4,2010390,"ConsecutiveCuts",2010
61,61,"Graham DeLaet",NA,4,2010420,"ConsecutiveCuts",2010
61,61,"Luke Donald",NA,4,2010380,"ConsecutiveCuts",2010
61,61,"Alastair Forsyth",NA,4,2007310,"ConsecutiveCuts",2010
61,61,"Cliff Kresge",NA,4,2010420,"ConsecutiveCuts",2010
61,61,"Michael Letzig",NA,4,2010440,"ConsecutiveCuts",2010
61,61,"Troy Merritt",NA,4,2010440,"ConsecutiveCuts",2010
61,61,"Edoardo Molinari",NA,4,2010260,"ConsecutiveCuts",2010
61,61,"Pat Perez",NA,4,2010440,"ConsecutiveCuts",2010
61,61,"Tom Pernice Jr",NA,4,2010420,"ConsecutiveCuts",2010
61,61,"Tim Petrovic",NA,4,2010440,"ConsecutiveCuts",2010
61,61,"Charl Schwartzel",NA,4,2010260,"ConsecutiveCuts",2010
61,61,"Michael Sim",NA,4,2010370,"ConsecutiveCuts",2010
61,61,"Webb Simpson",NA,4,2010440,"ConsecutiveCuts",2010
61,61,"Mike Sposa",NA,4,2006410,"ConsecutiveCuts",2010
61,61,"Kevin Stadler",NA,4,2010420,"ConsecutiveCuts",2010
61,61,"Richard Sterne",NA,4,2009240,"ConsecutiveCuts",2010
61,61,"David Toms",NA,4,2010390,"ConsecutiveCuts",2010
83,83,"Blake Adams",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Angel Cabrera",NA,3,2010380,"ConsecutiveCuts",2010
83,83,"KJ Choi",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Simon Dyson",NA,3,2010310,"ConsecutiveCuts",2010
83,83,"Martin Flores",NA,3,2010450,"ConsecutiveCuts",2010
83,83,"Marcus Fraser",NA,3,2006310,"ConsecutiveCuts",2010
83,83,"Fred Funk",NA,3,2010200,"ConsecutiveCuts",2010
83,83,"Stephen Gallacher",NA,3,2005360,"ConsecutiveCuts",2010
83,83,"Robert Garrigus",NA,3,2010450,"ConsecutiveCuts",2010
83,83,"Andres Gonzales",NA,3,2006460,"ConsecutiveCuts",2010
83,83,"Paul Goydos",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Bob Heintz",NA,3,2010130,"ConsecutiveCuts",2010
83,83,"David Howell",NA,3,2008320,"ConsecutiveCuts",2010
83,83,"John Huston",NA,3,2010320,"ConsecutiveCuts",2010
83,83,"Simon Khan",NA,3,2010310,"ConsecutiveCuts",2010
83,83,"Kenichi Kuboya",NA,3,2003470,"ConsecutiveCuts",2010
83,83,"Spencer Levin",NA,3,2010450,"ConsecutiveCuts",2010
83,83,"Frank Lickliter II",NA,3,2010210,"ConsecutiveCuts",2010
83,83,"Phil Mickelson",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Ryan Moore",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Sean OHair",NA,3,2010400,"ConsecutiveCuts",2010
83,83,"Geoff Ogilvy",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Jose Maria Olazabal",NA,3,2009170,"ConsecutiveCuts",2010
83,83,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2010
83,83,"Vijay Singh",NA,3,2010390,"ConsecutiveCuts",2010
83,83,"Kevin Sutherland",NA,3,2010440,"ConsecutiveCuts",2010
83,83,"Roland Thatcher",NA,3,2010450,"ConsecutiveCuts",2010
83,83,"Chris Tidland",NA,3,2010450,"ConsecutiveCuts",2010
83,83,"Charles Warren",NA,3,2010450,"ConsecutiveCuts",2010
83,83,"YE Yang",NA,3,2010380,"ConsecutiveCuts",2010
113,113,"Thomas Aiken",NA,2,2009310,"ConsecutiveCuts",2010
113,113,"Briny Baird",NA,2,2010460,"ConsecutiveCuts",2010
113,113,"Jeff Brehaut",NA,2,2007480,"ConsecutiveCuts",2010
113,113,"Bart Bryant",NA,2,2009280,"ConsecutiveCuts",2010
113,113,"Alejandro Canizares",NA,2,2010070,"ConsecutiveCuts",2010
113,113,"Darren Clarke",NA,2,2010310,"ConsecutiveCuts",2010
113,113,"Michael Connell",NA,2,2010460,"ConsecutiveCuts",2010
113,113,"Ben Crane",NA,2,2010400,"ConsecutiveCuts",2010
113,113,"John Daly",NA,2,2010450,"ConsecutiveCuts",2010
113,113,"Rhys Davies",NA,2,2010350,"ConsecutiveCuts",2010
113,113,"Bradley Dredge",NA,2,2008090,"ConsecutiveCuts",2010
113,113,"Jason Dufner",NA,2,2010390,"ConsecutiveCuts",2010
113,113,"Ken Duke",NA,2,2010420,"ConsecutiveCuts",2010
113,113,"David Duval",NA,2,2010450,"ConsecutiveCuts",2010
113,113,"John Ellis",NA,2,2009060,"ConsecutiveCuts",2010
113,113,"Dan Forsman",NA,2,2008340,"ConsecutiveCuts",2010
113,113,"Benjamin Fox",NA,2,2010090,"ConsecutiveCuts",2010
