"GoodDrivePercentage_RANKTHISWEEK_2015","GoodDrivePercentage_RANKLASTWEEK_2015","GoodDrivePercentage_PLAYERNAME_2015","GoodDrivePercentage_ROUNDS_2015","GoodDrivePercentage_Pct_2015","GoodDrivePercentage_HIT_2015","GoodDrivePercentage_TOTALATTEMPTS_2015","stat_name","year"
80,80,"Brian Davis",86,83.26,950,1141,"GoodDrivePercentage",2015
80,80,"James Hahn",94,83.26,1094,1314,"GoodDrivePercentage",2015
82,82,"Alex Prugh",84,83.21,927,1114,"GoodDrivePercentage",2015
82,82,"Rory Sabbatini",81,83.21,937,1126,"GoodDrivePercentage",2015
84,84,"Charlie Beljan",76,83.15,834,1003,"GoodDrivePercentage",2015
85,85,"Jason Kokrak",88,83.1,1018,1225,"GoodDrivePercentage",2015
85,85,"Daniel Summerhays",101,83.1,1170,1408,"GoodDrivePercentage",2015
87,87,"Cameron Percy",72,83.08,810,975,"GoodDrivePercentage",2015
88,88,"Jordan Spieth",91,82.95,1022,1232,"GoodDrivePercentage",2015
89,89,"Greg Chalmers",58,82.94,627,756,"GoodDrivePercentage",2015
90,90,"Vijay Singh",78,82.93,899,1084,"GoodDrivePercentage",2015
91,91,"Justin Thomas",106,82.92,1223,1475,"GoodDrivePercentage",2015
92,92,"Keegan Bradley",87,82.89,974,1175,"GoodDrivePercentage",2015
93,93,"Charl Schwartzel",67,82.88,736,888,"GoodDrivePercentage",2015
94,94,"Billy Horschel",99,82.78,1120,1353,"GoodDrivePercentage",2015
95,95,"Mark Wilson",89,82.69,979,1184,"GoodDrivePercentage",2015
96,96,"Scott Pinckney",88,82.68,1012,1224,"GoodDrivePercentage",2015
97,97,"Whee Kim",71,82.64,795,962,"GoodDrivePercentage",2015
98,98,"JJ Henry",94,82.62,1036,1254,"GoodDrivePercentage",2015
99,99,"Steve Wheatcroft",87,82.6,954,1155,"GoodDrivePercentage",2015
100,100,"Roberto Castro",54,82.59,574,695,"GoodDrivePercentage",2015
101,101,"Sean OHair",86,82.54,988,1197,"GoodDrivePercentage",2015
102,102,"Tony Finau",106,82.53,1219,1477,"GoodDrivePercentage",2015
103,103,"Scott Langley",94,82.44,1056,1281,"GoodDrivePercentage",2015
104,104,"Sergio Garcia",59,82.32,652,792,"GoodDrivePercentage",2015
105,105,"Charley Hoffman",97,82.31,1084,1317,"GoodDrivePercentage",2015
106,106,"Carl Pettersson",106,82.3,1218,1480,"GoodDrivePercentage",2015
107,107,"Alex Cejka",94,82.28,1054,1281,"GoodDrivePercentage",2015
107,107,"Kyle Reifers",96,82.28,1054,1281,"GoodDrivePercentage",2015
109,109,"Chad Collins",79,82.27,905,1100,"GoodDrivePercentage",2015
109,109,"Byron Smith",59,82.27,631,767,"GoodDrivePercentage",2015
111,111,"Gonzalo Fdez Castano",81,82.26,881,1071,"GoodDrivePercentage",2015
112,112,"Carlos Ortiz",100,82.12,1098,1337,"GoodDrivePercentage",2015
113,113,"Ryo Ishikawa",90,82.1,1009,1229,"GoodDrivePercentage",2015
114,114,"Brooks Koepka",84,82.09,935,1139,"GoodDrivePercentage",2015
114,114,"Robert Streb",110,82.09,1274,1552,"GoodDrivePercentage",2015
116,116,"Dustin Johnson",75,82.02,830,1012,"GoodDrivePercentage",2015
117,117,"Brice Garnett",81,81.85,902,1102,"GoodDrivePercentage",2015
118,118,"Tim Wilkinson",73,81.8,809,989,"GoodDrivePercentage",2015
119,119,"Robert Allenby",63,81.77,673,823,"GoodDrivePercentage",2015
120,120,"KJ Choi",66,81.76,708,866,"GoodDrivePercentage",2015
121,121,"Matt Jones",89,81.74,989,1210,"GoodDrivePercentage",2015
122,122,"Daniel Berger",97,81.62,1106,1355,"GoodDrivePercentage",2015
123,123,"Lee Westwood",56,81.56,597,732,"GoodDrivePercentage",2015
124,124,"Louis Oosthuizen",68,81.53,724,888,"GoodDrivePercentage",2015
125,125,"Brandt Snedeker",98,81.51,1080,1325,"GoodDrivePercentage",2015
126,126,"Tom Hoge",83,81.41,898,1103,"GoodDrivePercentage",2015
127,127,"Charles Howell III",105,81.34,1190,1463,"GoodDrivePercentage",2015
128,128,"Ian Poulter",68,81.3,739,909,"GoodDrivePercentage",2015
129,129,"Scott Piercy",90,81.24,1022,1258,"GoodDrivePercentage",2015
130,130,"Angel Cabrera",53,81.23,606,746,"GoodDrivePercentage",2015
131,131,"Troy Merritt",91,81.22,1029,1267,"GoodDrivePercentage",2015
132,132,"Rickie Fowler",76,81.2,825,1016,"GoodDrivePercentage",2015
133,133,"Jamie Donaldson",50,81.17,539,664,"GoodDrivePercentage",2015
134,134,"Bubba Watson",71,81.15,779,960,"GoodDrivePercentage",2015
135,135,"Max Homa",78,81.09,836,1031,"GoodDrivePercentage",2015
136,136,"Sangmoon Bae",98,81.04,1111,1371,"GoodDrivePercentage",2015
137,137,"Michael Thompson",83,81.03,914,1128,"GoodDrivePercentage",2015
138,138,"Hunter Mahan",88,81,959,1184,"GoodDrivePercentage",2015
138,138,"Jim Renner",68,81,746,921,"GoodDrivePercentage",2015
140,140,"Kevin Na",98,80.99,1078,1331,"GoodDrivePercentage",2015
141,141,"Gary Woodland",81,80.94,841,1039,"GoodDrivePercentage",2015
142,142,"Ernie Els",57,80.82,649,803,"GoodDrivePercentage",2015
142,142,"Bo Van Pelt",81,80.82,889,1100,"GoodDrivePercentage",2015
144,144,"Andrew Svoboda",80,80.81,880,1089,"GoodDrivePercentage",2015
145,145,"Harris English",105,80.8,1153,1427,"GoodDrivePercentage",2015
146,146,"Robert Garrigus",70,80.77,739,915,"GoodDrivePercentage",2015
147,147,"Chris Kirk",76,80.74,826,1023,"GoodDrivePercentage",2015
148,148,"Andres Gonzales",90,80.53,964,1197,"GoodDrivePercentage",2015
148,148,"Adam Scott",51,80.53,546,678,"GoodDrivePercentage",2015
150,150,"Patrick Rodgers",57,80.51,595,739,"GoodDrivePercentage",2015
151,151,"Phil Mickelson",70,80.43,793,986,"GoodDrivePercentage",2015
152,152,"Jeff Overton",94,80.38,1028,1279,"GoodDrivePercentage",2015
153,153,"DA Points",72,80.29,782,974,"GoodDrivePercentage",2015
154,154,"Jonathan Randolph",72,80.27,781,973,"GoodDrivePercentage",2015
155,155,"Ryan Palmer",80,80.19,866,1080,"GoodDrivePercentage",2015
156,156,"Fabian Gomez",83,80.05,927,1158,"GoodDrivePercentage",2015
157,157,"Luke Donald",71,80.04,798,997,"GoodDrivePercentage",2015
158,158,"Nick Taylor",91,79.8,1015,1272,"GoodDrivePercentage",2015
158,158,"Jhonattan Vegas",90,79.8,956,1198,"GoodDrivePercentage",2015
160,160,"Martin Laird",77,79.65,853,1071,"GoodDrivePercentage",2015
161,161,"Scott Stallings",60,79.64,669,840,"GoodDrivePercentage",2015
162,162,"Luke Guthrie",84,79.47,906,1140,"GoodDrivePercentage",2015
163,163,"Jimmy Walker",89,79.46,963,1212,"GoodDrivePercentage",2015
164,164,"Erik Compton",86,79.28,949,1197,"GoodDrivePercentage",2015
165,165,"JB Holmes",89,79.2,948,1197,"GoodDrivePercentage",2015
166,166,"Chesson Hadley",101,78.82,1113,1412,"GoodDrivePercentage",2015
167,167,"Retief Goosen",81,78.8,851,1080,"GoodDrivePercentage",2015
168,168,"Marc Leishman",74,78.78,776,985,"GoodDrivePercentage",2015
169,169,"Eric Axley",57,78.75,604,767,"GoodDrivePercentage",2015
170,170,"Steven Bowditch",103,78.71,1139,1447,"GoodDrivePercentage",2015
171,171,"Andres Romero",69,78.67,723,919,"GoodDrivePercentage",2015
172,172,"Seung Yul Noh",65,78.64,718,913,"GoodDrivePercentage",2015
173,173,"Jonas Blixt",78,78.41,810,1033,"GoodDrivePercentage",2015
174,174,"Camilo Villegas",83,78.3,913,1166,"GoodDrivePercentage",2015
175,175,"Patrick Reed",103,78.08,1097,1405,"GoodDrivePercentage",2015
176,176,"Morgan Hoffmann",85,78,929,1191,"GoodDrivePercentage",2015
177,177,"Roger Sloan",56,77.79,564,725,"GoodDrivePercentage",2015
178,178,"Tyrone Van Aswegen",58,77.56,584,753,"GoodDrivePercentage",2015
179,179,"Padraig Harrington",60,77.04,651,845,"GoodDrivePercentage",2015
180,180,"Derek Fathauer",81,76.7,823,1073,"GoodDrivePercentage",2015
181,181,"Ricky Barnes",82,76.13,826,1085,"GoodDrivePercentage",2015
182,182,"Andrew Putnam",68,75.7,676,893,"GoodDrivePercentage",2015
183,183,"Aaron Baddeley",76,75.44,780,1034,"GoodDrivePercentage",2015
184,184,"Matt Every",73,74.85,738,986,"GoodDrivePercentage",2015
