"Back9Par3ScoringAverage_RANKTHISWEEK_2009","Back9Par3ScoringAverage_RANKLASTWEEK_2009","Back9Par3ScoringAverage_PLAYERNAME_2009","Back9Par3ScoringAverage_ROUNDS_2009","Back9Par3ScoringAverage_AVG_2009","Back9Par3ScoringAverage_TOTALSTROKES_2009","Back9Par3ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Patrick Sheehan",51,2.9,299,103,"Back9Par3ScoringAverage",2009
2,2,"Mark Brooks",55,2.91,326,112,"Back9Par3ScoringAverage",2009
3,3,"Brian Vranesh",51,2.95,304,103,"Back9Par3ScoringAverage",2009
3,3,"Tiger Woods",64,2.95,366,124,"Back9Par3ScoringAverage",2009
5,5,"Bob Heintz",59,2.96,358,121,"Back9Par3ScoringAverage",2009
6,6,"Matt Kuchar",82,2.97,508,171,"Back9Par3ScoringAverage",2009
6,6,"Bill Lunde",83,2.97,514,173,"Back9Par3ScoringAverage",2009
6,6,"Corey Pavin",73,2.97,445,150,"Back9Par3ScoringAverage",2009
9,9,"Spencer Levin",75,2.98,462,155,"Back9Par3ScoringAverage",2009
9,9,"Steve Stricker",81,2.98,488,164,"Back9Par3ScoringAverage",2009
9,9,"Matt Weibring",65,2.98,391,131,"Back9Par3ScoringAverage",2009
12,12,"Mark Calcavecchia",72,2.99,442,148,"Back9Par3ScoringAverage",2009
12,12,"Brian Gay",96,2.99,580,194,"Back9Par3ScoringAverage",2009
12,12,"Zach Johnson",94,2.99,545,182,"Back9Par3ScoringAverage",2009
12,12,"Dustin Johnson",85,2.99,499,167,"Back9Par3ScoringAverage",2009
12,12,"Tom Lehman",55,2.99,344,115,"Back9Par3ScoringAverage",2009
12,12,"Bryce Molder",69,2.99,416,139,"Back9Par3ScoringAverage",2009
12,12,"Ryan Moore",89,2.99,551,184,"Back9Par3ScoringAverage",2009
12,12,"Rod Pampling",72,2.99,431,144,"Back9Par3ScoringAverage",2009
12,12,"Jeff Quinney",78,2.99,472,158,"Back9Par3ScoringAverage",2009
21,21,"Tim Clark",81,3,483,161,"Back9Par3ScoringAverage",2009
21,21,"Jason Day",61,3,375,125,"Back9Par3ScoringAverage",2009
21,21,"Freddie Jacobson",83,3,501,167,"Back9Par3ScoringAverage",2009
21,21,"Richard Johnson",85,3,519,173,"Back9Par3ScoringAverage",2009
21,21,"Matt Jones",56,3,339,113,"Back9Par3ScoringAverage",2009
21,21,"Joe Ogilvie",85,3,531,177,"Back9Par3ScoringAverage",2009
27,27,"Ernie Els",70,3.01,385,128,"Back9Par3ScoringAverage",2009
27,27,"Lee Janzen",74,3.01,458,152,"Back9Par3ScoringAverage",2009
27,27,"Brett Quigley",92,3.01,571,190,"Back9Par3ScoringAverage",2009
27,27,"Kirk Triplett",60,3.01,382,127,"Back9Par3ScoringAverage",2009
27,27,"Scott Verplank",88,3.01,532,177,"Back9Par3ScoringAverage",2009
27,27,"Johnson Wagner",81,3.01,488,162,"Back9Par3ScoringAverage",2009
27,27,"Mike Weir",85,3.01,515,171,"Back9Par3ScoringAverage",2009
34,34,"Briny Baird",89,3.02,556,184,"Back9Par3ScoringAverage",2009
34,34,"Chad Campbell",90,3.02,555,184,"Back9Par3ScoringAverage",2009
34,34,"Daniel Chopra",89,3.02,532,176,"Back9Par3ScoringAverage",2009
34,34,"Harrison Frazar",93,3.02,571,189,"Back9Par3ScoringAverage",2009
34,34,"Cliff Kresge",78,3.02,483,160,"Back9Par3ScoringAverage",2009
34,34,"Jeff Maggert",79,3.02,490,162,"Back9Par3ScoringAverage",2009
34,34,"DA Points",99,3.02,617,204,"Back9Par3ScoringAverage",2009
34,34,"Kevin Stadler",65,3.02,396,131,"Back9Par3ScoringAverage",2009
34,34,"Camilo Villegas",76,3.02,429,142,"Back9Par3ScoringAverage",2009
34,34,"Dean Wilson",81,3.02,504,167,"Back9Par3ScoringAverage",2009
34,34,"Casey Wittenberg",71,3.02,438,145,"Back9Par3ScoringAverage",2009
34,34,"Gary Woodland",53,3.02,326,108,"Back9Par3ScoringAverage",2009
46,46,"Cameron Beckman",87,3.03,534,176,"Back9Par3ScoringAverage",2009
46,46,"JJ Henry",97,3.03,603,199,"Back9Par3ScoringAverage",2009
46,46,"Charley Hoffman",97,3.03,609,201,"Back9Par3ScoringAverage",2009
46,46,"Jerry Kelly",90,3.03,552,182,"Back9Par3ScoringAverage",2009
46,46,"Geoff Ogilvy",78,3.03,424,140,"Back9Par3ScoringAverage",2009
46,46,"Kenny Perry",92,3.03,554,183,"Back9Par3ScoringAverage",2009
46,46,"Chez Reavie",81,3.03,485,160,"Back9Par3ScoringAverage",2009
46,46,"Scott Sterling",51,3.03,318,105,"Back9Par3ScoringAverage",2009
54,54,"Angel Cabrera",55,3.04,328,108,"Back9Par3ScoringAverage",2009
54,54,"Ken Duke",87,3.04,551,181,"Back9Par3ScoringAverage",2009
54,54,"Steve Flesch",77,3.04,486,160,"Back9Par3ScoringAverage",2009
54,54,"Robert Garrigus",83,3.04,520,171,"Back9Par3ScoringAverage",2009
54,54,"Jason Gore",74,3.04,456,150,"Back9Par3ScoringAverage",2009
54,54,"Jeff Klauk",97,3.04,612,201,"Back9Par3ScoringAverage",2009
54,54,"Hunter Mahan",94,3.04,562,185,"Back9Par3ScoringAverage",2009
54,54,"David Mathis",82,3.04,520,171,"Back9Par3ScoringAverage",2009
54,54,"Jeff Overton",92,3.04,575,189,"Back9Par3ScoringAverage",2009
54,54,"Tim Petrovic",97,3.04,605,199,"Back9Par3ScoringAverage",2009
54,54,"David Toms",98,3.04,617,203,"Back9Par3ScoringAverage",2009
65,65,"Jason Bohn",88,3.05,558,183,"Back9Par3ScoringAverage",2009
65,65,"Greg Chalmers",85,3.05,531,174,"Back9Par3ScoringAverage",2009
65,65,"Chris DiMarco",97,3.05,607,199,"Back9Par3ScoringAverage",2009
