"Scrambling2030ydsRTPScore_RANKTHISWEEK_2012","Scrambling2030ydsRTPScore_RANKLASTWEEK_2012","Scrambling2030ydsRTPScore_PLAYERNAME_2012","Scrambling2030ydsRTPScore_ROUNDS_2012","Scrambling2030ydsRTPScore_AVGRTP_2012","Scrambling2030ydsRTPScore_TOTALHOLES_2012","Scrambling2030ydsRTPScore_TOTALRTP_2012","stat_name","year"
1,1,"Trevor Immelman",76,0.329,70,23,"Scrambling2030ydsRTPScore",2012
2,2,"Chris Couch",61,0.354,65,23,"Scrambling2030ydsRTPScore",2012
3,3,"Justin Rose",69,0.365,52,19,"Scrambling2030ydsRTPScore",2012
4,4,"Mathew Goggin",65,0.373,67,25,"Scrambling2030ydsRTPScore",2012
5,5,"Luke Donald",63,0.375,64,24,"Scrambling2030ydsRTPScore",2012
5,5,"Jason Dufner",83,0.375,56,21,"Scrambling2030ydsRTPScore",2012
7,7,"Charles Howell III",98,0.384,112,43,"Scrambling2030ydsRTPScore",2012
8,8,"Nick OHern",78,0.39,105,41,"Scrambling2030ydsRTPScore",2012
9,9,"David Toms",60,0.396,48,19,"Scrambling2030ydsRTPScore",2012
10,10,"Jim Furyk",85,0.397,73,29,"Scrambling2030ydsRTPScore",2012
11,11,"Zach Johnson",95,0.398,88,35,"Scrambling2030ydsRTPScore",2012
12,12,"Bud Cauley",99,0.4,85,34,"Scrambling2030ydsRTPScore",2012
12,12,"Charl Schwartzel",56,0.4,35,14,"Scrambling2030ydsRTPScore",2012
14,14,"Jonathan Byrd",69,0.403,67,27,"Scrambling2030ydsRTPScore",2012
15,15,"Troy Kelly",68,0.41,61,25,"Scrambling2030ydsRTPScore",2012
16,16,"Martin Flores",95,0.413,104,43,"Scrambling2030ydsRTPScore",2012
17,17,"Justin Leonard",79,0.414,87,36,"Scrambling2030ydsRTPScore",2012
17,17,"Kevin Na",80,0.414,87,36,"Scrambling2030ydsRTPScore",2012
19,19,"Lee Westwood",60,0.417,36,15,"Scrambling2030ydsRTPScore",2012
19,19,"Mark Wilson",84,0.417,84,35,"Scrambling2030ydsRTPScore",2012
21,21,"Ernie Els",80,0.421,76,32,"Scrambling2030ydsRTPScore",2012
22,22,"Nathan Green",73,0.422,64,27,"Scrambling2030ydsRTPScore",2012
23,23,"Henrik Stenson",51,0.426,61,26,"Scrambling2030ydsRTPScore",2012
24,24,"Bill Haas",79,0.427,82,35,"Scrambling2030ydsRTPScore",2012
25,25,"Bryce Molder",83,0.43,93,40,"Scrambling2030ydsRTPScore",2012
26,26,"Phil Mickelson",79,0.432,74,32,"Scrambling2030ydsRTPScore",2012
27,27,"Ryuji Imada",78,0.433,97,42,"Scrambling2030ydsRTPScore",2012
28,28,"Adam Scott",59,0.435,46,20,"Scrambling2030ydsRTPScore",2012
29,29,"Roberto Castro",92,0.436,78,34,"Scrambling2030ydsRTPScore",2012
30,30,"Rocco Mediate",70,0.439,82,36,"Scrambling2030ydsRTPScore",2012
31,31,"Matt Jones",53,0.44,50,22,"Scrambling2030ydsRTPScore",2012
31,31,"Billy Mayfair",90,0.44,109,48,"Scrambling2030ydsRTPScore",2012
31,31,"William McGirt",96,0.44,91,40,"Scrambling2030ydsRTPScore",2012
34,34,"Greg Chalmers",88,0.442,95,42,"Scrambling2030ydsRTPScore",2012
34,34,"Charlie Wi",86,0.442,95,42,"Scrambling2030ydsRTPScore",2012
36,36,"David Hearn",95,0.446,112,50,"Scrambling2030ydsRTPScore",2012
37,37,"Tom Gillis",75,0.449,98,44,"Scrambling2030ydsRTPScore",2012
38,38,"Jimmy Walker",101,0.45,131,59,"Scrambling2030ydsRTPScore",2012
39,39,"JB Holmes",90,0.451,82,37,"Scrambling2030ydsRTPScore",2012
39,39,"Danny Lee",74,0.451,71,32,"Scrambling2030ydsRTPScore",2012
41,41,"Aaron Baddeley",73,0.452,84,38,"Scrambling2030ydsRTPScore",2012
41,41,"Michael Bradley",63,0.452,73,33,"Scrambling2030ydsRTPScore",2012
41,41,"Sung Kang",75,0.452,93,42,"Scrambling2030ydsRTPScore",2012
44,44,"Richard Lee",71,0.455,77,35,"Scrambling2030ydsRTPScore",2012
45,45,"Steve Stricker",73,0.457,46,21,"Scrambling2030ydsRTPScore",2012
46,46,"Michael Thompson",80,0.458,83,38,"Scrambling2030ydsRTPScore",2012
47,47,"Gavin Coles",72,0.459,61,28,"Scrambling2030ydsRTPScore",2012
48,48,"Tim Clark",60,0.462,65,30,"Scrambling2030ydsRTPScore",2012
48,48,"Padraig Harrington",67,0.462,52,24,"Scrambling2030ydsRTPScore",2012
50,50,"Vijay Singh",99,0.463,82,38,"Scrambling2030ydsRTPScore",2012
51,51,"David Mathis",83,0.465,101,47,"Scrambling2030ydsRTPScore",2012
51,51,"Troy Matteson",100,0.465,86,40,"Scrambling2030ydsRTPScore",2012
53,53,"Jeff Overton",101,0.466,103,48,"Scrambling2030ydsRTPScore",2012
53,53,"Chris Stroud",86,0.466,88,41,"Scrambling2030ydsRTPScore",2012
55,55,"Billy Hurley III",70,0.467,107,50,"Scrambling2030ydsRTPScore",2012
56,56,"Ken Duke",104,0.468,111,52,"Scrambling2030ydsRTPScore",2012
56,56,"Bob Estes",78,0.468,79,37,"Scrambling2030ydsRTPScore",2012
58,58,"Brandt Snedeker",81,0.471,85,40,"Scrambling2030ydsRTPScore",2012
59,59,"Matt Every",80,0.474,57,27,"Scrambling2030ydsRTPScore",2012
60,60,"Robert Garrigus",89,0.475,59,28,"Scrambling2030ydsRTPScore",2012
60,60,"Bobby Gates",87,0.475,99,47,"Scrambling2030ydsRTPScore",2012
62,62,"Sergio Garcia",57,0.476,63,30,"Scrambling2030ydsRTPScore",2012
63,63,"Blake Adams",107,0.477,109,52,"Scrambling2030ydsRTPScore",2012
63,63,"Brian Gay",91,0.477,107,51,"Scrambling2030ydsRTPScore",2012
65,65,"Bill Lunde",83,0.478,69,33,"Scrambling2030ydsRTPScore",2012
66,66,"Rory McIlroy",60,0.481,27,13,"Scrambling2030ydsRTPScore",2012
66,66,"Garth Mulroy",59,0.481,54,26,"Scrambling2030ydsRTPScore",2012
66,66,"YE Yang",64,0.481,77,37,"Scrambling2030ydsRTPScore",2012
69,69,"Steve Wheatcroft",56,0.482,56,27,"Scrambling2030ydsRTPScore",2012
70,70,"Brian Davis",91,0.484,93,45,"Scrambling2030ydsRTPScore",2012
70,70,"Matt Kuchar",86,0.484,62,30,"Scrambling2030ydsRTPScore",2012
72,72,"Jerry Kelly",84,0.485,97,47,"Scrambling2030ydsRTPScore",2012
73,73,"Jonas Blixt",72,0.487,76,37,"Scrambling2030ydsRTPScore",2012
74,74,"Pat Perez",81,0.488,80,39,"Scrambling2030ydsRTPScore",2012
74,74,"Nick Watney",97,0.488,80,39,"Scrambling2030ydsRTPScore",2012
