"ConsecutivePar3Birdies_RANKTHISWEEK_2006","ConsecutivePar3Birdies_RANKLASTWEEK_2006","ConsecutivePar3Birdies_PLAYERNAME_2006","ConsecutivePar3Birdies_EVENTS_2006","ConsecutivePar3Birdies_NUMBEROFHOLES_2006","stat_name","year"
1,1,"David Frost",7,5,"ConsecutivePar3Birdies",2006
2,2,"Tommy Armour III",25,4,"ConsecutivePar3Birdies",2006
2,2,"Jim Furyk",24,4,"ConsecutivePar3Birdies",2006
2,2,"Stephen Leaney",27,4,"ConsecutivePar3Birdies",2006
2,2,"Shaun Micheel",29,4,"ConsecutivePar3Birdies",2006
2,2,"Ryan Moore",22,4,"ConsecutivePar3Birdies",2006
2,2,"Chris Riley",27,4,"ConsecutivePar3Birdies",2006
2,2,"Mike Sposa",25,4,"ConsecutivePar3Birdies",2006
2,2,"Vaughn Taylor",26,4,"ConsecutivePar3Birdies",2006
2,2,"Jay Williamson",18,4,"ConsecutivePar3Birdies",2006
11,11,"Robert Allenby",22,3,"ConsecutivePar3Birdies",2006
11,11,"Stephen Ames",21,3,"ConsecutivePar3Birdies",2006
11,11,"Stuart Appleby",23,3,"ConsecutivePar3Birdies",2006
11,11,"Woody Austin",31,3,"ConsecutivePar3Birdies",2006
11,11,"Paul Azinger",30,3,"ConsecutivePar3Birdies",2006
11,11,"Craig Barlow",22,3,"ConsecutivePar3Birdies",2006
11,11,"Rich Beem",27,3,"ConsecutivePar3Birdies",2006
11,11,"Shane Bertsch",34,3,"ConsecutivePar3Birdies",2006
11,11,"Mark Brooks",36,3,"ConsecutivePar3Birdies",2006
11,11,"Olin Browne",30,3,"ConsecutivePar3Birdies",2006
11,11,"Bart Bryant",26,3,"ConsecutivePar3Birdies",2006
11,11,"Jonathan Byrd",20,3,"ConsecutivePar3Birdies",2006
11,11,"Tom Byrum",11,3,"ConsecutivePar3Birdies",2006
11,11,"Michael Campbell",10,3,"ConsecutivePar3Birdies",2006
11,11,"Alex Cejka",30,3,"ConsecutivePar3Birdies",2006
11,11,"KJ Choi",26,3,"ConsecutivePar3Birdies",2006
11,11,"John Cook",22,3,"ConsecutivePar3Birdies",2006
11,11,"Kris Cox",28,3,"ConsecutivePar3Birdies",2006
11,11,"Jeffrey Cranford",1,3,"ConsecutivePar3Birdies",2006
11,11,"Sean Dadey",1,3,"ConsecutivePar3Birdies",2006
11,11,"Robert Damron",31,3,"ConsecutivePar3Birdies",2006
11,11,"Marco Dawson",27,3,"ConsecutivePar3Birdies",2006
11,11,"Luke Donald",18,3,"ConsecutivePar3Birdies",2006
11,11,"Danny Ellis",23,3,"ConsecutivePar3Birdies",2006
11,11,"Brad Faxon",26,3,"ConsecutivePar3Birdies",2006
11,11,"Steve Flesch",33,3,"ConsecutivePar3Birdies",2006
11,11,"Carlos Franco",29,3,"ConsecutivePar3Birdies",2006
11,11,"Sergio Garcia",17,3,"ConsecutivePar3Birdies",2006
11,11,"Lucas Glover",31,3,"ConsecutivePar3Birdies",2006
11,11,"Jeff Gove",29,3,"ConsecutivePar3Birdies",2006
11,11,"Jay Haas",7,3,"ConsecutivePar3Birdies",2006
11,11,"Padraig Harrington",15,3,"ConsecutivePar3Birdies",2006
11,11,"Dudley Hart",29,3,"ConsecutivePar3Birdies",2006
11,11,"Ryuji Imada",31,3,"ConsecutivePar3Birdies",2006
11,11,"Lee Janzen",28,3,"ConsecutivePar3Birdies",2006
11,11,"Kent Jones",32,3,"ConsecutivePar3Birdies",2006
11,11,"Shingo Katayama",6,3,"ConsecutivePar3Birdies",2006
11,11,"Jonathan Kaye",32,3,"ConsecutivePar3Birdies",2006
11,11,"Jerry Kelly",31,3,"ConsecutivePar3Birdies",2006
11,11,"Greg Kraft",26,3,"ConsecutivePar3Birdies",2006
11,11,"Ian Leggatt",29,3,"ConsecutivePar3Birdies",2006
11,11,"Justin Leonard",26,3,"ConsecutivePar3Birdies",2006
11,11,"Davis Love III",23,3,"ConsecutivePar3Birdies",2006
