"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2015","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2015","FirstTeeEarlyScoringAverage_PLAYERNAME_2015","FirstTeeEarlyScoringAverage_ROUNDS_2015","FirstTeeEarlyScoringAverage_AVG_2015","FirstTeeEarlyScoringAverage_TOTALSTROKES_2015","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2015","stat_name","year"
120,120,"David Toms",62,70.85,921,13,"FirstTeeEarlyScoringAverage",2015
122,122,"Brian Harman",90,70.86,1984,28,"FirstTeeEarlyScoringAverage",2015
123,123,"David Hearn",97,70.88,2339,33,"FirstTeeEarlyScoringAverage",2015
124,124,"John Huh",102,70.91,3049,43,"FirstTeeEarlyScoringAverage",2015
124,124,"Scott Pinckney",88,70.91,1631,23,"FirstTeeEarlyScoringAverage",2015
126,126,"Gonzalo Fdez Castano",81,70.95,1348,19,"FirstTeeEarlyScoringAverage",2015
127,127,"Retief Goosen",81,70.96,1845,26,"FirstTeeEarlyScoringAverage",2015
128,128,"Rickie Fowler",76,71,994,14,"FirstTeeEarlyScoringAverage",2015
128,128,"Lucas Glover",79,71,2201,31,"FirstTeeEarlyScoringAverage",2015
128,128,"Justin Leonard",61,71,1207,17,"FirstTeeEarlyScoringAverage",2015
128,128,"Sam Saunders",83,71,1633,23,"FirstTeeEarlyScoringAverage",2015
132,132,"Brian Stuard",97,71.03,2202,31,"FirstTeeEarlyScoringAverage",2015
133,133,"Brice Garnett",81,71.04,1847,26,"FirstTeeEarlyScoringAverage",2015
133,133,"Morgan Hoffmann",85,71.04,1776,25,"FirstTeeEarlyScoringAverage",2015
133,133,"Michael Thompson",83,71.04,1918,27,"FirstTeeEarlyScoringAverage",2015
133,133,"Bo Van Pelt",81,71.04,1634,23,"FirstTeeEarlyScoringAverage",2015
133,133,"Jimmy Walker",89,71.04,1705,24,"FirstTeeEarlyScoringAverage",2015
138,138,"Ryan Moore",81,71.07,2061,29,"FirstTeeEarlyScoringAverage",2015
139,139,"Davis Love III",51,71.08,853,12,"FirstTeeEarlyScoringAverage",2015
140,140,"Phil Mickelson",70,71.09,1564,22,"FirstTeeEarlyScoringAverage",2015
141,141,"Nick Taylor",91,71.1,2133,30,"FirstTeeEarlyScoringAverage",2015
142,142,"Fabian Gomez",83,71.12,1778,25,"FirstTeeEarlyScoringAverage",2015
142,142,"Vijay Singh",78,71.12,2418,34,"FirstTeeEarlyScoringAverage",2015
142,142,"Gary Woodland",81,71.12,2347,33,"FirstTeeEarlyScoringAverage",2015
145,145,"Bill Haas",89,71.13,2205,31,"FirstTeeEarlyScoringAverage",2015
145,145,"Andres Romero",69,71.13,1138,16,"FirstTeeEarlyScoringAverage",2015
147,147,"Chris Stroud",84,71.14,2063,29,"FirstTeeEarlyScoringAverage",2015
147,147,"Mark Wilson",89,71.14,2561,36,"FirstTeeEarlyScoringAverage",2015
149,149,"Seung Yul Noh",65,71.15,1850,26,"FirstTeeEarlyScoringAverage",2015
150,150,"JJ Henry",94,71.19,2207,31,"FirstTeeEarlyScoringAverage",2015
151,151,"Ryo Ishikawa",90,71.22,2279,32,"FirstTeeEarlyScoringAverage",2015
151,151,"SJ Park",79,71.22,1638,23,"FirstTeeEarlyScoringAverage",2015
153,153,"Charlie Beljan",76,71.24,1781,25,"FirstTeeEarlyScoringAverage",2015
154,154,"Sangmoon Bae",98,71.26,2993,42,"FirstTeeEarlyScoringAverage",2015
155,155,"Greg Owen",58,71.29,1212,17,"FirstTeeEarlyScoringAverage",2015
156,156,"Andrew Putnam",68,71.33,1070,15,"FirstTeeEarlyScoringAverage",2015
156,156,"Boo Weekley",79,71.33,1712,24,"FirstTeeEarlyScoringAverage",2015
158,158,"JB Holmes",89,71.35,1855,26,"FirstTeeEarlyScoringAverage",2015
158,158,"Charl Schwartzel",67,71.35,1213,17,"FirstTeeEarlyScoringAverage",2015
158,158,"Cameron Tringale",96,71.35,1427,20,"FirstTeeEarlyScoringAverage",2015
161,161,"Jon Curran",83,71.36,1570,22,"FirstTeeEarlyScoringAverage",2015
162,162,"Nicholas Thompson",90,71.38,1713,24,"FirstTeeEarlyScoringAverage",2015
163,163,"Ben Crane",62,71.39,1285,18,"FirstTeeEarlyScoringAverage",2015
164,164,"Chris Kirk",76,71.46,2001,28,"FirstTeeEarlyScoringAverage",2015
165,165,"Camilo Villegas",83,71.47,2287,32,"FirstTeeEarlyScoringAverage",2015
166,166,"Geoff Ogilvy",50,71.55,1574,22,"FirstTeeEarlyScoringAverage",2015
167,167,"Heath Slocum",57,71.58,1360,19,"FirstTeeEarlyScoringAverage",2015
168,168,"Greg Chalmers",58,71.67,1505,21,"FirstTeeEarlyScoringAverage",2015
169,169,"Max Homa",78,71.73,1076,15,"FirstTeeEarlyScoringAverage",2015
170,170,"Jamie Donaldson",50,71.8,1436,20,"FirstTeeEarlyScoringAverage",2015
171,171,"Chesson Hadley",101,71.98,3167,44,"FirstTeeEarlyScoringAverage",2015
172,172,"Byron Smith",59,72,1224,17,"FirstTeeEarlyScoringAverage",2015
173,173,"Jim Renner",68,72.06,1225,17,"FirstTeeEarlyScoringAverage",2015
174,174,"Eric Axley",57,72.15,938,13,"FirstTeeEarlyScoringAverage",2015
175,175,"Padraig Harrington",60,72.2,1444,20,"FirstTeeEarlyScoringAverage",2015
176,176,"DA Points",72,72.23,2239,31,"FirstTeeEarlyScoringAverage",2015
177,177,"Angel Cabrera",53,72.26,1373,19,"FirstTeeEarlyScoringAverage",2015
178,178,"Robert Garrigus",70,72.29,1229,17,"FirstTeeEarlyScoringAverage",2015
179,179,"Ernie Els",57,72.31,1157,16,"FirstTeeEarlyScoringAverage",2015
180,180,"Robert Allenby",63,72.5,1305,18,"FirstTeeEarlyScoringAverage",2015
180,180,"Oscar Fraustro",58,72.5,1305,18,"FirstTeeEarlyScoringAverage",2015
182,182,"Matt Every",73,72.52,1958,27,"FirstTeeEarlyScoringAverage",2015
183,183,"Andrew Svoboda",80,72.67,1962,27,"FirstTeeEarlyScoringAverage",2015
184,184,"Scott Stallings",60,72.68,1599,22,"FirstTeeEarlyScoringAverage",2015
