"AccuracyRating_RANKTHISWEEK_2016","AccuracyRating_RANKLASTWEEK_2016","AccuracyRating_PLAYERNAME_2016","AccuracyRating_EVENTS_2016","AccuracyRating_RATING_2016","stat_name","year"
1,1,"John Merrick",1,8.6,"AccuracyRating",2016
2,2,"Nick Mason",1,8.5,"AccuracyRating",2016
3,3,"Graeme McDowell",4,8.3,"AccuracyRating",2016
4,4,"Adam Scott",6,8.2,"AccuracyRating",2016
4,4,"Benjamin Taylor",1,8.2,"AccuracyRating",2016
6,8,"Joe Affrunti",1,8.1,"AccuracyRating",2016
7,9,"Brian Davis",1,8,"AccuracyRating",2016
7,9,"Russell Knox",6,8,"AccuracyRating",2016
7,4,"Hideki Matsuyama",6,8,"AccuracyRating",2016
7,4,"Vaughn Taylor",4,8,"AccuracyRating",2016
11,11,"Henrik Stenson",4,7.9,"AccuracyRating",2016
12,12,"Thomas Aiken",6,7.8,"AccuracyRating",2016
12,12,"David Hearn",7,7.8,"AccuracyRating",2016
12,12,"Jim Herman",8,7.8,"AccuracyRating",2016
12,12,"Justin Hicks",3,7.8,"AccuracyRating",2016
12,12,"Thongchai Jaidee",1,7.8,"AccuracyRating",2016
12,12,"Kevin Kisner",7,7.8,"AccuracyRating",2016
12,12,"Pat Perez",1,7.8,"AccuracyRating",2016
12,12,"Bubba Watson",4,7.8,"AccuracyRating",2016
12,12,"Bobby Wyatt",1,7.8,"AccuracyRating",2016
21,22,"Tim Clark",1,7.7,"AccuracyRating",2016
21,22,"Austin Connelly",1,7.7,"AccuracyRating",2016
21,22,"Jason Gore",9,7.7,"AccuracyRating",2016
21,12,"Emiliano Grillo",8,7.7,"AccuracyRating",2016
21,22,"Zach Johnson",7,7.7,"AccuracyRating",2016
21,22,"Kevin Streelman",6,7.7,"AccuracyRating",2016
21,22,"Marc Turnesa",2,7.7,"AccuracyRating",2016
28,28,"Louis Oosthuizen",2,7.6,"AccuracyRating",2016
28,28,"David Toms",7,7.6,"AccuracyRating",2016
30,30,"Keegan Bradley",3,7.5,"AccuracyRating",2016
30,35,"Paul Casey",5,7.5,"AccuracyRating",2016
30,30,"KJ Choi",9,7.5,"AccuracyRating",2016
30,30,"Chez Reavie",11,7.5,"AccuracyRating",2016
30,30,"Hudson Swafford",7,7.5,"AccuracyRating",2016
35,35,"Tyler Aldridge",8,7.4,"AccuracyRating",2016
35,35,"Chad Campbell",8,7.4,"AccuracyRating",2016
35,35,"Victor Dubuisson",1,7.4,"AccuracyRating",2016
35,42,"Lucas Glover",11,7.4,"AccuracyRating",2016
35,35,"Russell Henley",7,7.4,"AccuracyRating",2016
35,35,"DJ Trahan",1,7.4,"AccuracyRating",2016
35,35,"Boo Weekley",7,7.4,"AccuracyRating",2016
42,42,"Blayne Barber",6,7.3,"AccuracyRating",2016
42,56,"Daniel Berger",8,7.3,"AccuracyRating",2016
42,42,"Billy Hurley III",3,7.3,"AccuracyRating",2016
42,42,"Ryo Ishikawa",1,7.3,"AccuracyRating",2016
42,56,"Colt Knost",10,7.3,"AccuracyRating",2016
42,42,"Justin Leonard",4,7.3,"AccuracyRating",2016
42,42,"Spencer Levin",10,7.3,"AccuracyRating",2016
42,56,"David Lingmerth",9,7.3,"AccuracyRating",2016
42,30,"Henrik Norlander",5,7.3,"AccuracyRating",2016
42,42,"Geoff Ogilvy",4,7.3,"AccuracyRating",2016
42,42,"Ted Purdy",1,7.3,"AccuracyRating",2016
42,42,"Webb Simpson",6,7.3,"AccuracyRating",2016
54,56,"Kevin Chappell",9,7.2,"AccuracyRating",2016
54,71,"Graham DeLaet",10,7.2,"AccuracyRating",2016
54,42,"Rickie Fowler",8,7.2,"AccuracyRating",2016
