"AverageDistanceofPuttsmade_RANKTHISWEEK_2010","AverageDistanceofPuttsmade_RANKLASTWEEK_2010","AverageDistanceofPuttsmade_PLAYERNAME_2010","AverageDistanceofPuttsmade_ROUNDS_2010","AverageDistanceofPuttsmade_AVG_2010","AverageDistanceofPuttsmade_TOTALDISTINCHES_2010","AverageDistanceofPuttsmade_TOTALROUNDS_2010","AverageDistanceofPuttsmade_AVGDIST_2010","AverageDistanceofPuttsmade_BESTROUND_2010","stat_name","year"
54,54,"Joe Ogilvie",99,NA,78138,86,NA,NA,"AverageDistanceofPuttsmade",2010
55,55,"Aron Price",70,NA,56303,62,NA,NA,"AverageDistanceofPuttsmade",2010
56,56,"Woody Austin",93,NA,75187,83,NA,NA,"AverageDistanceofPuttsmade",2010
56,56,"Stewart Cink",84,NA,58867,65,NA,NA,"AverageDistanceofPuttsmade",2010
58,58,"Mark Calcavecchia",50,NA,29856,33,NA,NA,"AverageDistanceofPuttsmade",2010
59,59,"Steve Marino",81,NA,56863,63,NA,NA,"AverageDistanceofPuttsmade",2010
59,59,"Boo Weekley",88,NA,66842,74,NA,NA,"AverageDistanceofPuttsmade",2010
61,61,"David Toms",86,NA,63149,70,NA,NA,"AverageDistanceofPuttsmade",2010
61,61,"Johnson Wagner",85,NA,66729,74,NA,NA,"AverageDistanceofPuttsmade",2010
63,63,"Brent Delahoussaye",57,NA,42342,47,NA,NA,"AverageDistanceofPuttsmade",2010
63,63,"Martin Flores",75,NA,57683,64,NA,NA,"AverageDistanceofPuttsmade",2010
63,63,"Brandt Snedeker",89,NA,67541,75,NA,NA,"AverageDistanceofPuttsmade",2010
66,66,"JP Hayes",79,NA,60281,67,NA,NA,"AverageDistanceofPuttsmade",2010
67,67,"YE Yang",72,NA,52169,58,NA,NA,"AverageDistanceofPuttsmade",2010
68,68,"Sean OHair",84,NA,58390,65,NA,NA,"AverageDistanceofPuttsmade",2010
69,69,"Tim Herron",79,NA,61821,69,NA,NA,"AverageDistanceofPuttsmade",2010
69,69,"Charley Hoffman",85,NA,68997,77,NA,NA,"AverageDistanceofPuttsmade",2010
69,69,"Matt Jones",89,NA,71714,80,NA,NA,"AverageDistanceofPuttsmade",2010
69,69,"Michael Sim",64,NA,47471,53,NA,NA,"AverageDistanceofPuttsmade",2010
73,73,"Ryuji Imada",90,NA,75192,84,NA,NA,"AverageDistanceofPuttsmade",2010
73,73,"Rory McIlroy",54,NA,35796,40,NA,NA,"AverageDistanceofPuttsmade",2010
75,75,"Retief Goosen",75,NA,47330,53,NA,NA,"AverageDistanceofPuttsmade",2010
75,75,"Nick Watney",91,NA,61645,69,NA,NA,"AverageDistanceofPuttsmade",2010
77,77,"James Driscoll",78,NA,65858,74,NA,NA,"AverageDistanceofPuttsmade",2010
78,78,"Brett Quigley",96,NA,78200,88,NA,NA,"AverageDistanceofPuttsmade",2010
78,78,"Bo Van Pelt",104,NA,77357,87,NA,NA,"AverageDistanceofPuttsmade",2010
80,80,"Daniel Chopra",74,NA,59490,67,NA,NA,"AverageDistanceofPuttsmade",2010
81,81,"Jason Bohn",84,NA,65666,74,NA,NA,"AverageDistanceofPuttsmade",2010
81,81,"Bill Lunde",79,NA,59408,67,NA,NA,"AverageDistanceofPuttsmade",2010
81,81,"David Lutterus",69,NA,49677,56,NA,NA,"AverageDistanceofPuttsmade",2010
84,84,"Rich Barcelo",70,NA,51371,58,NA,NA,"AverageDistanceofPuttsmade",2010
85,85,"John Daly",63,NA,41602,47,NA,NA,"AverageDistanceofPuttsmade",2010
85,85,"Michael Letzig",84,NA,70779,80,NA,NA,"AverageDistanceofPuttsmade",2010
85,85,"Scott Verplank",74,NA,49562,56,NA,NA,"AverageDistanceofPuttsmade",2010
88,88,"Brian Davis",101,NA,78584,89,NA,NA,"AverageDistanceofPuttsmade",2010
88,88,"Paul Goydos",78,NA,58253,66,NA,NA,"AverageDistanceofPuttsmade",2010
90,90,"Kevin Streelman",90,NA,70538,80,NA,NA,"AverageDistanceofPuttsmade",2010
90,90,"Brett Wetterich",54,NA,46730,53,NA,NA,"AverageDistanceofPuttsmade",2010
92,92,"Bob Estes",79,NA,62564,71,NA,NA,"AverageDistanceofPuttsmade",2010
92,92,"Lucas Glover",75,NA,51994,59,NA,NA,"AverageDistanceofPuttsmade",2010
92,92,"Justin Leonard",89,NA,63424,72,NA,NA,"AverageDistanceofPuttsmade",2010
92,92,"Jerod Turner",54,NA,35239,40,NA,NA,"AverageDistanceofPuttsmade",2010
96,96,"JB Holmes",100,NA,77398,88,NA,NA,"AverageDistanceofPuttsmade",2010
96,96,"Jimmy Walker",82,NA,61595,70,NA,NA,"AverageDistanceofPuttsmade",2010
98,98,"Cameron Beckman",68,NA,51817,59,NA,NA,"AverageDistanceofPuttsmade",2010
99,99,"Graham DeLaet",88,NA,66552,76,NA,NA,"AverageDistanceofPuttsmade",2010
99,99,"Hunter Mahan",85,NA,58703,67,NA,NA,"AverageDistanceofPuttsmade",2010
99,99,"Scott McCarron",90,NA,72709,83,NA,NA,"AverageDistanceofPuttsmade",2010
99,99,"Mark Wilson",87,NA,69167,79,NA,NA,"AverageDistanceofPuttsmade",2010
103,103,"Skip Kendall",58,NA,42885,49,NA,NA,"AverageDistanceofPuttsmade",2010
104,104,"Webb Simpson",98,NA,80294,92,NA,NA,"AverageDistanceofPuttsmade",2010
105,105,"Rickie Fowler",98,NA,72339,83,NA,NA,"AverageDistanceofPuttsmade",2010
105,105,"Chris Stroud",90,NA,62772,72,NA,NA,"AverageDistanceofPuttsmade",2010
107,107,"Jeff Maggert",76,NA,54797,63,NA,NA,"AverageDistanceofPuttsmade",2010
108,108,"Stuart Appleby",101,NA,76480,88,NA,NA,"AverageDistanceofPuttsmade",2010
108,108,"Vaughn Taylor",87,NA,68641,79,NA,NA,"AverageDistanceofPuttsmade",2010
108,108,"Jay Williamson",76,NA,53000,61,NA,NA,"AverageDistanceofPuttsmade",2010
111,111,"Mathew Goggin",85,NA,65945,76,NA,NA,"AverageDistanceofPuttsmade",2010
111,111,"Mathias Gronberg",61,NA,43397,50,NA,NA,"AverageDistanceofPuttsmade",2010
111,111,"Trevor Immelman",55,NA,37340,43,NA,NA,"AverageDistanceofPuttsmade",2010
114,114,"Steve Flesch",78,NA,56360,65,NA,NA,"AverageDistanceofPuttsmade",2010
115,115,"Michael Bradley",77,NA,58876,68,NA,NA,"AverageDistanceofPuttsmade",2010
115,115,"Adam Scott",70,NA,45036,52,NA,NA,"AverageDistanceofPuttsmade",2010
115,115,"Garrett Willis",82,NA,61520,71,NA,NA,"AverageDistanceofPuttsmade",2010
118,118,"Ryan Moore",80,NA,52755,61,NA,NA,"AverageDistanceofPuttsmade",2010
119,119,"Brendon de Jonge",114,NA,78658,91,NA,NA,"AverageDistanceofPuttsmade",2010
120,120,"Brenden Pappas",66,NA,47472,55,NA,NA,"AverageDistanceofPuttsmade",2010
121,121,"Jonathan Byrd",85,NA,70562,82,NA,NA,"AverageDistanceofPuttsmade",2010
121,121,"Steve Elkington",74,NA,50826,59,NA,NA,"AverageDistanceofPuttsmade",2010
121,121,"John Rollins",81,NA,64563,75,NA,NA,"AverageDistanceofPuttsmade",2010
124,124,"Kenny Perry",69,NA,48180,56,NA,NA,"AverageDistanceofPuttsmade",2010
125,125,"Ernie Els",72,NA,47268,55,NA,NA,"AverageDistanceofPuttsmade",2010
125,125,"John Senden",103,NA,74691,87,NA,NA,"AverageDistanceofPuttsmade",2010
127,127,"Joe Durant",67,NA,48820,57,NA,NA,"AverageDistanceofPuttsmade",2010
127,127,"Alex Prugh",88,NA,68494,80,NA,NA,"AverageDistanceofPuttsmade",2010
129,129,"Chris DiMarco",88,NA,66542,78,NA,NA,"AverageDistanceofPuttsmade",2010
130,130,"Will Ma Kenzie",72,NA,57905,68,NA,NA,"AverageDistanceofPuttsmade",2010
130,130,"Bubba Watson",77,NA,57063,67,NA,NA,"AverageDistanceofPuttsmade",2010
132,132,"Phil Mickelson",76,NA,48511,57,NA,NA,"AverageDistanceofPuttsmade",2010
133,133,"Lee Janzen",77,NA,59345,70,NA,NA,"AverageDistanceofPuttsmade",2010
133,133,"John Mallinger",78,NA,55140,65,NA,NA,"AverageDistanceofPuttsmade",2010
135,135,"Steve Lowery",67,NA,47420,56,NA,NA,"AverageDistanceofPuttsmade",2010
135,135,"Ted Purdy",86,NA,63493,75,NA,NA,"AverageDistanceofPuttsmade",2010
137,137,"Josh Teater",101,NA,77836,92,NA,NA,"AverageDistanceofPuttsmade",2010
137,137,"Camilo Villegas",78,NA,47378,56,NA,NA,"AverageDistanceofPuttsmade",2010
139,139,"Angel Cabrera",64,NA,43080,51,NA,NA,"AverageDistanceofPuttsmade",2010
139,139,"Tom Pernice Jr",74,NA,49024,58,NA,NA,"AverageDistanceofPuttsmade",2010
141,141,"Padraig Harrington",57,NA,37116,44,NA,NA,"AverageDistanceofPuttsmade",2010
141,141,"Greg Kraft",52,NA,32920,39,NA,NA,"AverageDistanceofPuttsmade",2010
141,141,"DJ Trahan",92,NA,69217,82,NA,NA,"AverageDistanceofPuttsmade",2010
141,141,"Vance Veazey",58,NA,40531,48,NA,NA,"AverageDistanceofPuttsmade",2010
145,145,"Charles Howell III",103,NA,75735,90,NA,NA,"AverageDistanceofPuttsmade",2010
145,145,"Martin Laird",91,NA,66494,79,NA,NA,"AverageDistanceofPuttsmade",2010
145,145,"Charles Warren",64,NA,46304,55,NA,NA,"AverageDistanceofPuttsmade",2010
148,148,"Tim Petrovic",105,NA,79037,94,NA,NA,"AverageDistanceofPuttsmade",2010
148,148,"Kevin Stadler",86,NA,60559,72,NA,NA,"AverageDistanceofPuttsmade",2010
150,150,"Chris Riley",73,NA,52876,63,NA,NA,"AverageDistanceofPuttsmade",2010
151,151,"Bill Haas",87,NA,62826,75,NA,NA,"AverageDistanceofPuttsmade",2010
152,152,"Ben Curtis",78,NA,55245,66,NA,NA,"AverageDistanceofPuttsmade",2010
152,152,"Jim Furyk",76,NA,50195,60,NA,NA,"AverageDistanceofPuttsmade",2010
154,154,"Spencer Levin",110,NA,81914,98,NA,NA,"AverageDistanceofPuttsmade",2010
155,155,"Henrik Bjornstad",72,NA,49187,59,NA,NA,"AverageDistanceofPuttsmade",2010
156,156,"Marc Leishman",87,NA,59907,72,NA,NA,"AverageDistanceofPuttsmade",2010
157,157,"Roland Thatcher",72,NA,56540,68,NA,NA,"AverageDistanceofPuttsmade",2010
158,158,"Briny Baird",87,NA,65575,79,NA,NA,"AverageDistanceofPuttsmade",2010
159,159,"Alex Cejka",81,NA,55524,67,NA,NA,"AverageDistanceofPuttsmade",2010
159,159,"Jerry Kelly",99,NA,67951,82,NA,NA,"AverageDistanceofPuttsmade",2010
159,159,"Andrew McLardy",52,NA,36491,44,NA,NA,"AverageDistanceofPuttsmade",2010
162,162,"Troy Matteson",84,NA,64621,78,NA,NA,"AverageDistanceofPuttsmade",2010
162,162,"Vijay Singh",75,NA,47203,57,NA,NA,"AverageDistanceofPuttsmade",2010
162,162,"Kevin Sutherland",86,NA,64612,78,NA,NA,"AverageDistanceofPuttsmade",2010
165,165,"Jeev Milkha Singh",59,NA,42956,52,NA,NA,"AverageDistanceofPuttsmade",2010
166,166,"Craig Bowden",56,NA,39554,48,NA,NA,"AverageDistanceofPuttsmade",2010
166,166,"Kevin Johnson",62,NA,40374,49,NA,NA,"AverageDistanceofPuttsmade",2010
166,166,"Jarrod Lyle",54,NA,37896,46,NA,NA,"AverageDistanceofPuttsmade",2010
169,169,"Ricky Barnes",103,NA,68259,83,NA,NA,"AverageDistanceofPuttsmade",2010
170,170,"JJ Henry",92,NA,64721,79,NA,NA,"AverageDistanceofPuttsmade",2010
170,170,"Heath Slocum",97,NA,59790,73,NA,NA,"AverageDistanceofPuttsmade",2010
172,172,"Jason Dufner",87,NA,56459,69,NA,NA,"AverageDistanceofPuttsmade",2010
172,172,"Cameron Tringale",55,NA,36830,45,NA,NA,"AverageDistanceofPuttsmade",2010
172,172,"Mike Weir",59,NA,32723,40,NA,NA,"AverageDistanceofPuttsmade",2010
175,175,"Chad Campbell",95,NA,65904,81,NA,NA,"AverageDistanceofPuttsmade",2010
175,175,"Davis Love III",79,NA,53733,66,NA,NA,"AverageDistanceofPuttsmade",2010
177,177,"Billy Mayfair",78,NA,52751,65,NA,NA,"AverageDistanceofPuttsmade",2010
177,177,"Greg Owen",69,NA,50369,62,NA,NA,"AverageDistanceofPuttsmade",2010
179,179,"Cliff Kresge",50,NA,36426,45,NA,NA,"AverageDistanceofPuttsmade",2010
180,180,"Rod Pampling",77,NA,56552,70,NA,NA,"AverageDistanceofPuttsmade",2010
180,180,"Chris Wilson",65,NA,41994,52,NA,NA,"AverageDistanceofPuttsmade",2010
182,182,"John Merrick",109,NA,74062,92,NA,NA,"AverageDistanceofPuttsmade",2010
182,182,"Cameron Percy",73,NA,47504,59,NA,NA,"AverageDistanceofPuttsmade",2010
184,184,"Kris Blanks",91,NA,59460,74,NA,NA,"AverageDistanceofPuttsmade",2010
185,185,"Justin Bolli",55,NA,33436,42,NA,NA,"AverageDistanceofPuttsmade",2010
185,185,"Nicholas Thompson",88,NA,60516,76,NA,NA,"AverageDistanceofPuttsmade",2010
187,187,"Rocco Mediate",71,NA,48433,61,NA,NA,"AverageDistanceofPuttsmade",2010
188,188,"Roger Tambellini",77,NA,48641,62,NA,NA,"AverageDistanceofPuttsmade",2010
189,189,"Garth Mulroy",53,NA,32760,42,NA,NA,"AverageDistanceofPuttsmade",2010
190,190,"Jeff Gove",57,NA,34161,44,NA,NA,"AverageDistanceofPuttsmade",2010
191,191,"Sergio Garcia",58,NA,27764,36,NA,NA,"AverageDistanceofPuttsmade",2010
192,192,"Omar Uresti",74,NA,46126,61,NA,NA,"AverageDistanceofPuttsmade",2010
