"PuttsmadeDistance_RANKTHISWEEK_2012","PuttsmadeDistance_RANKLASTWEEK_2012","PuttsmadeDistance_PLAYERNAME_2012","PuttsmadeDistance_EVENTS_2012","PuttsmadeDistance_DISTANCEININCHES_2012","stat_name","year"
1,1,"Ben Crane",23,59,"PuttsmadeDistance",2012
2,2,"Brandt Snedeker",22,57,"PuttsmadeDistance",2012
3,3,"Derek Lamely",25,56,"PuttsmadeDistance",2012
4,4,"Phil Mickelson",22,55,"PuttsmadeDistance",2012
5,5,"Jonas Blixt",21,54,"PuttsmadeDistance",2012
5,5,"Martin Flores",30,54,"PuttsmadeDistance",2012
5,5,"Tommy Gainey",32,54,"PuttsmadeDistance",2012
5,5,"Henrik Stenson",15,54,"PuttsmadeDistance",2012
5,5,"Michael Thompson",25,54,"PuttsmadeDistance",2012
10,10,"Keegan Bradley",25,53,"PuttsmadeDistance",2012
10,10,"John Daly",15,53,"PuttsmadeDistance",2012
10,10,"Brian Davis",29,53,"PuttsmadeDistance",2012
10,10,"Jason Day",17,53,"PuttsmadeDistance",2012
10,10,"Luke Donald",17,53,"PuttsmadeDistance",2012
10,10,"James Driscoll",27,53,"PuttsmadeDistance",2012
10,10,"Ken Duke",30,53,"PuttsmadeDistance",2012
10,10,"Danny Lee",26,53,"PuttsmadeDistance",2012
10,10,"Andres Romero",22,53,"PuttsmadeDistance",2012
10,10,"Adam Scott",16,53,"PuttsmadeDistance",2012
10,10,"Webb Simpson",22,53,"PuttsmadeDistance",2012
10,10,"Brendon Todd",29,53,"PuttsmadeDistance",2012
10,10,"Johnson Wagner",27,53,"PuttsmadeDistance",2012
10,10,"Nick Watney",26,53,"PuttsmadeDistance",2012
24,24,"Cameron Beckman",26,52,"PuttsmadeDistance",2012
24,24,"Tommy Biershenk",27,52,"PuttsmadeDistance",2012
24,24,"Jonathan Byrd",21,52,"PuttsmadeDistance",2012
24,24,"Gavin Coles",23,52,"PuttsmadeDistance",2012
24,24,"Ben Curtis",19,52,"PuttsmadeDistance",2012
24,24,"Jason Dufner",22,52,"PuttsmadeDistance",2012
24,24,"Harrison Frazar",20,52,"PuttsmadeDistance",2012
24,24,"Robert Garrigus",26,52,"PuttsmadeDistance",2012
24,24,"Nathan Green",22,52,"PuttsmadeDistance",2012
24,24,"David Hearn",28,52,"PuttsmadeDistance",2012
24,24,"John Huh",28,52,"PuttsmadeDistance",2012
24,24,"Ryuji Imada",28,52,"PuttsmadeDistance",2012
24,24,"Zach Johnson",25,52,"PuttsmadeDistance",2012
24,24,"Matt Kuchar",22,52,"PuttsmadeDistance",2012
24,24,"Bryce Molder",25,52,"PuttsmadeDistance",2012
24,24,"Ryan Moore",24,52,"PuttsmadeDistance",2012
24,24,"Louis Oosthuizen",19,52,"PuttsmadeDistance",2012
24,24,"Jeff Overton",29,52,"PuttsmadeDistance",2012
24,24,"Ryan Palmer",24,52,"PuttsmadeDistance",2012
24,24,"Ted Potter Jr",25,52,"PuttsmadeDistance",2012
24,24,"Ian Poulter",15,52,"PuttsmadeDistance",2012
24,24,"Bo Van Pelt",24,52,"PuttsmadeDistance",2012
