"Par4Performance_RANKTHISWEEK_2009","Par4Performance_RANKLASTWEEK_2009","Par4Performance_PLAYERNAME_2009","Par4Performance_ROUNDS_2009","Par4Performance_STATUS_2009","Par4Performance_PAR4AVG_2009","Par4Performance_TOTALPAR_2009","stat_name","year"
92,92,"Jarrod Lyle",65,37,4.05,2800,"Par4Performance",2009
96,96,"Tim Herron",87,38,4.04,3800,"Par4Performance",2009
96,96,"James Nitties",86,38,4.04,3800,"Par4Performance",2009
96,96,"Nick Watney",86,38,4.04,3664,"Par4Performance",2009
96,96,"YE Yang",83,38,4.04,3592,"Par4Performance",2009
100,100,"Ryan Palmer",78,39,4.05,3352,"Par4Performance",2009
101,101,"JJ Henry",97,40,4.04,4296,"Par4Performance",2009
101,101,"Jeff Maggert",79,40,4.05,3432,"Par4Performance",2009
103,103,"Padraig Harrington",66,41,4.06,2808,"Par4Performance",2009
103,103,"Colt Knost",71,41,4.05,3048,"Par4Performance",2009
105,105,"Matt Jones",56,42,4.07,2384,"Par4Performance",2009
105,105,"Cliff Kresge",78,42,4.05,3396,"Par4Performance",2009
105,105,"Scott Piercy",85,42,4.05,3624,"Par4Performance",2009
108,108,"Robert Allenby",71,43,4.06,3088,"Par4Performance",2009
108,108,"Angel Cabrera",55,43,4.07,2400,"Par4Performance",2009
108,108,"Steve Flesch",77,43,4.05,3260,"Par4Performance",2009
108,108,"Geoff Ogilvy",78,43,4.05,3144,"Par4Performance",2009
108,108,"Vaughn Taylor",88,43,4.04,3864,"Par4Performance",2009
108,108,"Nicholas Thompson",96,43,4.04,4088,"Par4Performance",2009
114,114,"Will Ma Kenzie",69,45,4.06,2952,"Par4Performance",2009
114,114,"Chris Stroud",88,45,4.05,3852,"Par4Performance",2009
116,116,"Mark Brooks",55,46,4.08,2352,"Par4Performance",2009
116,116,"Brian Davis",103,46,4.04,4504,"Par4Performance",2009
116,116,"Mike Weir",85,46,4.05,3680,"Par4Performance",2009
119,119,"Richard Johnson",85,47,4.05,3712,"Par4Performance",2009
119,119,"Chez Reavie",81,47,4.05,3552,"Par4Performance",2009
121,121,"Tom Lehman",55,48,4.08,2408,"Par4Performance",2009
122,122,"Bubba Watson",73,49,4.06,3112,"Par4Performance",2009
122,122,"Dean Wilson",81,49,4.06,3464,"Par4Performance",2009
124,124,"Pat Perez",74,50,4.06,3088,"Par4Performance",2009
125,125,"Davis Love III",89,51,4.05,3808,"Par4Performance",2009
125,125,"DA Points",99,51,4.05,4272,"Par4Performance",2009
127,127,"Brian Bateman",55,52,4.09,2360,"Par4Performance",2009
127,127,"Alex Cejka",82,52,4.06,3528,"Par4Performance",2009
127,127,"Mathew Goggin",76,52,4.07,3180,"Par4Performance",2009
127,127,"Retief Goosen",74,52,4.07,3152,"Par4Performance",2009
127,127,"Brett Quigley",92,52,4.05,3952,"Par4Performance",2009
127,127,"Jay Williamson",69,52,4.07,2984,"Par4Performance",2009
133,133,"Aaron Baddeley",66,53,4.08,2808,"Par4Performance",2009
133,133,"Cameron Beckman",87,53,4.06,3800,"Par4Performance",2009
133,133,"Jeff Quinney",78,53,4.06,3320,"Par4Performance",2009
133,133,"Darron Stiles",52,53,4.09,2240,"Par4Performance",2009
133,133,"Johnson Wagner",81,53,4.06,3504,"Par4Performance",2009
138,138,"Brendon de Jonge",90,54,4.06,3848,"Par4Performance",2009
138,138,"Freddie Jacobson",83,54,4.06,3664,"Par4Performance",2009
140,140,"Ricky Barnes",67,55,4.07,2984,"Par4Performance",2009
140,140,"KJ Choi",65,55,4.08,2728,"Par4Performance",2009
140,140,"David Mathis",82,55,4.06,3544,"Par4Performance",2009
140,140,"Kirk Triplett",60,55,4.09,2544,"Par4Performance",2009
144,144,"Casey Wittenberg",71,56,4.07,3056,"Par4Performance",2009
145,145,"Stewart Cink",79,57,4.07,3272,"Par4Performance",2009
145,145,"Jason Gore",74,57,4.07,3176,"Par4Performance",2009
147,147,"Mark Calcavecchia",72,58,4.07,3104,"Par4Performance",2009
147,147,"Adam Scott",53,58,4.1,2296,"Par4Performance",2009
147,147,"Vijay Singh",71,58,4.08,3056,"Par4Performance",2009
150,150,"Bart Bryant",58,59,4.09,2552,"Par4Performance",2009
150,150,"Rocco Mediate",79,59,4.07,3432,"Par4Performance",2009
152,152,"Martin Laird",72,60,4.08,3128,"Par4Performance",2009
152,152,"Steve Lowery",83,60,4.07,3560,"Par4Performance",2009
154,154,"Brian Vranesh",51,61,4.11,2216,"Par4Performance",2009
155,155,"Paul Goydos",79,62,4.07,3480,"Par4Performance",2009
155,155,"Aron Price",89,62,4.06,3844,"Par4Performance",2009
157,157,"Tom Pernice Jr",82,63,4.07,3464,"Par4Performance",2009
158,158,"Daniel Chopra",89,65,4.07,3840,"Par4Performance",2009
159,159,"Ben Curtis",63,66,4.1,2648,"Par4Performance",2009
159,159,"Ken Duke",87,66,4.07,3680,"Par4Performance",2009
161,161,"Brad Adamonis",70,67,4.09,3008,"Par4Performance",2009
161,161,"Rick Price",54,67,4.12,2272,"Par4Performance",2009
163,163,"Carl Pettersson",86,69,4.07,3792,"Par4Performance",2009
163,163,"Jimmy Walker",74,69,4.09,3188,"Par4Performance",2009
165,165,"Peter Tomasulo",61,70,4.11,2616,"Par4Performance",2009
166,166,"Derek Fathauer",63,72,4.11,2712,"Par4Performance",2009
167,167,"Ryuji Imada",85,75,4.08,3688,"Par4Performance",2009
168,168,"Todd Hamilton",83,76,4.08,3592,"Par4Performance",2009
169,169,"Leif Olson",51,78,4.14,2204,"Par4Performance",2009
170,170,"Jeff Overton",92,79,4.08,3968,"Par4Performance",2009
171,171,"Nathan Green",104,81,4.07,4544,"Par4Performance",2009
172,172,"Marc Turnesa",77,83,4.1,3368,"Par4Performance",2009
173,173,"Stuart Appleby",79,84,4.1,3384,"Par4Performance",2009
173,173,"Brad Faxon",59,84,4.13,2528,"Par4Performance",2009
175,175,"David Duval",56,87,4.14,2412,"Par4Performance",2009
175,175,"Peter Lonard",86,87,4.09,3744,"Par4Performance",2009
175,175,"Brendon Todd",53,87,4.15,2312,"Par4Performance",2009
178,178,"Gary Woodland",53,89,4.15,2328,"Par4Performance",2009
179,179,"JB Holmes",74,93,4.12,3216,"Par4Performance",2009
180,180,"Matt Bettencourt",98,96,4.09,4232,"Par4Performance",2009
181,181,"Parker McLachlin",71,97,4.13,3016,"Par4Performance",2009
182,182,"Greg Kraft",51,98,4.18,2208,"Par4Performance",2009
183,183,"Billy Mayfair",83,111,4.12,3584,"Par4Performance",2009
184,184,"Eric Axley",71,132,4.17,3024,"Par4Performance",2009
