"Round1ScoringAverage_RANKTHISWEEK_2005","Round1ScoringAverage_RANKLASTWEEK_2005","Round1ScoringAverage_PLAYERNAME_2005","Round1ScoringAverage__2005","Round1ScoringAverage_AVG_2005","Round1ScoringAverage_TOTALSTROKES_2005","Round1ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Tiger Woods",NA,68.95,1379,20,"Round1ScoringAverage",2005
2,2,"Sergio Garcia",NA,69.44,1250,18,"Round1ScoringAverage",2005
3,3,"Vijay Singh",NA,69.55,2017,29,"Round1ScoringAverage",2005
4,4,"Luke Donald",NA,69.56,1113,16,"Round1ScoringAverage",2005
5,5,"Richard Johnson",NA,69.63,1114,16,"Round1ScoringAverage",2005
5,5,"Phil Mickelson",NA,69.63,1323,19,"Round1ScoringAverage",2005
7,7,"Jesper Parnevik",NA,69.7,1603,23,"Round1ScoringAverage",2005
8,8,"Marco Dawson",NA,69.78,1605,23,"Round1ScoringAverage",2005
9,9,"Jason Bohn",NA,69.79,1954,28,"Round1ScoringAverage",2005
10,10,"Ben Crane",NA,69.9,1398,20,"Round1ScoringAverage",2005
11,11,"Dean Wilson",NA,69.96,1889,27,"Round1ScoringAverage",2005
12,12,"Jim Furyk",NA,70.12,1753,25,"Round1ScoringAverage",2005
13,13,"Briny Baird",NA,70.16,2175,31,"Round1ScoringAverage",2005
14,14,"Mathias Gronberg",NA,70.17,1263,18,"Round1ScoringAverage",2005
15,15,"Arjun Atwal",NA,70.18,1193,17,"Round1ScoringAverage",2005
16,16,"Retief Goosen",NA,70.19,1123,16,"Round1ScoringAverage",2005
17,17,"Bob Estes",NA,70.2,1755,25,"Round1ScoringAverage",2005
18,18,"Kenny Perry",NA,70.23,1545,22,"Round1ScoringAverage",2005
19,19,"Olin Browne",NA,70.25,1967,28,"Round1ScoringAverage",2005
20,20,"Bart Bryant",NA,70.31,1828,26,"Round1ScoringAverage",2005
21,21,"Billy Mayfair",NA,70.33,2110,30,"Round1ScoringAverage",2005
22,22,"Geoff Ogilvy",NA,70.36,1759,25,"Round1ScoringAverage",2005
23,23,"Omar Uresti",NA,70.37,1900,27,"Round1ScoringAverage",2005
24,24,"Dudley Hart",NA,70.4,1760,25,"Round1ScoringAverage",2005
25,25,"Stewart Cink",NA,70.42,1690,24,"Round1ScoringAverage",2005
25,25,"JJ Henry",NA,70.42,2183,31,"Round1ScoringAverage",2005
27,27,"Brian Bateman",NA,70.45,2184,31,"Round1ScoringAverage",2005
27,27,"Tom Pernice Jr",NA,70.45,2184,31,"Round1ScoringAverage",2005
29,29,"Cameron Beckman",NA,70.47,2114,30,"Round1ScoringAverage",2005
30,30,"Kevin Sutherland",NA,70.52,1763,25,"Round1ScoringAverage",2005
31,31,"Mark Calcavecchia",NA,70.54,1834,26,"Round1ScoringAverage",2005
31,31,"Rod Pampling",NA,70.54,1693,24,"Round1ScoringAverage",2005
33,33,"Gavin Coles",NA,70.55,1552,22,"Round1ScoringAverage",2005
33,33,"Charlie Wi",NA,70.55,1552,22,"Round1ScoringAverage",2005
35,35,"Adam Scott",NA,70.56,1270,18,"Round1ScoringAverage",2005
36,36,"Jonathan Byrd",NA,70.57,2117,30,"Round1ScoringAverage",2005
37,37,"Darron Stiles",NA,70.6,1765,25,"Round1ScoringAverage",2005
38,38,"Woody Austin",NA,70.63,2119,30,"Round1ScoringAverage",2005
38,38,"Harrison Frazar",NA,70.63,2119,30,"Round1ScoringAverage",2005
40,40,"Bob Tway",NA,70.64,1766,25,"Round1ScoringAverage",2005
40,40,"Lee Westwood",NA,70.64,989,14,"Round1ScoringAverage",2005
