"Approachesfrominside100yardsRgh_RANKTHISWEEK_2012","Approachesfrominside100yardsRgh_RANKLASTWEEK_2012","Approachesfrominside100yardsRgh_PLAYERNAME_2012","Approachesfrominside100yardsRgh_ROUNDS_2012","Approachesfrominside100yardsRgh_AVG_2012","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2012","Approachesfrominside100yardsRgh_OFATTEMPTS_2012","Approachesfrominside100yardsRgh_RELATIVETOPAR_2012","stat_name","year"
1,1,"KJ Choi",71,NA,193.5,13,1,"Approachesfrominside100yardsRgh",2012
2,2,"Jerry Kelly",84,NA,257.333,16,-1,"Approachesfrominside100yardsRgh",2012
3,3,"Stewart Cink",71,NA,329,19,-1,"Approachesfrominside100yardsRgh",2012
3,3,"Camilo Villegas",79,NA,382,22,6,"Approachesfrominside100yardsRgh",2012
5,5,"Ted Potter Jr",77,NA,384.333,22,0,"Approachesfrominside100yardsRgh",2012
6,6,"Steve Stricker",73,NA,290.417,16,-2,"Approachesfrominside100yardsRgh",2012
7,7,"Roland Thatcher",55,NA,275.5,15,1,"Approachesfrominside100yardsRgh",2012
8,8,"John Rollins",81,NA,570.25,30,-1,"Approachesfrominside100yardsRgh",2012
9,9,"Chris DiMarco",83,NA,699.25,36,7,"Approachesfrominside100yardsRgh",2012
10,10,"Sung Kang",75,NA,584.25,30,16,"Approachesfrominside100yardsRgh",2012
10,10,"Vaughn Taylor",81,NA,447.75,23,9,"Approachesfrominside100yardsRgh",2012
12,12,"Scott Brown",65,NA,351.917,18,5,"Approachesfrominside100yardsRgh",2012
13,13,"David Toms",60,NA,511.667,26,0,"Approachesfrominside100yardsRgh",2012
14,14,"Marc Leishman",84,NA,893.917,45,-2,"Approachesfrominside100yardsRgh",2012
15,15,"Justin Rose",69,NA,418.333,21,-1,"Approachesfrominside100yardsRgh",2012
16,16,"Brian Gay",91,NA,442.583,22,2,"Approachesfrominside100yardsRgh",2012
16,16,"Bill Lunde",83,NA,621.833,31,1,"Approachesfrominside100yardsRgh",2012
18,18,"Padraig Harrington",67,NA,342.833,17,1,"Approachesfrominside100yardsRgh",2012
19,19,"Chris Kirk",93,NA,566.5,28,7,"Approachesfrominside100yardsRgh",2012
19,19,"Justin Leonard",79,NA,546,27,3,"Approachesfrominside100yardsRgh",2012
19,19,"Tom Pernice Jr",62,NA,384,19,5,"Approachesfrominside100yardsRgh",2012
22,22,"Kevin Kisner",69,NA,528.167,26,7,"Approachesfrominside100yardsRgh",2012
23,23,"Charl Schwartzel",56,NA,329.333,16,2,"Approachesfrominside100yardsRgh",2012
24,24,"Blake Adams",107,NA,811.833,39,0,"Approachesfrominside100yardsRgh",2012
24,24,"Stephen Gangluff",57,NA,333.333,16,6,"Approachesfrominside100yardsRgh",2012
24,24,"Josh Teater",97,NA,874.667,42,9,"Approachesfrominside100yardsRgh",2012
27,27,"Daniel Summerhays",81,NA,462.333,22,1,"Approachesfrominside100yardsRgh",2012
28,28,"Matt Every",80,NA,422,20,-1,"Approachesfrominside100yardsRgh",2012
28,28,"DA Points",88,NA,464.417,22,1,"Approachesfrominside100yardsRgh",2012
30,30,"Brian Harman",101,NA,846.5,40,7,"Approachesfrominside100yardsRgh",2012
31,31,"Jim Furyk",85,NA,405.5,19,-1,"Approachesfrominside100yardsRgh",2012
31,31,"Rocco Mediate",70,NA,554.167,26,5,"Approachesfrominside100yardsRgh",2012
33,33,"JJ Killeen",101,NA,1053.333,49,4,"Approachesfrominside100yardsRgh",2012
34,34,"Angel Cabrera",54,NA,540.5,25,1,"Approachesfrominside100yardsRgh",2012
34,34,"Derek Lamely",64,NA,712.083,33,11,"Approachesfrominside100yardsRgh",2012
36,36,"Brendon de Jonge",115,NA,499.167,23,0,"Approachesfrominside100yardsRgh",2012
37,37,"Charlie Beljan",61,NA,696.583,32,1,"Approachesfrominside100yardsRgh",2012
38,38,"Bud Cauley",99,NA,986.917,45,12,"Approachesfrominside100yardsRgh",2012
38,38,"Louis Oosthuizen",65,NA,437.917,20,5,"Approachesfrominside100yardsRgh",2012
40,40,"Bryce Molder",83,NA,573.083,26,3,"Approachesfrominside100yardsRgh",2012
41,41,"Erik Compton",81,NA,689.083,31,3,"Approachesfrominside100yardsRgh",2012
42,42,"Richard Lee",71,NA,513.5,23,11,"Approachesfrominside100yardsRgh",2012
42,42,"Jeff Overton",101,NA,1184.833,53,3,"Approachesfrominside100yardsRgh",2012
42,42,"Dicky Pride",62,NA,379.667,17,5,"Approachesfrominside100yardsRgh",2012
42,42,"Henrik Stenson",51,NA,491.5,22,3,"Approachesfrominside100yardsRgh",2012
42,42,"Cameron Tringale",88,NA,492.167,22,8,"Approachesfrominside100yardsRgh",2012
47,47,"Garth Mulroy",59,NA,537.833,24,4,"Approachesfrominside100yardsRgh",2012
47,47,"Kyle Thompson",51,NA,335.917,15,2,"Approachesfrominside100yardsRgh",2012
49,49,"Charles Howell III",98,NA,742,33,-3,"Approachesfrominside100yardsRgh",2012
