"PuttsMadePerEventOver20_RANKTHISWEEK_2012","PuttsMadePerEventOver20_RANKLASTWEEK_2012","PuttsMadePerEventOver20_PLAYERNAME_2012","PuttsMadePerEventOver20_ROUNDS_2012","PuttsMadePerEventOver20_PUTTSMADE_2012","stat_name","year"
1,1,"Ben Crane",73,2.5,"PuttsMadePerEventOver20",2012
2,2,"Jason Dufner",83,2.4,"PuttsMadePerEventOver20",2012
2,2,"Adam Scott",59,2.4,"PuttsMadePerEventOver20",2012
4,4,"Brandt Snedeker",81,2.3,"PuttsMadePerEventOver20",2012
5,5,"Webb Simpson",77,2.2,"PuttsMadePerEventOver20",2012
6,6,"Matt Kuchar",86,2,"PuttsMadePerEventOver20",2012
6,6,"Tiger Woods",69,2,"PuttsMadePerEventOver20",2012
8,8,"Keegan Bradley",90,1.9,"PuttsMadePerEventOver20",2012
8,8,"Jonathan Byrd",69,1.9,"PuttsMadePerEventOver20",2012
8,8,"Brendon de Jonge",115,1.9,"PuttsMadePerEventOver20",2012
8,8,"Billy Horschel",63,1.9,"PuttsMadePerEventOver20",2012
8,8,"Phil Mickelson",79,1.9,"PuttsMadePerEventOver20",2012
8,8,"Louis Oosthuizen",65,1.9,"PuttsMadePerEventOver20",2012
8,8,"Justin Rose",69,1.9,"PuttsMadePerEventOver20",2012
15,15,"Stewart Cink",71,1.8,"PuttsMadePerEventOver20",2012
15,15,"Luke Donald",63,1.8,"PuttsMadePerEventOver20",2012
15,15,"Ken Duke",104,1.8,"PuttsMadePerEventOver20",2012
15,15,"Brian Harman",101,1.8,"PuttsMadePerEventOver20",2012
15,15,"Sean OHair",84,1.8,"PuttsMadePerEventOver20",2012
15,15,"Henrik Stenson",51,1.8,"PuttsMadePerEventOver20",2012
15,15,"Lee Westwood",60,1.8,"PuttsMadePerEventOver20",2012
22,22,"Jonas Blixt",72,1.7,"PuttsMadePerEventOver20",2012
22,22,"Tim Clark",60,1.7,"PuttsMadePerEventOver20",2012
22,22,"Martin Flores",95,1.7,"PuttsMadePerEventOver20",2012
22,22,"JB Holmes",90,1.7,"PuttsMadePerEventOver20",2012
22,22,"Freddie Jacobson",61,1.7,"PuttsMadePerEventOver20",2012
22,22,"Troy Kelly",68,1.7,"PuttsMadePerEventOver20",2012
22,22,"Hunter Mahan",88,1.7,"PuttsMadePerEventOver20",2012
22,22,"William McGirt",96,1.7,"PuttsMadePerEventOver20",2012
22,22,"Seung Yul Noh",105,1.7,"PuttsMadePerEventOver20",2012
22,22,"Scott Piercy",95,1.7,"PuttsMadePerEventOver20",2012
22,22,"Charlie Wi",86,1.7,"PuttsMadePerEventOver20",2012
33,33,"Gavin Coles",72,1.6,"PuttsMadePerEventOver20",2012
33,33,"Ben Curtis",62,1.6,"PuttsMadePerEventOver20",2012
33,33,"Jason Day",57,1.6,"PuttsMadePerEventOver20",2012
33,33,"James Driscoll",83,1.6,"PuttsMadePerEventOver20",2012
33,33,"Rickie Fowler",84,1.6,"PuttsMadePerEventOver20",2012
33,33,"Tommy Gainey",98,1.6,"PuttsMadePerEventOver20",2012
33,33,"John Huh",99,1.6,"PuttsMadePerEventOver20",2012
33,33,"Zach Johnson",95,1.6,"PuttsMadePerEventOver20",2012
33,33,"Graeme McDowell",55,1.6,"PuttsMadePerEventOver20",2012
33,33,"George McNeill",85,1.6,"PuttsMadePerEventOver20",2012
33,33,"Jeff Overton",101,1.6,"PuttsMadePerEventOver20",2012
33,33,"Ian Poulter",57,1.6,"PuttsMadePerEventOver20",2012
33,33,"Michael Thompson",80,1.6,"PuttsMadePerEventOver20",2012
33,33,"Jhonattan Vegas",77,1.6,"PuttsMadePerEventOver20",2012
33,33,"Bubba Watson",68,1.6,"PuttsMadePerEventOver20",2012
48,48,"Sergio Garcia",57,1.5,"PuttsMadePerEventOver20",2012
48,48,"Padraig Harrington",67,1.5,"PuttsMadePerEventOver20",2012
48,48,"David Hearn",95,1.5,"PuttsMadePerEventOver20",2012
48,48,"Dustin Johnson",70,1.5,"PuttsMadePerEventOver20",2012
48,48,"JJ Killeen",101,1.5,"PuttsMadePerEventOver20",2012
48,48,"Derek Lamely",64,1.5,"PuttsMadePerEventOver20",2012
48,48,"John Merrick",83,1.5,"PuttsMadePerEventOver20",2012
48,48,"Bryce Molder",83,1.5,"PuttsMadePerEventOver20",2012
48,48,"Ryan Moore",89,1.5,"PuttsMadePerEventOver20",2012
48,48,"DA Points",88,1.5,"PuttsMadePerEventOver20",2012
48,48,"John Senden",81,1.5,"PuttsMadePerEventOver20",2012
48,48,"Camilo Villegas",79,1.5,"PuttsMadePerEventOver20",2012
48,48,"Johnson Wagner",88,1.5,"PuttsMadePerEventOver20",2012
48,48,"Nick Watney",97,1.5,"PuttsMadePerEventOver20",2012
62,62,"Mark Anderson",75,1.4,"PuttsMadePerEventOver20",2012
62,62,"Ricky Barnes",92,1.4,"PuttsMadePerEventOver20",2012
62,62,"Cameron Beckman",81,1.4,"PuttsMadePerEventOver20",2012
62,62,"Michael Bradley",63,1.4,"PuttsMadePerEventOver20",2012
62,62,"Gary Christian",91,1.4,"PuttsMadePerEventOver20",2012
62,62,"Will Claxton",99,1.4,"PuttsMadePerEventOver20",2012
62,62,"John Daly",50,1.4,"PuttsMadePerEventOver20",2012
62,62,"Robert Garrigus",89,1.4,"PuttsMadePerEventOver20",2012
62,62,"Nathan Green",73,1.4,"PuttsMadePerEventOver20",2012
62,62,"Bill Haas",79,1.4,"PuttsMadePerEventOver20",2012
62,62,"Charles Howell III",98,1.4,"PuttsMadePerEventOver20",2012
62,62,"Chris Kirk",93,1.4,"PuttsMadePerEventOver20",2012
62,62,"Danny Lee",74,1.4,"PuttsMadePerEventOver20",2012
62,62,"Spencer Levin",81,1.4,"PuttsMadePerEventOver20",2012
62,62,"Greg Owen",90,1.4,"PuttsMadePerEventOver20",2012
62,62,"Ryan Palmer",81,1.4,"PuttsMadePerEventOver20",2012
