"LateRound4ScoringAverage_RANKTHISWEEK_2010","LateRound4ScoringAverage_RANKLASTWEEK_2010","LateRound4ScoringAverage_PLAYERNAME_2010","LateRound4ScoringAverage__2010","LateRound4ScoringAverage_AVG_2010","LateRound4ScoringAverage_TOTALSTROKES_2010","LateRound4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
138,138,"Brett Quigley",NA,71.8,359,5,"LateRound4ScoringAverage",2010
139,139,"Tim Clark",NA,71.82,790,11,"LateRound4ScoringAverage",2010
140,140,"JP Hayes",NA,71.86,503,7,"LateRound4ScoringAverage",2010
141,141,"Will Ma Kenzie",NA,71.88,575,8,"LateRound4ScoringAverage",2010
142,142,"Brian Gay",NA,71.89,647,9,"LateRound4ScoringAverage",2010
143,143,"Daniel Chopra",NA,72,144,2,"LateRound4ScoringAverage",2010
143,143,"Ben Curtis",NA,72,288,4,"LateRound4ScoringAverage",2010
143,143,"Lucas Glover",NA,72,504,7,"LateRound4ScoringAverage",2010
143,143,"Geoff Ogilvy",NA,72,504,7,"LateRound4ScoringAverage",2010
143,143,"Chris Tidland",NA,72,360,5,"LateRound4ScoringAverage",2010
143,143,"Mike Weir",NA,72,216,3,"LateRound4ScoringAverage",2010
143,143,"Dean Wilson",NA,72,216,3,"LateRound4ScoringAverage",2010
150,150,"Steve Marino",NA,72.08,865,12,"LateRound4ScoringAverage",2010
151,151,"Tom Pernice Jr",NA,72.14,505,7,"LateRound4ScoringAverage",2010
151,151,"Vijay Singh",NA,72.14,505,7,"LateRound4ScoringAverage",2010
151,151,"Brian Stuard",NA,72.14,505,7,"LateRound4ScoringAverage",2010
154,154,"Bill Haas",NA,72.15,938,13,"LateRound4ScoringAverage",2010
155,155,"Charles Warren",NA,72.2,361,5,"LateRound4ScoringAverage",2010
156,156,"Cameron Percy",NA,72.22,650,9,"LateRound4ScoringAverage",2010
157,157,"Craig Bowden",NA,72.25,289,4,"LateRound4ScoringAverage",2010
158,158,"Kevin Johnson",NA,72.33,217,3,"LateRound4ScoringAverage",2010
158,158,"Jerry Kelly",NA,72.33,651,9,"LateRound4ScoringAverage",2010
158,158,"Chris Wilson",NA,72.33,217,3,"LateRound4ScoringAverage",2010
161,161,"Greg Owen",NA,72.4,362,5,"LateRound4ScoringAverage",2010
162,162,"Alex Cejka",NA,72.43,507,7,"LateRound4ScoringAverage",2010
163,163,"Jason Day",NA,72.45,797,11,"LateRound4ScoringAverage",2010
164,164,"Jason Dufner",NA,72.5,290,4,"LateRound4ScoringAverage",2010
164,164,"Dustin Johnson",NA,72.5,870,12,"LateRound4ScoringAverage",2010
166,166,"Michael Bradley",NA,72.67,218,3,"LateRound4ScoringAverage",2010
166,166,"Martin Flores",NA,72.67,436,6,"LateRound4ScoringAverage",2010
166,166,"Rod Pampling",NA,72.67,218,3,"LateRound4ScoringAverage",2010
166,166,"YE Yang",NA,72.67,218,3,"LateRound4ScoringAverage",2010
170,170,"Boo Weekley",NA,72.71,509,7,"LateRound4ScoringAverage",2010
171,171,"Greg Chalmers",NA,72.8,364,5,"LateRound4ScoringAverage",2010
172,172,"Nathan Green",NA,72.83,437,6,"LateRound4ScoringAverage",2010
173,173,"Henrik Bjornstad",NA,73,219,3,"LateRound4ScoringAverage",2010
173,173,"Jeff Maggert",NA,73,365,5,"LateRound4ScoringAverage",2010
173,173,"Ted Purdy",NA,73,365,5,"LateRound4ScoringAverage",2010
173,173,"Vance Veazey",NA,73,73,1,"LateRound4ScoringAverage",2010
177,177,"Trevor Immelman",NA,73.2,366,5,"LateRound4ScoringAverage",2010
178,178,"Steve Flesch",NA,73.33,220,3,"LateRound4ScoringAverage",2010
178,178,"Garth Mulroy",NA,73.33,220,3,"LateRound4ScoringAverage",2010
178,178,"Roger Tambellini",NA,73.33,440,6,"LateRound4ScoringAverage",2010
181,181,"Brad Faxon",NA,73.67,221,3,"LateRound4ScoringAverage",2010
182,182,"Skip Kendall",NA,73.88,591,8,"LateRound4ScoringAverage",2010
183,183,"Michael Letzig",NA,74,370,5,"LateRound4ScoringAverage",2010
183,183,"Ian Poulter",NA,74,296,4,"LateRound4ScoringAverage",2010
185,185,"Roland Thatcher",NA,74.17,445,6,"LateRound4ScoringAverage",2010
186,186,"Brent Delahoussaye",NA,74.5,149,2,"LateRound4ScoringAverage",2010
186,186,"Cliff Kresge",NA,74.5,298,4,"LateRound4ScoringAverage",2010
188,188,"Paul Goydos",NA,74.56,671,9,"LateRound4ScoringAverage",2010
189,189,"Mark Calcavecchia",NA,75,375,5,"LateRound4ScoringAverage",2010
190,190,"John Daly",NA,75.5,151,2,"LateRound4ScoringAverage",2010
