"Par5ScoringAverage_RANKTHISWEEK_2011","Par5ScoringAverage_RANKLASTWEEK_2011","Par5ScoringAverage_PLAYERNAME_2011","Par5ScoringAverage_ROUNDS_2011","Par5ScoringAverage_AVG_2011","Par5ScoringAverage_TOTALSTROKES_2011","Par5ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Webb Simpson",98,4.48,1323,295,"Par5ScoringAverage",2011
2,2,"Steve Stricker",70,4.49,965,215,"Par5ScoringAverage",2011
2,2,"Bubba Watson",85,4.49,1158,258,"Par5ScoringAverage",2011
4,4,"Lucas Glover",74,4.54,981,216,"Par5ScoringAverage",2011
4,4,"Phil Mickelson",79,4.54,1125,248,"Par5ScoringAverage",2011
4,4,"Kyle Stanley",98,4.54,1362,300,"Par5ScoringAverage",2011
7,7,"Luke Donald",73,4.55,923,203,"Par5ScoringAverage",2011
8,8,"Chris Couch",73,4.56,1062,233,"Par5ScoringAverage",2011
8,8,"Charles Howell III",108,4.56,1472,323,"Par5ScoringAverage",2011
8,8,"Adam Scott",60,4.56,761,167,"Par5ScoringAverage",2011
8,8,"Bo Van Pelt",92,4.56,1226,269,"Par5ScoringAverage",2011
12,12,"Angel Cabrera",50,4.57,731,160,"Par5ScoringAverage",2011
12,12,"Jason Day",76,4.57,983,215,"Par5ScoringAverage",2011
12,12,"JB Holmes",57,4.57,809,177,"Par5ScoringAverage",2011
12,12,"Spencer Levin",113,4.57,1522,333,"Par5ScoringAverage",2011
12,12,"Nick Watney",80,4.57,1069,234,"Par5ScoringAverage",2011
17,17,"Matt Kuchar",94,4.58,1186,259,"Par5ScoringAverage",2011
17,17,"Hunter Mahan",92,4.58,1254,274,"Par5ScoringAverage",2011
17,17,"Kevin Na",84,4.58,1215,265,"Par5ScoringAverage",2011
17,17,"Brendan Steele",89,4.58,1281,280,"Par5ScoringAverage",2011
21,21,"Aaron Baddeley",77,4.59,1102,240,"Par5ScoringAverage",2011
21,21,"David Toms",78,4.59,1096,239,"Par5ScoringAverage",2011
23,23,"Jonathan Byrd",83,4.6,1142,248,"Par5ScoringAverage",2011
23,23,"Robert Garrigus",83,4.6,1209,263,"Par5ScoringAverage",2011
23,23,"Bill Haas",93,4.6,1302,283,"Par5ScoringAverage",2011
23,23,"Zach Johnson",79,4.6,1067,232,"Par5ScoringAverage",2011
23,23,"Robert Karlsson",61,4.6,815,177,"Par5ScoringAverage",2011
23,23,"Brandt Snedeker",85,4.6,1164,253,"Par5ScoringAverage",2011
23,23,"Josh Teater",104,4.6,1475,321,"Par5ScoringAverage",2011
30,30,"Steven Bowditch",86,4.61,1203,261,"Par5ScoringAverage",2011
30,30,"Brendon de Jonge",105,4.61,1503,326,"Par5ScoringAverage",2011
30,30,"Rickie Fowler",84,4.61,1130,245,"Par5ScoringAverage",2011
30,30,"John Rollins",85,4.61,1212,263,"Par5ScoringAverage",2011
30,30,"Jhonattan Vegas",84,4.61,1184,257,"Par5ScoringAverage",2011
30,30,"Boo Weekley",66,4.61,941,204,"Par5ScoringAverage",2011
30,30,"YE Yang",63,4.61,788,171,"Par5ScoringAverage",2011
37,37,"Sergio Garcia",61,4.62,818,177,"Par5ScoringAverage",2011
37,37,"Bobby Gates",82,4.62,1230,266,"Par5ScoringAverage",2011
37,37,"Sung Kang",63,4.62,892,193,"Par5ScoringAverage",2011
37,37,"Jerry Kelly",85,4.62,1105,239,"Par5ScoringAverage",2011
37,37,"Carl Pettersson",95,4.62,1298,281,"Par5ScoringAverage",2011
37,37,"Justin Rose",79,4.62,1142,247,"Par5ScoringAverage",2011
43,43,"Woody Austin",59,4.63,865,187,"Par5ScoringAverage",2011
43,43,"Keegan Bradley",91,4.63,1282,277,"Par5ScoringAverage",2011
43,43,"Fabian Gomez",84,4.63,1256,271,"Par5ScoringAverage",2011
43,43,"Dustin Johnson",72,4.63,1046,226,"Par5ScoringAverage",2011
43,43,"Billy Mayfair",94,4.63,1366,295,"Par5ScoringAverage",2011
43,43,"Graeme McDowell",50,4.63,672,145,"Par5ScoringAverage",2011
43,43,"John Merrick",71,4.63,954,206,"Par5ScoringAverage",2011
43,43,"Ryan Palmer",82,4.63,1191,257,"Par5ScoringAverage",2011
43,43,"Chris Stroud",88,4.63,1251,270,"Par5ScoringAverage",2011
43,43,"Cameron Tringale",110,4.63,1534,331,"Par5ScoringAverage",2011
43,43,"Gary Woodland",93,4.63,1325,286,"Par5ScoringAverage",2011
54,54,"Jason Bohn",74,4.64,1096,236,"Par5ScoringAverage",2011
54,54,"Martin Laird",77,4.64,1155,249,"Par5ScoringAverage",2011
54,54,"Jarrod Lyle",83,4.64,1212,261,"Par5ScoringAverage",2011
54,54,"Jeff Overton",92,4.64,1253,270,"Par5ScoringAverage",2011
54,54,"Vijay Singh",79,4.64,1124,242,"Par5ScoringAverage",2011
54,54,"DJ Trahan",91,4.64,1281,276,"Par5ScoringAverage",2011
60,60,"Jim Furyk",87,4.65,1181,254,"Par5ScoringAverage",2011
60,60,"Charley Hoffman",93,4.65,1417,305,"Par5ScoringAverage",2011
60,60,"Brandt Jobe",100,4.65,1473,317,"Par5ScoringAverage",2011
60,60,"Anthony Kim",72,4.65,953,205,"Par5ScoringAverage",2011
60,60,"Bio Kim",71,4.65,1051,226,"Par5ScoringAverage",2011
60,60,"Bill Lunde",92,4.65,1414,304,"Par5ScoringAverage",2011
60,60,"Steve Marino",76,4.65,1115,240,"Par5ScoringAverage",2011
60,60,"Andres Romero",77,4.65,1061,228,"Par5ScoringAverage",2011
60,60,"Rory Sabbatini",85,4.65,1213,261,"Par5ScoringAverage",2011
60,60,"John Senden",94,4.65,1382,297,"Par5ScoringAverage",2011
70,70,"Jason Dufner",78,4.66,1076,231,"Par5ScoringAverage",2011
70,70,"Jim Herman",69,4.66,1021,219,"Par5ScoringAverage",2011
70,70,"George McNeill",69,4.66,978,210,"Par5ScoringAverage",2011
70,70,"Tag Ridings",87,4.66,1239,266,"Par5ScoringAverage",2011
70,70,"Scott Stallings",84,4.66,1212,260,"Par5ScoringAverage",2011
70,70,"Roland Thatcher",67,4.66,979,210,"Par5ScoringAverage",2011
70,70,"Mark Wilson",89,4.66,1231,264,"Par5ScoringAverage",2011
77,77,"Blake Adams",116,4.67,1703,365,"Par5ScoringAverage",2011
77,77,"Greg Chalmers",88,4.67,1255,269,"Par5ScoringAverage",2011
77,77,"KJ Choi",77,4.67,1084,232,"Par5ScoringAverage",2011
77,77,"Stewart Cink",72,4.67,1088,233,"Par5ScoringAverage",2011
77,77,"Steve Flesch",88,4.67,1199,257,"Par5ScoringAverage",2011
77,77,"Brian Gay",90,4.67,1274,273,"Par5ScoringAverage",2011
77,77,"Chris Kirk",87,4.67,1238,265,"Par5ScoringAverage",2011
77,77,"Davis Love III",70,4.67,966,207,"Par5ScoringAverage",2011
77,77,"DA Points",89,4.67,1312,281,"Par5ScoringAverage",2011
77,77,"Kevin Stadler",88,4.67,1336,286,"Par5ScoringAverage",2011
77,77,"Charlie Wi",83,4.67,1205,258,"Par5ScoringAverage",2011
88,88,"Chad Campbell",99,4.68,1382,295,"Par5ScoringAverage",2011
88,88,"Brian Davis",105,4.68,1546,330,"Par5ScoringAverage",2011
88,88,"Trevor Immelman",84,4.68,1175,251,"Par5ScoringAverage",2011
88,88,"Freddie Jacobson",92,4.68,1259,269,"Par5ScoringAverage",2011
88,88,"Matt Jones",71,4.68,1119,239,"Par5ScoringAverage",2011
88,88,"Justin Leonard",82,4.68,1194,255,"Par5ScoringAverage",2011
88,88,"Joe Ogilvie",75,4.68,1082,231,"Par5ScoringAverage",2011
88,88,"Rod Pampling",72,4.68,1026,219,"Par5ScoringAverage",2011
88,88,"Aron Price",58,4.68,795,170,"Par5ScoringAverage",2011
88,88,"Alexandre Rocha",65,4.68,903,193,"Par5ScoringAverage",2011
88,88,"Kevin Streelman",90,4.68,1311,280,"Par5ScoringAverage",2011
88,88,"Jimmy Walker",79,4.68,1076,230,"Par5ScoringAverage",2011
100,100,"Kris Blanks",92,4.69,1351,288,"Par5ScoringAverage",2011
100,100,"Alex Cejka",59,4.69,947,202,"Par5ScoringAverage",2011
100,100,"Harrison Frazar",58,4.69,774,165,"Par5ScoringAverage",2011
100,100,"Hunter Haas",96,4.69,1467,313,"Par5ScoringAverage",2011
100,100,"JJ Henry",96,4.69,1436,306,"Par5ScoringAverage",2011
100,100,"Sean OHair",71,4.69,906,193,"Par5ScoringAverage",2011
100,100,"Nick OHern",89,4.69,1322,282,"Par5ScoringAverage",2011
100,100,"Scott Piercy",78,4.69,1136,242,"Par5ScoringAverage",2011
100,100,"Alex Prugh",82,4.69,1237,264,"Par5ScoringAverage",2011
100,100,"Paul Stankowski",78,4.69,1145,244,"Par5ScoringAverage",2011
100,100,"Vaughn Taylor",89,4.69,1298,277,"Par5ScoringAverage",2011
111,111,"Stuart Appleby",65,4.7,911,194,"Par5ScoringAverage",2011
111,111,"Cameron Beckman",71,4.7,1038,221,"Par5ScoringAverage",2011
111,111,"Shane Bertsch",62,4.7,869,185,"Par5ScoringAverage",2011
111,111,"Matt Bettencourt",84,4.7,1212,258,"Par5ScoringAverage",2011
111,111,"Joseph Bramlett",73,4.7,1077,229,"Par5ScoringAverage",2011
111,111,"Kevin Chappell",78,4.7,1156,246,"Par5ScoringAverage",2011
