"MissedFairwayPercentOther_RANKTHISWEEK_2013","MissedFairwayPercentOther_RANKLASTWEEK_2013","MissedFairwayPercentOther_PLAYERNAME_2013","MissedFairwayPercentOther_ROUNDS_2013","MissedFairwayPercentOther_Pct_2013","MissedFairwayPercentOther_TOTALMISSED_2013","MissedFairwayPercentOther_TOTALFWYS_2013","MissedFairwayPercentOther_RELATIVETOPAR_2013","stat_name","year"
31,31,"Brendon de Jonge",110,2.39,32,1339,0.44,"MissedFairwayPercentOther",2013
31,31,"Ryan Moore",72,2.39,19,796,0.68,"MissedFairwayPercentOther",2013
33,33,"Bryce Molder",82,2.44,24,982,0.67,"MissedFairwayPercentOther",2013
34,34,"Will Claxton",67,2.45,19,775,0.58,"MissedFairwayPercentOther",2013
35,35,"Justin Leonard",86,2.5,26,1038,0.96,"MissedFairwayPercentOther",2013
36,36,"Boo Weekley",100,2.51,29,1154,0.59,"MissedFairwayPercentOther",2013
37,37,"Brian Stuard",78,2.52,22,873,0.77,"MissedFairwayPercentOther",2013
38,38,"DA Points",87,2.55,24,942,0.54,"MissedFairwayPercentOther",2013
39,39,"Doug LaBelle II",72,2.58,21,813,0.67,"MissedFairwayPercentOther",2013
40,40,"Daniel Summerhays",83,2.6,28,1075,0.43,"MissedFairwayPercentOther",2013
41,41,"DH Lee",65,2.63,21,800,0.95,"MissedFairwayPercentOther",2013
42,42,"Zach Johnson",84,2.67,25,936,0.24,"MissedFairwayPercentOther",2013
43,43,"Brian Davis",91,2.69,31,1153,0.55,"MissedFairwayPercentOther",2013
44,44,"Graeme McDowell",53,2.7,14,518,0.14,"MissedFairwayPercentOther",2013
45,45,"Vaughn Taylor",50,2.71,15,553,0.6,"MissedFairwayPercentOther",2013
46,46,"Bud Cauley",67,2.72,21,772,0.76,"MissedFairwayPercentOther",2013
47,47,"Eric Meierdierks",48,2.76,14,508,0.93,"MissedFairwayPercentOther",2013
48,48,"Nick Watney",88,2.77,28,1011,0.54,"MissedFairwayPercentOther",2013
49,49,"Graham DeLaet",94,2.78,31,1116,0.32,"MissedFairwayPercentOther",2013
50,50,"Keegan Bradley",88,2.81,28,996,0.5,"MissedFairwayPercentOther",2013
50,50,"Dicky Pride",71,2.81,23,819,0.91,"MissedFairwayPercentOther",2013
52,52,"Lee Williams",62,2.82,20,708,0.95,"MissedFairwayPercentOther",2013
53,53,"Richard Lee",81,2.9,29,999,0.52,"MissedFairwayPercentOther",2013
54,54,"Bill Haas",85,2.92,28,960,0.46,"MissedFairwayPercentOther",2013
54,54,"Scott Langley",79,2.92,26,890,0.85,"MissedFairwayPercentOther",2013
56,56,"Nicholas Thompson",99,2.94,35,1191,0.69,"MissedFairwayPercentOther",2013
57,57,"Greg Owen",73,2.96,27,913,0.93,"MissedFairwayPercentOther",2013
57,57,"Adam Scott",61,2.96,18,608,0.28,"MissedFairwayPercentOther",2013
57,57,"Robert Streb",75,2.96,25,844,0.8,"MissedFairwayPercentOther",2013
60,60,"Ben Curtis",59,2.98,19,638,1,"MissedFairwayPercentOther",2013
61,61,"Justin Bolli",59,2.99,19,636,1.05,"MissedFairwayPercentOther",2013
62,62,"Kyle Stanley",71,3,25,832,0.6,"MissedFairwayPercentOther",2013
63,63,"Bob Estes",66,3.03,26,858,0.46,"MissedFairwayPercentOther",2013
64,64,"Jeff Overton",78,3.04,31,1020,0.42,"MissedFairwayPercentOther",2013
65,65,"Russell Henley",80,3.06,28,915,0.57,"MissedFairwayPercentOther",2013
65,65,"John Merrick",79,3.06,29,948,0.34,"MissedFairwayPercentOther",2013
67,67,"Webb Simpson",92,3.08,30,975,0.6,"MissedFairwayPercentOther",2013
68,68,"Sangmoon Bae",83,3.11,31,998,0.45,"MissedFairwayPercentOther",2013
69,69,"Colt Knost",69,3.12,25,801,1.28,"MissedFairwayPercentOther",2013
70,70,"Ian Poulter",59,3.13,17,544,0.82,"MissedFairwayPercentOther",2013
71,71,"Billy Horschel",96,3.14,36,1147,0.64,"MissedFairwayPercentOther",2013
72,72,"Ben Crane",62,3.15,24,763,0.25,"MissedFairwayPercentOther",2013
72,72,"Morgan Hoffmann",64,3.15,23,731,0.83,"MissedFairwayPercentOther",2013
72,72,"Ben Kohles",75,3.15,27,856,0.59,"MissedFairwayPercentOther",2013
72,72,"David Toms",49,3.15,14,444,0.79,"MissedFairwayPercentOther",2013
76,76,"KJ Choi",85,3.2,28,876,0.25,"MissedFairwayPercentOther",2013
76,76,"Henrik Norlander",70,3.2,26,813,0.65,"MissedFairwayPercentOther",2013
78,78,"David Lynn",70,3.23,25,775,0.64,"MissedFairwayPercentOther",2013
78,78,"Josh Teater",86,3.23,27,835,0.56,"MissedFairwayPercentOther",2013
80,80,"Matt Every",89,3.24,36,1110,0.44,"MissedFairwayPercentOther",2013
81,81,"David Hearn",88,3.26,33,1013,0.52,"MissedFairwayPercentOther",2013
82,82,"Steve LeBrun",66,3.27,24,734,0.67,"MissedFairwayPercentOther",2013
83,83,"Tommy Gainey",84,3.28,34,1038,1.21,"MissedFairwayPercentOther",2013
83,83,"Trevor Immelman",73,3.28,28,853,0.5,"MissedFairwayPercentOther",2013
83,83,"Cameron Tringale",80,3.28,34,1037,0.62,"MissedFairwayPercentOther",2013
83,83,"Charlie Wi",75,3.28,30,916,0.6,"MissedFairwayPercentOther",2013
87,87,"Rickie Fowler",75,3.29,27,820,0.48,"MissedFairwayPercentOther",2013
87,87,"Martin Laird",68,3.29,24,729,0.63,"MissedFairwayPercentOther",2013
89,89,"Martin Kaymer",61,3.31,19,574,0.37,"MissedFairwayPercentOther",2013
90,90,"Matt Jones",83,3.32,32,965,0.56,"MissedFairwayPercentOther",2013
91,91,"Luke Guthrie",82,3.33,30,901,0.9,"MissedFairwayPercentOther",2013
92,92,"Greg Chalmers",77,3.34,32,958,0.91,"MissedFairwayPercentOther",2013
92,92,"Brandt Snedeker",79,3.34,27,809,0.48,"MissedFairwayPercentOther",2013
94,94,"Scott Gardiner",61,3.35,24,716,1,"MissedFairwayPercentOther",2013
95,95,"Erik Compton",74,3.37,30,890,0.53,"MissedFairwayPercentOther",2013
95,95,"Tiger Woods",61,3.37,20,593,0.55,"MissedFairwayPercentOther",2013
97,97,"Shawn Stefani",63,3.38,23,680,0.43,"MissedFairwayPercentOther",2013
98,98,"Brian Harman",89,3.42,36,1054,0.67,"MissedFairwayPercentOther",2013
99,99,"Ricky Barnes",74,3.44,31,901,0.48,"MissedFairwayPercentOther",2013
99,99,"Jordan Spieth",82,3.44,32,930,0.47,"MissedFairwayPercentOther",2013
101,101,"Freddie Jacobson",63,3.46,22,636,0.36,"MissedFairwayPercentOther",2013
101,101,"William McGirt",75,3.46,34,982,0.88,"MissedFairwayPercentOther",2013
103,103,"Stephen Ames",49,3.48,21,604,0.76,"MissedFairwayPercentOther",2013
104,104,"Lucas Glover",65,3.49,25,717,0.52,"MissedFairwayPercentOther",2013
105,105,"Chad Campbell",78,3.5,35,999,0.77,"MissedFairwayPercentOther",2013
106,106,"Carl Pettersson",82,3.51,31,883,0.94,"MissedFairwayPercentOther",2013
107,107,"Brandt Jobe",62,3.55,26,733,0.85,"MissedFairwayPercentOther",2013
108,108,"Brian Gay",79,3.56,35,983,0.54,"MissedFairwayPercentOther",2013
109,109,"Charlie Beljan",62,3.59,27,752,0.48,"MissedFairwayPercentOther",2013
110,110,"Phil Mickelson",78,3.6,28,777,0.82,"MissedFairwayPercentOther",2013
111,111,"David Mathis",71,3.62,31,857,0.74,"MissedFairwayPercentOther",2013
112,112,"Brendan Steele",86,3.66,39,1066,0.49,"MissedFairwayPercentOther",2013
113,113,"Derek Ernst",58,3.67,25,681,0.68,"MissedFairwayPercentOther",2013
114,114,"Hunter Mahan",91,3.68,35,951,0.49,"MissedFairwayPercentOther",2013
115,115,"Bobby Gates",49,3.69,19,515,1,"MissedFairwayPercentOther",2013
116,116,"Mike Weir",60,3.72,24,645,1.04,"MissedFairwayPercentOther",2013
117,117,"Robert Karlsson",56,3.73,19,510,0.63,"MissedFairwayPercentOther",2013
118,118,"Justin Rose",62,3.75,24,640,0.63,"MissedFairwayPercentOther",2013
119,119,"Matt Kuchar",93,3.76,36,958,0.42,"MissedFairwayPercentOther",2013
120,120,"Ernie Els",63,3.77,25,663,0.36,"MissedFairwayPercentOther",2013
121,121,"DJ Trahan",48,3.83,20,522,0.55,"MissedFairwayPercentOther",2013
121,121,"Camilo Villegas",79,3.83,34,888,0.5,"MissedFairwayPercentOther",2013
123,123,"Chris Kirk",89,3.85,43,1116,0.65,"MissedFairwayPercentOther",2013
124,124,"Sean OHair",56,3.88,27,696,0.74,"MissedFairwayPercentOther",2013
124,124,"Bo Van Pelt",72,3.88,29,748,0.48,"MissedFairwayPercentOther",2013
126,126,"Rory Sabbatini",86,3.92,39,994,0.77,"MissedFairwayPercentOther",2013
127,127,"Cameron Percy",68,3.94,31,786,0.71,"MissedFairwayPercentOther",2013
128,128,"Ryo Ishikawa",72,3.96,30,758,0.77,"MissedFairwayPercentOther",2013
129,129,"Stuart Appleby",88,3.97,43,1083,0.86,"MissedFairwayPercentOther",2013
129,129,"Kevin Stadler",83,3.97,38,958,0.55,"MissedFairwayPercentOther",2013
131,131,"Alistair Presnell",59,3.99,25,627,0.76,"MissedFairwayPercentOther",2013
132,132,"Michael Thompson",66,4.11,30,730,0.5,"MissedFairwayPercentOther",2013
133,133,"Patrick Reed",83,4.13,42,1017,0.81,"MissedFairwayPercentOther",2013
134,134,"Peter Hanson",45,4.15,19,458,1,"MissedFairwayPercentOther",2013
135,135,"Geoff Ogilvy",57,4.19,24,573,0.79,"MissedFairwayPercentOther",2013
136,136,"Gary Woodland",94,4.2,48,1144,0.88,"MissedFairwayPercentOther",2013
137,137,"Jonas Blixt",76,4.21,39,926,0.59,"MissedFairwayPercentOther",2013
138,138,"Brad Fritsch",81,4.27,40,937,0.95,"MissedFairwayPercentOther",2013
139,139,"John Rollins",77,4.3,40,931,0.65,"MissedFairwayPercentOther",2013
140,140,"Johnson Wagner",64,4.31,31,720,0.81,"MissedFairwayPercentOther",2013
140,140,"Casey Wittenberg",72,4.31,36,836,0.83,"MissedFairwayPercentOther",2013
142,142,"Bubba Watson",76,4.37,36,823,0.39,"MissedFairwayPercentOther",2013
143,143,"Lee Westwood",70,4.38,31,708,0.61,"MissedFairwayPercentOther",2013
144,144,"Kevin Chappell",80,4.42,41,928,0.54,"MissedFairwayPercentOther",2013
144,144,"Dustin Johnson",71,4.42,31,701,0.48,"MissedFairwayPercentOther",2013
146,146,"James Hahn",78,4.43,41,925,0.68,"MissedFairwayPercentOther",2013
147,147,"Chris Stroud",88,4.46,48,1076,0.73,"MissedFairwayPercentOther",2013
148,148,"Scott Brown",65,4.47,34,761,0.62,"MissedFairwayPercentOther",2013
148,148,"Charl Schwartzel",69,4.47,33,738,0.33,"MissedFairwayPercentOther",2013
150,150,"Robert Allenby",58,4.51,32,710,0.88,"MissedFairwayPercentOther",2013
151,151,"Charles Howell III",87,4.53,50,1104,0.58,"MissedFairwayPercentOther",2013
152,152,"Nicolas Colsaerts",50,4.65,23,495,0.35,"MissedFairwayPercentOther",2013
153,153,"Sergio Garcia",65,4.66,30,644,0.17,"MissedFairwayPercentOther",2013
154,154,"Charley Hoffman",84,4.68,47,1005,0.7,"MissedFairwayPercentOther",2013
155,155,"Harris English",95,4.78,54,1129,0.59,"MissedFairwayPercentOther",2013
156,156,"Angel Cabrera",73,4.87,38,781,0.45,"MissedFairwayPercentOther",2013
156,156,"Luke Donald",60,4.87,31,636,0.58,"MissedFairwayPercentOther",2013
158,158,"Scott Piercy",78,4.9,42,857,0.69,"MissedFairwayPercentOther",2013
159,159,"Tag Ridings",69,4.92,39,793,0.82,"MissedFairwayPercentOther",2013
160,160,"Jason Kokrak",78,4.97,49,985,0.55,"MissedFairwayPercentOther",2013
161,161,"Pat Perez",69,5.1,45,883,0.76,"MissedFairwayPercentOther",2013
162,162,"Scott Stallings",79,5.15,47,912,0.62,"MissedFairwayPercentOther",2013
163,163,"Andres Romero",63,5.2,37,712,0.7,"MissedFairwayPercentOther",2013
164,164,"Ryan Palmer",79,5.26,50,951,0.58,"MissedFairwayPercentOther",2013
165,165,"Michael Bradley",56,5.28,31,587,0.71,"MissedFairwayPercentOther",2013
166,166,"Tim Herron",45,5.32,32,601,0.34,"MissedFairwayPercentOther",2013
167,167,"Jason Day",86,5.35,45,841,0.2,"MissedFairwayPercentOther",2013
167,167,"James Driscoll",76,5.35,46,860,0.52,"MissedFairwayPercentOther",2013
167,167,"Martin Flores",83,5.35,56,1046,0.41,"MissedFairwayPercentOther",2013
170,170,"Seung Yul Noh",71,5.44,46,845,0.78,"MissedFairwayPercentOther",2013
171,171,"Padraig Harrington",52,5.59,27,483,0.44,"MissedFairwayPercentOther",2013
172,172,"Stewart Cink",71,5.6,43,768,0.7,"MissedFairwayPercentOther",2013
173,173,"Marc Leishman",77,5.64,50,887,0.7,"MissedFairwayPercentOther",2013
174,174,"Jimmy Walker",84,5.66,58,1025,0.26,"MissedFairwayPercentOther",2013
175,175,"Troy Matteson",68,5.86,47,802,0.47,"MissedFairwayPercentOther",2013
176,176,"Robert Garrigus",69,5.95,40,672,0.55,"MissedFairwayPercentOther",2013
177,177,"Rory McIlroy",56,6.41,36,562,0.42,"MissedFairwayPercentOther",2013
178,178,"Luke List",65,7.65,53,693,0.62,"MissedFairwayPercentOther",2013
179,179,"Aaron Baddeley",68,7.74,62,801,0.5,"MissedFairwayPercentOther",2013
180,180,"Steven Bowditch",67,8.35,66,790,0.41,"MissedFairwayPercentOther",2013
