"GIRPuttingAvg3035_RANKTHISWEEK_2007","GIRPuttingAvg3035_RANKLASTWEEK_2007","GIRPuttingAvg3035_PLAYERNAME_2007","GIRPuttingAvg3035_ROUNDS_2007","GIRPuttingAvg3035_PctMADE_2007","GIRPuttingAvg3035_ATTEMPTS_2007","GIRPuttingAvg3035_PUTTSMADE_2007","stat_name","year"
1,1,"Sergio Garcia",68,1.75,40,7,"GIRPuttingAvg3035",2007
2,2,"Bo Van Pelt",104,1.5,60,9,"GIRPuttingAvg3035",2007
3,3,"Tag Ridings",52,1.47,34,5,"GIRPuttingAvg3035",2007
4,4,"Dicky Pride",71,1.43,49,7,"GIRPuttingAvg3035",2007
5,5,"Scott Verplank",82,1.4,43,6,"GIRPuttingAvg3035",2007
6,6,"Davis Love III",66,1.28,47,6,"GIRPuttingAvg3035",2007
7,7,"Kirk Triplett",77,1.25,56,7,"GIRPuttingAvg3035",2007
8,8,"Luke Donald",69,1.23,57,7,"GIRPuttingAvg3035",2007
9,9,"Camilo Villegas",82,1.22,74,9,"GIRPuttingAvg3035",2007
10,10,"Tiger Woods",63,1.19,42,5,"GIRPuttingAvg3035",2007
11,11,"Parker McLachlin",83,1.16,69,8,"GIRPuttingAvg3035",2007
12,12,"Greg Owen",81,1.15,61,7,"GIRPuttingAvg3035",2007
13,13,"Tommy Armour III",81,1.13,62,7,"GIRPuttingAvg3035",2007
14,14,"Tim Clark",66,1.08,37,4,"GIRPuttingAvg3035",2007
15,15,"Michael Sim",52,1.04,48,5,"GIRPuttingAvg3035",2007
16,16,"John Mallinger",96,1.03,68,7,"GIRPuttingAvg3035",2007
17,17,"Jason Bohn",57,1.02,49,5,"GIRPuttingAvg3035",2007
18,18,"Jesper Parnevik",88,1.01,69,7,"GIRPuttingAvg3035",2007
19,19,"Steve Allan",63,1,50,5,"GIRPuttingAvg3035",2007
19,19,"Bubba Dickerson",51,1,30,3,"GIRPuttingAvg3035",2007
19,19,"Duffy Waldorf",69,1,40,4,"GIRPuttingAvg3035",2007
22,22,"Peter Lonard",85,0.99,71,7,"GIRPuttingAvg3035",2007
23,23,"John Daly",59,0.98,41,4,"GIRPuttingAvg3035",2007
24,24,"George McNeill",95,0.97,62,6,"GIRPuttingAvg3035",2007
