"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2007","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2007","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2007","AverageApproachDistanceBogeyorWorse_ROUNDS_2007","AverageApproachDistanceBogeyorWorse_AVGYARDS_2007","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2007","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2007","stat_name","year"
1,1,"Eric Axley",107,150.8,1715945,316,"AverageApproachDistanceBogeyorWorse",2007
1,1,"John Daly",59,150.8,1042316,192,"AverageApproachDistanceBogeyorWorse",2007
3,3,"Ryan Palmer",91,151,1429832,263,"AverageApproachDistanceBogeyorWorse",2007
4,4,"Vaughn Taylor",91,151.2,1202624,221,"AverageApproachDistanceBogeyorWorse",2007
5,5,"Charles Howell III",89,151.4,1161070,213,"AverageApproachDistanceBogeyorWorse",2007
6,6,"Charley Hoffman",97,151.5,1505668,276,"AverageApproachDistanceBogeyorWorse",2007
7,7,"Bryce Molder",56,151.7,961179,176,"AverageApproachDistanceBogeyorWorse",2007
8,8,"JP Hayes",89,151.8,1388201,254,"AverageApproachDistanceBogeyorWorse",2007
8,8,"Henrik Stenson",52,151.8,584878,107,"AverageApproachDistanceBogeyorWorse",2007
10,10,"Anthony Kim",93,152.3,1239179,226,"AverageApproachDistanceBogeyorWorse",2007
11,11,"Rich Barcelo",80,152.5,1300789,237,"AverageApproachDistanceBogeyorWorse",2007
11,11,"Padraig Harrington",64,152.5,724810,132,"AverageApproachDistanceBogeyorWorse",2007
13,13,"Chris Stroud",66,152.6,928661,169,"AverageApproachDistanceBogeyorWorse",2007
14,14,"Steve Stricker",81,152.9,814491,148,"AverageApproachDistanceBogeyorWorse",2007
15,15,"Tag Ridings",52,153.1,755319,137,"AverageApproachDistanceBogeyorWorse",2007
16,16,"Brett Quigley",79,153.4,1204114,218,"AverageApproachDistanceBogeyorWorse",2007
17,17,"Jeff Brehaut",59,153.6,840461,152,"AverageApproachDistanceBogeyorWorse",2007
17,17,"Brett Wetterich",88,153.6,1382141,250,"AverageApproachDistanceBogeyorWorse",2007
19,19,"Retief Goosen",50,153.8,658943,119,"AverageApproachDistanceBogeyorWorse",2007
20,20,"Scott Gutschewski",67,154.1,1187038,214,"AverageApproachDistanceBogeyorWorse",2007
20,20,"JB Holmes",71,154.1,1281706,231,"AverageApproachDistanceBogeyorWorse",2007
22,22,"Ernie Els",59,154.3,650017,117,"AverageApproachDistanceBogeyorWorse",2007
23,23,"John Mallinger",96,154.4,1556781,280,"AverageApproachDistanceBogeyorWorse",2007
23,23,"Geoff Ogilvy",84,154.4,1056025,190,"AverageApproachDistanceBogeyorWorse",2007
25,25,"Adam Scott",69,154.6,918488,165,"AverageApproachDistanceBogeyorWorse",2007
26,26,"DJ Brigman",67,154.7,974747,175,"AverageApproachDistanceBogeyorWorse",2007
27,27,"Anders Hansen",55,154.9,596769,107,"AverageApproachDistanceBogeyorWorse",2007
28,28,"Robert Garrigus",95,155.1,1574892,282,"AverageApproachDistanceBogeyorWorse",2007
29,29,"Freddie Jacobson",70,155.3,1090368,195,"AverageApproachDistanceBogeyorWorse",2007
29,29,"Jesper Parnevik",88,155.3,1218626,218,"AverageApproachDistanceBogeyorWorse",2007
31,31,"David Toms",80,155.4,967885,173,"AverageApproachDistanceBogeyorWorse",2007
31,31,"Mark Wilson",87,155.4,1230578,220,"AverageApproachDistanceBogeyorWorse",2007
33,33,"Luke Donald",69,155.7,862924,154,"AverageApproachDistanceBogeyorWorse",2007
34,34,"Carl Pettersson",111,155.8,1525824,272,"AverageApproachDistanceBogeyorWorse",2007
34,34,"Kirk Triplett",77,155.8,1233965,220,"AverageApproachDistanceBogeyorWorse",2007
36,36,"Heath Slocum",101,155.9,1330153,237,"AverageApproachDistanceBogeyorWorse",2007
37,37,"Bubba Dickerson",51,156,898359,160,"AverageApproachDistanceBogeyorWorse",2007
37,37,"Ken Duke",112,156,1415181,252,"AverageApproachDistanceBogeyorWorse",2007
37,37,"Bob Heintz",85,156,1201650,214,"AverageApproachDistanceBogeyorWorse",2007
37,37,"Michael Sim",52,156,769501,137,"AverageApproachDistanceBogeyorWorse",2007
41,41,"John Rollins",102,156.1,1326312,236,"AverageApproachDistanceBogeyorWorse",2007
42,42,"Todd Hamilton",76,156.4,1317787,234,"AverageApproachDistanceBogeyorWorse",2007
43,43,"Mark Brooks",53,156.5,597236,106,"AverageApproachDistanceBogeyorWorse",2007
44,44,"Greg Owen",81,156.6,1392049,247,"AverageApproachDistanceBogeyorWorse",2007
44,44,"Charlie Wi",90,156.6,1268347,225,"AverageApproachDistanceBogeyorWorse",2007
46,46,"Rich Beem",89,156.7,1342474,238,"AverageApproachDistanceBogeyorWorse",2007
46,46,"Chris Couch",76,156.7,1438137,255,"AverageApproachDistanceBogeyorWorse",2007
46,46,"Peter Lonard",85,156.7,1314627,233,"AverageApproachDistanceBogeyorWorse",2007
49,49,"Stuart Appleby",74,156.9,1028073,182,"AverageApproachDistanceBogeyorWorse",2007
49,49,"Davis Love III",66,156.9,982791,174,"AverageApproachDistanceBogeyorWorse",2007
51,51,"Rod Pampling",92,157,1187180,210,"AverageApproachDistanceBogeyorWorse",2007
52,52,"Mark Calcavecchia",93,157.3,1353557,239,"AverageApproachDistanceBogeyorWorse",2007
52,52,"Brandt Snedeker",105,157.3,1268825,224,"AverageApproachDistanceBogeyorWorse",2007
54,54,"Brendon de Jonge",76,157.4,1365636,241,"AverageApproachDistanceBogeyorWorse",2007
55,55,"Alex Cejka",80,157.6,1077928,190,"AverageApproachDistanceBogeyorWorse",2007
56,56,"Bob Estes",88,157.7,1357238,239,"AverageApproachDistanceBogeyorWorse",2007
56,56,"Justin Leonard",95,157.7,1294786,228,"AverageApproachDistanceBogeyorWorse",2007
58,58,"Mark Hensby",81,157.8,1272465,224,"AverageApproachDistanceBogeyorWorse",2007
58,58,"Tim Herron",98,157.8,1363813,240,"AverageApproachDistanceBogeyorWorse",2007
60,60,"Jim Furyk",84,157.9,852476,150,"AverageApproachDistanceBogeyorWorse",2007
60,60,"Steve Marino",106,157.9,1563101,275,"AverageApproachDistanceBogeyorWorse",2007
60,60,"Billy Mayfair",98,157.9,1307735,230,"AverageApproachDistanceBogeyorWorse",2007
60,60,"Nick Watney",87,157.9,1210598,213,"AverageApproachDistanceBogeyorWorse",2007
64,64,"Daniel Chopra",106,158,1513484,266,"AverageApproachDistanceBogeyorWorse",2007
65,65,"Cliff Kresge",107,158.1,1752674,308,"AverageApproachDistanceBogeyorWorse",2007
65,65,"Nick OHern",72,158.1,996242,175,"AverageApproachDistanceBogeyorWorse",2007
65,65,"Vijay Singh",102,158.1,1263910,222,"AverageApproachDistanceBogeyorWorse",2007
68,68,"Kevin Stadler",95,158.2,1555172,273,"AverageApproachDistanceBogeyorWorse",2007
69,69,"Aaron Baddeley",83,158.3,1037220,182,"AverageApproachDistanceBogeyorWorse",2007
