"Total1Putts1015_RANKTHISWEEK_2008","Total1Putts1015_RANKLASTWEEK_2008","Total1Putts1015_PLAYERNAME_2008","Total1Putts1015_ROUNDS_2008","Total1Putts1015_TOTAL_2008","Total1Putts1015_TOTALFORALLDISTANCES_2008","Total1Putts1015_PCTOFALL1PUTTS_2008","stat_name","year"
1,1,"Ken Duke",116,98,770,12.7,"Total1Putts1015",2008
2,2,"Eric Axley",113,96,736,13,"Total1Putts1015",2008
3,3,"Brian Gay",102,90,666,13.5,"Total1Putts1015",2008
4,4,"Mark Wilson",107,89,730,12.2,"Total1Putts1015",2008
5,5,"Patrick Sheehan",124,87,758,11.5,"Total1Putts1015",2008
6,6,"Brian Davis",108,85,736,11.5,"Total1Putts1015",2008
7,7,"Vaughn Taylor",103,84,686,12.2,"Total1Putts1015",2008
8,8,"Steve Marino",119,83,706,11.8,"Total1Putts1015",2008
8,8,"Carl Pettersson",110,83,713,11.6,"Total1Putts1015",2008
10,10,"Woody Austin",109,82,610,13.4,"Total1Putts1015",2008
10,10,"Shane Bertsch",96,82,642,12.8,"Total1Putts1015",2008
10,10,"Ben Crane",86,82,547,15,"Total1Putts1015",2008
10,10,"Nicholas Thompson",113,82,675,12.1,"Total1Putts1015",2008
14,14,"Frank Lickliter II",107,81,705,11.5,"Total1Putts1015",2008
14,14,"Kevin Sutherland",98,81,599,13.5,"Total1Putts1015",2008
16,16,"Kevin Na",97,79,682,11.6,"Total1Putts1015",2008
16,16,"Bo Van Pelt",101,79,615,12.8,"Total1Putts1015",2008
18,18,"Jason Gore",94,78,578,13.5,"Total1Putts1015",2008
18,18,"Jeff Overton",103,78,639,12.2,"Total1Putts1015",2008
20,20,"Nathan Green",95,77,711,10.8,"Total1Putts1015",2008
20,20,"Tim Petrovic",97,77,583,13.2,"Total1Putts1015",2008
22,22,"John Mallinger",95,76,648,11.7,"Total1Putts1015",2008
22,22,"Tom Pernice Jr",104,76,719,10.6,"Total1Putts1015",2008
24,24,"JJ Henry",108,75,603,12.4,"Total1Putts1015",2008
24,24,"Martin Laird",98,75,586,12.8,"Total1Putts1015",2008
26,26,"Chad Campbell",94,74,582,12.7,"Total1Putts1015",2008
27,27,"Bill Haas",99,73,614,11.9,"Total1Putts1015",2008
27,27,"Jeff Maggert",86,73,522,14,"Total1Putts1015",2008
27,27,"Kenny Perry",97,73,623,11.7,"Total1Putts1015",2008
27,27,"Chez Reavie",102,73,614,11.9,"Total1Putts1015",2008
31,31,"Kevin Streelman",114,72,646,11.1,"Total1Putts1015",2008
32,32,"Tim Herron",97,71,641,11.1,"Total1Putts1015",2008
32,32,"Parker McLachlin",88,71,571,12.4,"Total1Putts1015",2008
32,32,"George McNeill",97,71,594,12,"Total1Putts1015",2008
35,35,"Cameron Beckman",87,69,507,13.6,"Total1Putts1015",2008
35,35,"Dean Wilson",109,69,669,10.3,"Total1Putts1015",2008
37,37,"Bob Estes",90,68,569,12,"Total1Putts1015",2008
37,37,"Tim Wilkinson",95,68,572,11.9,"Total1Putts1015",2008
39,39,"Robert Allenby",108,67,539,12.4,"Total1Putts1015",2008
39,39,"Steve Flesch",95,67,571,11.7,"Total1Putts1015",2008
39,39,"Todd Hamilton",92,67,502,13.3,"Total1Putts1015",2008
39,39,"Joe Ogilvie",100,67,651,10.3,"Total1Putts1015",2008
39,39,"Marc Turnesa",87,67,571,11.7,"Total1Putts1015",2008
44,44,"Michael Allen",91,66,522,12.6,"Total1Putts1015",2008
44,44,"Rich Beem",90,66,528,12.5,"Total1Putts1015",2008
44,44,"Daniel Chopra",84,66,538,12.3,"Total1Putts1015",2008
44,44,"Robert Garrigus",90,66,565,11.7,"Total1Putts1015",2008
44,44,"Charley Hoffman",94,66,593,11.1,"Total1Putts1015",2008
44,44,"Billy Mayfair",103,66,614,10.7,"Total1Putts1015",2008
44,44,"John Senden",93,66,496,13.3,"Total1Putts1015",2008
44,44,"Nick Watney",96,66,571,11.6,"Total1Putts1015",2008
52,52,"Lucas Glover",91,65,557,11.7,"Total1Putts1015",2008
52,52,"Justin Leonard",101,65,524,12.4,"Total1Putts1015",2008
52,52,"Ryan Palmer",69,65,442,14.7,"Total1Putts1015",2008
55,55,"Chris DiMarco",87,64,532,12,"Total1Putts1015",2008
55,55,"Tag Ridings",88,64,557,11.5,"Total1Putts1015",2008
55,55,"Charlie Wi",97,64,611,10.5,"Total1Putts1015",2008
58,58,"Justin Bolli",87,63,462,13.6,"Total1Putts1015",2008
58,58,"Steve Elkington",84,63,497,12.7,"Total1Putts1015",2008
58,58,"Jim Furyk",95,63,515,12.2,"Total1Putts1015",2008
58,58,"Dudley Hart",74,63,496,12.7,"Total1Putts1015",2008
58,58,"JB Holmes",86,63,497,12.7,"Total1Putts1015",2008
63,63,"Briny Baird",113,62,622,10,"Total1Putts1015",2008
63,63,"Mathias Gronberg",87,62,559,11.1,"Total1Putts1015",2008
65,65,"Stewart Cink",87,61,454,13.4,"Total1Putts1015",2008
65,65,"Tim Clark",90,61,543,11.2,"Total1Putts1015",2008
65,65,"Mathew Goggin",91,61,534,11.4,"Total1Putts1015",2008
65,65,"Charles Howell III",101,61,572,10.7,"Total1Putts1015",2008
65,65,"Peter Lonard",92,61,551,11.1,"Total1Putts1015",2008
65,65,"Troy Matteson",94,61,573,10.6,"Total1Putts1015",2008
65,65,"Johnson Wagner",83,61,482,12.7,"Total1Putts1015",2008
72,72,"Michael Letzig",88,60,531,11.3,"Total1Putts1015",2008
72,72,"Hunter Mahan",87,60,462,13,"Total1Putts1015",2008
72,72,"Pat Perez",93,60,555,10.8,"Total1Putts1015",2008
