"FirstTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyRound3ScoringAverage_PLAYERNAME_2014","FirstTeeEarlyRound3ScoringAverage__2014","FirstTeeEarlyRound3ScoringAverage_AVG_2014","FirstTeeEarlyRound3ScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyRound3ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Adam Scott",NA,66.67,200,3,"FirstTeeEarlyRound3ScoringAverage",2014
2,2,"Brad Fritsch",NA,67,134,2,"FirstTeeEarlyRound3ScoringAverage",2014
2,2,"Troy Matteson",NA,67,67,1,"FirstTeeEarlyRound3ScoringAverage",2014
4,4,"Jimmy Walker",NA,67.22,605,9,"FirstTeeEarlyRound3ScoringAverage",2014
5,5,"Andrew Loupe",NA,67.33,202,3,"FirstTeeEarlyRound3ScoringAverage",2014
6,6,"Kevin Na",NA,67.5,135,2,"FirstTeeEarlyRound3ScoringAverage",2014
7,7,"Luke Guthrie",NA,67.75,542,8,"FirstTeeEarlyRound3ScoringAverage",2014
7,7,"Brandt Snedeker",NA,67.75,271,4,"FirstTeeEarlyRound3ScoringAverage",2014
9,9,"Matt Every",NA,68.17,409,6,"FirstTeeEarlyRound3ScoringAverage",2014
10,10,"Will Ma Kenzie",NA,68.2,341,5,"FirstTeeEarlyRound3ScoringAverage",2014
11,11,"Jhonattan Vegas",NA,68.33,410,6,"FirstTeeEarlyRound3ScoringAverage",2014
12,12,"George McNeill",NA,68.38,547,8,"FirstTeeEarlyRound3ScoringAverage",2014
13,13,"Jason Day",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2014
13,13,"Tommy Gainey",NA,68.5,137,2,"FirstTeeEarlyRound3ScoringAverage",2014
13,13,"Ryan Moore",NA,68.5,411,6,"FirstTeeEarlyRound3ScoringAverage",2014
13,13,"Hudson Swafford",NA,68.5,411,6,"FirstTeeEarlyRound3ScoringAverage",2014
