"BogeyAverage_RANKTHISWEEK_2012","BogeyAverage_RANKLASTWEEK_2012","BogeyAverage_PLAYERNAME_2012","BogeyAverage_EVENTS_2012","BogeyAverage_AVERAGEBOGEYSPERROUND_2012","BogeyAverage_TOTALBOGEYS_2012","BogeyAverage_ROUNDSPLAYED_2012","stat_name","year"
32,32,"John Senden",22,2.53,197,78,"BogeyAverage",2012
38,38,"Sergio Garcia",16,2.54,142,56,"BogeyAverage",2012
38,38,"Zach Johnson",25,2.54,239,94,"BogeyAverage",2012
38,38,"Hunter Mahan",23,2.54,208,82,"BogeyAverage",2012
38,38,"Louis Oosthuizen",19,2.54,160,63,"BogeyAverage",2012
42,42,"Charlie Beljan",22,2.56,146,57,"BogeyAverage",2012
42,42,"Kevin Na",25,2.56,202,79,"BogeyAverage",2012
42,42,"Chris Stroud",28,2.56,220,86,"BogeyAverage",2012
42,42,"Bubba Watson",19,2.56,169,66,"BogeyAverage",2012
46,46,"Rory McIlroy",16,2.57,139,54,"BogeyAverage",2012
46,46,"Ian Poulter",15,2.57,144,56,"BogeyAverage",2012
46,46,"David Toms",19,2.57,149,58,"BogeyAverage",2012
49,49,"Robert Garrigus",26,2.58,230,89,"BogeyAverage",2012
49,49,"JJ Henry",28,2.58,230,89,"BogeyAverage",2012
49,49,"Geoff Ogilvy",20,2.58,186,72,"BogeyAverage",2012
52,52,"Bob Estes",23,2.59,202,78,"BogeyAverage",2012
52,52,"Nathan Green",22,2.59,179,69,"BogeyAverage",2012
54,54,"Roberto Castro",27,2.6,234,90,"BogeyAverage",2012
54,54,"Matt Jones",19,2.6,138,53,"BogeyAverage",2012
56,56,"Stuart Appleby",24,2.62,186,71,"BogeyAverage",2012
56,56,"Ernie Els",22,2.62,204,78,"BogeyAverage",2012
58,58,"Brian Davis",29,2.63,239,91,"BogeyAverage",2012
58,58,"Martin Flores",30,2.63,250,95,"BogeyAverage",2012
58,58,"Jerry Kelly",26,2.63,221,84,"BogeyAverage",2012
58,58,"Chris Kirk",27,2.63,234,89,"BogeyAverage",2012
58,58,"Jeff Maggert",27,2.63,218,83,"BogeyAverage",2012
58,58,"Billy Mayfair",28,2.63,226,86,"BogeyAverage",2012
58,58,"Heath Slocum",29,2.63,234,89,"BogeyAverage",2012
58,58,"Daniel Summerhays",26,2.63,213,81,"BogeyAverage",2012
66,66,"Mathew Goggin",23,2.65,167,63,"BogeyAverage",2012
66,66,"Kevin Streelman",26,2.65,236,89,"BogeyAverage",2012
68,68,"Kevin Kisner",24,2.66,173,65,"BogeyAverage",2012
68,68,"John Mallinger",25,2.66,186,70,"BogeyAverage",2012
68,68,"Ryan Moore",24,2.66,237,89,"BogeyAverage",2012
68,68,"Dicky Pride",19,2.66,154,58,"BogeyAverage",2012
72,72,"Tim Clark",20,2.67,160,60,"BogeyAverage",2012
72,72,"Tim Herron",27,2.67,235,88,"BogeyAverage",2012
72,72,"Richard Lee",24,2.67,179,67,"BogeyAverage",2012
75,75,"Greg Chalmers",25,2.68,233,87,"BogeyAverage",2012
76,76,"Chris Couch",21,2.69,159,59,"BogeyAverage",2012
76,76,"William McGirt",30,2.69,258,96,"BogeyAverage",2012
78,78,"DA Points",29,2.7,238,88,"BogeyAverage",2012
78,78,"Charl Schwartzel",16,2.7,146,54,"BogeyAverage",2012
80,80,"Gavin Coles",23,2.71,190,70,"BogeyAverage",2012
80,80,"Harris English",27,2.71,266,98,"BogeyAverage",2012
80,80,"Steve Wheatcroft",22,2.71,141,52,"BogeyAverage",2012
83,83,"Ben Crane",23,2.72,196,72,"BogeyAverage",2012
83,83,"Bill Haas",23,2.72,212,78,"BogeyAverage",2012
85,85,"Keegan Bradley",25,2.73,240,88,"BogeyAverage",2012
85,85,"John Merrick",26,2.73,216,79,"BogeyAverage",2012
85,85,"Jimmy Walker",28,2.73,276,101,"BogeyAverage",2012
85,85,"Boo Weekley",25,2.73,191,70,"BogeyAverage",2012
89,89,"Jason Day",17,2.75,151,55,"BogeyAverage",2012
89,89,"Rickie Fowler",23,2.75,228,83,"BogeyAverage",2012
89,89,"Ryan Palmer",24,2.75,223,81,"BogeyAverage",2012
89,89,"Henrik Stenson",15,2.75,140,51,"BogeyAverage",2012
93,93,"Jonathan Byrd",21,2.76,188,68,"BogeyAverage",2012
93,93,"Ken Duke",30,2.76,287,104,"BogeyAverage",2012
93,93,"Jason Kokrak",27,2.76,207,75,"BogeyAverage",2012
93,93,"Danny Lee",26,2.76,193,70,"BogeyAverage",2012
93,93,"Vijay Singh",27,2.76,273,99,"BogeyAverage",2012
98,98,"Brandt Jobe",18,2.77,158,57,"BogeyAverage",2012
99,99,"Kyle Reifers",27,2.78,239,86,"BogeyAverage",2012
99,99,"John Rollins",26,2.78,214,77,"BogeyAverage",2012
99,99,"Adam Scott",16,2.78,161,58,"BogeyAverage",2012
102,102,"JJ Killeen",33,2.79,271,97,"BogeyAverage",2012
103,103,"John Huh",28,2.8,277,99,"BogeyAverage",2012
103,103,"Troy Kelly",23,2.8,179,64,"BogeyAverage",2012
103,103,"Troy Matteson",32,2.8,274,98,"BogeyAverage",2012
103,103,"Josh Teater",30,2.8,260,93,"BogeyAverage",2012
103,103,"Johnson Wagner",27,2.8,246,88,"BogeyAverage",2012
108,108,"Martin Laird",22,2.81,205,73,"BogeyAverage",2012
108,108,"David Mathis",29,2.81,228,81,"BogeyAverage",2012
108,108,"Rod Pampling",26,2.81,236,84,"BogeyAverage",2012
111,111,"Chez Reavie",26,2.82,234,83,"BogeyAverage",2012
112,112,"Rory Sabbatini",29,2.83,238,84,"BogeyAverage",2012
112,112,"Bo Van Pelt",24,2.83,235,83,"BogeyAverage",2012
114,114,"Blake Adams",32,2.84,304,107,"BogeyAverage",2012
114,114,"Tom Gillis",23,2.84,213,75,"BogeyAverage",2012
114,114,"Ted Potter Jr",25,2.84,219,77,"BogeyAverage",2012
117,117,"Padraig Harrington",18,2.86,180,63,"BogeyAverage",2012
117,117,"Greg Owen",27,2.86,257,90,"BogeyAverage",2012
119,119,"Jason Bohn",28,2.88,222,77,"BogeyAverage",2012
119,119,"Davis Love III",20,2.88,184,64,"BogeyAverage",2012
119,119,"Kyle Stanley",27,2.88,242,84,"BogeyAverage",2012
122,122,"George McNeill",25,2.89,246,85,"BogeyAverage",2012
122,122,"Nick OHern",26,2.89,214,74,"BogeyAverage",2012
124,124,"Freddie Jacobson",17,2.9,174,60,"BogeyAverage",2012
125,125,"Gary Christian",28,2.91,253,87,"BogeyAverage",2012
125,125,"Alexandre Rocha",21,2.91,169,58,"BogeyAverage",2012
125,125,"Patrick Sheehan",21,2.91,163,56,"BogeyAverage",2012
125,125,"Michael Thompson",25,2.91,233,80,"BogeyAverage",2012
125,125,"Mark Wilson",25,2.91,227,78,"BogeyAverage",2012
130,130,"Kris Blanks",23,2.92,190,65,"BogeyAverage",2012
130,130,"Michael Bradley",23,2.92,184,63,"BogeyAverage",2012
130,130,"JB Holmes",25,2.92,251,86,"BogeyAverage",2012
130,130,"Charles Howell III",29,2.92,286,98,"BogeyAverage",2012
134,134,"Arjun Atwal",27,2.93,220,75,"BogeyAverage",2012
134,134,"Ricky Barnes",28,2.93,258,88,"BogeyAverage",2012
136,136,"Chad Campbell",27,2.94,247,84,"BogeyAverage",2012
136,136,"Scott Dunlap",20,2.94,156,53,"BogeyAverage",2012
136,136,"YE Yang",20,2.94,182,62,"BogeyAverage",2012
139,139,"Spencer Levin",26,2.95,233,79,"BogeyAverage",2012
140,140,"John Daly",15,2.96,136,46,"BogeyAverage",2012
140,140,"James Driscoll",27,2.96,246,83,"BogeyAverage",2012
140,140,"Graeme McDowell",16,2.96,160,54,"BogeyAverage",2012
143,143,"Aaron Baddeley",22,2.97,214,72,"BogeyAverage",2012
143,143,"Ryuji Imada",28,2.97,226,76,"BogeyAverage",2012
143,143,"Derek Lamely",25,2.97,190,64,"BogeyAverage",2012
146,146,"Charlie Wi",25,2.98,256,86,"BogeyAverage",2012
147,147,"Nick Watney",26,2.99,281,94,"BogeyAverage",2012
148,148,"Robert Allenby",27,3,228,76,"BogeyAverage",2012
148,148,"Marco Dawson",22,3,174,58,"BogeyAverage",2012
148,148,"Tommy Gainey",32,3,294,98,"BogeyAverage",2012
148,148,"Andres Romero",22,3,192,64,"BogeyAverage",2012
148,148,"Lee Westwood",15,3,162,54,"BogeyAverage",2012
148,148,"Gary Woodland",22,3,207,69,"BogeyAverage",2012
154,154,"Stephen Ames",20,3.02,163,54,"BogeyAverage",2012
154,154,"Daniel Chopra",21,3.02,160,53,"BogeyAverage",2012
154,154,"Garth Mulroy",20,3.02,172,57,"BogeyAverage",2012
157,157,"Kevin Chappell",29,3.03,264,87,"BogeyAverage",2012
158,158,"Angel Cabrera",20,3.04,164,54,"BogeyAverage",2012
158,158,"Marc Leishman",23,3.04,255,84,"BogeyAverage",2012
158,158,"Roland Thatcher",21,3.04,161,53,"BogeyAverage",2012
161,161,"Bobby Gates",29,3.05,259,85,"BogeyAverage",2012
161,161,"Hunter Haas",24,3.05,198,65,"BogeyAverage",2012
161,161,"Justin Leonard",26,3.05,229,75,"BogeyAverage",2012
161,161,"Tom Pernice Jr",23,3.05,177,58,"BogeyAverage",2012
165,165,"Colt Knost",29,3.06,236,77,"BogeyAverage",2012
166,166,"Brendan Steele",24,3.07,224,73,"BogeyAverage",2012
166,166,"DJ Trahan",27,3.07,212,69,"BogeyAverage",2012
168,168,"Jhonattan Vegas",25,3.08,237,77,"BogeyAverage",2012
169,169,"KJ Choi",21,3.09,216,70,"BogeyAverage",2012
170,170,"Erik Compton",26,3.1,239,77,"BogeyAverage",2012
171,171,"Stewart Cink",22,3.12,209,67,"BogeyAverage",2012
171,171,"Billy Hurley III",27,3.12,212,68,"BogeyAverage",2012
173,173,"Scott Stallings",27,3.13,244,78,"BogeyAverage",2012
174,174,"Scott Brown",24,3.14,198,63,"BogeyAverage",2012
174,174,"Chris DiMarco",29,3.14,254,81,"BogeyAverage",2012
174,174,"Charley Hoffman",27,3.14,276,88,"BogeyAverage",2012
177,177,"Mark Anderson",25,3.15,230,73,"BogeyAverage",2012
178,178,"Cameron Beckman",26,3.16,243,77,"BogeyAverage",2012
179,179,"Stephen Gangluff",23,3.18,175,55,"BogeyAverage",2012
179,179,"Trevor Immelman",24,3.18,242,76,"BogeyAverage",2012
181,181,"Brendon Todd",29,3.23,239,74,"BogeyAverage",2012
182,182,"Miguel Angel Carballo",25,3.25,224,69,"BogeyAverage",2012
182,182,"Ryo Ishikawa",18,3.25,169,52,"BogeyAverage",2012
184,184,"Sangmoon Bae",25,3.29,253,77,"BogeyAverage",2012
185,185,"Harrison Frazar",20,3.3,178,54,"BogeyAverage",2012
185,185,"Edward Loar",23,3.3,188,57,"BogeyAverage",2012
187,187,"Robert Karlsson",17,3.31,172,52,"BogeyAverage",2012
188,188,"Sung Kang",30,3.36,245,73,"BogeyAverage",2012
189,189,"Matt Bettencourt",31,3.39,258,76,"BogeyAverage",2012
190,190,"Tommy Biershenk",27,3.46,249,72,"BogeyAverage",2012
191,191,"Kyle Thompson",22,3.51,172,49,"BogeyAverage",2012
