"Round2ScoringAverage_RANKTHISWEEK_2012","Round2ScoringAverage_RANKLASTWEEK_2012","Round2ScoringAverage_PLAYERNAME_2012","Round2ScoringAverage__2012","Round2ScoringAverage_AVG_2012","Round2ScoringAverage_TOTALSTROKES_2012","Round2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,NA,"Jason Dufner",NA,68.38,1436,21,"Round2ScoringAverage",2012
2,NA,"Tiger Woods",NA,69.28,1247,18,"Round2ScoringAverage",2012
3,NA,"John Senden",NA,69.38,1457,21,"Round2ScoringAverage",2012
4,NA,"Zach Johnson",NA,69.42,1666,24,"Round2ScoringAverage",2012
5,NA,"Billy Horschel",NA,69.5,1112,16,"Round2ScoringAverage",2012
6,NA,"Camilo Villegas",NA,69.52,1599,23,"Round2ScoringAverage",2012
7,NA,"Rocco Mediate",NA,69.57,1461,21,"Round2ScoringAverage",2012
7,NA,"Henrik Stenson",NA,69.57,974,14,"Round2ScoringAverage",2012
9,NA,"Ryan Moore",NA,69.58,1670,24,"Round2ScoringAverage",2012
10,NA,"Chris Kirk",NA,69.6,1740,25,"Round2ScoringAverage",2012
10,NA,"Graeme McDowell",NA,69.6,1044,15,"Round2ScoringAverage",2012
12,NA,"Bobby Gates",NA,69.64,1950,28,"Round2ScoringAverage",2012
13,NA,"Harris English",NA,69.7,1882,27,"Round2ScoringAverage",2012
14,NA,"Brendon de Jonge",NA,69.77,2163,31,"Round2ScoringAverage",2012
15,NA,"Tom Gillis",NA,69.81,1466,21,"Round2ScoringAverage",2012
16,NA,"Bo Van Pelt",NA,69.82,1536,22,"Round2ScoringAverage",2012
17,NA,"Russell Knox",NA,69.86,1537,22,"Round2ScoringAverage",2012
18,NA,"Chad Campbell",NA,69.89,1887,27,"Round2ScoringAverage",2012
19,NA,"Brandt Snedeker",NA,69.9,1468,21,"Round2ScoringAverage",2012
20,NA,"Will Claxton",NA,69.93,1958,28,"Round2ScoringAverage",2012
21,NA,"Justin Rose",NA,69.94,1259,18,"Round2ScoringAverage",2012
22,NA,"Charlie Beljan",NA,69.95,1329,19,"Round2ScoringAverage",2012
23,NA,"Jonas Blixt",NA,70,1470,21,"Round2ScoringAverage",2012
23,NA,"John Huh",NA,70,1890,27,"Round2ScoringAverage",2012
23,NA,"Adam Scott",NA,70,1050,15,"Round2ScoringAverage",2012
26,NA,"Jimmy Walker",NA,70.04,1961,28,"Round2ScoringAverage",2012
27,NA,"Matt Kuchar",NA,70.05,1471,21,"Round2ScoringAverage",2012
28,NA,"Steve Stricker",NA,70.06,1261,18,"Round2ScoringAverage",2012
29,NA,"Roberto Castro",NA,70.12,1823,26,"Round2ScoringAverage",2012
30,NA,"Bob Estes",NA,70.13,1613,23,"Round2ScoringAverage",2012
31,NA,"Phil Mickelson",NA,70.19,1474,21,"Round2ScoringAverage",2012
32,NA,"Scott Dunlap",NA,70.22,1264,18,"Round2ScoringAverage",2012
33,NA,"Boo Weekley",NA,70.23,1545,22,"Round2ScoringAverage",2012
34,NA,"Webb Simpson",NA,70.24,1475,21,"Round2ScoringAverage",2012
35,NA,"Bud Cauley",NA,70.25,1967,28,"Round2ScoringAverage",2012
36,NA,"Sean OHair",NA,70.26,1616,23,"Round2ScoringAverage",2012
37,NA,"Vijay Singh",NA,70.27,1827,26,"Round2ScoringAverage",2012
38,NA,"Chris Couch",NA,70.28,1265,18,"Round2ScoringAverage",2012
39,NA,"Jason Kokrak",NA,70.31,1828,26,"Round2ScoringAverage",2012
40,NA,"Robert Garrigus",NA,70.32,1758,25,"Round2ScoringAverage",2012
41,NA,"Dustin Johnson",NA,70.35,1196,17,"Round2ScoringAverage",2012
42,NA,"Carl Pettersson",NA,70.38,1830,26,"Round2ScoringAverage",2012
43,NA,"Jim Furyk",NA,70.39,1619,23,"Round2ScoringAverage",2012
44,NA,"Kevin Streelman",NA,70.42,1831,26,"Round2ScoringAverage",2012
45,NA,"Brian Harman",NA,70.43,2113,30,"Round2ScoringAverage",2012
45,NA,"Jeff Overton",NA,70.43,1972,28,"Round2ScoringAverage",2012
47,NA,"Gary Christian",NA,70.44,1902,27,"Round2ScoringAverage",2012
47,NA,"Billy Mayfair",NA,70.44,1902,27,"Round2ScoringAverage",2012
49,NA,"Charles Howell III",NA,70.45,2043,29,"Round2ScoringAverage",2012
50,NA,"Rory McIlroy",NA,70.47,1057,15,"Round2ScoringAverage",2012
51,NA,"Michael Bradley",NA,70.5,1551,22,"Round2ScoringAverage",2012
51,NA,"Ken Duke",NA,70.5,2115,30,"Round2ScoringAverage",2012
51,NA,"JB Holmes",NA,70.5,1692,24,"Round2ScoringAverage",2012
51,NA,"Richard Lee",NA,70.5,1551,22,"Round2ScoringAverage",2012
51,NA,"Bubba Watson",NA,70.5,1269,18,"Round2ScoringAverage",2012
56,NA,"Brian Davis",NA,70.54,1975,28,"Round2ScoringAverage",2012
56,NA,"John Merrick",NA,70.54,1693,24,"Round2ScoringAverage",2012
58,NA,"Luke Donald",NA,70.56,1129,16,"Round2ScoringAverage",2012
59,NA,"Tim Herron",NA,70.59,1906,27,"Round2ScoringAverage",2012
59,NA,"Danny Lee",NA,70.59,1553,22,"Round2ScoringAverage",2012
61,NA,"Daniel Summerhays",NA,70.65,1837,26,"Round2ScoringAverage",2012
62,NA,"Sergio Garcia",NA,70.67,1060,15,"Round2ScoringAverage",2012
62,NA,"George McNeill",NA,70.67,1696,24,"Round2ScoringAverage",2012
62,NA,"Louis Oosthuizen",NA,70.67,1272,18,"Round2ScoringAverage",2012
65,NA,"Kevin Chappell",NA,70.69,1838,26,"Round2ScoringAverage",2012
65,NA,"Cameron Tringale",NA,70.69,1838,26,"Round2ScoringAverage",2012
67,NA,"John Mallinger",NA,70.7,1626,23,"Round2ScoringAverage",2012
68,NA,"Greg Chalmers",NA,70.71,1697,24,"Round2ScoringAverage",2012
68,NA,"John Daly",NA,70.71,990,14,"Round2ScoringAverage",2012
68,NA,"David Hearn",NA,70.71,1980,28,"Round2ScoringAverage",2012
68,NA,"Pat Perez",NA,70.71,1485,21,"Round2ScoringAverage",2012
68,NA,"DJ Trahan",NA,70.71,1697,24,"Round2ScoringAverage",2012
73,NA,"Ben Crane",NA,70.73,1556,22,"Round2ScoringAverage",2012
74,NA,"Marc Leishman",NA,70.74,1627,23,"Round2ScoringAverage",2012
74,NA,"Seung Yul Noh",NA,70.74,1910,27,"Round2ScoringAverage",2012
74,NA,"Heath Slocum",NA,70.74,1910,27,"Round2ScoringAverage",2012
77,NA,"Scott Piercy",NA,70.75,1981,28,"Round2ScoringAverage",2012
78,NA,"Ernie Els",NA,70.76,1486,21,"Round2ScoringAverage",2012
79,NA,"Graham DeLaet",NA,70.78,1628,23,"Round2ScoringAverage",2012
79,NA,"Charley Hoffman",NA,70.78,1911,27,"Round2ScoringAverage",2012
81,NA,"Blake Adams",NA,70.81,2266,32,"Round2ScoringAverage",2012
81,NA,"Jason Bohn",NA,70.81,1841,26,"Round2ScoringAverage",2012
81,NA,"Jeff Maggert",NA,70.81,1912,27,"Round2ScoringAverage",2012
84,NA,"Bill Haas",NA,70.82,1558,22,"Round2ScoringAverage",2012
85,NA,"Justin Leonard",NA,70.84,1771,25,"Round2ScoringAverage",2012
85,NA,"YE Yang",NA,70.84,1346,19,"Round2ScoringAverage",2012
87,NA,"Ricky Barnes",NA,70.85,1913,27,"Round2ScoringAverage",2012
87,NA,"Jerry Kelly",NA,70.85,1842,26,"Round2ScoringAverage",2012
89,NA,"Trevor Immelman",NA,70.88,1701,24,"Round2ScoringAverage",2012
90,NA,"Geoff Ogilvy",NA,70.89,1347,19,"Round2ScoringAverage",2012
91,NA,"Nathan Green",NA,70.9,1489,21,"Round2ScoringAverage",2012
92,NA,"Kevin Na",NA,70.91,1560,22,"Round2ScoringAverage",2012
93,NA,"Brian Gay",NA,70.93,1915,27,"Round2ScoringAverage",2012
93,NA,"Lee Westwood",NA,70.93,993,14,"Round2ScoringAverage",2012
95,NA,"Matt Jones",NA,70.94,1277,18,"Round2ScoringAverage",2012
95,NA,"David Toms",NA,70.94,1277,18,"Round2ScoringAverage",2012
