"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2011","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2011","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2011","TenthTeeLateRound4ScoringAverage__2011","TenthTeeLateRound4ScoringAverage_AVG_2011","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2011","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Nick Watney",NA,63,63,1,"TenthTeeLateRound4ScoringAverage",2011
2,2,"Bobby Gates",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2011
2,2,"Retief Goosen",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2011
2,2,"Bryce Molder",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2011
5,5,"Charley Hoffman",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2011
5,5,"Spencer Levin",NA,66,132,2,"TenthTeeLateRound4ScoringAverage",2011
5,5,"David Toms",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2011
5,5,"Boo Weekley",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2011
9,9,"Michael Bradley",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2011
9,9,"Chad Campbell",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2011
9,9,"Jason Dufner",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2011
9,9,"DA Points",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Aaron Baddeley",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Matt Bettencourt",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Ben Curtis",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Richard Johnson",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Ben Martin",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Jeff Overton",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Marc Turnesa",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Bo Van Pelt",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
13,13,"Bubba Watson",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2011
22,22,"Jim Furyk",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2011
23,23,"Steve Elkington",NA,69,138,2,"TenthTeeLateRound4ScoringAverage",2011
23,23,"Brian Gay",NA,69,207,3,"TenthTeeLateRound4ScoringAverage",2011
23,23,"Brandt Jobe",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2011
23,23,"Zack Miller",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2011
23,23,"Tag Ridings",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2011
