"LateLowestRound_RANKTHISWEEK_2016","LateLowestRound_RANKLASTWEEK_2016","LateLowestRound_PLAYERNAME_2016","LateLowestRound__2016","LateLowestRound_LOWRND_2016","stat_name","year"
1,1,"Smylie Kaufman",NA,61,"LateLowestRound",2016
1,1,"Justin Thomas",NA,61,"LateLowestRound",2016
3,3,"Roberto Castro",NA,62,"LateLowestRound",2016
3,3,"Graham DeLaet",NA,62,"LateLowestRound",2016
3,3,"Fabian Gomez",NA,62,"LateLowestRound",2016
3,3,"Matt Kuchar",NA,62,"LateLowestRound",2016
3,3,"Harold Varner III",NA,62,"LateLowestRound",2016
8,8,"Jason Bohn",NA,63,"LateLowestRound",2016
8,8,"Branden Grace",NA,63,"LateLowestRound",2016
8,8,"Kevin Kisner",NA,63,"LateLowestRound",2016
8,8,"Patton Kizzire",NA,63,"LateLowestRound",2016
8,8,"Brooks Koepka",NA,63,"LateLowestRound",2016
8,8,"Chez Reavie",NA,63,"LateLowestRound",2016
8,8,"Adam Scott",NA,63,"LateLowestRound",2016
8,8,"Brandt Snedeker",NA,63,"LateLowestRound",2016
8,8,"Camilo Villegas",NA,63,"LateLowestRound",2016
17,17,"Tyler Aldridge",NA,64,"LateLowestRound",2016
17,17,"Zac Blair",NA,64,"LateLowestRound",2016
17,17,"Rafael Campos",NA,64,"LateLowestRound",2016
17,17,"Chad Collins",NA,64,"LateLowestRound",2016
17,17,"Jason Dufner",NA,64,"LateLowestRound",2016
17,17,"Adam Hadwin",NA,64,"LateLowestRound",2016
17,17,"James Hahn",NA,64,"LateLowestRound",2016
17,17,"Charley Hoffman",NA,64,"LateLowestRound",2016
17,17,"Charles Howell III",NA,64,"LateLowestRound",2016
17,17,"John Huh",NA,64,"LateLowestRound",2016
17,17,"Zach Johnson",NA,64,"LateLowestRound",2016
17,17,"Dustin Johnson",NA,64,"LateLowestRound",2016
17,17,"Jerry Kelly",NA,64,"LateLowestRound",2016
17,17,"Si Woo Kim",NA,64,"LateLowestRound",2016
17,17,"Jason Kokrak",NA,64,"LateLowestRound",2016
17,17,"Bryce Molder",NA,64,"LateLowestRound",2016
17,17,"Kevin Na",NA,64,"LateLowestRound",2016
17,17,"Thorbjorn Olesen",NA,64,"LateLowestRound",2016
17,17,"Cameron Smith",NA,64,"LateLowestRound",2016
17,17,"Jordan Spieth",NA,64,"LateLowestRound",2016
17,17,"Brendan Steele",NA,64,"LateLowestRound",2016
17,17,"Dawie van der Walt",NA,64,"LateLowestRound",2016
17,17,"Jhonattan Vegas",NA,64,"LateLowestRound",2016
17,17,"Boo Weekley",NA,64,"LateLowestRound",2016
17,17,"Bobby Wyatt",NA,64,"LateLowestRound",2016
42,42,"Kiradech Aphibarnrat",NA,65,"LateLowestRound",2016
42,42,"Daniel Berger",NA,65,"LateLowestRound",2016
42,42,"Shane Bertsch",NA,65,"LateLowestRound",2016
42,42,"Scott Brown",NA,65,"LateLowestRound",2016
42,42,"Rafa Cabrera Bello",NA,65,"LateLowestRound",2016
42,42,"Bud Cauley",NA,65,"LateLowestRound",2016
42,42,"Brian Davis",NA,65,"LateLowestRound",2016
42,42,"Luke Donald",NA,65,"LateLowestRound",2016
42,42,"Derek Fathauer",NA,65,"LateLowestRound",2016
42,42,"Tony Finau",NA,65,"LateLowestRound",2016
42,42,"Ross Fisher",NA,65,"LateLowestRound",2016
42,42,"Rickie Fowler",NA,65,"LateLowestRound",2016
42,42,"Fred Funk",NA,65,"LateLowestRound",2016
42,42,"Sergio Garcia",NA,65,"LateLowestRound",2016
42,42,"Brice Garnett",NA,65,"LateLowestRound",2016
42,42,"Lucas Glover",NA,65,"LateLowestRound",2016
42,42,"Jason Gore",NA,65,"LateLowestRound",2016
42,42,"David Hearn",NA,65,"LateLowestRound",2016
42,42,"Morgan Hoffmann",NA,65,"LateLowestRound",2016
42,42,"Tom Hoge",NA,65,"LateLowestRound",2016
42,42,"Mark Hubbard",NA,65,"LateLowestRound",2016
42,42,"Freddie Jacobson",NA,65,"LateLowestRound",2016
42,42,"Chris Kirk",NA,65,"LateLowestRound",2016
42,42,"Colt Knost",NA,65,"LateLowestRound",2016
42,42,"Russell Knox",NA,65,"LateLowestRound",2016
42,42,"Martin Laird",NA,65,"LateLowestRound",2016
42,42,"Spencer Levin",NA,65,"LateLowestRound",2016
42,42,"David Lingmerth",NA,65,"LateLowestRound",2016
42,42,"Luke List",NA,65,"LateLowestRound",2016
42,97,"Andrew Loupe",NA,65,"LateLowestRound",2016
42,42,"Jamie Lovemark",NA,65,"LateLowestRound",2016
42,42,"Hideki Matsuyama",NA,65,"LateLowestRound",2016
42,42,"Graeme McDowell",NA,65,"LateLowestRound",2016
42,42,"William McGirt",NA,65,"LateLowestRound",2016
42,42,"Rory McIlroy",NA,65,"LateLowestRound",2016
42,42,"Trey Mullinax",NA,65,"LateLowestRound",2016
42,42,"Seung Yul Noh",NA,65,"LateLowestRound",2016
42,42,"Henrik Norlander",NA,65,"LateLowestRound",2016
42,42,"Jeff Overton",NA,65,"LateLowestRound",2016
42,42,"Ryan Palmer",NA,65,"LateLowestRound",2016
42,42,"Scott Piercy",NA,65,"LateLowestRound",2016
42,42,"Martin Piller",NA,65,"LateLowestRound",2016
42,42,"DA Points",NA,65,"LateLowestRound",2016
42,42,"Patrick Reed",NA,65,"LateLowestRound",2016
42,42,"Kyle Reifers",NA,65,"LateLowestRound",2016
42,42,"John Senden",NA,65,"LateLowestRound",2016
42,42,"Webb Simpson",NA,65,"LateLowestRound",2016
42,42,"Steve Stricker",NA,65,"LateLowestRound",2016
42,42,"Brian Stuard",NA,65,"LateLowestRound",2016
42,42,"Daniel Summerhays",NA,65,"LateLowestRound",2016
42,42,"Hudson Swafford",NA,65,"LateLowestRound",2016
42,42,"Vaughn Taylor",NA,65,"LateLowestRound",2016
42,42,"Michael Thompson",NA,65,"LateLowestRound",2016
42,42,"Brendon Todd",NA,65,"LateLowestRound",2016
42,42,"Cameron Tringale",NA,65,"LateLowestRound",2016
42,42,"Jimmy Walker",NA,65,"LateLowestRound",2016
42,97,"Steve Wheatcroft",NA,65,"LateLowestRound",2016
99,97,"Thomas Aiken",NA,66,"LateLowestRound",2016
99,97,"Aaron Baddeley",NA,66,"LateLowestRound",2016
99,97,"Blayne Barber",NA,66,"LateLowestRound",2016
99,97,"Jonas Blixt",NA,66,"LateLowestRound",2016
99,97,"Keegan Bradley",NA,66,"LateLowestRound",2016
99,97,"Chad Campbell",NA,66,"LateLowestRound",2016
99,97,"Alex Cejka",NA,66,"LateLowestRound",2016
99,97,"Kevin Chappell",NA,66,"LateLowestRound",2016
99,97,"Stewart Cink",NA,66,"LateLowestRound",2016
99,97,"Ben Crane",NA,66,"LateLowestRound",2016
99,97,"Jon Curran",NA,66,"LateLowestRound",2016
99,97,"Jason Day",NA,66,"LateLowestRound",2016
99,97,"Andrew Dodt",NA,66,"LateLowestRound",2016
99,97,"Harris English",NA,66,"LateLowestRound",2016
99,97,"Derek Ernst",NA,66,"LateLowestRound",2016
99,97,"Marcus Fraser",NA,66,"LateLowestRound",2016
99,97,"Bill Haas",NA,66,"LateLowestRound",2016
99,97,"Brian Harman",NA,66,"LateLowestRound",2016
99,97,"Russell Henley",NA,66,"LateLowestRound",2016
99,97,"JB Holmes",NA,66,"LateLowestRound",2016
99,97,"Hiroshi Iwata",NA,66,"LateLowestRound",2016
99,97,"Michael Kim",NA,66,"LateLowestRound",2016
99,97,"Anirban Lahiri",NA,66,"LateLowestRound",2016
99,97,"Danny Lee",NA,66,"LateLowestRound",2016
99,97,"Ben Leong",NA,66,"LateLowestRound",2016
99,97,"Hao Tong Li",NA,66,"LateLowestRound",2016
99,97,"Davis Love III",NA,66,"LateLowestRound",2016
99,97,"Peter Malnati",NA,66,"LateLowestRound",2016
99,97,"Steve Marino",NA,66,"LateLowestRound",2016
99,97,"Ben Martin",NA,66,"LateLowestRound",2016
99,97,"Nick Mason",NA,66,"LateLowestRound",2016
99,97,"Phil Mickelson",NA,66,"LateLowestRound",2016
99,97,"Ryan Moore",NA,66,"LateLowestRound",2016
99,97,"Alexander Noren",NA,66,"LateLowestRound",2016
99,97,"Sean OHair",NA,66,"LateLowestRound",2016
99,97,"Rod Pampling",NA,66,"LateLowestRound",2016
99,97,"John Peterson",NA,66,"LateLowestRound",2016
99,97,"Scott Pinckney",NA,66,"LateLowestRound",2016
99,97,"Patrick Rodgers",NA,66,"LateLowestRound",2016
99,97,"Justin Rose",NA,66,"LateLowestRound",2016
99,97,"Rory Sabbatini",NA,66,"LateLowestRound",2016
99,97,"Sam Saunders",NA,66,"LateLowestRound",2016
99,97,"Scott Stallings",NA,66,"LateLowestRound",2016
99,97,"Kyle Stanley",NA,66,"LateLowestRound",2016
99,97,"Shawn Stefani",NA,66,"LateLowestRound",2016
99,97,"Brett Stegmaier",NA,66,"LateLowestRound",2016
99,97,"Henrik Stenson",NA,66,"LateLowestRound",2016
99,97,"Robert Streb",NA,66,"LateLowestRound",2016
99,97,"Kevin Streelman",NA,66,"LateLowestRound",2016
99,97,"Chris Stroud",NA,66,"LateLowestRound",2016
99,97,"David Toms",NA,66,"LateLowestRound",2016
99,97,"Tyrone Van Aswegen",NA,66,"LateLowestRound",2016
99,97,"Will Wilcox",NA,66,"LateLowestRound",2016
99,97,"Gary Woodland",NA,66,"LateLowestRound",2016
153,153,"Byeong Hun An",NA,67,"LateLowestRound",2016
153,153,"Abraham Ancer",NA,67,"LateLowestRound",2016
153,153,"Stuart Appleby",NA,67,"LateLowestRound",2016
153,153,"Ricky Barnes",NA,67,"LateLowestRound",2016
153,153,"Steven Bowditch",NA,67,"LateLowestRound",2016
153,153,"Bronson Burgoon",NA,67,"LateLowestRound",2016
153,153,"Jonathan Byrd",NA,67,"LateLowestRound",2016
153,153,"Paul Casey",NA,67,"LateLowestRound",2016
153,153,"KJ Choi",NA,67,"LateLowestRound",2016
153,153,"Erik Compton",NA,67,"LateLowestRound",2016
153,153,"Brendon de Jonge",NA,67,"LateLowestRound",2016
153,153,"Ken Duke",NA,67,"LateLowestRound",2016
