"LateLowestRound_RANKTHISWEEK_2012","LateLowestRound_RANKLASTWEEK_2012","LateLowestRound_PLAYERNAME_2012","LateLowestRound__2012","LateLowestRound_LOWRND_2012","stat_name","year"
1,1,"Tommy Gainey",NA,60,"LateLowestRound",2012
2,2,"Troy Matteson",NA,61,"LateLowestRound",2012
2,2,"Ryan Moore",NA,61,"LateLowestRound",2012
2,2,"Charlie Wi",NA,61,"LateLowestRound",2012
5,5,"Bud Cauley",NA,62,"LateLowestRound",2012
5,5,"Tim Clark",NA,62,"LateLowestRound",2012
5,5,"Ben Crane",NA,62,"LateLowestRound",2012
5,5,"Marco Dawson",NA,62,"LateLowestRound",2012
5,5,"JB Holmes",NA,62,"LateLowestRound",2012
5,5,"Marc Leishman",NA,62,"LateLowestRound",2012
5,5,"Jeff Maggert",NA,62,"LateLowestRound",2012
5,5,"John Mallinger",NA,62,"LateLowestRound",2012
5,5,"Seung Yul Noh",NA,62,"LateLowestRound",2012
5,5,"Nick OHern",NA,62,"LateLowestRound",2012
5,5,"Scott Piercy",NA,62,"LateLowestRound",2012
5,5,"Mark Wilson",NA,62,"LateLowestRound",2012
17,17,"Arjun Atwal",NA,63,"LateLowestRound",2012
17,17,"John Daly",NA,63,"LateLowestRound",2012
17,17,"Jason Dufner",NA,63,"LateLowestRound",2012
17,17,"Scott Dunlap",NA,63,"LateLowestRound",2012
17,17,"Jim Furyk",NA,63,"LateLowestRound",2012
17,17,"Bobby Gates",NA,63,"LateLowestRound",2012
17,17,"Brian Harman",NA,63,"LateLowestRound",2012
17,17,"John Huh",NA,63,"LateLowestRound",2012
17,17,"Dustin Johnson",NA,63,"LateLowestRound",2012
17,17,"Chris Kirk",NA,63,"LateLowestRound",2012
17,17,"Danny Lee",NA,63,"LateLowestRound",2012
17,17,"William McGirt",NA,63,"LateLowestRound",2012
17,17,"Garth Mulroy",NA,63,"LateLowestRound",2012
17,17,"Louis Oosthuizen",NA,63,"LateLowestRound",2012
17,17,"Greg Owen",NA,63,"LateLowestRound",2012
17,17,"Webb Simpson",NA,63,"LateLowestRound",2012
17,17,"Steve Stricker",NA,63,"LateLowestRound",2012
17,17,"Daniel Summerhays",NA,63,"LateLowestRound",2012
17,17,"David Toms",NA,63,"LateLowestRound",2012
36,36,"Charlie Beljan",NA,64,"LateLowestRound",2012
36,36,"Jonas Blixt",NA,64,"LateLowestRound",2012
36,36,"Steven Bowditch",NA,64,"LateLowestRound",2012
36,36,"Michael Bradley",NA,64,"LateLowestRound",2012
36,36,"Keegan Bradley",NA,64,"LateLowestRound",2012
36,36,"Jonathan Byrd",NA,64,"LateLowestRound",2012
36,36,"Brian Davis",NA,64,"LateLowestRound",2012
36,36,"Brendon de Jonge",NA,64,"LateLowestRound",2012
36,36,"Robert Garrigus",NA,64,"LateLowestRound",2012
36,36,"Tom Gillis",NA,64,"LateLowestRound",2012
36,36,"Luke Guthrie",NA,64,"LateLowestRound",2012
36,36,"Bill Haas",NA,64,"LateLowestRound",2012
36,36,"Billy Hurley III",NA,64,"LateLowestRound",2012
36,36,"Justin Leonard",NA,64,"LateLowestRound",2012
36,36,"David Mathis",NA,64,"LateLowestRound",2012
36,36,"Phil Mickelson",NA,64,"LateLowestRound",2012
36,36,"Bryce Molder",NA,64,"LateLowestRound",2012
36,36,"Kevin Na",NA,64,"LateLowestRound",2012
36,36,"Ryan Palmer",NA,64,"LateLowestRound",2012
36,36,"Rod Pampling",NA,64,"LateLowestRound",2012
36,36,"Ted Potter Jr",NA,64,"LateLowestRound",2012
36,36,"John Rollins",NA,64,"LateLowestRound",2012
36,36,"Vijay Singh",NA,64,"LateLowestRound",2012
36,36,"Brandt Snedeker",NA,64,"LateLowestRound",2012
36,36,"Scott Stallings",NA,64,"LateLowestRound",2012
36,36,"DJ Trahan",NA,64,"LateLowestRound",2012
36,36,"Camilo Villegas",NA,64,"LateLowestRound",2012
36,36,"Boo Weekley",NA,64,"LateLowestRound",2012
36,36,"Steve Wheatcroft",NA,64,"LateLowestRound",2012
65,65,"Blake Adams",NA,65,"LateLowestRound",2012
65,65,"Robert Allenby",NA,65,"LateLowestRound",2012
65,65,"Sangmoon Bae",NA,65,"LateLowestRound",2012
65,65,"Shane Bertsch",NA,65,"LateLowestRound",2012
65,65,"Scott Brown",NA,65,"LateLowestRound",2012
65,65,"Chad Campbell",NA,65,"LateLowestRound",2012
65,65,"Miguel Angel Carballo",NA,65,"LateLowestRound",2012
65,65,"Alex Cejka",NA,65,"LateLowestRound",2012
65,65,"Kevin Chappell",NA,65,"LateLowestRound",2012
65,65,"KJ Choi",NA,65,"LateLowestRound",2012
65,65,"Daniel Chopra",NA,65,"LateLowestRound",2012
65,65,"Gary Christian",NA,65,"LateLowestRound",2012
65,65,"Stewart Cink",NA,65,"LateLowestRound",2012
65,65,"Will Claxton",NA,65,"LateLowestRound",2012
65,65,"Gavin Coles",NA,65,"LateLowestRound",2012
65,65,"Nicolas Colsaerts",NA,65,"LateLowestRound",2012
65,65,"Ben Curtis",NA,65,"LateLowestRound",2012
65,65,"Jason Day",NA,65,"LateLowestRound",2012
65,65,"Chris DiMarco",NA,65,"LateLowestRound",2012
65,65,"Ken Duke",NA,65,"LateLowestRound",2012
65,65,"Joe Durant",NA,65,"LateLowestRound",2012
65,65,"Derek Ernst",NA,65,"LateLowestRound",2012
65,65,"Matt Every",NA,65,"LateLowestRound",2012
65,65,"Martin Flores",NA,65,"LateLowestRound",2012
65,65,"Brian Gay",NA,65,"LateLowestRound",2012
65,65,"Mathew Goggin",NA,65,"LateLowestRound",2012
65,65,"Retief Goosen",NA,65,"LateLowestRound",2012
65,65,"Peter Hanson",NA,65,"LateLowestRound",2012
65,65,"Padraig Harrington",NA,65,"LateLowestRound",2012
65,65,"David Hearn",NA,65,"LateLowestRound",2012
65,65,"JJ Henry",NA,65,"LateLowestRound",2012
65,65,"Freddie Jacobson",NA,65,"LateLowestRound",2012
65,65,"Lee Janzen",NA,65,"LateLowestRound",2012
65,65,"Zach Johnson",NA,65,"LateLowestRound",2012
65,65,"Martin Laird",NA,65,"LateLowestRound",2012
65,65,"Richard Lee",NA,65,"LateLowestRound",2012
65,65,"Spencer Levin",NA,65,"LateLowestRound",2012
65,65,"Jarrod Lyle",NA,65,"LateLowestRound",2012
65,65,"Hunter Mahan",NA,65,"LateLowestRound",2012
65,65,"Rory McIlroy",NA,65,"LateLowestRound",2012
65,65,"Rocco Mediate",NA,65,"LateLowestRound",2012
65,65,"John Merrick",NA,65,"LateLowestRound",2012
65,65,"Pat Perez",NA,65,"LateLowestRound",2012
65,65,"John Peterson",NA,65,"LateLowestRound",2012
65,65,"DA Points",NA,65,"LateLowestRound",2012
65,65,"Chez Reavie",NA,65,"LateLowestRound",2012
65,65,"Kyle Reifers",NA,65,"LateLowestRound",2012
65,65,"Rory Sabbatini",NA,65,"LateLowestRound",2012
65,65,"Charl Schwartzel",NA,65,"LateLowestRound",2012
65,65,"John Senden",NA,65,"LateLowestRound",2012
65,65,"Lee Slattery",NA,65,"LateLowestRound",2012
