"Back9Par3ScoringAverage_RANKTHISWEEK_2012","Back9Par3ScoringAverage_RANKLASTWEEK_2012","Back9Par3ScoringAverage_PLAYERNAME_2012","Back9Par3ScoringAverage_ROUNDS_2012","Back9Par3ScoringAverage_AVG_2012","Back9Par3ScoringAverage_TOTALSTROKES_2012","Back9Par3ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Tiger Woods",69,2.95,383,130,"Back9Par3ScoringAverage",2012
2,2,"Billy Horschel",63,2.96,349,118,"Back9Par3ScoringAverage",2012
2,2,"Richard Lee",71,2.96,400,135,"Back9Par3ScoringAverage",2012
4,4,"Brandt Jobe",57,2.97,341,115,"Back9Par3ScoringAverage",2012
4,4,"Rory McIlroy",60,2.97,309,104,"Back9Par3ScoringAverage",2012
4,4,"Adam Scott",59,2.97,333,112,"Back9Par3ScoringAverage",2012
4,4,"Vaughn Taylor",81,2.97,472,159,"Back9Par3ScoringAverage",2012
8,8,"Davis Love III",64,2.98,376,126,"Back9Par3ScoringAverage",2012
8,8,"Louis Oosthuizen",65,2.98,375,126,"Back9Par3ScoringAverage",2012
8,8,"Ryan Palmer",81,2.98,486,163,"Back9Par3ScoringAverage",2012
8,8,"Chris Stroud",86,2.98,515,173,"Back9Par3ScoringAverage",2012
12,12,"Sergio Garcia",57,2.99,341,114,"Back9Par3ScoringAverage",2012
12,12,"Tim Herron",88,2.99,535,179,"Back9Par3ScoringAverage",2012
12,12,"Danny Lee",74,2.99,424,142,"Back9Par3ScoringAverage",2012
12,12,"Kevin Na",80,2.99,472,158,"Back9Par3ScoringAverage",2012
16,16,"Ben Curtis",62,3,366,122,"Back9Par3ScoringAverage",2012
16,16,"James Driscoll",83,3,510,170,"Back9Par3ScoringAverage",2012
16,16,"Sean OHair",84,3,498,166,"Back9Par3ScoringAverage",2012
16,16,"Geoff Ogilvy",73,3,432,144,"Back9Par3ScoringAverage",2012
16,16,"Kevin Streelman",89,3,549,183,"Back9Par3ScoringAverage",2012
16,16,"Roland Thatcher",55,3,318,106,"Back9Par3ScoringAverage",2012
22,22,"Keegan Bradley",90,3.01,505,168,"Back9Par3ScoringAverage",2012
22,22,"Roberto Castro",92,3.01,547,182,"Back9Par3ScoringAverage",2012
22,22,"Nathan Green",73,3.01,416,138,"Back9Par3ScoringAverage",2012
22,22,"Troy Matteson",100,3.01,592,197,"Back9Par3ScoringAverage",2012
22,22,"Rocco Mediate",70,3.01,419,139,"Back9Par3ScoringAverage",2012
22,22,"Daniel Summerhays",81,3.01,487,162,"Back9Par3ScoringAverage",2012
22,22,"Jimmy Walker",101,3.01,627,208,"Back9Par3ScoringAverage",2012
29,29,"Michael Bradley",63,3.02,384,127,"Back9Par3ScoringAverage",2012
29,29,"Jonathan Byrd",69,3.02,405,134,"Back9Par3ScoringAverage",2012
29,29,"Greg Chalmers",88,3.02,528,175,"Back9Par3ScoringAverage",2012
29,29,"Brendon de Jonge",115,3.02,707,234,"Back9Par3ScoringAverage",2012
29,29,"Tom Gillis",75,3.02,468,155,"Back9Par3ScoringAverage",2012
29,29,"Kevin Stadler",85,3.02,490,162,"Back9Par3ScoringAverage",2012
35,35,"Marco Dawson",60,3.03,357,118,"Back9Par3ScoringAverage",2012
35,35,"Jason Day",57,3.03,345,114,"Back9Par3ScoringAverage",2012
