"TotalDriving_RANKTHISWEEK_2010","TotalDriving_RANKLASTWEEK_2010","TotalDriving_PLAYERNAME_2010","TotalDriving_EVENTS_2010","TotalDriving_TOTAL_2010","TotalDriving_DISTANCERANK_2010","TotalDriving_ACCURACYRANK_2010","stat_name","year"
156,156,"Stuart Appleby",31,236,84,152,"TotalDriving",2010
156,156,"Jeev Milkha Singh",19,236,100,136,"TotalDriving",2010
158,158,"Ernie Els",20,237,90,147,"TotalDriving",2010
158,158,"Steve Lowery",25,237,112,125,"TotalDriving",2010
160,160,"Shaun Micheel",21,242,128,114,"TotalDriving",2010
161,161,"Michael Connell",25,243,144,99,"TotalDriving",2010
161,161,"Roland Thatcher",26,243,95,148,"TotalDriving",2010
163,163,"Tim Herron",24,244,58,186,"TotalDriving",2010
164,164,"Troy Merritt",29,246,92,154,"TotalDriving",2010
165,165,"Lee Janzen",26,248,98,150,"TotalDriving",2010
166,166,"Carl Pettersson",29,249,137,112,"TotalDriving",2010
167,167,"Johnson Wagner",28,252,135,117,"TotalDriving",2010
168,168,"Freddie Jacobson",24,253,131,122,"TotalDriving",2010
169,169,"Bob Estes",26,257,125,132,"TotalDriving",2010
170,170,"Webb Simpson",31,258,118,140,"TotalDriving",2010
171,171,"Brandt Snedeker",26,260,176,84,"TotalDriving",2010
172,172,"Geoff Ogilvy",19,265,104,161,"TotalDriving",2010
173,173,"Mark Calcavecchia",16,269,148,121,"TotalDriving",2010
173,173,"Ryuji Imada",28,269,165,104,"TotalDriving",2010
173,173,"Joe Ogilvie",32,269,114,155,"TotalDriving",2010
173,173,"Brenden Pappas",24,269,90,179,"TotalDriving",2010
177,177,"David Duval",24,271,105,166,"TotalDriving",2010
178,178,"Kevin Johnson",26,272,178,94,"TotalDriving",2010
179,179,"Bryce Molder",26,274,171,103,"TotalDriving",2010
179,179,"Brett Quigley",29,274,128,146,"TotalDriving",2010
181,181,"Ricky Barnes",28,276,117,159,"TotalDriving",2010
182,182,"Michael Bradley",24,284,143,141,"TotalDriving",2010
183,183,"Rich Barcelo",25,286,99,187,"TotalDriving",2010
183,183,"Jerod Turner",21,286,160,126,"TotalDriving",2010
185,185,"Nathan Green",27,292,157,135,"TotalDriving",2010
186,186,"Luke Donald",20,297,177,120,"TotalDriving",2010
186,186,"Vance Veazey",23,297,123,174,"TotalDriving",2010
188,188,"Greg Kraft",22,306,187,119,"TotalDriving",2010
189,189,"Chad Collins",26,324,180,144,"TotalDriving",2010
190,190,"Greg Chalmers",27,333,182,151,"TotalDriving",2010
191,191,"Brad Faxon",23,343,190,153,"TotalDriving",2010
192,192,"Mike Weir",19,369,184,185,"TotalDriving",2010
