"AverageDistanceofBirdieputtsmade_RANKTHISWEEK_2012","AverageDistanceofBirdieputtsmade_RANKLASTWEEK_2012","AverageDistanceofBirdieputtsmade_PLAYERNAME_2012","AverageDistanceofBirdieputtsmade_ROUNDS_2012","AverageDistanceofBirdieputtsmade_AVG_2012","AverageDistanceofBirdieputtsmade_TOTDISTFT_2012","AverageDistanceofBirdieputtsmade_TOTBIRDIEPUTTSMADE_2012","AverageDistanceofBirdieputtsmade_LONGESTMADEFT_2012","AverageDistanceofBirdieputtsmade_SHORTESTMADEFT_2012","stat_name","year"
1,1,"Michael Bradley",63,NA,1687.083,148,49,NA,"AverageDistanceofBirdieputtsmade",2012
1,1,"Ben Curtis",62,NA,2004.5,176,53,NA,"AverageDistanceofBirdieputtsmade",2012
1,1,"Sung Kang",75,NA,1868.417,164,55,NA,"AverageDistanceofBirdieputtsmade",2012
4,4,"Derek Lamely",64,NA,1936.833,171,53,NA,"AverageDistanceofBirdieputtsmade",2012
5,5,"Danny Lee",74,NA,2204.583,196,68,NA,"AverageDistanceofBirdieputtsmade",2012
6,6,"Henrik Stenson",51,NA,1512.333,135,55,NA,"AverageDistanceofBirdieputtsmade",2012
7,7,"Tim Clark",60,NA,1690.417,153,54,NA,"AverageDistanceofBirdieputtsmade",2012
8,8,"Martin Flores",95,NA,2969.167,269,59,NA,"AverageDistanceofBirdieputtsmade",2012
9,9,"Gary Christian",91,NA,2688.5,247,54,NA,"AverageDistanceofBirdieputtsmade",2012
9,9,"Troy Kelly",68,NA,1545.417,142,53,NA,"AverageDistanceofBirdieputtsmade",2012
9,9,"Brandt Snedeker",81,NA,2568.833,236,48,NA,"AverageDistanceofBirdieputtsmade",2012
9,9,"Michael Thompson",80,NA,2343,215,51,NA,"AverageDistanceofBirdieputtsmade",2012
13,13,"Gavin Coles",72,NA,2070.75,191,67,NA,"AverageDistanceofBirdieputtsmade",2012
13,13,"Ben Crane",73,NA,2515.833,233,54,NA,"AverageDistanceofBirdieputtsmade",2012
13,13,"Ken Duke",104,NA,3445.75,318,51,NA,"AverageDistanceofBirdieputtsmade",2012
16,16,"Harrison Frazar",56,NA,1690.583,157,63,NA,"AverageDistanceofBirdieputtsmade",2012
16,16,"Jhonattan Vegas",77,NA,2478,231,70,NA,"AverageDistanceofBirdieputtsmade",2012
16,16,"Johnson Wagner",88,NA,2714.667,252,50,NA,"AverageDistanceofBirdieputtsmade",2012
16,16,"Steve Wheatcroft",56,NA,1324.25,123,37,NA,"AverageDistanceofBirdieputtsmade",2012
20,20,"Tommy Gainey",98,NA,3212.917,302,50,NA,"AverageDistanceofBirdieputtsmade",2012
21,21,"Billy Hurley III",70,NA,1564.583,148,35,NA,"AverageDistanceofBirdieputtsmade",2012
21,21,"Brandt Jobe",57,NA,1456.333,138,43,NA,"AverageDistanceofBirdieputtsmade",2012
21,21,"Jerry Kelly",84,NA,2511.75,238,55,NA,"AverageDistanceofBirdieputtsmade",2012
21,21,"William McGirt",96,NA,2641.083,249,55,NA,"AverageDistanceofBirdieputtsmade",2012
