"Par4Performance_RANKTHISWEEK_2016","Par4Performance_RANKLASTWEEK_2016","Par4Performance_PLAYERNAME_2016","Par4Performance_ROUNDS_2016","Par4Performance_STATUS_2016","Par4Performance_PAR4AVG_2016","Par4Performance_TOTALPAR_2016","stat_name","year"
1,1,"Rickie Fowler",42,-25,3.94,1640,"Par4Performance",2016
2,2,"Kevin Na",52,-17,3.97,2028,"Par4Performance",2016
3,4,"Branden Grace",31,-13,3.95,1136,"Par4Performance",2016
4,6,"Jordan Spieth",34,-12,3.96,1204,"Par4Performance",2016
5,7,"Marc Leishman",41,-11,3.97,1584,"Par4Performance",2016
6,21,"Lucas Glover",53,-10,3.98,2212,"Par4Performance",2016
6,10,"Russell Henley",42,-10,3.98,1764,"Par4Performance",2016
6,11,"Tim Wilkinson",40,-10,3.98,1668,"Par4Performance",2016
9,3,"Jason Bohn",37,-9,3.98,1556,"Par4Performance",2016
10,13,"Aaron Baddeley",51,-8,3.98,2100,"Par4Performance",2016
10,13,"Shane Bertsch",30,-8,3.97,1268,"Par4Performance",2016
10,7,"Sean OHair",45,-8,3.98,1904,"Par4Performance",2016
10,13,"Brandt Snedeker",47,-8,3.98,1804,"Par4Performance",2016
14,25,"Roberto Castro",55,-7,3.99,2276,"Par4Performance",2016
15,4,"Charles Howell III",63,-6,3.99,2656,"Par4Performance",2016
15,13,"Kevin Kisner",49,-6,3.99,1984,"Par4Performance",2016
15,11,"Hideki Matsuyama",40,-6,3.98,1520,"Par4Performance",2016
18,13,"Jamie Lovemark",57,-5,3.99,2392,"Par4Performance",2016
18,13,"William McGirt",54,-5,3.99,2284,"Par4Performance",2016
20,25,"Brooks Koepka",39,-4,3.99,1428,"Par4Performance",2016
21,24,"Daniel Berger",52,-3,3.99,2016,"Par4Performance",2016
21,28,"Jason Day",36,-3,3.99,1188,"Par4Performance",2016
21,7,"Graham DeLaet",50,-3,3.99,2088,"Par4Performance",2016
21,28,"Dustin Johnson",37,-3,3.99,1308,"Par4Performance",2016
25,32,"Russell Knox",48,-2,4,1892,"Par4Performance",2016
25,28,"Patrick Rodgers",49,-2,4,2048,"Par4Performance",2016
25,32,"Charl Schwartzel",29,-2,3.99,1040,"Par4Performance",2016
28,35,"Bubba Watson",30,-1,4,1124,"Par4Performance",2016
29,20,"Luke Donald",49,0,4,2036,"Par4Performance",2016
29,38,"Jason Dufner",53,0,4,2132,"Par4Performance",2016
29,21,"Brian Stuard",24,0,4,980,"Par4Performance",2016
32,13,"Alex Cejka",47,1,4,1996,"Par4Performance",2016
32,25,"Rory McIlroy",37,1,4,1232,"Par4Performance",2016
34,39,"Adam Scott",39,2,4.01,1520,"Par4Performance",2016
34,35,"Nick Taylor",57,2,4,2360,"Par4Performance",2016
34,21,"David Toms",38,2,4.01,1548,"Par4Performance",2016
