"Par5EagleLeaders_RANKTHISWEEK_2005","Par5EagleLeaders_RANKLASTWEEK_2005","Par5EagleLeaders_PLAYERNAME_2005","Par5EagleLeaders_ROUNDS_2005","Par5EagleLeaders_TOTAL_2005","Par5EagleLeaders_TOTALPAR5HOLES_2005","Par5EagleLeaders_TOTALHOLEOUTS_2005","stat_name","year"
1,1,"Kevin Stadler",96,17,328,NA,"Par5EagleLeaders",2005
2,2,"DJ Trahan",81,16,260,3,"Par5EagleLeaders",2005
3,3,"Billy Mayfair",114,15,363,2,"Par5EagleLeaders",2005
3,3,"Joey Snyder III",102,15,330,2,"Par5EagleLeaders",2005
5,5,"Brian Davis",75,13,269,1,"Par5EagleLeaders",2005
5,5,"Harrison Frazar",105,13,343,1,"Par5EagleLeaders",2005
7,7,"Brian Bateman",98,12,320,1,"Par5EagleLeaders",2005
7,7,"Jason Bohn",91,12,295,4,"Par5EagleLeaders",2005
7,7,"Scott Gutschewski",86,12,274,2,"Par5EagleLeaders",2005
7,7,"Steve Lowery",100,12,334,1,"Par5EagleLeaders",2005
11,11,"Aaron Baddeley",84,11,279,1,"Par5EagleLeaders",2005
11,11,"Lucas Glover",88,11,294,2,"Par5EagleLeaders",2005
11,11,"Mathias Gronberg",60,11,187,3,"Par5EagleLeaders",2005
11,11,"Charles Howell III",95,11,294,1,"Par5EagleLeaders",2005
11,11,"Sean OHair",103,11,313,1,"Par5EagleLeaders",2005
11,11,"Joe Ogilvie",103,11,330,NA,"Par5EagleLeaders",2005
11,11,"Brenden Pappas",51,11,173,NA,"Par5EagleLeaders",2005
11,11,"John Rollins",97,11,310,5,"Par5EagleLeaders",2005
19,19,"Michael Long",72,10,230,2,"Par5EagleLeaders",2005
19,19,"Davis Love III",80,10,236,3,"Par5EagleLeaders",2005
19,19,"DA Points",94,10,308,1,"Par5EagleLeaders",2005
19,19,"Vijay Singh",111,10,349,NA,"Par5EagleLeaders",2005
19,19,"Bo Van Pelt",112,10,377,2,"Par5EagleLeaders",2005
24,24,"Robert Allenby",95,9,294,1,"Par5EagleLeaders",2005
24,24,"Woody Austin",100,9,326,2,"Par5EagleLeaders",2005
24,24,"Bart Bryant",91,9,277,NA,"Par5EagleLeaders",2005
24,24,"Jonathan Byrd",103,9,328,NA,"Par5EagleLeaders",2005
24,24,"Fred Couples",72,9,224,NA,"Par5EagleLeaders",2005
24,24,"Ben Crane",78,9,210,3,"Par5EagleLeaders",2005
24,24,"James Driscoll",73,9,250,1,"Par5EagleLeaders",2005
24,24,"Carlos Franco",78,9,264,2,"Par5EagleLeaders",2005
24,24,"Hunter Haas",83,9,270,1,"Par5EagleLeaders",2005
