"AverageApproachShotDistance_RANKTHISWEEK_2008","AverageApproachShotDistance_RANKLASTWEEK_2008","AverageApproachShotDistance_PLAYERNAME_2008","AverageApproachShotDistance_ROUNDS_2008","AverageApproachShotDistance_AVG_2008","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2008","AverageApproachShotDistance_TOTALHOLES_2008","stat_name","year"
115,115,"Stuart Appleby",87,164.7,7134298,1203,"AverageApproachShotDistance",2008
115,115,"Steve Lowery",74,164.7,7113420,1200,"AverageApproachShotDistance",2008
117,117,"Retief Goosen",59,164.8,4472900,754,"AverageApproachShotDistance",2008
117,117,"Jason Gore",94,164.8,9036112,1523,"AverageApproachShotDistance",2008
117,117,"Shigeki Maruyama",50,164.8,4466266,753,"AverageApproachShotDistance",2008
117,117,"Ryan Palmer",69,164.8,6383894,1076,"AverageApproachShotDistance",2008
121,121,"Briny Baird",113,164.9,10229748,1723,"AverageApproachShotDistance",2008
121,121,"Rich Beem",90,164.9,8413147,1417,"AverageApproachShotDistance",2008
121,121,"Brian Davis",108,164.9,10813607,1822,"AverageApproachShotDistance",2008
121,121,"Kent Jones",68,164.9,5864880,988,"AverageApproachShotDistance",2008
121,121,"Steve Marino",119,164.9,11070718,1865,"AverageApproachShotDistance",2008
126,126,"Dudley Hart",74,165,7153740,1204,"AverageApproachShotDistance",2008
126,126,"Bo Van Pelt",101,165,9899061,1667,"AverageApproachShotDistance",2008
126,126,"Charlie Wi",97,165,9362243,1576,"AverageApproachShotDistance",2008
129,129,"Davis Love III",78,165.1,6925197,1165,"AverageApproachShotDistance",2008
129,129,"Vijay Singh",82,165.1,6721332,1131,"AverageApproachShotDistance",2008
131,131,"Alex Cejka",75,165.2,6388421,1074,"AverageApproachShotDistance",2008
131,131,"Stewart Cink",87,165.2,6827299,1148,"AverageApproachShotDistance",2008
131,131,"Lucas Glover",91,165.2,8849723,1488,"AverageApproachShotDistance",2008
134,134,"Paul Casey",55,165.3,3838339,645,"AverageApproachShotDistance",2008
134,134,"Joe Durant",92,165.3,8425383,1416,"AverageApproachShotDistance",2008
136,136,"Woody Austin",109,165.4,9396158,1578,"AverageApproachShotDistance",2008
136,136,"Mathias Gronberg",87,165.4,8445666,1418,"AverageApproachShotDistance",2008
136,136,"Tom Lehman",51,165.4,4049376,680,"AverageApproachShotDistance",2008
136,136,"Peter Lonard",92,165.4,8570442,1439,"AverageApproachShotDistance",2008
136,136,"John Merrick",98,165.4,8196902,1377,"AverageApproachShotDistance",2008
136,136,"Carl Pettersson",110,165.4,10324894,1734,"AverageApproachShotDistance",2008
136,136,"Kevin Streelman",114,165.4,10316275,1733,"AverageApproachShotDistance",2008
143,143,"George McNeill",97,165.6,9601448,1611,"AverageApproachShotDistance",2008
144,144,"Brad Adamonis",87,165.7,8112944,1360,"AverageApproachShotDistance",2008
145,145,"Jim Furyk",95,165.8,8052116,1349,"AverageApproachShotDistance",2008
145,145,"Ryuji Imada",80,165.8,7286860,1221,"AverageApproachShotDistance",2008
145,145,"Kenny Perry",97,165.8,9840603,1649,"AverageApproachShotDistance",2008
148,148,"Steve Allan",58,165.9,5095409,853,"AverageApproachShotDistance",2008
149,149,"Charley Hoffman",94,166,9186007,1537,"AverageApproachShotDistance",2008
149,149,"Charles Howell III",101,166,9304801,1557,"AverageApproachShotDistance",2008
151,151,"Billy Mayfair",103,166.1,10193322,1705,"AverageApproachShotDistance",2008
151,151,"Kevin Na",97,166.1,9761420,1632,"AverageApproachShotDistance",2008
153,153,"Michael Letzig",88,166.3,7943616,1327,"AverageApproachShotDistance",2008
153,153,"Brett Quigley",80,166.3,7837152,1309,"AverageApproachShotDistance",2008
155,155,"John Senden",93,166.4,8789569,1467,"AverageApproachShotDistance",2008
155,155,"YE Yang",89,166.4,8535088,1425,"AverageApproachShotDistance",2008
157,157,"Chad Collins",72,166.5,6759696,1128,"AverageApproachShotDistance",2008
158,158,"KJ Choi",74,166.6,6112734,1019,"AverageApproachShotDistance",2008
158,158,"Corey Pavin",69,166.6,6021611,1004,"AverageApproachShotDistance",2008
160,160,"Carlos Franco",73,166.7,6751523,1125,"AverageApproachShotDistance",2008
160,160,"Martin Laird",98,166.7,9134787,1522,"AverageApproachShotDistance",2008
160,160,"Scott McCarron",63,166.7,5761255,960,"AverageApproachShotDistance",2008
163,163,"Bill Haas",99,166.8,9687438,1613,"AverageApproachShotDistance",2008
163,163,"Padraig Harrington",52,166.8,3423062,570,"AverageApproachShotDistance",2008
163,163,"Rod Pampling",83,166.8,7317860,1219,"AverageApproachShotDistance",2008
166,166,"Jason Day",81,166.9,8296488,1381,"AverageApproachShotDistance",2008
166,166,"Troy Matteson",94,166.9,9573305,1593,"AverageApproachShotDistance",2008
168,168,"Alejandro Canizares",52,167,4400245,732,"AverageApproachShotDistance",2008
168,168,"James Driscoll",85,167,8183318,1361,"AverageApproachShotDistance",2008
170,170,"Kenneth Ferrie",72,167.1,6437568,1070,"AverageApproachShotDistance",2008
170,170,"Matt Jones",95,167.1,9010206,1498,"AverageApproachShotDistance",2008
172,172,"Nick Flanagan",89,167.2,8594683,1428,"AverageApproachShotDistance",2008
173,173,"Angel Cabrera",55,167.4,4199470,697,"AverageApproachShotDistance",2008
174,174,"Jesper Parnevik",88,167.8,8123706,1345,"AverageApproachShotDistance",2008
174,174,"Adam Scott",51,167.8,3780754,626,"AverageApproachShotDistance",2008
176,176,"Nicholas Thompson",113,167.9,10357246,1714,"AverageApproachShotDistance",2008
177,177,"Pat Perez",93,168,8558759,1415,"AverageApproachShotDistance",2008
177,177,"Jimmy Walker",73,168,6703055,1108,"AverageApproachShotDistance",2008
179,179,"Tag Ridings",88,168.1,8737187,1444,"AverageApproachShotDistance",2008
179,179,"Charles Warren",79,168.1,7999942,1322,"AverageApproachShotDistance",2008
181,181,"Hunter Mahan",87,168.2,7815063,1291,"AverageApproachShotDistance",2008
181,181,"Camilo Villegas",79,168.2,6817864,1126,"AverageApproachShotDistance",2008
183,183,"Jonathan Byrd",88,168.3,8323407,1374,"AverageApproachShotDistance",2008
183,183,"Rocco Mediate",87,168.3,7481799,1235,"AverageApproachShotDistance",2008
185,185,"Phil Mickelson",80,168.5,6400564,1055,"AverageApproachShotDistance",2008
186,186,"Kevin Sutherland",98,168.8,9599557,1580,"AverageApproachShotDistance",2008
186,186,"DJ Trahan",94,168.8,8484275,1396,"AverageApproachShotDistance",2008
188,188,"Nathan Green",95,169,9889824,1626,"AverageApproachShotDistance",2008
189,189,"Nick Watney",96,169.1,9136453,1501,"AverageApproachShotDistance",2008
190,190,"Johnson Wagner",83,169.2,7406785,1216,"AverageApproachShotDistance",2008
191,191,"Aaron Baddeley",76,169.4,6523437,1070,"AverageApproachShotDistance",2008
192,192,"Bubba Watson",97,169.5,8699807,1426,"AverageApproachShotDistance",2008
193,193,"Ryan Moore",72,169.6,6888201,1128,"AverageApproachShotDistance",2008
194,194,"Mathew Goggin",91,169.7,8951620,1465,"AverageApproachShotDistance",2008
195,195,"Robert Garrigus",90,170,9429986,1541,"AverageApproachShotDistance",2008
196,196,"Sergio Garcia",72,170.9,6182405,1005,"AverageApproachShotDistance",2008
197,197,"Robert Allenby",108,171.8,9530686,1541,"AverageApproachShotDistance",2008
