"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2009","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2009","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2009","FirstTeeEarlyRound1ScoringAverage__2009","FirstTeeEarlyRound1ScoringAverage_AVG_2009","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2009","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Fred Couples",NA,67,134,2,"FirstTeeEarlyRound1ScoringAverage",2009
1,1,"Scott Sterling",NA,67,67,1,"FirstTeeEarlyRound1ScoringAverage",2009
3,3,"Chris Stroud",NA,67.33,202,3,"FirstTeeEarlyRound1ScoringAverage",2009
4,4,"Mike Weir",NA,68.17,409,6,"FirstTeeEarlyRound1ScoringAverage",2009
5,5,"Geoff Ogilvy",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2009
6,6,"Ian Poulter",NA,68.5,137,2,"FirstTeeEarlyRound1ScoringAverage",2009
6,6,"Johnson Wagner",NA,68.5,274,4,"FirstTeeEarlyRound1ScoringAverage",2009
8,8,"Derek Fathauer",NA,68.67,412,6,"FirstTeeEarlyRound1ScoringAverage",2009
8,8,"Ryan Moore",NA,68.67,412,6,"FirstTeeEarlyRound1ScoringAverage",2009
10,10,"Matt Bettencourt",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2009
11,11,"Tim Clark",NA,68.83,413,6,"FirstTeeEarlyRound1ScoringAverage",2009
12,12,"Rich Beem",NA,68.88,551,8,"FirstTeeEarlyRound1ScoringAverage",2009
13,13,"Sean OHair",NA,68.89,620,9,"FirstTeeEarlyRound1ScoringAverage",2009
14,14,"Jim Furyk",NA,69,276,4,"FirstTeeEarlyRound1ScoringAverage",2009
14,14,"Robert Garrigus",NA,69,207,3,"FirstTeeEarlyRound1ScoringAverage",2009
14,14,"Charley Hoffman",NA,69,483,7,"FirstTeeEarlyRound1ScoringAverage",2009
17,17,"Kevin Na",NA,69.11,622,9,"FirstTeeEarlyRound1ScoringAverage",2009
18,18,"Justin Leonard",NA,69.14,484,7,"FirstTeeEarlyRound1ScoringAverage",2009
19,19,"Greg Chalmers",NA,69.17,415,6,"FirstTeeEarlyRound1ScoringAverage",2009
20,20,"John Senden",NA,69.3,693,10,"FirstTeeEarlyRound1ScoringAverage",2009
21,21,"Jason Bohn",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2009
21,21,"Jonathan Byrd",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2009
21,21,"JJ Henry",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2009
24,24,"Jerry Kelly",NA,69.38,555,8,"FirstTeeEarlyRound1ScoringAverage",2009
24,24,"James Nitties",NA,69.38,555,8,"FirstTeeEarlyRound1ScoringAverage",2009
24,24,"Kevin Stadler",NA,69.38,555,8,"FirstTeeEarlyRound1ScoringAverage",2009
27,27,"Jason Day",NA,69.5,278,4,"FirstTeeEarlyRound1ScoringAverage",2009
27,27,"Gary Woodland",NA,69.5,139,2,"FirstTeeEarlyRound1ScoringAverage",2009
29,29,"Kevin Streelman",NA,69.57,487,7,"FirstTeeEarlyRound1ScoringAverage",2009
30,30,"Michael Allen",NA,69.67,209,3,"FirstTeeEarlyRound1ScoringAverage",2009
30,30,"Kenny Perry",NA,69.67,209,3,"FirstTeeEarlyRound1ScoringAverage",2009
30,30,"Brandt Snedeker",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2009
33,33,"Boo Weekley",NA,69.75,279,4,"FirstTeeEarlyRound1ScoringAverage",2009
34,34,"Marc Leishman",NA,69.78,628,9,"FirstTeeEarlyRound1ScoringAverage",2009
35,35,"Bob Estes",NA,69.8,349,5,"FirstTeeEarlyRound1ScoringAverage",2009
35,35,"Peter Lonard",NA,69.8,349,5,"FirstTeeEarlyRound1ScoringAverage",2009
37,37,"Chris DiMarco",NA,69.82,768,11,"FirstTeeEarlyRound1ScoringAverage",2009
38,38,"Bob Heintz",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2009
39,39,"Stewart Cink",NA,69.86,489,7,"FirstTeeEarlyRound1ScoringAverage",2009
40,40,"Bill Lunde",NA,69.89,629,9,"FirstTeeEarlyRound1ScoringAverage",2009
40,40,"Dean Wilson",NA,69.89,629,9,"FirstTeeEarlyRound1ScoringAverage",2009
42,42,"Woody Austin",NA,69.9,699,10,"FirstTeeEarlyRound1ScoringAverage",2009
42,42,"Ken Duke",NA,69.9,699,10,"FirstTeeEarlyRound1ScoringAverage",2009
42,42,"Steve Marino",NA,69.9,699,10,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Robert Allenby",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Bart Bryant",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Angel Cabrera",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Chad Campbell",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Retief Goosen",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Bill Haas",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Charles Howell III",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Jeff Maggert",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"John Merrick",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Tag Ridings",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"John Rollins",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Kevin Sutherland",NA,70,560,8,"FirstTeeEarlyRound1ScoringAverage",2009
45,45,"Nick Watney",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2009
58,58,"Martin Laird",NA,70.1,701,10,"FirstTeeEarlyRound1ScoringAverage",2009
59,59,"Paul Goydos",NA,70.11,631,9,"FirstTeeEarlyRound1ScoringAverage",2009
59,59,"DA Points",NA,70.11,631,9,"FirstTeeEarlyRound1ScoringAverage",2009
61,61,"Aron Price",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2009
61,61,"Camilo Villegas",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2009
63,63,"Glen Day",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2009
63,63,"Hunter Mahan",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2009
63,63,"Steve Stricker",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2009
66,66,"Mark Calcavecchia",NA,70.22,632,9,"FirstTeeEarlyRound1ScoringAverage",2009
67,67,"Brendon de Jonge",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2009
67,67,"Steve Elkington",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2009
67,67,"Scott Piercy",NA,70.25,562,8,"FirstTeeEarlyRound1ScoringAverage",2009
67,67,"Patrick Sheehan",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2009
67,67,"Bo Van Pelt",NA,70.25,1124,16,"FirstTeeEarlyRound1ScoringAverage",2009
67,67,"Casey Wittenberg",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2009
73,73,"Stephen Ames",NA,70.29,492,7,"FirstTeeEarlyRound1ScoringAverage",2009
73,73,"Cliff Kresge",NA,70.29,492,7,"FirstTeeEarlyRound1ScoringAverage",2009
75,75,"Brad Adamonis",NA,70.33,422,6,"FirstTeeEarlyRound1ScoringAverage",2009
75,75,"Richard Johnson",NA,70.33,633,9,"FirstTeeEarlyRound1ScoringAverage",2009
75,75,"George McNeill",NA,70.33,633,9,"FirstTeeEarlyRound1ScoringAverage",2009
75,75,"Joe Ogilvie",NA,70.33,633,9,"FirstTeeEarlyRound1ScoringAverage",2009
79,79,"Alex Cejka",NA,70.38,563,8,"FirstTeeEarlyRound1ScoringAverage",2009
79,79,"Brian Gay",NA,70.38,563,8,"FirstTeeEarlyRound1ScoringAverage",2009
79,79,"DJ Trahan",NA,70.38,563,8,"FirstTeeEarlyRound1ScoringAverage",2009
82,82,"Spencer Levin",NA,70.4,704,10,"FirstTeeEarlyRound1ScoringAverage",2009
83,83,"Matt Kuchar",NA,70.43,493,7,"FirstTeeEarlyRound1ScoringAverage",2009
83,83,"Michael Letzig",NA,70.43,493,7,"FirstTeeEarlyRound1ScoringAverage",2009
85,85,"Daniel Chopra",NA,70.44,634,9,"FirstTeeEarlyRound1ScoringAverage",2009
86,86,"Jay Williamson",NA,70.5,423,6,"FirstTeeEarlyRound1ScoringAverage",2009
87,87,"Pat Perez",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2009
87,87,"YE Yang",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2009
89,89,"Luke Donald",NA,70.58,847,12,"FirstTeeEarlyRound1ScoringAverage",2009
90,90,"Webb Simpson",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2009
91,91,"Sergio Garcia",NA,70.67,212,3,"FirstTeeEarlyRound1ScoringAverage",2009
92,92,"Jeff Overton",NA,70.75,566,8,"FirstTeeEarlyRound1ScoringAverage",2009
93,93,"Scott Verplank",NA,70.78,637,9,"FirstTeeEarlyRound1ScoringAverage",2009
94,94,"Davis Love III",NA,70.8,708,10,"FirstTeeEarlyRound1ScoringAverage",2009
95,95,"Todd Hamilton",NA,70.83,425,6,"FirstTeeEarlyRound1ScoringAverage",2009
95,95,"Nicholas Thompson",NA,70.83,425,6,"FirstTeeEarlyRound1ScoringAverage",2009
97,97,"Corey Pavin",NA,70.86,496,7,"FirstTeeEarlyRound1ScoringAverage",2009
97,97,"Justin Rose",NA,70.86,496,7,"FirstTeeEarlyRound1ScoringAverage",2009
99,99,"Ryuji Imada",NA,70.89,638,9,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Stuart Appleby",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Steve Flesch",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Nathan Green",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Lee Janzen",NA,71,426,6,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Zach Johnson",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Jeff Klauk",NA,71,497,7,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Tom Pernice Jr",NA,71,213,3,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Tim Petrovic",NA,71,355,5,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Brett Quigley",NA,71,710,10,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Adam Scott",NA,71,71,1,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"David Toms",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Kirk Triplett",NA,71,497,7,"FirstTeeEarlyRound1ScoringAverage",2009
100,100,"Brian Vranesh",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2009
113,113,"Steve Lowery",NA,71.11,640,9,"FirstTeeEarlyRound1ScoringAverage",2009
113,113,"Matt Weibring",NA,71.11,640,9,"FirstTeeEarlyRound1ScoringAverage",2009
115,115,"Briny Baird",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2009
115,115,"Jason Dufner",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2009
115,115,"Matt Jones",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2009
118,118,"Ben Crane",NA,71.2,356,5,"FirstTeeEarlyRound1ScoringAverage",2009
118,118,"Ben Curtis",NA,71.2,356,5,"FirstTeeEarlyRound1ScoringAverage",2009
118,118,"Charlie Wi",NA,71.2,356,5,"FirstTeeEarlyRound1ScoringAverage",2009
121,121,"Lucas Glover",NA,71.25,285,4,"FirstTeeEarlyRound1ScoringAverage",2009
122,122,"Brian Davis",NA,71.27,784,11,"FirstTeeEarlyRound1ScoringAverage",2009
123,123,"Tommy Armour III",NA,71.29,499,7,"FirstTeeEarlyRound1ScoringAverage",2009
123,123,"Rocco Mediate",NA,71.29,499,7,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Ricky Barnes",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Mark Brooks",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Harrison Frazar",NA,71.33,214,3,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Scott McCarron",NA,71.33,642,9,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Bryce Molder",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Ted Purdy",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2009
125,125,"Rory Sabbatini",NA,71.33,428,6,"FirstTeeEarlyRound1ScoringAverage",2009
132,132,"Mathew Goggin",NA,71.43,500,7,"FirstTeeEarlyRound1ScoringAverage",2009
132,132,"Will Ma Kenzie",NA,71.43,500,7,"FirstTeeEarlyRound1ScoringAverage",2009
132,132,"Troy Matteson",NA,71.43,500,7,"FirstTeeEarlyRound1ScoringAverage",2009
135,135,"Nick OHern",NA,71.5,286,4,"FirstTeeEarlyRound1ScoringAverage",2009
135,135,"Vijay Singh",NA,71.5,429,6,"FirstTeeEarlyRound1ScoringAverage",2009
137,137,"Tim Herron",NA,71.55,787,11,"FirstTeeEarlyRound1ScoringAverage",2009
138,138,"Freddie Jacobson",NA,71.56,644,9,"FirstTeeEarlyRound1ScoringAverage",2009
