"Last5EventsShortGame_RANKTHISWEEK_2007","Last5EventsShortGame_RANKLASTWEEK_2007","Last5EventsShortGame_PLAYERNAME_2007","Last5EventsShortGame_EVENTS_2007","Last5EventsShortGame_RATING_2007","stat_name","year"
1,1,"Brian Henninger",1,9.3,"Last5EventsShortGame",2007
1,1,"Tom Watson",1,9.3,"Last5EventsShortGame",2007
3,3,"Robert Garrigus",2,9,"Last5EventsShortGame",2007
4,4,"Eric Axley",1,8.8,"Last5EventsShortGame",2007
5,5,"Tim Clark",4,8.1,"Last5EventsShortGame",2007
5,5,"Scott Miller",1,8.1,"Last5EventsShortGame",2007
7,7,"Robert Gamez",2,8,"Last5EventsShortGame",2007
7,7,"Andres Romero",1,8,"Last5EventsShortGame",2007
9,9,"Michael Bradley",2,7.9,"Last5EventsShortGame",2007
9,9,"Craig Kanada",2,7.9,"Last5EventsShortGame",2007
9,9,"Paul Sheehan",1,7.9,"Last5EventsShortGame",2007
9,9,"DJ Trahan",2,7.9,"Last5EventsShortGame",2007
13,13,"Bob Heintz",1,7.8,"Last5EventsShortGame",2007
13,13,"Cliff Kresge",3,7.8,"Last5EventsShortGame",2007
13,13,"Phil Mickelson",3,7.8,"Last5EventsShortGame",2007
13,13,"Mike Weir",4,7.8,"Last5EventsShortGame",2007
17,18,"Thomas Bjorn",1,7.7,"Last5EventsShortGame",2007
17,18,"Ken Duke",5,7.7,"Last5EventsShortGame",2007
17,18,"Nick Flanagan",2,7.7,"Last5EventsShortGame",2007
17,18,"Loren Roberts",2,7.7,"Last5EventsShortGame",2007
21,22,"David Duval",1,7.6,"Last5EventsShortGame",2007
21,22,"Todd Fischer",2,7.6,"Last5EventsShortGame",2007
21,22,"Jarrod Lyle",3,7.6,"Last5EventsShortGame",2007
21,22,"Mark OMeara",1,7.6,"Last5EventsShortGame",2007
21,22,"Grant Waite",2,7.6,"Last5EventsShortGame",2007
21,22,"Duffy Waldorf",3,7.6,"Last5EventsShortGame",2007
27,28,"Daniel Chopra",5,7.5,"Last5EventsShortGame",2007
