"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2015","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2015","ProximitytoHolefromOtherLocations_PLAYERNAME_2015","ProximitytoHolefromOtherLocations_ROUNDS_2015","ProximitytoHolefromOtherLocations_AVGDTP_2015","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2015","ProximitytoHolefromOtherLocations_OFSHOTS_2015","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2015","stat_name","year"
19,19,"Scott Stallings",60,NA,6.655,93,171,"ProximitytoHolefromOtherLocations",2015
19,19,"Cameron Tringale",96,NA,12.416,173,27,"ProximitytoHolefromOtherLocations",2015
24,24,"Chad Campbell",97,NA,12.323,169,88,"ProximitytoHolefromOtherLocations",2015
24,24,"Russell Knox",96,NA,10.45,143,71,"ProximitytoHolefromOtherLocations",2015
24,24,"William McGirt",103,NA,13.297,181,11,"ProximitytoHolefromOtherLocations",2015
24,24,"Ryan Moore",81,NA,8.861,122,65,"ProximitytoHolefromOtherLocations",2015
28,28,"Steven Bowditch",103,NA,13.915,187,3,"ProximitytoHolefromOtherLocations",2015
29,29,"Robert Allenby",63,NA,7.087,94,180,"ProximitytoHolefromOtherLocations",2015
29,29,"Jonas Blixt",78,NA,7.504,100,107,"ProximitytoHolefromOtherLocations",2015
29,29,"Graham DeLaet",65,NA,8.135,109,133,"ProximitytoHolefromOtherLocations",2015
29,29,"Morgan Hoffmann",85,NA,12.175,162,92,"ProximitytoHolefromOtherLocations",2015
29,29,"Matt Jones",89,NA,11.268,151,42,"ProximitytoHolefromOtherLocations",2015
29,29,"Patrick Reed",103,NA,13.014,174,28,"ProximitytoHolefromOtherLocations",2015
29,29,"Brendon Todd",96,NA,10.834,144,22,"ProximitytoHolefromOtherLocations",2015
36,36,"Kevin Chappell",86,NA,10.583,140,87,"ProximitytoHolefromOtherLocations",2015
36,36,"KJ Choi",66,NA,8.488,111,16,"ProximitytoHolefromOtherLocations",2015
36,36,"Troy Merritt",91,NA,11.431,151,33,"ProximitytoHolefromOtherLocations",2015
36,36,"Phil Mickelson",70,NA,8.641,114,84,"ProximitytoHolefromOtherLocations",2015
36,36,"SJ Park",79,NA,9.786,129,8,"ProximitytoHolefromOtherLocations",2015
36,36,"Justin Thomas",106,NA,15.379,202,37,"ProximitytoHolefromOtherLocations",2015
36,36,"Tyrone Van Aswegen",58,NA,6.481,85,116,"ProximitytoHolefromOtherLocations",2015
43,43,"Scott Brown",97,NA,14.702,192,55,"ProximitytoHolefromOtherLocations",2015
43,43,"Jonathan Byrd",69,NA,8.958,116,5,"ProximitytoHolefromOtherLocations",2015
43,43,"Roberto Castro",54,NA,5.106,66,169,"ProximitytoHolefromOtherLocations",2015
43,43,"Erik Compton",86,NA,10.306,133,61,"ProximitytoHolefromOtherLocations",2015
43,43,"Charley Hoffman",97,NA,11.228,145,100,"ProximitytoHolefromOtherLocations",2015
43,43,"Billy Hurley III",83,NA,8.579,112,10,"ProximitytoHolefromOtherLocations",2015
43,43,"Marc Leishman",74,NA,8.532,111,141,"ProximitytoHolefromOtherLocations",2015
43,43,"Hideki Matsuyama",95,NA,9.369,122,30,"ProximitytoHolefromOtherLocations",2015
43,43,"Ryan Palmer",80,NA,6.964,91,60,"ProximitytoHolefromOtherLocations",2015
43,43,"Pat Perez",96,NA,11.58,150,69,"ProximitytoHolefromOtherLocations",2015
43,43,"Brandt Snedeker",98,NA,10.482,137,15,"ProximitytoHolefromOtherLocations",2015
43,43,"David Toms",62,NA,8.586,111,12,"ProximitytoHolefromOtherLocations",2015
43,43,"Camilo Villegas",83,NA,10.825,140,96,"ProximitytoHolefromOtherLocations",2015
43,43,"Bubba Watson",71,NA,9.222,119,32,"ProximitytoHolefromOtherLocations",2015
57,57,"Ricky Barnes",82,NA,11.532,147,69,"ProximitytoHolefromOtherLocations",2015
57,57,"Daniel Berger",97,NA,13.573,175,59,"ProximitytoHolefromOtherLocations",2015
57,57,"Luke Donald",71,NA,6.98,89,46,"ProximitytoHolefromOtherLocations",2015
57,57,"Matt Kuchar",97,NA,11.12,143,13,"ProximitytoHolefromOtherLocations",2015
57,57,"Martin Laird",77,NA,12.271,157,67,"ProximitytoHolefromOtherLocations",2015
57,57,"Patrick Rodgers",57,NA,6.409,82,145,"ProximitytoHolefromOtherLocations",2015
57,57,"Chris Stroud",84,NA,9.934,127,71,"ProximitytoHolefromOtherLocations",2015
57,57,"Bo Van Pelt",81,NA,9.743,125,154,"ProximitytoHolefromOtherLocations",2015
65,65,"Harris English",105,NA,11.971,151,36,"ProximitytoHolefromOtherLocations",2015
65,65,"JB Holmes",89,NA,11.118,141,85,"ProximitytoHolefromOtherLocations",2015
65,65,"Max Homa",78,NA,11.738,149,90,"ProximitytoHolefromOtherLocations",2015
65,65,"Jerry Kelly",79,NA,10.745,136,7,"ProximitytoHolefromOtherLocations",2015
65,65,"Davis Love III",51,NA,6.703,85,136,"ProximitytoHolefromOtherLocations",2015
65,65,"Jhonattan Vegas",90,NA,13.626,173,89,"ProximitytoHolefromOtherLocations",2015
71,71,"Jason Bohn",95,NA,11.485,144,51,"ProximitytoHolefromOtherLocations",2015
71,71,"Paul Casey",87,NA,7.319,92,150,"ProximitytoHolefromOtherLocations",2015
71,71,"Jamie Donaldson",50,NA,5.216,65,81,"ProximitytoHolefromOtherLocations",2015
71,71,"Kevin Kisner",104,NA,14.568,182,21,"ProximitytoHolefromOtherLocations",2015
71,71,"Scott Langley",94,NA,11.415,143,93,"ProximitytoHolefromOtherLocations",2015
76,76,"Ben Crane",62,NA,8.798,109,29,"ProximitytoHolefromOtherLocations",2015
76,76,"Martin Flores",95,NA,11.432,141,99,"ProximitytoHolefromOtherLocations",2015
76,76,"Padraig Harrington",60,NA,9.038,111,137,"ProximitytoHolefromOtherLocations",2015
76,76,"Carl Pettersson",106,NA,14.734,182,26,"ProximitytoHolefromOtherLocations",2015
76,76,"Chez Reavie",56,NA,6.701,83,152,"ProximitytoHolefromOtherLocations",2015
76,76,"Michael Thompson",83,NA,12.496,155,161,"ProximitytoHolefromOtherLocations",2015
76,76,"Gary Woodland",81,NA,10.023,123,142,"ProximitytoHolefromOtherLocations",2015
83,83,"Matt Every",73,NA,9.447,115,153,"ProximitytoHolefromOtherLocations",2015
83,83,"Derek Fathauer",81,NA,11.052,135,129,"ProximitytoHolefromOtherLocations",2015
83,83,"Gonzalo Fdez Castano",81,NA,10.639,130,120,"ProximitytoHolefromOtherLocations",2015
83,83,"Rickie Fowler",76,NA,8.575,105,47,"ProximitytoHolefromOtherLocations",2015
83,83,"Andres Gonzales",90,NA,11.383,138,157,"ProximitytoHolefromOtherLocations",2015
83,83,"Colt Knost",90,NA,11.044,134,97,"ProximitytoHolefromOtherLocations",2015
83,83,"Bryce Molder",91,NA,11.948,146,20,"ProximitytoHolefromOtherLocations",2015
83,83,"Sean OHair",86,NA,14.772,180,83,"ProximitytoHolefromOtherLocations",2015
83,83,"Jeff Overton",94,NA,11.712,142,98,"ProximitytoHolefromOtherLocations",2015
83,83,"Jim Renner",68,NA,12.056,147,165,"ProximitytoHolefromOtherLocations",2015
83,83,"Justin Rose",69,NA,7.266,89,94,"ProximitytoHolefromOtherLocations",2015
83,83,"Johnson Wagner",68,NA,9.972,122,82,"ProximitytoHolefromOtherLocations",2015
83,83,"Lee Westwood",56,NA,3.532,43,178,"ProximitytoHolefromOtherLocations",2015
83,83,"Mark Wilson",89,NA,12.7,155,63,"ProximitytoHolefromOtherLocations",2015
97,97,"Aaron Baddeley",76,NA,11.662,141,48,"ProximitytoHolefromOtherLocations",2015
97,97,"Alex Cejka",94,NA,12.289,148,62,"ProximitytoHolefromOtherLocations",2015
97,97,"Brendon de Jonge",106,NA,14.114,170,91,"ProximitytoHolefromOtherLocations",2015
97,97,"Brice Garnett",81,NA,10.433,126,156,"ProximitytoHolefromOtherLocations",2015
97,97,"Lucas Glover",79,NA,11.158,134,164,"ProximitytoHolefromOtherLocations",2015
97,97,"Bill Haas",89,NA,12.2,147,31,"ProximitytoHolefromOtherLocations",2015
97,97,"Rory Sabbatini",81,NA,11.129,134,17,"ProximitytoHolefromOtherLocations",2015
97,97,"Brian Stuard",97,NA,12.946,156,66,"ProximitytoHolefromOtherLocations",2015
105,105,"Stewart Cink",77,NA,8.786,104,117,"ProximitytoHolefromOtherLocations",2015
105,105,"Retief Goosen",81,NA,11.107,132,85,"ProximitytoHolefromOtherLocations",2015
105,105,"Ryo Ishikawa",90,NA,12.84,153,159,"ProximitytoHolefromOtherLocations",2015
105,105,"Whee Kim",71,NA,9.472,113,123,"ProximitytoHolefromOtherLocations",2015
105,105,"Spencer Levin",99,NA,13.996,167,76,"ProximitytoHolefromOtherLocations",2015
105,105,"Louis Oosthuizen",68,NA,6.059,72,41,"ProximitytoHolefromOtherLocations",2015
105,105,"Scott Piercy",90,NA,12.192,146,105,"ProximitytoHolefromOtherLocations",2015
105,105,"Heath Slocum",57,NA,8.203,98,138,"ProximitytoHolefromOtherLocations",2015
105,105,"Nick Taylor",91,NA,15.438,183,113,"ProximitytoHolefromOtherLocations",2015
105,105,"Boo Weekley",79,NA,11.77,140,73,"ProximitytoHolefromOtherLocations",2015
115,115,"Blayne Barber",76,NA,9.213,108,80,"ProximitytoHolefromOtherLocations",2015
115,115,"Charlie Beljan",76,NA,9.905,117,184,"ProximitytoHolefromOtherLocations",2015
115,115,"Ernie Els",57,NA,6.186,73,144,"ProximitytoHolefromOtherLocations",2015
115,115,"Danny Lee",120,NA,15.708,185,52,"ProximitytoHolefromOtherLocations",2015
115,115,"Andres Romero",69,NA,9.445,111,140,"ProximitytoHolefromOtherLocations",2015
115,115,"Daniel Summerhays",101,NA,15.58,183,122,"ProximitytoHolefromOtherLocations",2015
121,121,"Sangmoon Bae",98,NA,15.863,184,45,"ProximitytoHolefromOtherLocations",2015
121,121,"Zac Blair",108,NA,12.701,148,6,"ProximitytoHolefromOtherLocations",2015
121,121,"Fabian Gomez",83,NA,13.016,152,101,"ProximitytoHolefromOtherLocations",2015
121,121,"David Hearn",97,NA,13.056,152,131,"ProximitytoHolefromOtherLocations",2015
121,121,"Dustin Johnson",75,NA,9.189,107,119,"ProximitytoHolefromOtherLocations",2015
121,121,"Brooks Koepka",84,NA,8.893,103,143,"ProximitytoHolefromOtherLocations",2015
121,121,"Adam Scott",51,NA,4.035,47,173,"ProximitytoHolefromOtherLocations",2015
121,121,"Vijay Singh",78,NA,11.518,134,50,"ProximitytoHolefromOtherLocations",2015
121,121,"Shawn Stefani",94,NA,13.585,158,146,"ProximitytoHolefromOtherLocations",2015
121,121,"Robert Streb",110,NA,16.433,191,79,"ProximitytoHolefromOtherLocations",2015
131,131,"James Hahn",94,NA,11.398,131,108,"ProximitytoHolefromOtherLocations",2015
131,131,"David Lingmerth",90,NA,13.464,154,42,"ProximitytoHolefromOtherLocations",2015
131,131,"Ben Martin",93,NA,12.855,147,174,"ProximitytoHolefromOtherLocations",2015
131,131,"DA Points",72,NA,10.754,124,75,"ProximitytoHolefromOtherLocations",2015
131,131,"Jonathan Randolph",72,NA,9.516,110,53,"ProximitytoHolefromOtherLocations",2015
136,136,"Sergio Garcia",59,NA,7.383,84,109,"ProximitytoHolefromOtherLocations",2015
136,136,"Robert Garrigus",70,NA,9.778,111,176,"ProximitytoHolefromOtherLocations",2015
136,136,"Roger Sloan",56,NA,7.736,88,175,"ProximitytoHolefromOtherLocations",2015
136,136,"Steve Wheatcroft",87,NA,12.301,139,56,"ProximitytoHolefromOtherLocations",2015
140,140,"Ken Duke",93,NA,15.744,177,102,"ProximitytoHolefromOtherLocations",2015
140,140,"Luke Guthrie",84,NA,11.965,135,127,"ProximitytoHolefromOtherLocations",2015
140,140,"Tom Hoge",83,NA,12.664,143,106,"ProximitytoHolefromOtherLocations",2015
140,140,"John Peterson",84,NA,13.389,151,14,"ProximitytoHolefromOtherLocations",2015
140,140,"Charl Schwartzel",67,NA,6.059,68,168,"ProximitytoHolefromOtherLocations",2015
140,140,"Will Wilcox",58,NA,5.719,64,24,"ProximitytoHolefromOtherLocations",2015
146,146,"Tony Finau",106,NA,16.533,183,149,"ProximitytoHolefromOtherLocations",2015
146,146,"John Huh",102,NA,18.247,203,23,"ProximitytoHolefromOtherLocations",2015
146,146,"Kyle Reifers",96,NA,14.825,164,40,"ProximitytoHolefromOtherLocations",2015
149,149,"Brian Davis",86,NA,13.926,153,56,"ProximitytoHolefromOtherLocations",2015
149,149,"Adam Hadwin",95,NA,11.774,130,110,"ProximitytoHolefromOtherLocations",2015
149,149,"Billy Horschel",99,NA,14.03,154,126,"ProximitytoHolefromOtherLocations",2015
149,149,"Charles Howell III",105,NA,17.732,195,151,"ProximitytoHolefromOtherLocations",2015
149,149,"Seung Yul Noh",65,NA,8.79,97,166,"ProximitytoHolefromOtherLocations",2015
149,149,"John Senden",80,NA,7.823,86,163,"ProximitytoHolefromOtherLocations",2015
155,155,"Chesson Hadley",101,NA,16.116,176,125,"ProximitytoHolefromOtherLocations",2015
155,155,"Russell Henley",87,NA,9.96,108,130,"ProximitytoHolefromOtherLocations",2015
155,155,"Zach Johnson",90,NA,10.537,115,49,"ProximitytoHolefromOtherLocations",2015
155,155,"Hunter Mahan",88,NA,11.06,120,78,"ProximitytoHolefromOtherLocations",2015
155,155,"Andrew Svoboda",80,NA,12.535,136,182,"ProximitytoHolefromOtherLocations",2015
160,160,"Greg Chalmers",58,NA,5.557,60,132,"ProximitytoHolefromOtherLocations",2015
160,160,"Jim Herman",88,NA,10.591,114,118,"ProximitytoHolefromOtherLocations",2015
160,160,"Michael Putnam",87,NA,11.287,122,95,"ProximitytoHolefromOtherLocations",2015
160,160,"Brendan Steele",88,NA,12.601,135,68,"ProximitytoHolefromOtherLocations",2015
160,160,"Nick Watney",91,NA,12.333,133,103,"ProximitytoHolefromOtherLocations",2015
165,165,"Eric Axley",57,NA,9.224,98,56,"ProximitytoHolefromOtherLocations",2015
165,165,"Hudson Swafford",97,NA,14.594,156,160,"ProximitytoHolefromOtherLocations",2015
167,167,"Jimmy Walker",89,NA,7.909,83,124,"ProximitytoHolefromOtherLocations",2015
168,168,"Jason Kokrak",88,NA,16.279,170,114,"ProximitytoHolefromOtherLocations",2015
168,168,"Carlos Ortiz",100,NA,14.748,154,158,"ProximitytoHolefromOtherLocations",2015
168,168,"Kevin Streelman",95,NA,11.977,125,104,"ProximitytoHolefromOtherLocations",2015
171,171,"George McNeill",93,NA,17.513,181,44,"ProximitytoHolefromOtherLocations",2015
171,171,"Cameron Percy",72,NA,11.502,118,148,"ProximitytoHolefromOtherLocations",2015
171,171,"Scott Pinckney",88,NA,13.339,137,155,"ProximitytoHolefromOtherLocations",2015
171,171,"Henrik Stenson",63,NA,7.871,81,25,"ProximitytoHolefromOtherLocations",2015
175,175,"Byron Smith",59,NA,9.282,94,172,"ProximitytoHolefromOtherLocations",2015
176,176,"Nicholas Thompson",90,NA,11.864,117,179,"ProximitytoHolefromOtherLocations",2015
177,177,"Oscar Fraustro",58,NA,8.146,80,147,"ProximitytoHolefromOtherLocations",2015
178,178,"Angel Cabrera",53,NA,7.545,73,183,"ProximitytoHolefromOtherLocations",2015
178,178,"Bill Lunde",50,NA,8.437,82,128,"ProximitytoHolefromOtherLocations",2015
180,180,"Geoff Ogilvy",50,NA,9.681,90,181,"ProximitytoHolefromOtherLocations",2015
181,181,"Jason Gore",76,NA,11.86,109,167,"ProximitytoHolefromOtherLocations",2015
181,181,"Francesco Molinari",56,NA,7.506,69,111,"ProximitytoHolefromOtherLocations",2015
183,183,"Alex Prugh",84,NA,13.813,125,177,"ProximitytoHolefromOtherLocations",2015
184,184,"Sam Saunders",83,NA,13.964,123,121,"ProximitytoHolefromOtherLocations",2015
