"EarlyRound3ScoringAverage_RANKTHISWEEK_2007","EarlyRound3ScoringAverage_RANKLASTWEEK_2007","EarlyRound3ScoringAverage_PLAYERNAME_2007","EarlyRound3ScoringAverage__2007","EarlyRound3ScoringAverage_AVG_2007","EarlyRound3ScoringAverage_TOTALSTROKES_2007","EarlyRound3ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Geoff Ogilvy",NA,67.57,473,7,"EarlyRound3ScoringAverage",2007
2,2,"Jonathan Byrd",NA,68.17,409,6,"EarlyRound3ScoringAverage",2007
3,3,"Justin Rose",NA,68.33,205,3,"EarlyRound3ScoringAverage",2007
4,4,"Brandt Snedeker",NA,68.5,822,12,"EarlyRound3ScoringAverage",2007
5,5,"Boo Weekley",NA,68.9,689,10,"EarlyRound3ScoringAverage",2007
6,6,"Jim Furyk",NA,69,207,3,"EarlyRound3ScoringAverage",2007
6,6,"Bo Van Pelt",NA,69,1035,15,"EarlyRound3ScoringAverage",2007
8,8,"Andrew Buckle",NA,69.2,346,5,"EarlyRound3ScoringAverage",2007
9,9,"Ted Purdy",NA,69.22,623,9,"EarlyRound3ScoringAverage",2007
10,10,"Peter Lonard",NA,69.25,277,4,"EarlyRound3ScoringAverage",2007
11,11,"Steve Stricker",NA,69.29,485,7,"EarlyRound3ScoringAverage",2007
12,12,"Anthony Kim",NA,69.3,693,10,"EarlyRound3ScoringAverage",2007
13,13,"Padraig Harrington",NA,69.33,208,3,"EarlyRound3ScoringAverage",2007
14,14,"JB Holmes",NA,69.38,555,8,"EarlyRound3ScoringAverage",2007
15,15,"Zach Johnson",NA,69.4,694,10,"EarlyRound3ScoringAverage",2007
16,16,"Lucas Glover",NA,69.46,903,13,"EarlyRound3ScoringAverage",2007
17,17,"Tim Clark",NA,69.5,278,4,"EarlyRound3ScoringAverage",2007
17,17,"Henrik Stenson",NA,69.5,278,4,"EarlyRound3ScoringAverage",2007
19,19,"Luke Donald",NA,69.63,557,8,"EarlyRound3ScoringAverage",2007
20,20,"DJ Brigman",NA,69.67,418,6,"EarlyRound3ScoringAverage",2007
20,20,"Robert Gamez",NA,69.67,418,6,"EarlyRound3ScoringAverage",2007
22,22,"Nick Watney",NA,69.71,488,7,"EarlyRound3ScoringAverage",2007
23,23,"Tom Pernice Jr",NA,69.75,558,8,"EarlyRound3ScoringAverage",2007
23,23,"Charlie Wi",NA,69.75,279,4,"EarlyRound3ScoringAverage",2007
25,25,"Dean Wilson",NA,69.79,977,14,"EarlyRound3ScoringAverage",2007
26,26,"Sean OHair",NA,69.86,489,7,"EarlyRound3ScoringAverage",2007
27,27,"Alex Cejka",NA,69.89,629,9,"EarlyRound3ScoringAverage",2007
27,27,"Steve Elkington",NA,69.89,629,9,"EarlyRound3ScoringAverage",2007
27,27,"Matt Kuchar",NA,69.89,629,9,"EarlyRound3ScoringAverage",2007
30,30,"Craig Barlow",NA,70,350,5,"EarlyRound3ScoringAverage",2007
30,30,"Bob Estes",NA,70,770,11,"EarlyRound3ScoringAverage",2007
30,30,"Sergio Garcia",NA,70,350,5,"EarlyRound3ScoringAverage",2007
30,30,"Mark Wilson",NA,70,560,8,"EarlyRound3ScoringAverage",2007
34,34,"Brian Davis",NA,70.07,1051,15,"EarlyRound3ScoringAverage",2007
35,35,"Rory Sabbatini",NA,70.08,841,12,"EarlyRound3ScoringAverage",2007
36,36,"Cameron Beckman",NA,70.1,701,10,"EarlyRound3ScoringAverage",2007
37,37,"David Toms",NA,70.13,561,8,"EarlyRound3ScoringAverage",2007
37,37,"Johnson Wagner",NA,70.13,561,8,"EarlyRound3ScoringAverage",2007
39,39,"Paul Gow",NA,70.14,491,7,"EarlyRound3ScoringAverage",2007
40,40,"Tim Petrovic",NA,70.21,983,14,"EarlyRound3ScoringAverage",2007
41,41,"Kenny Perry",NA,70.25,562,8,"EarlyRound3ScoringAverage",2007
41,41,"John Rollins",NA,70.25,843,12,"EarlyRound3ScoringAverage",2007
43,43,"JJ Henry",NA,70.27,773,11,"EarlyRound3ScoringAverage",2007
44,44,"Woody Austin",NA,70.33,633,9,"EarlyRound3ScoringAverage",2007
45,45,"Robert Garrigus",NA,70.36,985,14,"EarlyRound3ScoringAverage",2007
45,45,"Charles Warren",NA,70.36,774,11,"EarlyRound3ScoringAverage",2007
47,47,"Briny Baird",NA,70.38,1126,16,"EarlyRound3ScoringAverage",2007
48,48,"Jeff Gove",NA,70.4,704,10,"EarlyRound3ScoringAverage",2007
48,48,"Pat Perez",NA,70.4,352,5,"EarlyRound3ScoringAverage",2007
50,50,"George McNeill",NA,70.42,845,12,"EarlyRound3ScoringAverage",2007
50,50,"Jeff Quinney",NA,70.42,845,12,"EarlyRound3ScoringAverage",2007
52,52,"Kevin Na",NA,70.44,634,9,"EarlyRound3ScoringAverage",2007
