"OfficialWorldGolfRanking_RANKTHISWEEK_2011","OfficialWorldGolfRanking_RANKLASTWEEK_2011","OfficialWorldGolfRanking_PLAYERNAME_2011","OfficialWorldGolfRanking_EVENTS_2011","OfficialWorldGolfRanking_AVGPOINTS_2011","OfficialWorldGolfRanking_TOTALPOINTS_2011","OfficialWorldGolfRanking_POINTSLOST_2011","OfficialWorldGolfRanking_POINTSGAINED_2011","OfficialWorldGolfRanking_COUNTRY_2011","stat_name","year"
1,NA,"Luke Donald",54,10.03,541.46,-302.6,533.49,NA,"OfficialWorldGolfRanking",2011
2,NA,"Lee Westwood",45,8.06,362.83,-361,298.87,NA,"OfficialWorldGolfRanking",2011
3,NA,"Rory McIlroy",50,7.77,388.59,-279.45,360.27,NA,"OfficialWorldGolfRanking",2011
4,NA,"Martin Kaymer",51,6.55,334.07,-309.08,287.35,NA,"OfficialWorldGolfRanking",2011
5,NA,"Adam Scott",47,5.5,258.31,-160.3,232.63,NA,"OfficialWorldGolfRanking",2011
6,NA,"Steve Stricker",41,5.33,218.48,-255.83,211.52,NA,"OfficialWorldGolfRanking",2011
7,NA,"Dustin Johnson",51,5.27,268.92,-208.27,251.1,NA,"OfficialWorldGolfRanking",2011
8,NA,"Jason Day",48,5.07,243.41,-129.11,244.98,NA,"OfficialWorldGolfRanking",2011
9,NA,"Charl Schwartzel",54,5.06,273.21,-196.68,288.47,NA,"OfficialWorldGolfRanking",2011
10,NA,"Webb Simpson",54,5.03,271.49,-72.42,297.62,NA,"OfficialWorldGolfRanking",2011
11,NA,"Matt Kuchar",54,4.71,254.39,-223.73,231.05,NA,"OfficialWorldGolfRanking",2011
12,NA,"Nick Watney",51,4.69,239.43,-179.23,252.97,NA,"OfficialWorldGolfRanking",2011
13,NA,"Graeme McDowell",54,4.55,245.68,-246.24,158.88,NA,"OfficialWorldGolfRanking",2011
14,NA,"Phil Mickelson",47,4.47,210.32,-280.55,202.69,NA,"OfficialWorldGolfRanking",2011
15,NA,"KJ Choi",54,4.31,232.96,-145.44,238.88,NA,"OfficialWorldGolfRanking",2011
16,NA,"Ian Poulter",50,3.88,194.19,-226.21,147.6,NA,"OfficialWorldGolfRanking",2011
17,NA,"Sergio Garcia",48,3.87,185.8,-96.15,194.03,NA,"OfficialWorldGolfRanking",2011
18,NA,"Justin Rose",54,3.84,207.61,-158.83,185.5,NA,"OfficialWorldGolfRanking",2011
19,NA,"Hunter Mahan",54,3.76,203,-192.01,180.75,NA,"OfficialWorldGolfRanking",2011
20,NA,"Paul Casey",50,3.73,186.28,-214.22,135.17,NA,"OfficialWorldGolfRanking",2011
21,NA,"Bubba Watson",50,3.69,184.3,-155.73,182.79,NA,"OfficialWorldGolfRanking",2011
22,NA,"Alvaro Quiros",51,3.68,187.44,-146.89,193.57,NA,"OfficialWorldGolfRanking",2011
23,NA,"Tiger Woods",40,3.59,143.68,-277.79,106.22,NA,"OfficialWorldGolfRanking",2011
