"TenthTeeLateRound1ScoringAverage_RANKTHISWEEK_2008","TenthTeeLateRound1ScoringAverage_RANKLASTWEEK_2008","TenthTeeLateRound1ScoringAverage_PLAYERNAME_2008","TenthTeeLateRound1ScoringAverage__2008","TenthTeeLateRound1ScoringAverage_AVG_2008","TenthTeeLateRound1ScoringAverage_TOTALSTROKES_2008","TenthTeeLateRound1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Kent Jones",NA,67.33,202,3,"TenthTeeLateRound1ScoringAverage",2008
2,2,"Geoff Ogilvy",NA,68,136,2,"TenthTeeLateRound1ScoringAverage",2008
2,2,"Kenny Perry",NA,68,272,4,"TenthTeeLateRound1ScoringAverage",2008
4,4,"Zach Johnson",NA,68.67,206,3,"TenthTeeLateRound1ScoringAverage",2008
5,5,"Craig Kanada",NA,68.83,413,6,"TenthTeeLateRound1ScoringAverage",2008
6,6,"Chez Reavie",NA,68.86,482,7,"TenthTeeLateRound1ScoringAverage",2008
7,7,"John Huston",NA,69,207,3,"TenthTeeLateRound1ScoringAverage",2008
7,7,"Steve Stricker",NA,69,207,3,"TenthTeeLateRound1ScoringAverage",2008
9,9,"Ken Duke",NA,69.2,692,10,"TenthTeeLateRound1ScoringAverage",2008
10,10,"Carl Pettersson",NA,69.25,277,4,"TenthTeeLateRound1ScoringAverage",2008
11,11,"Charlie Wi",NA,69.27,762,11,"TenthTeeLateRound1ScoringAverage",2008
12,12,"Nick OHern",NA,69.29,485,7,"TenthTeeLateRound1ScoringAverage",2008
13,13,"Todd Demsey",NA,69.3,693,10,"TenthTeeLateRound1ScoringAverage",2008
14,14,"Steve Marino",NA,69.33,832,12,"TenthTeeLateRound1ScoringAverage",2008
14,14,"Shigeki Maruyama",NA,69.33,208,3,"TenthTeeLateRound1ScoringAverage",2008
14,14,"Rod Pampling",NA,69.33,416,6,"TenthTeeLateRound1ScoringAverage",2008
17,17,"Mathew Goggin",NA,69.38,555,8,"TenthTeeLateRound1ScoringAverage",2008
18,18,"Paul Claxton",NA,69.5,417,6,"TenthTeeLateRound1ScoringAverage",2008
18,18,"David Duval",NA,69.5,139,2,"TenthTeeLateRound1ScoringAverage",2008
18,18,"Jim Furyk",NA,69.5,139,2,"TenthTeeLateRound1ScoringAverage",2008
18,18,"Parker McLachlin",NA,69.5,278,4,"TenthTeeLateRound1ScoringAverage",2008
22,22,"Jeff Gove",NA,69.6,348,5,"TenthTeeLateRound1ScoringAverage",2008
23,23,"Stuart Appleby",NA,69.67,418,6,"TenthTeeLateRound1ScoringAverage",2008
23,23,"Johnson Wagner",NA,69.67,627,9,"TenthTeeLateRound1ScoringAverage",2008
25,25,"Jeff Overton",NA,69.7,697,10,"TenthTeeLateRound1ScoringAverage",2008
26,26,"Brandt Jobe",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2008
26,26,"Jimmy Walker",NA,69.75,558,8,"TenthTeeLateRound1ScoringAverage",2008
