"Last15EventsScoring_RANKTHISWEEK_2008","Last15EventsScoring_RANKLASTWEEK_2008","Last15EventsScoring_PLAYERNAME_2008","Last15EventsScoring_EVENTS_2008","Last15EventsScoring_RATING_2008","stat_name","year"
1,1,"Greg Owen",1,9.2,"Last15EventsScoring",2008
2,2,"Tiger Woods",5,9.1,"Last15EventsScoring",2008
3,3,"Danny Lee",1,8.8,"Last15EventsScoring",2008
3,3,"Phil Tataurangi",1,8.8,"Last15EventsScoring",2008
5,5,"Brent Geiberger",1,8.7,"Last15EventsScoring",2008
5,5,"Phil Mickelson",9,8.7,"Last15EventsScoring",2008
5,5,"Casey Wittenberg",2,8.7,"Last15EventsScoring",2008
8,8,"Steve Allan",5,8.6,"Last15EventsScoring",2008
8,8,"Luke Donald",6,8.6,"Last15EventsScoring",2008
8,8,"Soren Kjeldsen",1,8.6,"Last15EventsScoring",2008
8,8,"Vijay Singh",8,8.6,"Last15EventsScoring",2008
8,8,"Graeme Storm",1,8.6,"Last15EventsScoring",2008
13,13,"Darren Clarke",1,8.5,"Last15EventsScoring",2008
13,13,"Fred Couples",7,8.5,"Last15EventsScoring",2008
13,13,"Jay Delsing",2,8.5,"Last15EventsScoring",2008
13,13,"Sergio Garcia",11,8.5,"Last15EventsScoring",2008
13,13,"Brian Gay",8,8.5,"Last15EventsScoring",2008
13,13,"Padraig Harrington",6,8.5,"Last15EventsScoring",2008
13,13,"Anthony Kim",10,8.5,"Last15EventsScoring",2008
13,13,"Justin Leonard",10,8.5,"Last15EventsScoring",2008
13,13,"Roland Thatcher",4,8.5,"Last15EventsScoring",2008
13,13,"Camilo Villegas",8,8.5,"Last15EventsScoring",2008
13,13,"Lee Westwood",3,8.5,"Last15EventsScoring",2008
24,24,"Stephen Ames",7,8.4,"Last15EventsScoring",2008
24,24,"Alex Cejka",4,8.4,"Last15EventsScoring",2008
24,24,"Ken Duke",13,8.4,"Last15EventsScoring",2008
24,24,"Tadd Fujikawa",1,8.4,"Last15EventsScoring",2008
24,24,"Jim Furyk",9,8.4,"Last15EventsScoring",2008
24,24,"Tommy Gainey",3,8.4,"Last15EventsScoring",2008
24,24,"Retief Goosen",6,8.4,"Last15EventsScoring",2008
24,24,"Rob Grube",1,8.4,"Last15EventsScoring",2008
24,24,"Pablo Martin Benavides",1,8.4,"Last15EventsScoring",2008
24,24,"George McNeill",10,8.4,"Last15EventsScoring",2008
24,24,"Ryan Palmer",9,8.4,"Last15EventsScoring",2008
24,24,"Pat Perez",10,8.4,"Last15EventsScoring",2008
24,24,"Justin Rose",6,8.4,"Last15EventsScoring",2008
24,24,"Marc Turnesa",7,8.4,"Last15EventsScoring",2008
24,24,"Mike Weir",10,8.4,"Last15EventsScoring",2008
39,39,"Robert Allenby",12,8.3,"Last15EventsScoring",2008
39,39,"Woody Austin",10,8.3,"Last15EventsScoring",2008
39,39,"Cameron Beckman",8,8.3,"Last15EventsScoring",2008
39,39,"Jason Bohn",7,8.3,"Last15EventsScoring",2008
39,39,"Mark Calcavecchia",2,8.3,"Last15EventsScoring",2008
39,39,"Ben Crane",9,8.3,"Last15EventsScoring",2008
39,39,"Ben Curtis",10,8.3,"Last15EventsScoring",2008
39,39,"Robert Garrigus",11,8.3,"Last15EventsScoring",2008
39,39,"Mathew Goggin",8,8.3,"Last15EventsScoring",2008
39,39,"Gregory Havret",1,8.3,"Last15EventsScoring",2008
39,39,"Charles Howell III",8,8.3,"Last15EventsScoring",2008
39,39,"Matt Kuchar",6,8.3,"Last15EventsScoring",2008
39,39,"Hunter Mahan",8,8.3,"Last15EventsScoring",2008
39,39,"Nick OHern",11,8.3,"Last15EventsScoring",2008
39,39,"Joe Ogilvie",10,8.3,"Last15EventsScoring",2008
39,39,"Geoff Ogilvy",9,8.3,"Last15EventsScoring",2008
39,39,"Jose Maria Olazabal",3,8.3,"Last15EventsScoring",2008
39,39,"Rod Pampling",6,8.3,"Last15EventsScoring",2008
39,39,"Tim Petrovic",8,8.3,"Last15EventsScoring",2008
39,39,"Stephen Poole",1,8.3,"Last15EventsScoring",2008
39,39,"Kevin Streelman",14,8.3,"Last15EventsScoring",2008
60,60,"Brad Adamonis",7,8.2,"Last15EventsScoring",2008
60,60,"Michael Allen",10,8.2,"Last15EventsScoring",2008
60,60,"Aaron Baddeley",9,8.2,"Last15EventsScoring",2008
60,60,"Chad Campbell",9,8.2,"Last15EventsScoring",2008
60,60,"Paul Casey",6,8.2,"Last15EventsScoring",2008
60,60,"Glen Day",9,8.2,"Last15EventsScoring",2008
60,60,"Jason Dufner",6,8.2,"Last15EventsScoring",2008
60,60,"Steve Elkington",9,8.2,"Last15EventsScoring",2008
60,60,"Ernie Els",6,8.2,"Last15EventsScoring",2008
60,60,"Jason Gore",8,8.2,"Last15EventsScoring",2008
60,60,"Paul Goydos",7,8.2,"Last15EventsScoring",2008
60,60,"Bill Haas",11,8.2,"Last15EventsScoring",2008
60,60,"Todd Hamilton",8,8.2,"Last15EventsScoring",2008
60,60,"Anders Hansen",4,8.2,"Last15EventsScoring",2008
60,60,"JP Hayes",6,8.2,"Last15EventsScoring",2008
60,60,"Bob Heintz",6,8.2,"Last15EventsScoring",2008
60,60,"Tim Herron",11,8.2,"Last15EventsScoring",2008
60,60,"John Huston",10,8.2,"Last15EventsScoring",2008
60,60,"Freddie Jacobson",7,8.2,"Last15EventsScoring",2008
60,60,"Zach Johnson",8,8.2,"Last15EventsScoring",2008
60,60,"Kent Jones",9,8.2,"Last15EventsScoring",2008
60,60,"Greg Kraft",5,8.2,"Last15EventsScoring",2008
60,60,"Cliff Kresge",4,8.2,"Last15EventsScoring",2008
60,60,"Tom Lehman",5,8.2,"Last15EventsScoring",2008
60,60,"Michael Letzig",9,8.2,"Last15EventsScoring",2008
60,60,"Steve Marino",13,8.2,"Last15EventsScoring",2008
60,60,"Troy Matteson",8,8.2,"Last15EventsScoring",2008
