"GIRPuttingAvg35_RANKTHISWEEK_2010","GIRPuttingAvg35_RANKLASTWEEK_2010","GIRPuttingAvg35_PLAYERNAME_2010","GIRPuttingAvg35_ROUNDS_2010","GIRPuttingAvg35_PctMADE_2010","GIRPuttingAvg35_ATTEMPTS_2010","GIRPuttingAvg35_PUTTSMADE_2010","stat_name","year"
1,1,"Jerod Turner",54,0.86,70,6,"GIRPuttingAvg35",2010
2,2,"Stephen Ames",75,0.79,151,12,"GIRPuttingAvg35",2010
3,3,"Derek Lamely",81,0.71,140,10,"GIRPuttingAvg35",2010
4,4,"Paul Casey",64,0.68,103,7,"GIRPuttingAvg35",2010
5,5,"David Lutterus",69,0.66,136,9,"GIRPuttingAvg35",2010
6,6,"Geoff Ogilvy",62,0.65,108,7,"GIRPuttingAvg35",2010
7,7,"Blake Adams",84,0.61,179,11,"GIRPuttingAvg35",2010
7,7,"John Senden",103,0.61,214,13,"GIRPuttingAvg35",2010
7,7,"Chris Tidland",77,0.61,164,10,"GIRPuttingAvg35",2010
10,10,"Mark Calcavecchia",50,0.59,68,4,"GIRPuttingAvg35",2010
11,11,"George McNeill",79,0.58,172,10,"GIRPuttingAvg35",2010
12,12,"Boo Weekley",88,0.57,159,9,"GIRPuttingAvg35",2010
13,13,"Steve Stricker",73,0.56,107,6,"GIRPuttingAvg35",2010
13,13,"Charlie Wi",95,0.56,179,10,"GIRPuttingAvg35",2010
15,15,"Richard Johnson",90,0.54,166,9,"GIRPuttingAvg35",2010
16,16,"Shaun Micheel",70,0.53,114,6,"GIRPuttingAvg35",2010
17,17,"Stewart Cink",84,0.52,154,8,"GIRPuttingAvg35",2010
18,18,"KJ Choi",82,0.51,137,7,"GIRPuttingAvg35",2010
18,18,"Tom Gillis",97,0.51,175,9,"GIRPuttingAvg35",2010
18,18,"Padraig Harrington",57,0.51,78,4,"GIRPuttingAvg35",2010
18,18,"Skip Kendall",58,0.51,98,5,"GIRPuttingAvg35",2010
18,18,"Brett Quigley",96,0.51,216,11,"GIRPuttingAvg35",2010
23,23,"Ben Crane",85,0.5,160,8,"GIRPuttingAvg35",2010
23,23,"Luke Donald",71,0.5,119,6,"GIRPuttingAvg35",2010
23,23,"Dustin Johnson",83,0.5,139,7,"GIRPuttingAvg35",2010
26,26,"Angel Cabrera",64,0.49,102,5,"GIRPuttingAvg35",2010
26,26,"Jeff Overton",89,0.49,142,7,"GIRPuttingAvg35",2010
26,26,"Aron Price",70,0.49,142,7,"GIRPuttingAvg35",2010
29,29,"Robert Allenby",76,0.48,146,7,"GIRPuttingAvg35",2010
29,29,"Jerry Kelly",99,0.48,147,7,"GIRPuttingAvg35",2010
29,29,"Bill Lunde",79,0.48,165,8,"GIRPuttingAvg35",2010
29,29,"Sean OHair",84,0.48,166,8,"GIRPuttingAvg35",2010
29,29,"Mike Weir",59,0.48,62,3,"GIRPuttingAvg35",2010
