"Puttingfrom10_RANKTHISWEEK_2011","Puttingfrom10_RANKLASTWEEK_2011","Puttingfrom10_PLAYERNAME_2011","Puttingfrom10_ROUNDS_2011","Puttingfrom10_PctMADE_2011","Puttingfrom10_ATTEMPTS_2011","Puttingfrom10_PUTTSMADE_2011","stat_name","year"
1,1,"Angel Cabrera",50,67.86,28,19,"Puttingfrom10",2011
2,2,"Brendan Steele",89,63.04,46,29,"Puttingfrom10",2011
3,3,"Jerry Kelly",85,60.53,38,23,"Puttingfrom10",2011
4,4,"Bryce Molder",82,59.52,42,25,"Puttingfrom10",2011
5,5,"Stephen Ames",69,57.45,47,27,"Puttingfrom10",2011
6,6,"Colt Knost",80,56.82,44,25,"Puttingfrom10",2011
7,7,"Hunter Mahan",92,56,50,28,"Puttingfrom10",2011
7,7,"Alexandre Rocha",65,56,25,14,"Puttingfrom10",2011
9,9,"Jeff Overton",92,55.07,69,38,"Puttingfrom10",2011
10,10,"Billy Horschel",75,54.29,35,19,"Puttingfrom10",2011
11,11,"Brian Gay",90,53.06,49,26,"Puttingfrom10",2011
12,12,"Marc Turnesa",54,52.63,38,20,"Puttingfrom10",2011
13,13,"Geoff Ogilvy",69,52.5,40,21,"Puttingfrom10",2011
14,14,"Ben Curtis",66,52.27,44,23,"Puttingfrom10",2011
15,15,"YE Yang",63,52,25,13,"Puttingfrom10",2011
16,16,"Dean Wilson",62,51.43,35,18,"Puttingfrom10",2011
17,17,"Steve Stricker",70,51.22,41,21,"Puttingfrom10",2011
18,18,"Kent Jones",76,51.11,45,23,"Puttingfrom10",2011
19,19,"Briny Baird",60,50,30,15,"Puttingfrom10",2011
19,19,"Jason Bohn",74,50,42,21,"Puttingfrom10",2011
19,19,"Steven Bowditch",86,50,40,20,"Puttingfrom10",2011
19,19,"Chris DiMarco",93,50,56,28,"Puttingfrom10",2011
19,19,"Kevin Na",84,50,40,20,"Puttingfrom10",2011
19,19,"Nick Watney",80,50,48,24,"Puttingfrom10",2011
25,25,"Martin Piller",63,49.12,57,28,"Puttingfrom10",2011
26,26,"Matt Kuchar",94,48.94,47,23,"Puttingfrom10",2011
26,26,"Kevin Streelman",90,48.94,47,23,"Puttingfrom10",2011
28,28,"Brandt Snedeker",85,48.84,43,21,"Puttingfrom10",2011
29,29,"Jonathan Byrd",83,48.78,41,20,"Puttingfrom10",2011
30,30,"Scott Gutschewski",67,48.65,37,18,"Puttingfrom10",2011
31,31,"Jim Renner",65,48.57,35,17,"Puttingfrom10",2011
31,31,"Justin Rose",79,48.57,35,17,"Puttingfrom10",2011
33,33,"Retief Goosen",50,48.28,29,14,"Puttingfrom10",2011
