"Total1Putts1015_RANKTHISWEEK_2014","Total1Putts1015_RANKLASTWEEK_2014","Total1Putts1015_PLAYERNAME_2014","Total1Putts1015_ROUNDS_2014","Total1Putts1015_TOTAL_2014","Total1Putts1015_TOTALFORALLDISTANCES_2014","Total1Putts1015_PCTOFALL1PUTTS_2014","stat_name","year"
1,1,"Brian Harman",111,95,724,13.1,"Total1Putts1015",2014
2,2,"Brendon Todd",108,87,697,12.5,"Total1Putts1015",2014
3,3,"David Hearn",97,82,591,13.9,"Total1Putts1015",2014
4,4,"Cameron Tringale",111,78,673,11.6,"Total1Putts1015",2014
5,5,"Justin Hicks",103,77,572,13.5,"Total1Putts1015",2014
6,6,"Chris Kirk",105,76,659,11.5,"Total1Putts1015",2014
6,6,"Daniel Summerhays",98,76,608,12.5,"Total1Putts1015",2014
8,8,"John Senden",99,75,556,13.5,"Total1Putts1015",2014
9,9,"Freddie Jacobson",91,74,611,12.1,"Total1Putts1015",2014
10,10,"Bill Haas",107,72,569,12.7,"Total1Putts1015",2014
11,11,"William McGirt",96,71,608,11.7,"Total1Putts1015",2014
11,11,"Jordan Spieth",102,71,659,10.8,"Total1Putts1015",2014
13,13,"Patrick Reed",92,70,544,12.9,"Total1Putts1015",2014
13,13,"Webb Simpson",87,70,541,12.9,"Total1Putts1015",2014
13,13,"Brian Stuard",91,70,545,12.8,"Total1Putts1015",2014
13,13,"Jimmy Walker",98,70,539,13,"Total1Putts1015",2014
17,17,"Morgan Hoffmann",103,69,671,10.3,"Total1Putts1015",2014
18,18,"Kevin Na",94,68,586,11.6,"Total1Putts1015",2014
19,19,"Ben Crane",81,67,558,12,"Total1Putts1015",2014
20,20,"Camilo Villegas",95,66,600,11,"Total1Putts1015",2014
21,21,"Ricky Barnes",92,65,576,11.3,"Total1Putts1015",2014
21,21,"Charles Howell III",106,65,648,10,"Total1Putts1015",2014
23,23,"Brian Davis",93,64,614,10.4,"Total1Putts1015",2014
23,23,"Brendon de Jonge",109,64,634,10.1,"Total1Putts1015",2014
23,23,"Matt Every",85,64,503,12.7,"Total1Putts1015",2014
23,23,"Scott Langley",95,64,582,11,"Total1Putts1015",2014
23,23,"Will Ma Kenzie",82,64,512,12.5,"Total1Putts1015",2014
23,23,"Gary Woodland",93,64,504,12.7,"Total1Putts1015",2014
29,29,"Kevin Chappell",100,63,607,10.4,"Total1Putts1015",2014
29,29,"Ben Curtis",77,63,446,14.1,"Total1Putts1015",2014
29,29,"Russell Henley",92,63,524,12,"Total1Putts1015",2014
29,29,"Hunter Mahan",88,63,507,12.4,"Total1Putts1015",2014
29,29,"Carl Pettersson",91,63,569,11.1,"Total1Putts1015",2014
34,34,"Keegan Bradley",89,62,483,12.8,"Total1Putts1015",2014
34,34,"Harris English",95,62,506,12.3,"Total1Putts1015",2014
34,34,"Robert Garrigus",80,62,515,12,"Total1Putts1015",2014
34,34,"Charley Hoffman",93,62,561,11.1,"Total1Putts1015",2014
34,34,"Zach Johnson",97,62,611,10.1,"Total1Putts1015",2014
34,34,"Danny Lee",84,62,492,12.6,"Total1Putts1015",2014
34,34,"Ben Martin",80,62,448,13.8,"Total1Putts1015",2014
34,34,"Ryan Palmer",85,62,517,12,"Total1Putts1015",2014
42,42,"Aaron Baddeley",74,61,464,13.1,"Total1Putts1015",2014
42,42,"Scott Brown",100,61,606,10.1,"Total1Putts1015",2014
42,42,"Stewart Cink",91,61,494,12.3,"Total1Putts1015",2014
42,42,"Jerry Kelly",80,61,486,12.6,"Total1Putts1015",2014
42,42,"Matt Kuchar",91,61,558,10.9,"Total1Putts1015",2014
42,42,"Hideki Matsuyama",82,61,480,12.7,"Total1Putts1015",2014
42,42,"Pat Perez",84,61,540,11.3,"Total1Putts1015",2014
42,42,"Michael Putnam",106,61,606,10.1,"Total1Putts1015",2014
42,42,"Chris Stroud",88,61,536,11.4,"Total1Putts1015",2014
51,51,"Stuart Appleby",92,60,625,9.6,"Total1Putts1015",2014
51,51,"Erik Compton",88,60,545,11,"Total1Putts1015",2014
51,51,"Gonzalo Fdez Castano",83,60,526,11.4,"Total1Putts1015",2014
51,51,"Retief Goosen",94,60,564,10.6,"Total1Putts1015",2014
51,51,"Jason Kokrak",65,60,431,13.9,"Total1Putts1015",2014
56,56,"Luke Guthrie",85,59,581,10.2,"Total1Putts1015",2014
56,56,"George McNeill",79,59,502,11.8,"Total1Putts1015",2014
56,56,"Brandt Snedeker",89,59,492,12,"Total1Putts1015",2014
59,59,"Sangmoon Bae",76,58,486,11.9,"Total1Putts1015",2014
59,59,"Greg Chalmers",85,58,577,10.1,"Total1Putts1015",2014
59,59,"Graham DeLaet",80,58,423,13.7,"Total1Putts1015",2014
59,59,"Ken Duke",80,58,453,12.8,"Total1Putts1015",2014
59,59,"John Merrick",87,58,443,13.1,"Total1Putts1015",2014
59,59,"Geoff Ogilvy",84,58,517,11.2,"Total1Putts1015",2014
65,65,"Rickie Fowler",91,57,477,11.9,"Total1Putts1015",2014
65,65,"Tommy Gainey",73,57,425,13.4,"Total1Putts1015",2014
65,65,"Russell Knox",92,57,571,10,"Total1Putts1015",2014
65,65,"Seung Yul Noh",92,57,534,10.7,"Total1Putts1015",2014
65,65,"John Rollins",84,57,420,13.6,"Total1Putts1015",2014
65,65,"Bo Van Pelt",83,57,447,12.8,"Total1Putts1015",2014
71,71,"Martin Flores",85,56,467,12,"Total1Putts1015",2014
71,71,"Troy Merritt",62,56,387,14.5,"Total1Putts1015",2014
71,71,"Jeff Overton",80,56,475,11.8,"Total1Putts1015",2014
71,71,"Scott Stallings",77,56,424,13.2,"Total1Putts1015",2014
75,75,"Jonathan Byrd",76,55,444,12.4,"Total1Putts1015",2014
75,75,"Chad Collins",78,55,453,12.1,"Total1Putts1015",2014
75,75,"Ryo Ishikawa",75,55,461,11.9,"Total1Putts1015",2014
75,75,"Nicholas Thompson",85,55,444,12.4,"Total1Putts1015",2014
79,79,"Jason Bohn",81,54,495,10.9,"Total1Putts1015",2014
79,79,"Steven Bowditch",93,54,563,9.6,"Total1Putts1015",2014
79,79,"Ernie Els",85,54,474,11.4,"Total1Putts1015",2014
79,79,"Brice Garnett",92,54,550,9.8,"Total1Putts1015",2014
79,79,"Chesson Hadley",84,54,504,10.7,"Total1Putts1015",2014
79,79,"David Lingmerth",80,54,474,11.4,"Total1Putts1015",2014
79,79,"Andres Romero",81,54,529,10.2,"Total1Putts1015",2014
79,79,"Josh Teater",90,54,492,11,"Total1Putts1015",2014
87,87,"John Huh",87,53,482,11,"Total1Putts1015",2014
87,87,"Kevin Kisner",85,53,495,10.7,"Total1Putts1015",2014
87,87,"Rory Sabbatini",82,53,453,11.7,"Total1Putts1015",2014
87,87,"Tyrone Van Aswegen",79,53,462,11.5,"Total1Putts1015",2014
91,91,"Nick Watney",80,52,385,13.5,"Total1Putts1015",2014
92,92,"Charlie Beljan",76,51,449,11.4,"Total1Putts1015",2014
92,92,"James Hahn",82,51,483,10.6,"Total1Putts1015",2014
