"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2015","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2015","TenthTeeEarlyScoringAverage_PLAYERNAME_2015","TenthTeeEarlyScoringAverage_ROUNDS_2015","TenthTeeEarlyScoringAverage_AVG_2015","TenthTeeEarlyScoringAverage_TOTALSTROKES_2015","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2015","stat_name","year"
47,47,"Jerry Kelly",79,70.08,841,12,"TenthTeeEarlyScoringAverage",2015
47,47,"Brendon Todd",96,70.08,841,12,"TenthTeeEarlyScoringAverage",2015
50,50,"Jeff Overton",94,70.11,1963,28,"TenthTeeEarlyScoringAverage",2015
51,51,"Jim Furyk",71,70.14,982,14,"TenthTeeEarlyScoringAverage",2015
51,51,"Scott Pinckney",88,70.14,1473,21,"TenthTeeEarlyScoringAverage",2015
51,51,"Alex Prugh",84,70.14,982,14,"TenthTeeEarlyScoringAverage",2015
54,54,"Paul Casey",87,70.17,842,12,"TenthTeeEarlyScoringAverage",2015
55,55,"Chad Campbell",97,70.18,1193,17,"TenthTeeEarlyScoringAverage",2015
55,55,"Brendon de Jonge",106,70.18,1193,17,"TenthTeeEarlyScoringAverage",2015
57,57,"Marc Leishman",74,70.19,1123,16,"TenthTeeEarlyScoringAverage",2015
58,58,"Angel Cabrera",53,70.2,702,10,"TenthTeeEarlyScoringAverage",2015
59,59,"Erik Compton",86,70.22,1264,18,"TenthTeeEarlyScoringAverage",2015
60,60,"Scott Langley",94,70.24,1194,17,"TenthTeeEarlyScoringAverage",2015
60,60,"Kevin Na",98,70.24,1194,17,"TenthTeeEarlyScoringAverage",2015
62,62,"Chris Kirk",76,70.25,562,8,"TenthTeeEarlyScoringAverage",2015
63,63,"Chad Collins",79,70.26,1616,23,"TenthTeeEarlyScoringAverage",2015
64,64,"Kevin Kisner",104,70.28,1265,18,"TenthTeeEarlyScoringAverage",2015
65,65,"John Huh",102,70.29,1476,21,"TenthTeeEarlyScoringAverage",2015
65,65,"Cameron Percy",72,70.29,984,14,"TenthTeeEarlyScoringAverage",2015
67,67,"Hideki Matsuyama",95,70.31,1125,16,"TenthTeeEarlyScoringAverage",2015
68,68,"Spencer Levin",99,70.32,1336,19,"TenthTeeEarlyScoringAverage",2015
69,69,"Nick Watney",91,70.33,1055,15,"TenthTeeEarlyScoringAverage",2015
70,70,"Brandt Snedeker",98,70.35,1407,20,"TenthTeeEarlyScoringAverage",2015
71,71,"Steven Alker",62,70.36,774,11,"TenthTeeEarlyScoringAverage",2015
71,71,"Kevin Chappell",86,70.36,985,14,"TenthTeeEarlyScoringAverage",2015
71,71,"Ben Crane",62,70.36,985,14,"TenthTeeEarlyScoringAverage",2015
74,74,"Carlos Ortiz",100,70.37,1337,19,"TenthTeeEarlyScoringAverage",2015
75,75,"Daniel Berger",97,70.39,1267,18,"TenthTeeEarlyScoringAverage",2015
76,76,"Dustin Johnson",75,70.4,1056,15,"TenthTeeEarlyScoringAverage",2015
77,77,"Michael Putnam",87,70.41,1197,17,"TenthTeeEarlyScoringAverage",2015
78,78,"Charles Howell III",105,70.42,1338,19,"TenthTeeEarlyScoringAverage",2015
78,78,"Byron Smith",59,70.42,845,12,"TenthTeeEarlyScoringAverage",2015
80,80,"Rickie Fowler",76,70.44,1268,18,"TenthTeeEarlyScoringAverage",2015
80,80,"Billy Horschel",99,70.44,1761,25,"TenthTeeEarlyScoringAverage",2015
82,82,"Alex Cejka",94,70.5,1128,16,"TenthTeeEarlyScoringAverage",2015
83,83,"Justin Rose",69,70.53,1058,15,"TenthTeeEarlyScoringAverage",2015
83,83,"Nick Taylor",91,70.53,1340,19,"TenthTeeEarlyScoringAverage",2015
83,83,"Justin Thomas",106,70.53,1199,17,"TenthTeeEarlyScoringAverage",2015
86,86,"Sean OHair",86,70.55,1552,22,"TenthTeeEarlyScoringAverage",2015
87,87,"Ryan Palmer",80,70.56,635,9,"TenthTeeEarlyScoringAverage",2015
87,87,"David Toms",62,70.56,1129,16,"TenthTeeEarlyScoringAverage",2015
89,89,"Jason Gore",76,70.57,988,14,"TenthTeeEarlyScoringAverage",2015
89,89,"Matt Jones",89,70.57,988,14,"TenthTeeEarlyScoringAverage",2015
89,89,"Camilo Villegas",83,70.57,988,14,"TenthTeeEarlyScoringAverage",2015
92,92,"John Peterson",84,70.59,1200,17,"TenthTeeEarlyScoringAverage",2015
93,93,"Kevin Streelman",95,70.62,918,13,"TenthTeeEarlyScoringAverage",2015
94,94,"Seung Yul Noh",65,70.63,565,8,"TenthTeeEarlyScoringAverage",2015
95,95,"Bryce Molder",91,70.64,989,14,"TenthTeeEarlyScoringAverage",2015
96,96,"Nicholas Thompson",90,70.65,1413,20,"TenthTeeEarlyScoringAverage",2015
97,97,"Phil Mickelson",70,70.67,1060,15,"TenthTeeEarlyScoringAverage",2015
98,98,"David Hearn",97,70.68,1343,19,"TenthTeeEarlyScoringAverage",2015
99,99,"Bill Haas",89,70.69,919,13,"TenthTeeEarlyScoringAverage",2015
99,99,"Russell Henley",87,70.69,1131,16,"TenthTeeEarlyScoringAverage",2015
101,101,"Ernie Els",57,70.71,990,14,"TenthTeeEarlyScoringAverage",2015
101,101,"Jason Kokrak",88,70.71,1485,21,"TenthTeeEarlyScoringAverage",2015
101,101,"Gary Woodland",81,70.71,495,7,"TenthTeeEarlyScoringAverage",2015
104,104,"Sangmoon Bae",98,70.75,849,12,"TenthTeeEarlyScoringAverage",2015
104,104,"Scott Brown",97,70.75,1132,16,"TenthTeeEarlyScoringAverage",2015
104,104,"Lucas Glover",79,70.75,566,8,"TenthTeeEarlyScoringAverage",2015
104,104,"Greg Owen",58,70.75,849,12,"TenthTeeEarlyScoringAverage",2015
108,108,"Jonathan Byrd",69,70.76,1203,17,"TenthTeeEarlyScoringAverage",2015
109,109,"Jim Herman",88,70.77,1557,22,"TenthTeeEarlyScoringAverage",2015
110,110,"Eric Axley",57,70.83,1275,18,"TenthTeeEarlyScoringAverage",2015
110,110,"Steven Bowditch",103,70.83,850,12,"TenthTeeEarlyScoringAverage",2015
112,112,"Francesco Molinari",56,70.85,921,13,"TenthTeeEarlyScoringAverage",2015
113,113,"Brice Garnett",81,70.86,992,14,"TenthTeeEarlyScoringAverage",2015
113,113,"Lee Westwood",56,70.86,496,7,"TenthTeeEarlyScoringAverage",2015
115,115,"Davis Love III",51,70.88,1134,16,"TenthTeeEarlyScoringAverage",2015
116,116,"Greg Chalmers",58,70.89,638,9,"TenthTeeEarlyScoringAverage",2015
117,117,"Charl Schwartzel",67,70.9,709,10,"TenthTeeEarlyScoringAverage",2015
118,118,"John Merrick",78,70.92,851,12,"TenthTeeEarlyScoringAverage",2015
118,118,"Adam Scott",51,70.92,851,12,"TenthTeeEarlyScoringAverage",2015
120,120,"JJ Henry",94,70.94,1206,17,"TenthTeeEarlyScoringAverage",2015
120,120,"Ryo Ishikawa",90,70.94,1206,17,"TenthTeeEarlyScoringAverage",2015
120,120,"Chris Stroud",84,70.94,1135,16,"TenthTeeEarlyScoringAverage",2015
123,123,"Adam Hadwin",95,70.95,1348,19,"TenthTeeEarlyScoringAverage",2015
123,123,"Morgan Hoffmann",85,70.95,1490,21,"TenthTeeEarlyScoringAverage",2015
123,123,"Brian Stuard",97,70.95,1490,21,"TenthTeeEarlyScoringAverage",2015
126,126,"Aaron Baddeley",76,71,852,12,"TenthTeeEarlyScoringAverage",2015
126,126,"Martin Laird",77,71,1136,16,"TenthTeeEarlyScoringAverage",2015
126,126,"Hunter Mahan",88,71,1136,16,"TenthTeeEarlyScoringAverage",2015
126,126,"Sam Saunders",83,71,1207,17,"TenthTeeEarlyScoringAverage",2015
126,126,"Michael Thompson",83,71,1207,17,"TenthTeeEarlyScoringAverage",2015
131,131,"Danny Lee",120,71.04,1634,23,"TenthTeeEarlyScoringAverage",2015
132,132,"Sergio Garcia",59,71.07,995,14,"TenthTeeEarlyScoringAverage",2015
133,133,"Gonzalo Fdez Castano",81,71.11,1280,18,"TenthTeeEarlyScoringAverage",2015
134,134,"Jamie Donaldson",50,71.14,498,7,"TenthTeeEarlyScoringAverage",2015
135,135,"Chez Reavie",56,71.15,925,13,"TenthTeeEarlyScoringAverage",2015
136,136,"Bill Lunde",50,71.17,854,12,"TenthTeeEarlyScoringAverage",2015
137,137,"Louis Oosthuizen",68,71.18,783,11,"TenthTeeEarlyScoringAverage",2015
138,138,"Fabian Gomez",83,71.19,1495,21,"TenthTeeEarlyScoringAverage",2015
139,139,"Derek Ernst",75,71.2,712,10,"TenthTeeEarlyScoringAverage",2015
140,140,"Jhonattan Vegas",90,71.21,1709,24,"TenthTeeEarlyScoringAverage",2015
141,141,"Robert Garrigus",70,71.25,1140,16,"TenthTeeEarlyScoringAverage",2015
142,142,"Bo Van Pelt",81,71.26,1354,19,"TenthTeeEarlyScoringAverage",2015
143,143,"Kyle Reifers",96,71.29,998,14,"TenthTeeEarlyScoringAverage",2015
143,143,"Johnson Wagner",68,71.29,1497,21,"TenthTeeEarlyScoringAverage",2015
145,145,"Jonas Blixt",78,71.31,1141,16,"TenthTeeEarlyScoringAverage",2015
145,145,"Andrew Svoboda",80,71.31,927,13,"TenthTeeEarlyScoringAverage",2015
147,147,"Andres Romero",69,71.33,1284,18,"TenthTeeEarlyScoringAverage",2015
148,148,"Carl Pettersson",106,71.35,1427,20,"TenthTeeEarlyScoringAverage",2015
149,149,"Luke Donald",71,71.38,1142,16,"TenthTeeEarlyScoringAverage",2015
150,150,"Tom Hoge",83,71.42,1357,19,"TenthTeeEarlyScoringAverage",2015
151,151,"KJ Choi",66,71.43,1000,14,"TenthTeeEarlyScoringAverage",2015
152,152,"DA Points",72,71.44,643,9,"TenthTeeEarlyScoringAverage",2015
153,153,"Scott Piercy",90,71.46,929,13,"TenthTeeEarlyScoringAverage",2015
153,153,"Ian Poulter",68,71.46,929,13,"TenthTeeEarlyScoringAverage",2015
155,155,"Derek Fathauer",81,71.47,1358,19,"TenthTeeEarlyScoringAverage",2015
155,155,"Chesson Hadley",101,71.47,1215,17,"TenthTeeEarlyScoringAverage",2015
155,155,"SJ Park",79,71.47,1358,19,"TenthTeeEarlyScoringAverage",2015
158,158,"Graham DeLaet",65,71.5,715,10,"TenthTeeEarlyScoringAverage",2015
158,158,"Oscar Fraustro",58,71.5,715,10,"TenthTeeEarlyScoringAverage",2015
158,158,"Luke Guthrie",84,71.5,1287,18,"TenthTeeEarlyScoringAverage",2015
158,158,"Max Homa",78,71.5,1573,22,"TenthTeeEarlyScoringAverage",2015
158,158,"Geoff Ogilvy",50,71.5,429,6,"TenthTeeEarlyScoringAverage",2015
163,163,"Whee Kim",71,71.53,1216,17,"TenthTeeEarlyScoringAverage",2015
164,164,"Ricky Barnes",82,71.59,1217,17,"TenthTeeEarlyScoringAverage",2015
165,165,"Tim Wilkinson",73,71.71,1219,17,"TenthTeeEarlyScoringAverage",2015
166,166,"Roger Sloan",56,71.72,1291,18,"TenthTeeEarlyScoringAverage",2015
167,167,"Cameron Tringale",96,71.76,1794,25,"TenthTeeEarlyScoringAverage",2015
168,168,"Justin Leonard",61,71.77,933,13,"TenthTeeEarlyScoringAverage",2015
169,169,"Brian Davis",86,71.78,1651,23,"TenthTeeEarlyScoringAverage",2015
170,170,"Retief Goosen",81,71.92,863,12,"TenthTeeEarlyScoringAverage",2015
171,171,"Jim Renner",68,72,1224,17,"TenthTeeEarlyScoringAverage",2015
171,171,"John Senden",80,72,648,9,"TenthTeeEarlyScoringAverage",2015
173,173,"Blayne Barber",76,72.25,1156,16,"TenthTeeEarlyScoringAverage",2015
173,173,"Tyrone Van Aswegen",58,72.25,578,8,"TenthTeeEarlyScoringAverage",2015
175,175,"Ken Duke",93,72.38,941,13,"TenthTeeEarlyScoringAverage",2015
176,176,"Jonathan Randolph",72,72.44,1159,16,"TenthTeeEarlyScoringAverage",2015
177,177,"Roberto Castro",54,72.5,725,10,"TenthTeeEarlyScoringAverage",2015
178,178,"Andrew Putnam",68,72.63,1162,16,"TenthTeeEarlyScoringAverage",2015
179,179,"Heath Slocum",57,72.67,872,12,"TenthTeeEarlyScoringAverage",2015
180,180,"Troy Merritt",91,72.74,1382,19,"TenthTeeEarlyScoringAverage",2015
181,181,"Robert Allenby",63,72.75,1164,16,"TenthTeeEarlyScoringAverage",2015
182,182,"Padraig Harrington",60,72.82,801,11,"TenthTeeEarlyScoringAverage",2015
183,183,"Matt Every",73,73.13,1097,15,"TenthTeeEarlyScoringAverage",2015
184,184,"Charlie Beljan",76,73.58,883,12,"TenthTeeEarlyScoringAverage",2015
