"OnePuttPercentageRound3_RANKTHISWEEK_2005","OnePuttPercentageRound3_RANKLASTWEEK_2005","OnePuttPercentageRound3_PLAYERNAME_2005","OnePuttPercentageRound3__2005","OnePuttPercentageRound3_Pct_2005","OnePuttPercentageRound3_OF1PUTTS_2005","OnePuttPercentageRound3_OFHOLES_2005","stat_name","year"
1,1,"Aaron Baddeley",NA,48.89,132,270,"OnePuttPercentageRound3",2005
2,2,"Kent Jones",NA,47.71,146,306,"OnePuttPercentageRound3",2005
3,3,"Chris DiMarco",NA,46.67,126,270,"OnePuttPercentageRound3",2005
4,4,"Chris Anderson",NA,46.53,67,144,"OnePuttPercentageRound3",2005
5,5,"Billy Andrade",NA,46.3,125,270,"OnePuttPercentageRound3",2005
6,6,"Gavin Coles",NA,46.03,116,252,"OnePuttPercentageRound3",2005
7,7,"Steve Stricker",NA,45.96,91,198,"OnePuttPercentageRound3",2005
7,7,"Mark Wilson",NA,45.96,91,198,"OnePuttPercentageRound3",2005
9,9,"Larry Mize",NA,45.83,66,144,"OnePuttPercentageRound3",2005
10,10,"Matt Kuchar",NA,45.68,74,162,"OnePuttPercentageRound3",2005
11,11,"John Elliott",NA,45.37,49,108,"OnePuttPercentageRound3",2005
12,12,"Darron Stiles",NA,45.24,114,252,"OnePuttPercentageRound3",2005
13,13,"Carl Pettersson",NA,45,162,360,"OnePuttPercentageRound3",2005
14,14,"James Driscoll",NA,44.95,89,198,"OnePuttPercentageRound3",2005
14,14,"Charlie Wi",NA,44.95,89,198,"OnePuttPercentageRound3",2005
16,16,"Brian Davis",NA,44.44,120,270,"OnePuttPercentageRound3",2005
16,16,"JP Hayes",NA,44.44,88,198,"OnePuttPercentageRound3",2005
16,16,"Len Mattiace",NA,44.44,80,180,"OnePuttPercentageRound3",2005
16,16,"Shaun Micheel",NA,44.44,96,216,"OnePuttPercentageRound3",2005
16,16,"Tag Ridings",NA,44.44,128,288,"OnePuttPercentageRound3",2005
21,21,"Michael Allen",NA,44.07,119,270,"OnePuttPercentageRound3",2005
22,22,"Todd Fischer",NA,43.7,118,270,"OnePuttPercentageRound3",2005
23,23,"Kevin Na",NA,43.65,110,252,"OnePuttPercentageRound3",2005
24,24,"Joe Ogilvie",NA,43.61,157,360,"OnePuttPercentageRound3",2005
25,25,"Brett Wetterich",NA,43.43,86,198,"OnePuttPercentageRound3",2005
25,25,"Jay Williamson",NA,43.43,86,198,"OnePuttPercentageRound3",2005
27,27,"Phillip Price",NA,43.16,101,234,"OnePuttPercentageRound3",2005
28,28,"Phil Mickelson",NA,42.9,139,324,"OnePuttPercentageRound3",2005
29,29,"Brad Faxon",NA,42.86,108,252,"OnePuttPercentageRound3",2005
30,30,"Steve Lowery",NA,42.81,131,306,"OnePuttPercentageRound3",2005
31,31,"Doug Barron",NA,42.59,92,216,"OnePuttPercentageRound3",2005
32,32,"Paul Azinger",NA,42.42,84,198,"OnePuttPercentageRound3",2005
33,33,"Jeff Brehaut",NA,42.31,99,234,"OnePuttPercentageRound3",2005
34,34,"KJ Choi",NA,42.22,114,270,"OnePuttPercentageRound3",2005
34,34,"Bob Heintz",NA,42.22,76,180,"OnePuttPercentageRound3",2005
36,36,"David Toms",NA,42.16,129,306,"OnePuttPercentageRound3",2005
37,37,"Jose Maria Olazabal",NA,42.13,91,216,"OnePuttPercentageRound3",2005
38,38,"Daniel Chopra",NA,42.11,144,342,"OnePuttPercentageRound3",2005
38,38,"Zach Johnson",NA,42.11,144,342,"OnePuttPercentageRound3",2005
40,40,"Ryuji Imada",NA,42.06,106,252,"OnePuttPercentageRound3",2005
41,41,"Marco Dawson",NA,41.98,136,324,"OnePuttPercentageRound3",2005
42,42,"Woody Austin",NA,41.8,158,378,"OnePuttPercentageRound3",2005
43,43,"Arjun Atwal",NA,41.67,120,288,"OnePuttPercentageRound3",2005
43,43,"DA Points",NA,41.67,105,252,"OnePuttPercentageRound3",2005
43,43,"Vaughn Taylor",NA,41.67,150,360,"OnePuttPercentageRound3",2005
46,46,"Brett Quigley",NA,41.5,127,306,"OnePuttPercentageRound3",2005
47,47,"Jim Furyk",NA,41.27,156,378,"OnePuttPercentageRound3",2005
47,47,"Geoff Ogilvy",NA,41.27,156,378,"OnePuttPercentageRound3",2005
49,49,"Stephen Ames",NA,41.18,126,306,"OnePuttPercentageRound3",2005
50,50,"Hunter Haas",NA,41.03,96,234,"OnePuttPercentageRound3",2005
