"AveragePuttingDistanceAll3putts_RANKTHISWEEK_2006","AveragePuttingDistanceAll3putts_RANKLASTWEEK_2006","AveragePuttingDistanceAll3putts_PLAYERNAME_2006","AveragePuttingDistanceAll3putts_ROUNDS_2006","AveragePuttingDistanceAll3putts_AVG_2006","AveragePuttingDistanceAll3putts_DISTANCEFEET_2006","AveragePuttingDistanceAll3putts_TOTALPUTTS_2006","stat_name","year"
1,1,"Brent Geiberger",99,NA,2268.833,44,"AveragePuttingDistanceAll3putts",2006
2,2,"Geoff Ogilvy",76,NA,1380.667,28,"AveragePuttingDistanceAll3putts",2006
3,3,"Luke Donald",66,NA,1081.5,22,"AveragePuttingDistanceAll3putts",2006
4,4,"Scott Verplank",88,NA,1279.917,27,"AveragePuttingDistanceAll3putts",2006
5,5,"Paul Stankowski",70,NA,1879.917,40,"AveragePuttingDistanceAll3putts",2006
6,6,"David Branshaw",98,NA,2714.75,58,"AveragePuttingDistanceAll3putts",2006
7,7,"Steve Stricker",64,NA,462.667,10,"AveragePuttingDistanceAll3putts",2006
8,8,"Heath Slocum",96,NA,1843.833,40,"AveragePuttingDistanceAll3putts",2006
9,9,"Chris Smith",67,NA,2181.167,48,"AveragePuttingDistanceAll3putts",2006
10,10,"Ryuji Imada",105,NA,1721.5,38,"AveragePuttingDistanceAll3putts",2006
11,11,"Bernhard Langer",77,NA,1446.5,32,"AveragePuttingDistanceAll3putts",2006
12,12,"Daniel Chopra",110,NA,1398.583,31,"AveragePuttingDistanceAll3putts",2006
13,13,"Trevor Immelman",86,NA,1619.5,36,"AveragePuttingDistanceAll3putts",2006
14,14,"Stuart Appleby",83,NA,1258.25,28,"AveragePuttingDistanceAll3putts",2006
15,15,"Marco Dawson",87,NA,1425.417,32,"AveragePuttingDistanceAll3putts",2006
15,15,"Kevin Sutherland",100,NA,2139.667,48,"AveragePuttingDistanceAll3putts",2006
17,17,"Tom Lehman",70,NA,1243.5,28,"AveragePuttingDistanceAll3putts",2006
18,18,"Bart Bryant",87,NA,1727.333,39,"AveragePuttingDistanceAll3putts",2006
19,19,"Mike Sposa",68,NA,1723.167,39,"AveragePuttingDistanceAll3putts",2006
20,20,"Retief Goosen",68,NA,659.5,15,"AveragePuttingDistanceAll3putts",2006
20,20,"Justin Rose",98,NA,1759.417,40,"AveragePuttingDistanceAll3putts",2006
22,22,"Eric Axley",91,NA,1269.75,29,"AveragePuttingDistanceAll3putts",2006
23,23,"Jose Maria Olazabal",62,NA,648.833,15,"AveragePuttingDistanceAll3putts",2006
24,24,"Jason Bohn",104,NA,2287.833,53,"AveragePuttingDistanceAll3putts",2006
24,24,"John Cook",67,NA,1468.333,34,"AveragePuttingDistanceAll3putts",2006
26,26,"John Engler Jr",69,NA,1462.5,34,"AveragePuttingDistanceAll3putts",2006
26,26,"Joey Sindelar",90,NA,2234.167,52,"AveragePuttingDistanceAll3putts",2006
28,28,"Olin Browne",108,NA,1759.75,41,"AveragePuttingDistanceAll3putts",2006
29,29,"Greg Chalmers",71,NA,1327.917,31,"AveragePuttingDistanceAll3putts",2006
30,30,"Bill Haas",99,NA,1710.75,40,"AveragePuttingDistanceAll3putts",2006
31,31,"Robert Allenby",79,NA,1151.167,27,"AveragePuttingDistanceAll3putts",2006
31,31,"John Rollins",93,NA,1621.167,38,"AveragePuttingDistanceAll3putts",2006
33,33,"Stewart Cink",93,NA,1150.25,27,"AveragePuttingDistanceAll3putts",2006
33,33,"Steve Lowery",99,NA,1787.667,42,"AveragePuttingDistanceAll3putts",2006
35,35,"Phil Mickelson",74,NA,848.583,20,"AveragePuttingDistanceAll3putts",2006
35,35,"Arron Oberholser",82,NA,1611.417,38,"AveragePuttingDistanceAll3putts",2006
37,37,"Jon Mills",68,NA,1227.75,29,"AveragePuttingDistanceAll3putts",2006
38,38,"Bob Estes",85,NA,1477.333,35,"AveragePuttingDistanceAll3putts",2006
39,39,"Paul Azinger",87,NA,1266.167,30,"AveragePuttingDistanceAll3putts",2006
39,39,"Zach Johnson",98,NA,1180.167,28,"AveragePuttingDistanceAll3putts",2006
39,39,"Len Mattiace",59,NA,1348.667,32,"AveragePuttingDistanceAll3putts",2006
42,42,"Shaun Micheel",96,NA,1261.833,30,"AveragePuttingDistanceAll3putts",2006
42,42,"Carl Pettersson",95,NA,1936.25,46,"AveragePuttingDistanceAll3putts",2006
44,44,"John Daly",51,NA,1470.667,35,"AveragePuttingDistanceAll3putts",2006
44,44,"Vaughn Taylor",88,NA,1679.833,40,"AveragePuttingDistanceAll3putts",2006
44,44,"Jimmy Walker",60,NA,965.5,23,"AveragePuttingDistanceAll3putts",2006
44,44,"Nick Watney",97,NA,2603.5,62,"AveragePuttingDistanceAll3putts",2006
48,48,"Mark Brooks",90,NA,1341.917,32,"AveragePuttingDistanceAll3putts",2006
48,48,"Chris Couch",75,NA,1844.833,44,"AveragePuttingDistanceAll3putts",2006
48,48,"Skip Kendall",72,NA,1047.75,25,"AveragePuttingDistanceAll3putts",2006
51,51,"Tag Ridings",103,NA,1923.5,46,"AveragePuttingDistanceAll3putts",2006
52,52,"Brad Faxon",78,NA,1170.083,28,"AveragePuttingDistanceAll3putts",2006
53,53,"Brian Davis",92,NA,2249.083,54,"AveragePuttingDistanceAll3putts",2006
53,53,"Hunter Mahan",98,NA,2415.333,58,"AveragePuttingDistanceAll3putts",2006
53,53,"Bob May",65,NA,1166.417,28,"AveragePuttingDistanceAll3putts",2006
56,56,"Henrik Bjornstad",97,NA,2160.167,52,"AveragePuttingDistanceAll3putts",2006
56,56,"KJ Choi",93,NA,1497.75,36,"AveragePuttingDistanceAll3putts",2006
56,56,"Jason Schultz",77,NA,1497.167,36,"AveragePuttingDistanceAll3putts",2006
56,56,"Charles Warren",93,NA,2121.583,51,"AveragePuttingDistanceAll3putts",2006
60,60,"Brett Wetterich",82,NA,1575.25,38,"AveragePuttingDistanceAll3putts",2006
61,61,"Mathias Gronberg",92,NA,1777.667,43,"AveragePuttingDistanceAll3putts",2006
61,61,"JJ Henry",96,NA,1321.333,32,"AveragePuttingDistanceAll3putts",2006
61,61,"Brett Quigley",109,NA,1983,48,"AveragePuttingDistanceAll3putts",2006
64,64,"Freddie Jacobson",56,NA,1031.5,25,"AveragePuttingDistanceAll3putts",2006
65,65,"Jeff Gove",91,NA,2059.083,50,"AveragePuttingDistanceAll3putts",2006
66,66,"Rod Pampling",89,NA,1108.333,27,"AveragePuttingDistanceAll3putts",2006
66,66,"Corey Pavin",74,NA,1026.833,25,"AveragePuttingDistanceAll3putts",2006
68,68,"Ryan Hietala",61,NA,1066.917,26,"AveragePuttingDistanceAll3putts",2006
69,69,"Michael Allen",84,NA,1062.833,26,"AveragePuttingDistanceAll3putts",2006
69,69,"Jeff Brehaut",100,NA,2086.25,51,"AveragePuttingDistanceAll3putts",2006
69,69,"Brandt Jobe",91,NA,1268.333,31,"AveragePuttingDistanceAll3putts",2006
72,72,"Sergio Garcia",59,NA,1264.417,31,"AveragePuttingDistanceAll3putts",2006
72,72,"Charles Howell III",96,NA,1957.083,48,"AveragePuttingDistanceAll3putts",2006
74,74,"David Duval",71,NA,1343.167,33,"AveragePuttingDistanceAll3putts",2006
74,74,"Kent Jones",103,NA,1991.417,49,"AveragePuttingDistanceAll3putts",2006
74,74,"John Senden",96,NA,1950.167,48,"AveragePuttingDistanceAll3putts",2006
74,74,"Bubba Watson",83,NA,1788.083,44,"AveragePuttingDistanceAll3putts",2006
78,78,"Carlos Franco",86,NA,2354.25,58,"AveragePuttingDistanceAll3putts",2006
79,79,"Jonathan Byrd",66,NA,1214.333,30,"AveragePuttingDistanceAll3putts",2006
79,79,"James Driscoll",80,NA,2347.25,58,"AveragePuttingDistanceAll3putts",2006
81,81,"Bubba Dickerson",98,NA,2143.25,53,"AveragePuttingDistanceAll3putts",2006
81,81,"Justin Leonard",83,NA,1011.083,25,"AveragePuttingDistanceAll3putts",2006
81,81,"Shigeki Maruyama",94,NA,1575.75,39,"AveragePuttingDistanceAll3putts",2006
84,84,"Jerry Kelly",100,NA,1775.5,44,"AveragePuttingDistanceAll3putts",2006
85,85,"Richard Johnson",94,NA,1085.75,27,"AveragePuttingDistanceAll3putts",2006
86,86,"Jim Furyk",89,NA,803,20,"AveragePuttingDistanceAll3putts",2006
86,86,"Jonathan Kaye",95,NA,2528.833,63,"AveragePuttingDistanceAll3putts",2006
86,86,"DA Points",82,NA,1324.917,33,"AveragePuttingDistanceAll3putts",2006
86,86,"Duffy Waldorf",96,NA,1768.333,44,"AveragePuttingDistanceAll3putts",2006
90,90,"Briny Baird",81,NA,1524,38,"AveragePuttingDistanceAll3putts",2006
91,91,"Stephen Leaney",84,NA,1236.5,31,"AveragePuttingDistanceAll3putts",2006
92,92,"Greg Kraft",79,NA,1194.917,30,"AveragePuttingDistanceAll3putts",2006
93,93,"Ron Whittaker",81,NA,1471.083,37,"AveragePuttingDistanceAll3putts",2006
94,94,"Craig Barlow",77,NA,1349.833,34,"AveragePuttingDistanceAll3putts",2006
94,94,"Billy Mayfair",94,NA,1586.917,40,"AveragePuttingDistanceAll3putts",2006
94,94,"Tom Pernice Jr",108,NA,2020.917,51,"AveragePuttingDistanceAll3putts",2006
94,94,"Rory Sabbatini",84,NA,1467.5,37,"AveragePuttingDistanceAll3putts",2006
