"Round2ScoringAverage_RANKTHISWEEK_2015","Round2ScoringAverage_RANKLASTWEEK_2015","Round2ScoringAverage_PLAYERNAME_2015","Round2ScoringAverage__2015","Round2ScoringAverage_AVG_2015","Round2ScoringAverage_TOTALSTROKES_2015","Round2ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Jordan Spieth",NA,68.67,1648,24,"Round2ScoringAverage",2015
2,2,"Henrik Stenson",NA,69,1035,15,"Round2ScoringAverage",2015
3,3,"Brendan Steele",NA,69.04,1588,23,"Round2ScoringAverage",2015
4,4,"Jason Day",NA,69.21,1315,19,"Round2ScoringAverage",2015
5,5,"Russell Knox",NA,69.22,1869,27,"Round2ScoringAverage",2015
6,6,"Zac Blair",NA,69.28,2217,32,"Round2ScoringAverage",2015
7,7,"Nick Watney",NA,69.32,1941,28,"Round2ScoringAverage",2015
8,8,"Tony Finau",NA,69.42,2152,31,"Round2ScoringAverage",2015
9,9,"Louis Oosthuizen",NA,69.44,1250,18,"Round2ScoringAverage",2015
10,10,"Brendon de Jonge",NA,69.48,2154,31,"Round2ScoringAverage",2015
11,11,"Matt Jones",NA,69.5,1668,24,"Round2ScoringAverage",2015
11,11,"Justin Thomas",NA,69.5,2085,30,"Round2ScoringAverage",2015
13,13,"Kevin Na",NA,69.52,1738,25,"Round2ScoringAverage",2015
14,14,"Brooks Koepka",NA,69.55,1530,22,"Round2ScoringAverage",2015
15,15,"Jason Bohn",NA,69.56,1878,27,"Round2ScoringAverage",2015
16,16,"Jimmy Walker",NA,69.57,1600,23,"Round2ScoringAverage",2015
17,17,"Chad Collins",NA,69.58,1670,24,"Round2ScoringAverage",2015
18,18,"Justin Rose",NA,69.63,1323,19,"Round2ScoringAverage",2015
19,19,"Charles Howell III",NA,69.67,2090,30,"Round2ScoringAverage",2015
20,20,"Patrick Rodgers",NA,69.69,1115,16,"Round2ScoringAverage",2015
21,21,"Jerry Kelly",NA,69.75,1674,24,"Round2ScoringAverage",2015
22,22,"John Huh",NA,69.77,2093,30,"Round2ScoringAverage",2015
23,23,"Bubba Watson",NA,69.78,1256,18,"Round2ScoringAverage",2015
24,24,"Harris English",NA,69.79,1954,28,"Round2ScoringAverage",2015
25,25,"Danny Lee",NA,69.83,2444,35,"Round2ScoringAverage",2015
26,26,"Graham DeLaet",NA,69.84,1327,19,"Round2ScoringAverage",2015
27,27,"Hideki Matsuyama",NA,69.88,1677,24,"Round2ScoringAverage",2015
28,28,"Steve Wheatcroft",NA,69.89,1887,27,"Round2ScoringAverage",2015
29,29,"Hudson Swafford",NA,69.9,2027,29,"Round2ScoringAverage",2015
30,30,"Matt Kuchar",NA,69.92,1678,24,"Round2ScoringAverage",2015
30,30,"Patrick Reed",NA,69.92,1818,26,"Round2ScoringAverage",2015
30,30,"Shawn Stefani",NA,69.92,1818,26,"Round2ScoringAverage",2015
33,33,"George McNeill",NA,69.93,1888,27,"Round2ScoringAverage",2015
34,34,"Carl Pettersson",NA,69.94,2168,31,"Round2ScoringAverage",2015
35,35,"Russell Henley",NA,69.96,1609,23,"Round2ScoringAverage",2015
36,36,"Chad Campbell",NA,70,2100,30,"Round2ScoringAverage",2015
36,36,"Paul Casey",NA,70,1540,22,"Round2ScoringAverage",2015
36,36,"Sergio Garcia",NA,70,980,14,"Round2ScoringAverage",2015
36,36,"Charley Hoffman",NA,70,1890,27,"Round2ScoringAverage",2015
36,36,"Zach Johnson",NA,70,1680,24,"Round2ScoringAverage",2015
36,36,"Cameron Percy",NA,70,1540,22,"Round2ScoringAverage",2015
36,36,"Pat Perez",NA,70,1820,26,"Round2ScoringAverage",2015
36,36,"Nick Taylor",NA,70,1960,28,"Round2ScoringAverage",2015
44,44,"Tom Hoge",NA,70.04,1751,25,"Round2ScoringAverage",2015
44,44,"Michael Putnam",NA,70.04,1891,27,"Round2ScoringAverage",2015
46,46,"Dustin Johnson",NA,70.05,1331,19,"Round2ScoringAverage",2015
47,47,"Scott Brown",NA,70.07,2102,30,"Round2ScoringAverage",2015
48,48,"Steven Bowditch",NA,70.1,2173,31,"Round2ScoringAverage",2015
