"GreensorFringeinRegulation_RANKTHISWEEK_2008","GreensorFringeinRegulation_RANKLASTWEEK_2008","GreensorFringeinRegulation_PLAYERNAME_2008","GreensorFringeinRegulation_ROUNDS_2008","GreensorFringeinRegulation_Pct_2008","GreensorFringeinRegulation_TOTALHIT_2008","GreensorFringeinRegulation_TOTALATTEMPTS_2008","GreensorFringeinRegulation_RTPSCORE_2008","stat_name","year"
27,27,"Chad Campbell",94,73.14,1119,1530,-288,"GreensorFringeinRegulation",2008
28,28,"Gavin Coles",54,73.11,579,792,-135,"GreensorFringeinRegulation",2008
29,29,"Mathew Goggin",91,73.1,1079,1476,-253,"GreensorFringeinRegulation",2008
30,30,"Jim Furyk",95,73.04,986,1350,-240,"GreensorFringeinRegulation",2008
31,31,"Justin Leonard",101,72.98,959,1314,-257,"GreensorFringeinRegulation",2008
31,31,"Chris Stroud",81,72.98,867,1188,-169,"GreensorFringeinRegulation",2008
33,33,"Robert Garrigus",90,72.93,1129,1548,-279,"GreensorFringeinRegulation",2008
34,34,"Scott Sterling",89,72.9,971,1332,-196,"GreensorFringeinRegulation",2008
35,35,"Bob Estes",90,72.87,1128,1548,-255,"GreensorFringeinRegulation",2008
36,36,"Ryan Palmer",69,72.78,786,1080,-232,"GreensorFringeinRegulation",2008
37,37,"Billy Mayfair",103,72.75,1244,1710,-245,"GreensorFringeinRegulation",2008
38,38,"Kevin Streelman",114,72.62,1268,1746,-305,"GreensorFringeinRegulation",2008
39,39,"KJ Choi",74,72.61,745,1026,-183,"GreensorFringeinRegulation",2008
40,40,"Steve Elkington",84,72.6,954,1314,-229,"GreensorFringeinRegulation",2008
41,41,"John Merrick",98,72.58,1006,1386,-214,"GreensorFringeinRegulation",2008
41,41,"DJ Trahan",94,72.58,1019,1404,-235,"GreensorFringeinRegulation",2008
43,43,"Kenny Perry",97,72.52,1201,1656,-293,"GreensorFringeinRegulation",2008
43,43,"David Toms",70,72.52,731,1008,-176,"GreensorFringeinRegulation",2008
45,45,"Chez Reavie",102,72.47,1174,1620,-247,"GreensorFringeinRegulation",2008
46,46,"Paul Casey",55,72.38,469,648,-109,"GreensorFringeinRegulation",2008
47,47,"Stephen Ames",83,72.28,858,1187,-220,"GreensorFringeinRegulation",2008
48,48,"George McNeill",97,72.16,1169,1620,-286,"GreensorFringeinRegulation",2008
48,48,"Bo Van Pelt",101,72.16,1208,1674,-272,"GreensorFringeinRegulation",2008
50,50,"Michael Allen",91,72.08,1012,1404,-254,"GreensorFringeinRegulation",2008
51,51,"Camilo Villegas",79,72.05,817,1134,-231,"GreensorFringeinRegulation",2008
51,51,"Mike Weir",88,72.05,856,1188,-222,"GreensorFringeinRegulation",2008
53,53,"Ted Purdy",68,72.03,765,1062,-132,"GreensorFringeinRegulation",2008
54,54,"Scott Verplank",82,71.97,842,1170,-200,"GreensorFringeinRegulation",2008
55,55,"Ron Whittaker",54,71.95,531,738,-100,"GreensorFringeinRegulation",2008
56,56,"Sergio Garcia",72,71.83,724,1008,-185,"GreensorFringeinRegulation",2008
57,57,"Troy Matteson",94,71.79,1150,1602,-252,"GreensorFringeinRegulation",2008
58,58,"Charles Howell III",101,71.78,1124,1566,-276,"GreensorFringeinRegulation",2008
59,59,"Martin Laird",98,71.76,1098,1530,-281,"GreensorFringeinRegulation",2008
60,60,"Ben Crane",86,71.7,968,1350,-252,"GreensorFringeinRegulation",2008
61,61,"Carlos Franco",73,71.69,813,1134,-191,"GreensorFringeinRegulation",2008
61,61,"Mark Wilson",107,71.69,1342,1872,-331,"GreensorFringeinRegulation",2008
63,63,"Charlie Wi",97,71.65,1135,1584,-255,"GreensorFringeinRegulation",2008
64,64,"Steve Flesch",95,71.6,1044,1458,-235,"GreensorFringeinRegulation",2008
65,65,"Phil Mickelson",80,71.56,760,1062,-221,"GreensorFringeinRegulation",2008
66,66,"Rich Beem",90,71.52,1017,1422,-234,"GreensorFringeinRegulation",2008
67,67,"Charles Warren",79,71.47,952,1332,-188,"GreensorFringeinRegulation",2008
68,68,"Tim Clark",90,71.39,938,1314,-235,"GreensorFringeinRegulation",2008
69,69,"Nick OHern",82,71.36,912,1278,-221,"GreensorFringeinRegulation",2008
70,70,"Bart Bryant",81,71.31,860,1206,-170,"GreensorFringeinRegulation",2008
70,70,"Jeff Maggert",86,71.31,1014,1422,-213,"GreensorFringeinRegulation",2008
72,72,"Mark Calcavecchia",67,71.3,693,972,-160,"GreensorFringeinRegulation",2008
72,72,"Bill Haas",99,71.3,1155,1620,-295,"GreensorFringeinRegulation",2008
72,72,"Todd Hamilton",92,71.3,949,1331,-213,"GreensorFringeinRegulation",2008
75,75,"Brian Davis",108,71.24,1308,1836,-293,"GreensorFringeinRegulation",2008
76,76,"Richard Johnson",60,71.2,628,882,-117,"GreensorFringeinRegulation",2008
77,77,"Justin Bolli",87,71.16,935,1314,-179,"GreensorFringeinRegulation",2008
78,78,"Charley Hoffman",94,71.12,1101,1548,-262,"GreensorFringeinRegulation",2008
79,79,"Matt Kuchar",88,71.11,896,1260,-196,"GreensorFringeinRegulation",2008
80,80,"Scott McCarron",63,71.09,691,972,-157,"GreensorFringeinRegulation",2008
81,81,"Steve Allan",58,71.06,614,864,-147,"GreensorFringeinRegulation",2008
82,82,"Lucas Glover",91,70.95,1060,1494,-252,"GreensorFringeinRegulation",2008
83,83,"Brandt Jobe",52,70.92,600,846,-127,"GreensorFringeinRegulation",2008
84,84,"Tom Lehman",51,70.91,485,684,-96,"GreensorFringeinRegulation",2008
85,85,"Davis Love III",78,70.85,829,1170,-205,"GreensorFringeinRegulation",2008
86,86,"Tommy Armour III",77,70.79,841,1188,-180,"GreensorFringeinRegulation",2008
87,87,"Brett Quigley",80,70.78,930,1314,-212,"GreensorFringeinRegulation",2008
87,87,"Kevin Stadler",90,70.78,930,1314,-216,"GreensorFringeinRegulation",2008
89,89,"Anthony Kim",81,70.77,828,1170,-233,"GreensorFringeinRegulation",2008
90,90,"Dean Wilson",109,70.73,1184,1674,-281,"GreensorFringeinRegulation",2008
91,91,"Olin Browne",77,70.71,891,1260,-148,"GreensorFringeinRegulation",2008
92,92,"Dudley Hart",74,70.65,852,1206,-197,"GreensorFringeinRegulation",2008
93,93,"Geoff Ogilvy",65,70.63,623,882,-150,"GreensorFringeinRegulation",2008
94,94,"Brad Adamonis",87,70.61,966,1368,-217,"GreensorFringeinRegulation",2008
95,95,"Fred Couples",60,70.59,648,918,-173,"GreensorFringeinRegulation",2008
96,96,"Omar Uresti",74,70.55,800,1134,-164,"GreensorFringeinRegulation",2008
97,97,"Angel Cabrera",55,70.51,495,702,-125,"GreensorFringeinRegulation",2008
97,97,"Rod Pampling",83,70.51,863,1224,-191,"GreensorFringeinRegulation",2008
99,99,"Doug LaBelle II",65,70.48,647,918,-139,"GreensorFringeinRegulation",2008
100,100,"Cameron Beckman",87,70.42,938,1332,-211,"GreensorFringeinRegulation",2008
101,101,"Ryan Armour",87,70.39,963,1368,-217,"GreensorFringeinRegulation",2008
102,102,"Brad Elder",67,70.37,684,972,-152,"GreensorFringeinRegulation",2008
103,103,"Stuart Appleby",87,70.32,848,1206,-205,"GreensorFringeinRegulation",2008
103,103,"Adam Scott",51,70.32,443,630,-111,"GreensorFringeinRegulation",2008
105,105,"Tom Pernice Jr",104,70.29,1240,1764,-305,"GreensorFringeinRegulation",2008
106,106,"Jeff Overton",103,70.21,1150,1638,-280,"GreensorFringeinRegulation",2008
107,107,"Jason Day",81,70.2,973,1386,-236,"GreensorFringeinRegulation",2008
108,108,"Peter Lonard",92,70.14,1010,1440,-224,"GreensorFringeinRegulation",2008
108,108,"YE Yang",89,70.14,1010,1440,-221,"GreensorFringeinRegulation",2008
110,110,"John Rollins",94,70.11,997,1422,-227,"GreensorFringeinRegulation",2008
111,111,"Jon Mills",95,70.09,984,1404,-203,"GreensorFringeinRegulation",2008
112,112,"Vaughn Taylor",103,70.04,1185,1692,-294,"GreensorFringeinRegulation",2008
113,113,"Robert Gamez",79,70.03,895,1278,-163,"GreensorFringeinRegulation",2008
114,114,"Ben Curtis",80,70.02,794,1134,-191,"GreensorFringeinRegulation",2008
114,114,"Jim McGovern",75,70.02,794,1134,-160,"GreensorFringeinRegulation",2008
116,116,"Jonathan Byrd",88,69.99,970,1386,-243,"GreensorFringeinRegulation",2008
117,117,"Jerry Kelly",89,69.97,932,1332,-205,"GreensorFringeinRegulation",2008
118,118,"Tag Ridings",88,69.96,1020,1458,-237,"GreensorFringeinRegulation",2008
119,119,"Glen Day",64,69.94,705,1008,-166,"GreensorFringeinRegulation",2008
120,120,"Tim Wilkinson",95,69.93,1007,1440,-228,"GreensorFringeinRegulation",2008
121,121,"Paul Claxton",63,69.89,629,900,-127,"GreensorFringeinRegulation",2008
122,122,"Trevor Immelman",70,69.86,679,972,-139,"GreensorFringeinRegulation",2008
123,123,"Kenneth Ferrie",72,69.81,754,1080,-154,"GreensorFringeinRegulation",2008
124,124,"Will Ma Kenzie",62,69.79,716,1026,-157,"GreensorFringeinRegulation",2008
125,125,"Tim Herron",97,69.67,1091,1566,-261,"GreensorFringeinRegulation",2008
126,126,"Brenden Pappas",66,69.64,702,1008,-182,"GreensorFringeinRegulation",2008
127,127,"Cliff Kresge",84,69.63,915,1314,-180,"GreensorFringeinRegulation",2008
128,128,"Tommy Gainey",60,69.57,576,828,-133,"GreensorFringeinRegulation",2008
129,129,"Bob Sowards",61,69.55,651,936,-142,"GreensorFringeinRegulation",2008
130,130,"Michael Letzig",88,69.52,926,1332,-240,"GreensorFringeinRegulation",2008
130,130,"Joe Ogilvie",100,69.52,1088,1565,-279,"GreensorFringeinRegulation",2008
132,132,"Shane Bertsch",96,69.51,1126,1620,-268,"GreensorFringeinRegulation",2008
133,133,"Billy Andrade",71,69.44,775,1116,-137,"GreensorFringeinRegulation",2008
134,134,"Todd Demsey",80,69.41,887,1278,-202,"GreensorFringeinRegulation",2008
135,135,"JB Holmes",86,69.4,862,1242,-224,"GreensorFringeinRegulation",2008
136,136,"Ken Duke",116,69.37,1311,1890,-352,"GreensorFringeinRegulation",2008
137,137,"Steve Stricker",75,69.35,724,1044,-193,"GreensorFringeinRegulation",2008
138,138,"Nicholas Thompson",113,69.33,1198,1728,-270,"GreensorFringeinRegulation",2008
139,139,"Alex Cejka",75,69.26,748,1080,-147,"GreensorFringeinRegulation",2008
140,140,"Patrick Sheehan",124,69.21,1308,1890,-310,"GreensorFringeinRegulation",2008
141,141,"Mark Hensby",71,69.18,797,1152,-198,"GreensorFringeinRegulation",2008
142,142,"James Driscoll",85,69.15,946,1368,-239,"GreensorFringeinRegulation",2008
143,143,"Sean OHair",81,69.12,846,1224,-191,"GreensorFringeinRegulation",2008
144,144,"Lee Janzen",89,69.11,933,1350,-210,"GreensorFringeinRegulation",2008
145,145,"Brian Gay",102,69.06,1069,1548,-277,"GreensorFringeinRegulation",2008
146,146,"Frank Lickliter II",107,69,1242,1800,-307,"GreensorFringeinRegulation",2008
146,146,"Tim Petrovic",97,69,1006,1458,-224,"GreensorFringeinRegulation",2008
148,148,"Nick Flanagan",89,68.96,993,1440,-215,"GreensorFringeinRegulation",2008
149,149,"Tom Scherrer",56,68.94,546,792,-124,"GreensorFringeinRegulation",2008
150,150,"Marc Turnesa",87,68.93,943,1368,-243,"GreensorFringeinRegulation",2008
151,151,"Dustin Johnson",92,68.84,1003,1457,-249,"GreensorFringeinRegulation",2008
152,152,"Ernie Els",51,68.83,446,648,-107,"GreensorFringeinRegulation",2008
153,153,"Aaron Baddeley",76,68.7,742,1080,-221,"GreensorFringeinRegulation",2008
154,154,"Rocco Mediate",87,68.6,852,1242,-178,"GreensorFringeinRegulation",2008
155,155,"Carl Pettersson",110,68.56,1197,1746,-311,"GreensorFringeinRegulation",2008
156,156,"Freddie Jacobson",78,68.49,789,1152,-198,"GreensorFringeinRegulation",2008
157,157,"Kevin Na",97,68.44,1121,1638,-285,"GreensorFringeinRegulation",2008
158,158,"Padraig Harrington",52,68.4,394,576,-104,"GreensorFringeinRegulation",2008
159,159,"Chris DiMarco",87,68.27,934,1368,-213,"GreensorFringeinRegulation",2008
160,160,"Jason Allred",63,68.22,614,900,-127,"GreensorFringeinRegulation",2008
160,160,"Johnson Wagner",83,68.22,835,1224,-186,"GreensorFringeinRegulation",2008
162,162,"Ryuji Imada",80,68.14,834,1224,-214,"GreensorFringeinRegulation",2008
163,163,"Kyle Thompson",70,68.03,698,1026,-142,"GreensorFringeinRegulation",2008
164,164,"Jin Park",85,68.02,857,1260,-172,"GreensorFringeinRegulation",2008
165,165,"David Lutterus",59,68,612,900,-108,"GreensorFringeinRegulation",2008
166,166,"Brandt Snedeker",85,67.99,820,1206,-193,"GreensorFringeinRegulation",2008
167,167,"Stephen Leaney",53,67.9,550,810,-99,"GreensorFringeinRegulation",2008
168,168,"Paul Goydos",78,67.83,818,1206,-187,"GreensorFringeinRegulation",2008
169,169,"Jeff Quinney",87,67.81,891,1314,-228,"GreensorFringeinRegulation",2008
170,170,"Craig Kanada",65,67.68,670,990,-154,"GreensorFringeinRegulation",2008
171,171,"Mathias Gronberg",87,67.58,961,1422,-223,"GreensorFringeinRegulation",2008
172,172,"Jimmy Walker",73,67.29,751,1116,-177,"GreensorFringeinRegulation",2008
173,173,"Parker McLachlin",88,67.23,956,1422,-251,"GreensorFringeinRegulation",2008
174,174,"Retief Goosen",59,67.2,508,756,-114,"GreensorFringeinRegulation",2008
175,175,"Ryan Moore",72,67.02,760,1134,-188,"GreensorFringeinRegulation",2008
176,176,"Eric Axley",113,66.95,1181,1764,-289,"GreensorFringeinRegulation",2008
177,177,"Matt Jones",95,66.87,1011,1512,-227,"GreensorFringeinRegulation",2008
178,178,"Cody Freeman",66,66.77,661,990,-132,"GreensorFringeinRegulation",2008
179,179,"Alejandro Canizares",52,66.67,492,738,-118,"GreensorFringeinRegulation",2008
180,180,"John Mallinger",95,66.53,1006,1512,-263,"GreensorFringeinRegulation",2008
180,180,"Chris Riley",51,66.53,479,720,-106,"GreensorFringeinRegulation",2008
182,182,"Brett Rumford",72,66.3,728,1098,-175,"GreensorFringeinRegulation",2008
183,183,"Marco Dawson",64,66.26,644,972,-160,"GreensorFringeinRegulation",2008
184,184,"JP Hayes",67,66.2,750,1133,-148,"GreensorFringeinRegulation",2008
185,185,"Greg Kraft",63,66.11,595,900,-139,"GreensorFringeinRegulation",2008
186,186,"Ian Poulter",51,65.9,427,648,-98,"GreensorFringeinRegulation",2008
187,187,"Jesper Parnevik",88,65.78,888,1350,-233,"GreensorFringeinRegulation",2008
188,188,"Corey Pavin",69,65.77,663,1008,-171,"GreensorFringeinRegulation",2008
189,189,"Daniel Chopra",84,65.75,816,1241,-235,"GreensorFringeinRegulation",2008
190,190,"Chad Collins",72,65.52,743,1134,-192,"GreensorFringeinRegulation",2008
191,191,"Shigeki Maruyama",50,65.48,495,756,-99,"GreensorFringeinRegulation",2008
192,192,"Steve Lowery",74,65.42,789,1206,-179,"GreensorFringeinRegulation",2008
193,193,"Travis Perkins",53,65,468,720,-85,"GreensorFringeinRegulation",2008
194,194,"Nathan Green",95,64.9,1063,1638,-290,"GreensorFringeinRegulation",2008
195,195,"Andres Romero",69,64.74,571,882,-152,"GreensorFringeinRegulation",2008
196,196,"David Duval",51,63.28,467,738,-93,"GreensorFringeinRegulation",2008
