"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2008","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2008","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2008","TenthTeeLateRound4ScoringAverage__2008","TenthTeeLateRound4ScoringAverage_AVG_2008","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2008","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Dustin Johnson",NA,63,63,1,"TenthTeeLateRound4ScoringAverage",2008
1,1,"Matt Kuchar",NA,63,63,1,"TenthTeeLateRound4ScoringAverage",2008
3,3,"Bob Tway",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2008
4,4,"Tim Herron",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2008
4,4,"Michael Letzig",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2008
4,4,"Davis Love III",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2008
4,4,"Ron Whittaker",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2008
8,8,"KJ Choi",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2008
8,8,"Mathias Gronberg",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2008
8,8,"Anthony Kim",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2008
8,8,"Ryan Palmer",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2008
8,8,"Rory Sabbatini",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2008
13,13,"Richard Johnson",NA,66.5,133,2,"TenthTeeLateRound4ScoringAverage",2008
14,14,"DJ Trahan",NA,66.75,267,4,"TenthTeeLateRound4ScoringAverage",2008
15,15,"Ryan Armour",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2008
15,15,"Steve Flesch",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2008
15,15,"Doug LaBelle II",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2008
15,15,"Andres Romero",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2008
15,15,"Nicholas Thompson",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2008
15,15,"Nick Watney",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2008
21,21,"John Senden",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2008
21,21,"Steve Stricker",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2008
21,21,"Boo Weekley",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2008
24,24,"Fred Couples",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2008
24,24,"John Riegger",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2008
26,26,"Todd Hamilton",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2008
27,27,"John Merrick",NA,68.75,275,4,"TenthTeeLateRound4ScoringAverage",2008
