"Par4ScoringAverage_RANKTHISWEEK_2008","Par4ScoringAverage_RANKLASTWEEK_2008","Par4ScoringAverage_PLAYERNAME_2008","Par4ScoringAverage_ROUNDS_2008","Par4ScoringAverage_AVG_2008","Par4ScoringAverage_TOTALSTROKES_2008","Par4ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"John Huston",56,3.99,2348,588,"Par4ScoringAverage",2008
2,2,"Briny Baird",113,4.01,4935,1230,"Par4ScoringAverage",2008
2,2,"Ben Crane",86,4.01,3757,936,"Par4ScoringAverage",2008
2,2,"Jim Furyk",95,4.01,4139,1032,"Par4ScoringAverage",2008
2,2,"Justin Leonard",101,4.01,4209,1050,"Par4ScoringAverage",2008
2,2,"Phil Mickelson",80,4.01,3424,853,"Par4ScoringAverage",2008
2,2,"Kenny Perry",97,4.01,4254,1061,"Par4ScoringAverage",2008
2,2,"Bob Tway",70,4.01,3027,754,"Par4ScoringAverage",2008
2,2,"Mark Wilson",107,4.01,4677,1166,"Par4ScoringAverage",2008
10,10,"Steve Elkington",84,4.02,3613,899,"Par4ScoringAverage",2008
10,10,"Kevin Streelman",114,4.02,4986,1239,"Par4ScoringAverage",2008
10,10,"Charlie Wi",97,4.02,4264,1062,"Par4ScoringAverage",2008
13,13,"Michael Allen",91,4.03,3873,960,"Par4ScoringAverage",2008
13,13,"Robert Allenby",108,4.03,4663,1156,"Par4ScoringAverage",2008
13,13,"Stuart Appleby",87,4.03,3728,924,"Par4ScoringAverage",2008
13,13,"Shane Bertsch",96,4.03,4169,1034,"Par4ScoringAverage",2008
13,13,"Chad Campbell",94,4.03,4173,1036,"Par4ScoringAverage",2008
13,13,"Gavin Coles",54,4.03,2334,579,"Par4ScoringAverage",2008
13,13,"Ben Curtis",80,4.03,3575,886,"Par4ScoringAverage",2008
13,13,"Glen Day",64,4.03,2829,702,"Par4ScoringAverage",2008
13,13,"Bob Estes",90,4.03,3912,970,"Par4ScoringAverage",2008
13,13,"Brian Gay",102,4.03,4538,1127,"Par4ScoringAverage",2008
13,13,"Padraig Harrington",52,4.03,2214,550,"Par4ScoringAverage",2008
13,13,"Tim Herron",97,4.03,4298,1067,"Par4ScoringAverage",2008
13,13,"Anthony Kim",81,4.03,3655,906,"Par4ScoringAverage",2008
13,13,"Michael Letzig",88,4.03,3862,958,"Par4ScoringAverage",2008
13,13,"John Mallinger",95,4.03,4200,1041,"Par4ScoringAverage",2008
13,13,"Steve Marino",119,4.03,5259,1304,"Par4ScoringAverage",2008
13,13,"Pat Perez",93,4.03,4051,1004,"Par4ScoringAverage",2008
13,13,"Vijay Singh",82,4.03,3494,868,"Par4ScoringAverage",2008
13,13,"Kevin Sutherland",98,4.03,4322,1072,"Par4ScoringAverage",2008
13,13,"Mike Weir",88,4.03,3822,948,"Par4ScoringAverage",2008
33,33,"KJ Choi",74,4.04,3147,778,"Par4ScoringAverage",2008
33,33,"Stewart Cink",87,4.04,3486,862,"Par4ScoringAverage",2008
33,33,"Tim Clark",90,4.04,4019,994,"Par4ScoringAverage",2008
