"Last15EventsPutting_RANKTHISWEEK_2012","Last15EventsPutting_RANKLASTWEEK_2012","Last15EventsPutting_PLAYERNAME_2012","Last15EventsPutting_EVENTS_2012","Last15EventsPutting_RATING_2012","stat_name","year"
1,1,"Joey Snyder III",1,9.4,"Last15EventsPutting",2012
2,2,"Shigeki Maruyama",1,9.2,"Last15EventsPutting",2012
3,3,"Yoshinori Fujimoto",1,9,"Last15EventsPutting",2012
3,3,"Brett Wetterich",1,9,"Last15EventsPutting",2012
5,5,"Tommy Biershenk",2,8.9,"Last15EventsPutting",2012
5,5,"Jason Gore",1,8.9,"Last15EventsPutting",2012
7,7,"Eric Axley",1,8.8,"Last15EventsPutting",2012
7,7,"David Duval",2,8.8,"Last15EventsPutting",2012
7,7,"Corey Pavin",2,8.8,"Last15EventsPutting",2012
7,7,"Tadahiro Takayama",1,8.8,"Last15EventsPutting",2012
7,7,"Willie Wood",1,8.8,"Last15EventsPutting",2012
12,12,"Brian Gay",6,8.7,"Last15EventsPutting",2012
13,13,"Jonas Blixt",11,8.6,"Last15EventsPutting",2012
13,13,"Derek Ernst",1,8.6,"Last15EventsPutting",2012
13,13,"Tim Petrovic",3,8.6,"Last15EventsPutting",2012
16,16,"Fred Funk",1,8.5,"Last15EventsPutting",2012
16,16,"Skip Kendall",4,8.5,"Last15EventsPutting",2012
16,16,"Anthony Kim",3,8.5,"Last15EventsPutting",2012
16,16,"Rory Sabbatini",5,8.5,"Last15EventsPutting",2012
16,16,"YE Yang",8,8.5,"Last15EventsPutting",2012
21,21,"Aaron Baddeley",6,8.4,"Last15EventsPutting",2012
21,21,"Jason Day",8,8.4,"Last15EventsPutting",2012
21,21,"Tadd Fujikawa",1,8.4,"Last15EventsPutting",2012
21,21,"Martin Kaymer",4,8.4,"Last15EventsPutting",2012
21,21,"Kevin Kisner",5,8.4,"Last15EventsPutting",2012
21,21,"Len Mattiace",1,8.4,"Last15EventsPutting",2012
27,27,"Jason Bohn",4,8.3,"Last15EventsPutting",2012
27,27,"Daniel Chopra",6,8.3,"Last15EventsPutting",2012
27,27,"John Daly",7,8.3,"Last15EventsPutting",2012
27,27,"Chris DiMarco",6,8.3,"Last15EventsPutting",2012
27,27,"Jamie Donaldson",2,8.3,"Last15EventsPutting",2012
27,27,"Jonathan Fly",1,8.3,"Last15EventsPutting",2012
27,27,"Luke Guthrie",3,8.3,"Last15EventsPutting",2012
27,27,"Hunter Hamrick",2,8.3,"Last15EventsPutting",2012
27,27,"Billy Hurley III",4,8.3,"Last15EventsPutting",2012
27,27,"Kent Jones",2,8.3,"Last15EventsPutting",2012
27,27,"Derek Lamely",4,8.3,"Last15EventsPutting",2012
27,27,"Garth Mulroy",5,8.3,"Last15EventsPutting",2012
