"SandSavesfrom1020yards_RANKTHISWEEK_2012","SandSavesfrom1020yards_RANKLASTWEEK_2012","SandSavesfrom1020yards_PLAYERNAME_2012","SandSavesfrom1020yards_ROUNDS_2012","SandSavesfrom1020yards_Pct_2012","SandSavesfrom1020yards_OFSAVES_2012","SandSavesfrom1020yards_OFBUNKERS_2012","stat_name","year"
61,61,"Martin Flores",95,56.67,34,60,"SandSavesfrom1020yards",2012
61,61,"Edward Loar",59,56.67,17,30,"SandSavesfrom1020yards",2012
63,63,"Kevin Na",80,56.1,23,41,"SandSavesfrom1020yards",2012
64,64,"Kyle Reifers",86,56.06,37,66,"SandSavesfrom1020yards",2012
64,64,"John Rollins",81,56.06,37,66,"SandSavesfrom1020yards",2012
66,66,"JJ Killeen",101,56,56,100,"SandSavesfrom1020yards",2012
66,66,"Ryan Palmer",81,56,42,75,"SandSavesfrom1020yards",2012
68,68,"Chris Stroud",86,55.93,33,59,"SandSavesfrom1020yards",2012
69,69,"Ben Crane",73,55.88,38,68,"SandSavesfrom1020yards",2012
70,70,"Patrick Sheehan",58,55.81,24,43,"SandSavesfrom1020yards",2012
71,71,"James Driscoll",83,55.56,40,72,"SandSavesfrom1020yards",2012
71,71,"David Hearn",95,55.56,40,72,"SandSavesfrom1020yards",2012
73,73,"Scott Brown",65,55.26,21,38,"SandSavesfrom1020yards",2012
73,73,"Lee Westwood",60,55.26,21,38,"SandSavesfrom1020yards",2012
75,75,"Webb Simpson",77,55.17,32,58,"SandSavesfrom1020yards",2012
76,76,"JB Holmes",90,55,44,80,"SandSavesfrom1020yards",2012
77,77,"Kevin Chappell",91,54.93,39,71,"SandSavesfrom1020yards",2012
78,78,"Greg Owen",90,54.84,34,62,"SandSavesfrom1020yards",2012
79,79,"Charl Schwartzel",56,54.76,23,42,"SandSavesfrom1020yards",2012
80,80,"Graham DeLaet",79,54.55,36,66,"SandSavesfrom1020yards",2012
81,81,"Mark Wilson",84,54.24,32,59,"SandSavesfrom1020yards",2012
82,82,"Angel Cabrera",54,54.17,13,24,"SandSavesfrom1020yards",2012
83,83,"John Senden",81,54.05,20,37,"SandSavesfrom1020yards",2012
83,83,"Vijay Singh",99,54.05,40,74,"SandSavesfrom1020yards",2012
85,85,"Josh Teater",97,53.95,41,76,"SandSavesfrom1020yards",2012
86,86,"Kevin Kisner",69,53.85,21,39,"SandSavesfrom1020yards",2012
86,86,"Phil Mickelson",79,53.85,35,65,"SandSavesfrom1020yards",2012
88,88,"John Huh",99,53.73,36,67,"SandSavesfrom1020yards",2012
89,89,"Rickie Fowler",84,53.62,37,69,"SandSavesfrom1020yards",2012
89,89,"Charlie Wi",86,53.62,37,69,"SandSavesfrom1020yards",2012
91,91,"Stephen Ames",54,53.57,15,28,"SandSavesfrom1020yards",2012
91,91,"Harrison Frazar",56,53.57,30,56,"SandSavesfrom1020yards",2012
91,91,"Billy Horschel",63,53.57,15,28,"SandSavesfrom1020yards",2012
91,91,"Garth Mulroy",59,53.57,15,28,"SandSavesfrom1020yards",2012
95,95,"Roberto Castro",92,53.52,38,71,"SandSavesfrom1020yards",2012
96,96,"Cameron Tringale",88,53.42,39,73,"SandSavesfrom1020yards",2012
97,97,"Jason Kokrak",79,53.23,33,62,"SandSavesfrom1020yards",2012
98,98,"Jason Bohn",81,52.94,36,68,"SandSavesfrom1020yards",2012
98,98,"Ryuji Imada",78,52.94,36,68,"SandSavesfrom1020yards",2012
98,98,"Richard Lee",71,52.94,18,34,"SandSavesfrom1020yards",2012
101,101,"Colt Knost",79,52.63,30,57,"SandSavesfrom1020yards",2012
101,101,"Tiger Woods",69,52.63,20,38,"SandSavesfrom1020yards",2012
103,103,"Scott Piercy",95,52.5,42,80,"SandSavesfrom1020yards",2012
104,104,"Bo Van Pelt",84,52.46,32,61,"SandSavesfrom1020yards",2012
105,105,"Charley Hoffman",88,52.38,33,63,"SandSavesfrom1020yards",2012
106,106,"Rory Sabbatini",84,52.17,36,69,"SandSavesfrom1020yards",2012
107,107,"Tommy Gainey",98,52.04,51,98,"SandSavesfrom1020yards",2012
108,108,"Kyle Stanley",86,51.95,40,77,"SandSavesfrom1020yards",2012
109,109,"Blake Adams",107,51.85,42,81,"SandSavesfrom1020yards",2012
110,110,"Justin Leonard",79,51.79,29,56,"SandSavesfrom1020yards",2012
111,111,"Gary Woodland",70,51.16,22,43,"SandSavesfrom1020yards",2012
112,112,"Scott Dunlap",57,50,21,42,"SandSavesfrom1020yards",2012
112,112,"Hunter Mahan",88,50,33,66,"SandSavesfrom1020yards",2012
112,112,"Troy Matteson",100,50,37,74,"SandSavesfrom1020yards",2012
112,112,"Rod Pampling",88,50,33,66,"SandSavesfrom1020yards",2012
112,112,"Chez Reavie",83,50,29,58,"SandSavesfrom1020yards",2012
117,117,"Harris English",98,49.33,37,75,"SandSavesfrom1020yards",2012
118,118,"Kevin Streelman",89,49.21,31,63,"SandSavesfrom1020yards",2012
119,119,"Ernie Els",80,49.15,29,59,"SandSavesfrom1020yards",2012
120,120,"Ted Potter Jr",77,49.12,28,57,"SandSavesfrom1020yards",2012
121,121,"Cameron Beckman",81,49.02,25,51,"SandSavesfrom1020yards",2012
122,122,"Stephen Gangluff",57,48.98,24,49,"SandSavesfrom1020yards",2012
122,122,"Nick OHern",78,48.98,24,49,"SandSavesfrom1020yards",2012
124,124,"DJ Trahan",73,48.94,23,47,"SandSavesfrom1020yards",2012
125,125,"Brendon de Jonge",115,48.89,44,90,"SandSavesfrom1020yards",2012
126,126,"Kevin Stadler",85,48.44,31,64,"SandSavesfrom1020yards",2012
127,127,"Nathan Green",73,48.28,28,58,"SandSavesfrom1020yards",2012
128,128,"Jeff Overton",101,47.95,35,73,"SandSavesfrom1020yards",2012
129,129,"Erik Compton",81,47.83,22,46,"SandSavesfrom1020yards",2012
130,130,"Sangmoon Bae",81,47.76,32,67,"SandSavesfrom1020yards",2012
131,131,"Ken Duke",104,47.73,42,88,"SandSavesfrom1020yards",2012
132,132,"Steve Stricker",73,47.62,20,42,"SandSavesfrom1020yards",2012
133,133,"Ricky Barnes",92,47.54,29,61,"SandSavesfrom1020yards",2012
134,134,"Brandt Jobe",57,47.5,19,40,"SandSavesfrom1020yards",2012
135,135,"Boo Weekley",74,47.17,25,53,"SandSavesfrom1020yards",2012
136,136,"Chad Campbell",84,47.14,33,70,"SandSavesfrom1020yards",2012
137,137,"Miguel Angel Carballo",73,46.94,23,49,"SandSavesfrom1020yards",2012
138,138,"Michael Thompson",80,46.81,22,47,"SandSavesfrom1020yards",2012
139,139,"Pat Perez",81,46.55,27,58,"SandSavesfrom1020yards",2012
140,140,"Martin Laird",77,46.51,20,43,"SandSavesfrom1020yards",2012
141,141,"John Mallinger",74,46.43,26,56,"SandSavesfrom1020yards",2012
141,141,"Kyle Thompson",51,46.43,13,28,"SandSavesfrom1020yards",2012
143,143,"Sean OHair",84,46.27,31,67,"SandSavesfrom1020yards",2012
144,144,"George McNeill",85,46.25,37,80,"SandSavesfrom1020yards",2012
145,145,"Gary Christian",91,46.03,29,63,"SandSavesfrom1020yards",2012
145,145,"William McGirt",96,46.03,29,63,"SandSavesfrom1020yards",2012
147,147,"Davis Love III",64,46,23,50,"SandSavesfrom1020yards",2012
147,147,"Louis Oosthuizen",65,46,23,50,"SandSavesfrom1020yards",2012
149,149,"Bob Estes",78,45.9,28,61,"SandSavesfrom1020yards",2012
150,150,"Marc Leishman",84,45.83,33,72,"SandSavesfrom1020yards",2012
150,150,"Jeff Maggert",83,45.83,33,72,"SandSavesfrom1020yards",2012
152,152,"DA Points",88,45.71,32,70,"SandSavesfrom1020yards",2012
153,153,"Heath Slocum",93,45.61,26,57,"SandSavesfrom1020yards",2012
154,154,"Kris Blanks",65,45.59,31,68,"SandSavesfrom1020yards",2012
154,154,"Sung Kang",75,45.59,31,68,"SandSavesfrom1020yards",2012
156,156,"Tommy Biershenk",74,45.45,20,44,"SandSavesfrom1020yards",2012
156,156,"Bubba Watson",68,45.45,15,33,"SandSavesfrom1020yards",2012
158,158,"Ben Curtis",62,45.16,14,31,"SandSavesfrom1020yards",2012
159,159,"Brendan Steele",77,44.9,22,49,"SandSavesfrom1020yards",2012
160,160,"Steve Wheatcroft",56,44.83,13,29,"SandSavesfrom1020yards",2012
161,161,"Tom Pernice Jr",62,44.74,17,38,"SandSavesfrom1020yards",2012
161,161,"Jimmy Walker",101,44.74,34,76,"SandSavesfrom1020yards",2012
163,163,"Andres Romero",68,44.26,27,61,"SandSavesfrom1020yards",2012
164,164,"Billy Hurley III",70,43.75,21,48,"SandSavesfrom1020yards",2012
165,165,"Arjun Atwal",79,43.33,26,60,"SandSavesfrom1020yards",2012
165,165,"Jhonattan Vegas",77,43.33,26,60,"SandSavesfrom1020yards",2012
167,167,"Freddie Jacobson",61,43.18,19,44,"SandSavesfrom1020yards",2012
168,168,"Stewart Cink",71,42.86,21,49,"SandSavesfrom1020yards",2012
168,168,"John Daly",50,42.86,12,28,"SandSavesfrom1020yards",2012
170,170,"David Mathis",83,42.65,29,68,"SandSavesfrom1020yards",2012
171,171,"Bryce Molder",83,42.59,23,54,"SandSavesfrom1020yards",2012
172,172,"Camilo Villegas",79,42.31,22,52,"SandSavesfrom1020yards",2012
173,173,"Will Claxton",99,41.89,31,74,"SandSavesfrom1020yards",2012
174,174,"Daniel Summerhays",81,41.67,25,60,"SandSavesfrom1020yards",2012
174,174,"Nick Watney",97,41.67,25,60,"SandSavesfrom1020yards",2012
176,176,"Charlie Beljan",61,41.38,12,29,"SandSavesfrom1020yards",2012
177,177,"Troy Kelly",68,40.43,19,47,"SandSavesfrom1020yards",2012
178,178,"Robert Allenby",76,40.35,23,57,"SandSavesfrom1020yards",2012
179,179,"Bobby Gates",87,40.28,29,72,"SandSavesfrom1020yards",2012
180,180,"John Merrick",83,40,22,55,"SandSavesfrom1020yards",2012
180,180,"Adam Scott",59,40,14,35,"SandSavesfrom1020yards",2012
180,180,"Scott Stallings",78,40,26,65,"SandSavesfrom1020yards",2012
183,183,"Robert Garrigus",89,38.96,30,77,"SandSavesfrom1020yards",2012
184,184,"Brendon Todd",78,38.18,21,55,"SandSavesfrom1020yards",2012
185,185,"Matt Bettencourt",80,37.5,21,56,"SandSavesfrom1020yards",2012
186,186,"Charles Howell III",98,37.25,19,51,"SandSavesfrom1020yards",2012
187,187,"Johnson Wagner",88,34.38,22,64,"SandSavesfrom1020yards",2012
188,188,"Alexandre Rocha",62,32.43,12,37,"SandSavesfrom1020yards",2012
189,189,"Graeme McDowell",55,32.14,9,28,"SandSavesfrom1020yards",2012
190,190,"Chris Couch",61,30.61,15,49,"SandSavesfrom1020yards",2012
191,191,"Roland Thatcher",55,28.95,11,38,"SandSavesfrom1020yards",2012
