"Back9ScoringAverage_RANKTHISWEEK_2012","Back9ScoringAverage_RANKLASTWEEK_2012","Back9ScoringAverage_PLAYERNAME_2012","Back9ScoringAverage_ROUNDS_2012","Back9ScoringAverage_AVG_2012","Back9ScoringAverage_TOTALSTROKES_2012","Back9ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Rory McIlroy",60,34.78,1878,54,"Back9ScoringAverage",2012
2,2,"Justin Rose",69,34.97,2378,68,"Back9ScoringAverage",2012
3,3,"Sean OHair",84,35.05,2944,84,"Back9ScoringAverage",2012
4,4,"Webb Simpson",77,35.07,2665,76,"Back9ScoringAverage",2012
5,5,"Roberto Castro",92,35.08,3157,90,"Back9ScoringAverage",2012
6,6,"Tiger Woods",69,35.09,2351,67,"Back9ScoringAverage",2012
7,7,"Will Claxton",99,35.13,3478,99,"Back9ScoringAverage",2012
8,8,"Jason Dufner",83,35.15,2882,82,"Back9ScoringAverage",2012
9,9,"Brendon de Jonge",115,35.16,4043,115,"Back9ScoringAverage",2012
10,10,"Richard Lee",71,35.18,2357,67,"Back9ScoringAverage",2012
10,10,"Bubba Watson",68,35.18,2322,66,"Back9ScoringAverage",2012
12,12,"Billy Horschel",63,35.19,2076,59,"Back9ScoringAverage",2012
13,13,"Robert Garrigus",89,35.21,3134,89,"Back9ScoringAverage",2012
14,14,"Davis Love III",64,35.22,2254,64,"Back9ScoringAverage",2012
15,15,"Dustin Johnson",70,35.24,2361,67,"Back9ScoringAverage",2012
16,16,"Nathan Green",73,35.26,2433,69,"Back9ScoringAverage",2012
16,16,"Steve Stricker",73,35.26,2468,70,"Back9ScoringAverage",2012
18,18,"Matt Kuchar",86,35.27,2892,82,"Back9ScoringAverage",2012
19,19,"Russell Knox",72,35.28,2399,68,"Back9ScoringAverage",2012
20,20,"Ken Duke",104,35.29,3670,104,"Back9ScoringAverage",2012
21,21,"Seung Yul Noh",105,35.3,3565,101,"Back9ScoringAverage",2012
22,22,"JB Holmes",90,35.31,3037,86,"Back9ScoringAverage",2012
22,22,"Zach Johnson",95,35.31,3319,94,"Back9ScoringAverage",2012
24,24,"Brandt Snedeker",81,35.32,2755,78,"Back9ScoringAverage",2012
24,24,"Kevin Stadler",85,35.32,2861,81,"Back9ScoringAverage",2012
26,26,"Jimmy Walker",101,35.33,3568,101,"Back9ScoringAverage",2012
27,27,"Sergio Garcia",57,35.34,1979,56,"Back9ScoringAverage",2012
27,27,"Pat Perez",81,35.34,2792,79,"Back9ScoringAverage",2012
29,29,"John Huh",99,35.35,3500,99,"Back9ScoringAverage",2012
29,29,"Chris Kirk",93,35.35,3146,89,"Back9ScoringAverage",2012
29,29,"Ryan Moore",89,35.35,3146,89,"Back9ScoringAverage",2012
29,29,"Jeff Overton",101,35.35,3570,101,"Back9ScoringAverage",2012
33,33,"Blake Adams",107,35.36,3783,107,"Back9ScoringAverage",2012
34,34,"Jim Furyk",85,35.37,2971,84,"Back9ScoringAverage",2012
34,34,"Kevin Na",80,35.37,2794,79,"Back9ScoringAverage",2012
36,36,"John Merrick",83,35.38,2795,79,"Back9ScoringAverage",2012
36,36,"Ryan Palmer",81,35.38,2866,81,"Back9ScoringAverage",2012
38,38,"Jonas Blixt",72,35.39,2548,72,"Back9ScoringAverage",2012
38,38,"Ben Curtis",62,35.39,2194,62,"Back9ScoringAverage",2012
38,38,"Tim Herron",88,35.39,3114,88,"Back9ScoringAverage",2012
41,41,"Marc Leishman",84,35.4,2974,84,"Back9ScoringAverage",2012
41,41,"Louis Oosthuizen",65,35.4,2230,63,"Back9ScoringAverage",2012
41,41,"Daniel Summerhays",81,35.4,2867,81,"Back9ScoringAverage",2012
44,44,"Padraig Harrington",67,35.41,2231,63,"Back9ScoringAverage",2012
44,44,"David Hearn",95,35.41,3364,95,"Back9ScoringAverage",2012
44,44,"John Senden",81,35.41,2762,78,"Back9ScoringAverage",2012
47,47,"Keegan Bradley",90,35.44,3119,88,"Back9ScoringAverage",2012
47,47,"Bob Estes",78,35.44,2764,78,"Back9ScoringAverage",2012
47,47,"Jerry Kelly",84,35.44,2977,84,"Back9ScoringAverage",2012
47,47,"Vijay Singh",99,35.44,3509,99,"Back9ScoringAverage",2012
47,47,"Kevin Streelman",89,35.44,3154,89,"Back9ScoringAverage",2012
52,52,"Adam Scott",59,35.45,2056,58,"Back9ScoringAverage",2012
53,53,"Phil Mickelson",79,35.46,2801,79,"Back9ScoringAverage",2012
53,53,"Vaughn Taylor",81,35.46,2801,79,"Back9ScoringAverage",2012
55,55,"Luke Donald",63,35.47,2199,62,"Back9ScoringAverage",2012
56,56,"Chad Campbell",84,35.48,2980,84,"Back9ScoringAverage",2012
56,56,"Greg Owen",90,35.48,3193,90,"Back9ScoringAverage",2012
56,56,"Bo Van Pelt",84,35.48,2945,83,"Back9ScoringAverage",2012
59,59,"Charley Hoffman",88,35.49,3123,88,"Back9ScoringAverage",2012
59,59,"William McGirt",96,35.49,3407,96,"Back9ScoringAverage",2012
59,59,"Kyle Stanley",86,35.49,2981,84,"Back9ScoringAverage",2012
62,62,"Matt Every",80,35.5,2840,80,"Back9ScoringAverage",2012
62,62,"Dicky Pride",62,35.5,2059,58,"Back9ScoringAverage",2012
62,62,"Boo Weekley",74,35.5,2485,70,"Back9ScoringAverage",2012
65,65,"Brian Gay",91,35.51,3089,87,"Back9ScoringAverage",2012
65,65,"Tom Gillis",75,35.51,2663,75,"Back9ScoringAverage",2012
65,65,"JJ Henry",93,35.51,3160,89,"Back9ScoringAverage",2012
68,68,"Ben Crane",73,35.53,2558,72,"Back9ScoringAverage",2012
68,68,"Graham DeLaet",79,35.53,2807,79,"Back9ScoringAverage",2012
68,68,"Martin Flores",95,35.53,3375,95,"Back9ScoringAverage",2012
71,71,"Bud Cauley",99,35.54,3518,99,"Back9ScoringAverage",2012
71,71,"Gary Christian",91,35.54,3092,87,"Back9ScoringAverage",2012
71,71,"Steve Wheatcroft",56,35.54,1848,52,"Back9ScoringAverage",2012
74,74,"Stuart Appleby",75,35.55,2524,71,"Back9ScoringAverage",2012
74,74,"Carl Pettersson",92,35.55,3271,92,"Back9ScoringAverage",2012
76,76,"Bill Lunde",83,35.56,2809,79,"Back9ScoringAverage",2012
76,76,"Graeme McDowell",55,35.56,1920,54,"Back9ScoringAverage",2012
78,78,"Matt Jones",53,35.57,1885,53,"Back9ScoringAverage",2012
78,78,"Jason Kokrak",79,35.57,2668,75,"Back9ScoringAverage",2012
78,78,"Scott Piercy",95,35.57,3379,95,"Back9ScoringAverage",2012
81,81,"Geoff Ogilvy",73,35.58,2562,72,"Back9ScoringAverage",2012
81,81,"Johnson Wagner",88,35.58,3131,88,"Back9ScoringAverage",2012
83,83,"Harris English",98,35.59,3488,98,"Back9ScoringAverage",2012
83,83,"Bill Haas",79,35.59,2776,78,"Back9ScoringAverage",2012
83,83,"John Mallinger",74,35.59,2491,70,"Back9ScoringAverage",2012
83,83,"George McNeill",85,35.59,3025,85,"Back9ScoringAverage",2012
83,83,"Lee Westwood",60,35.59,1922,54,"Back9ScoringAverage",2012
88,88,"Mathew Goggin",65,35.6,2243,63,"Back9ScoringAverage",2012
88,88,"Brian Harman",101,35.6,3596,101,"Back9ScoringAverage",2012
88,88,"David Toms",60,35.6,2065,58,"Back9ScoringAverage",2012
91,91,"Henrik Stenson",51,35.61,1816,51,"Back9ScoringAverage",2012
92,92,"Bryce Molder",83,35.62,2814,79,"Back9ScoringAverage",2012
92,92,"Kyle Reifers",86,35.62,3063,86,"Back9ScoringAverage",2012
92,92,"John Rollins",81,35.62,2743,77,"Back9ScoringAverage",2012
92,92,"Roland Thatcher",55,35.62,1888,53,"Back9ScoringAverage",2012
96,96,"Danny Lee",74,35.63,2494,70,"Back9ScoringAverage",2012
96,96,"Rocco Mediate",70,35.63,2423,68,"Back9ScoringAverage",2012
96,96,"Michael Thompson",80,35.63,2850,80,"Back9ScoringAverage",2012
99,99,"Gavin Coles",72,35.64,2495,70,"Back9ScoringAverage",2012
99,99,"Rory Sabbatini",84,35.64,2994,84,"Back9ScoringAverage",2012
101,101,"John Daly",50,35.65,1640,46,"Back9ScoringAverage",2012
101,101,"Kevin Kisner",69,35.65,2317,65,"Back9ScoringAverage",2012
103,103,"Charlie Beljan",61,35.67,2033,57,"Back9ScoringAverage",2012
103,103,"Jeff Maggert",83,35.67,2961,83,"Back9ScoringAverage",2012
103,103,"Billy Mayfair",90,35.67,3068,86,"Back9ScoringAverage",2012
106,106,"Chris Couch",61,35.68,2105,59,"Back9ScoringAverage",2012
107,107,"Cameron Tringale",88,35.69,3141,88,"Back9ScoringAverage",2012
107,107,"Nick Watney",97,35.69,3355,94,"Back9ScoringAverage",2012
109,109,"Troy Matteson",100,35.7,3499,98,"Back9ScoringAverage",2012
109,109,"Charl Schwartzel",56,35.7,1928,54,"Back9ScoringAverage",2012
109,109,"Heath Slocum",93,35.7,3177,89,"Back9ScoringAverage",2012
109,109,"Chris Stroud",86,35.7,3070,86,"Back9ScoringAverage",2012
113,113,"Brian Davis",91,35.71,3250,91,"Back9ScoringAverage",2012
114,114,"Hunter Mahan",88,35.72,2929,82,"Back9ScoringAverage",2012
115,115,"Chris DiMarco",83,35.73,2894,81,"Back9ScoringAverage",2012
115,115,"Josh Teater",97,35.73,3323,93,"Back9ScoringAverage",2012
117,117,"Greg Chalmers",88,35.74,3109,87,"Back9ScoringAverage",2012
118,118,"Tim Clark",60,35.75,2145,60,"Back9ScoringAverage",2012
119,119,"Jonathan Byrd",69,35.76,2432,68,"Back9ScoringAverage",2012
119,119,"Harrison Frazar",56,35.76,1931,54,"Back9ScoringAverage",2012
121,121,"Brandt Jobe",57,35.77,2039,57,"Back9ScoringAverage",2012
121,121,"Ian Poulter",57,35.77,2003,56,"Back9ScoringAverage",2012
123,123,"Scott Dunlap",57,35.79,1897,53,"Back9ScoringAverage",2012
123,123,"Charles Howell III",98,35.79,3507,98,"Back9ScoringAverage",2012
123,123,"Colt Knost",79,35.79,2756,77,"Back9ScoringAverage",2012
123,123,"Camilo Villegas",79,35.79,2756,77,"Back9ScoringAverage",2012
127,127,"Kevin Chappell",91,35.8,3115,87,"Back9ScoringAverage",2012
128,128,"Arjun Atwal",79,35.81,2686,75,"Back9ScoringAverage",2012
128,128,"James Driscoll",83,35.81,2972,83,"Back9ScoringAverage",2012
130,130,"Mark Anderson",75,35.82,2615,73,"Back9ScoringAverage",2012
130,130,"Rickie Fowler",84,35.82,2973,83,"Back9ScoringAverage",2012
132,132,"Miguel Angel Carballo",73,35.83,2472,69,"Back9ScoringAverage",2012
132,132,"Ernie Els",80,35.83,2795,78,"Back9ScoringAverage",2012
132,132,"DA Points",88,35.83,3153,88,"Back9ScoringAverage",2012
132,132,"DJ Trahan",73,35.83,2472,69,"Back9ScoringAverage",2012
136,136,"Cameron Beckman",81,35.84,2760,77,"Back9ScoringAverage",2012
136,136,"Troy Kelly",68,35.84,2294,64,"Back9ScoringAverage",2012
138,138,"Erik Compton",81,35.87,2762,77,"Back9ScoringAverage",2012
138,138,"Robert Karlsson",54,35.87,1865,52,"Back9ScoringAverage",2012
138,138,"Chez Reavie",83,35.87,2977,83,"Back9ScoringAverage",2012
138,138,"Charlie Wi",86,35.87,3085,86,"Back9ScoringAverage",2012
142,142,"Jason Bohn",81,35.88,2763,77,"Back9ScoringAverage",2012
142,142,"Rod Pampling",88,35.88,3014,84,"Back9ScoringAverage",2012
142,142,"Patrick Sheehan",58,35.88,2009,56,"Back9ScoringAverage",2012
145,145,"Martin Laird",77,35.9,2621,73,"Back9ScoringAverage",2012
146,146,"KJ Choi",71,35.91,2514,70,"Back9ScoringAverage",2012
147,147,"Aaron Baddeley",73,35.92,2586,72,"Back9ScoringAverage",2012
148,148,"Ricky Barnes",92,35.93,3162,88,"Back9ScoringAverage",2012
148,148,"Jason Day",57,35.93,1976,55,"Back9ScoringAverage",2012
150,150,"Scott Brown",65,35.94,2264,63,"Back9ScoringAverage",2012
150,150,"David Mathis",83,35.94,2911,81,"Back9ScoringAverage",2012
152,152,"Robert Allenby",76,35.95,2732,76,"Back9ScoringAverage",2012
152,152,"Garth Mulroy",59,35.95,2049,57,"Back9ScoringAverage",2012
154,154,"Tom Pernice Jr",62,35.98,2087,58,"Back9ScoringAverage",2012
155,155,"Justin Leonard",79,35.99,2699,75,"Back9ScoringAverage",2012
155,155,"Scott Stallings",78,35.99,2807,78,"Back9ScoringAverage",2012
157,157,"Stewart Cink",71,36,2412,67,"Back9ScoringAverage",2012
157,157,"Bobby Gates",87,36,3060,85,"Back9ScoringAverage",2012
