"Back9ScoringAverage_RANKTHISWEEK_2012","Back9ScoringAverage_RANKLASTWEEK_2012","Back9ScoringAverage_PLAYERNAME_2012","Back9ScoringAverage_ROUNDS_2012","Back9ScoringAverage_AVG_2012","Back9ScoringAverage_TOTALSTROKES_2012","Back9ScoringAverage_TOTALHOLES_2012","stat_name","year"
159,159,"JJ Killeen",101,36.01,3493,97,"Back9ScoringAverage",2012
160,160,"Ted Potter Jr",77,36.03,2774,77,"Back9ScoringAverage",2012
161,161,"Mark Wilson",84,36.04,2811,78,"Back9ScoringAverage",2012
162,162,"Spencer Levin",81,36.05,2848,79,"Back9ScoringAverage",2012
162,162,"Alexandre Rocha",62,36.05,2091,58,"Back9ScoringAverage",2012
164,164,"Kris Blanks",65,36.06,2344,65,"Back9ScoringAverage",2012
165,165,"Brendon Todd",78,36.07,2669,74,"Back9ScoringAverage",2012
166,166,"Michael Bradley",63,36.08,2273,63,"Back9ScoringAverage",2012
167,167,"Ryo Ishikawa",54,36.1,1877,52,"Back9ScoringAverage",2012
168,168,"Tommy Gainey",98,36.11,3539,98,"Back9ScoringAverage",2012
168,168,"Hunter Haas",69,36.11,2347,65,"Back9ScoringAverage",2012
170,170,"Nick OHern",78,36.12,2673,74,"Back9ScoringAverage",2012
171,171,"YE Yang",64,36.13,2240,62,"Back9ScoringAverage",2012
172,172,"Marco Dawson",60,36.14,2096,58,"Back9ScoringAverage",2012
172,172,"Ryuji Imada",78,36.14,2747,76,"Back9ScoringAverage",2012
172,172,"Andres Romero",68,36.14,2313,64,"Back9ScoringAverage",2012
175,175,"Trevor Immelman",76,36.16,2748,76,"Back9ScoringAverage",2012
176,176,"Stephen Ames",54,36.17,1953,54,"Back9ScoringAverage",2012
176,176,"Sangmoon Bae",81,36.17,2785,77,"Back9ScoringAverage",2012
178,178,"Jhonattan Vegas",77,36.18,2786,77,"Back9ScoringAverage",2012
179,179,"Angel Cabrera",54,36.2,1955,54,"Back9ScoringAverage",2012
180,180,"Matt Bettencourt",80,36.21,2752,76,"Back9ScoringAverage",2012
181,181,"Derek Lamely",64,36.23,2319,64,"Back9ScoringAverage",2012
182,182,"Brendan Steele",77,36.27,2648,73,"Back9ScoringAverage",2012
182,182,"Kyle Thompson",51,36.27,1777,49,"Back9ScoringAverage",2012
184,184,"Daniel Chopra",55,36.28,1923,53,"Back9ScoringAverage",2012
185,185,"Tommy Biershenk",74,36.33,2616,72,"Back9ScoringAverage",2012
186,186,"Gary Woodland",70,36.36,2509,69,"Back9ScoringAverage",2012
187,187,"Billy Hurley III",70,36.37,2473,68,"Back9ScoringAverage",2012
187,187,"Freddie Jacobson",61,36.37,2182,60,"Back9ScoringAverage",2012
187,187,"Edward Loar",59,36.37,2073,57,"Back9ScoringAverage",2012
190,190,"Sung Kang",75,36.42,2659,73,"Back9ScoringAverage",2012
191,191,"Stephen Gangluff",57,36.89,2029,55,"Back9ScoringAverage",2012
