"BestYTDStreakwoa3Putt_RANKTHISWEEK_2008","BestYTDStreakwoa3Putt_RANKLASTWEEK_2008","BestYTDStreakwoa3Putt_PLAYERNAME_2008","BestYTDStreakwoa3Putt_EVENTS_2008","BestYTDStreakwoa3Putt_BESTSTREAK_2008","BestYTDStreakwoa3Putt_CURRENTSTREAK_2008","stat_name","year"
30,30,"John Huston",18,179,6,"BestYTDStreakwoa3Putt",2008
31,31,"Shane Bertsch",29,178,46,"BestYTDStreakwoa3Putt",2008
31,31,"Nick OHern",26,178,31,"BestYTDStreakwoa3Putt",2008
33,33,"Alex Cejka",25,176,11,"BestYTDStreakwoa3Putt",2008
34,34,"Tim Clark",27,175,43,"BestYTDStreakwoa3Putt",2008
34,34,"Glen Day",19,175,6,"BestYTDStreakwoa3Putt",2008
36,36,"Bart Bryant",23,174,32,"BestYTDStreakwoa3Putt",2008
37,37,"Jin Park",30,172,40,"BestYTDStreakwoa3Putt",2008
38,38,"Michael Allen",28,171,12,"BestYTDStreakwoa3Putt",2008
39,39,"Chris DiMarco",29,170,6,"BestYTDStreakwoa3Putt",2008
39,39,"Carl Pettersson",29,170,57,"BestYTDStreakwoa3Putt",2008
39,39,"Michael Sim",7,170,38,"BestYTDStreakwoa3Putt",2008
42,42,"Eric Axley",35,169,3,"BestYTDStreakwoa3Putt",2008
43,43,"Alejandro Canizares",16,168,1,"BestYTDStreakwoa3Putt",2008
43,43,"Bob Tway",20,168,103,"BestYTDStreakwoa3Putt",2008
45,45,"Justin Leonard",25,166,20,"BestYTDStreakwoa3Putt",2008
45,45,"David Lutterus",23,166,NA,"BestYTDStreakwoa3Putt",2008
45,45,"John Mallinger",29,166,9,"BestYTDStreakwoa3Putt",2008
45,45,"Geoff Ogilvy",20,166,100,"BestYTDStreakwoa3Putt",2008
49,49,"Parker McLachlin",27,165,4,"BestYTDStreakwoa3Putt",2008
50,50,"Robert Garrigus",29,164,NA,"BestYTDStreakwoa3Putt",2008
51,51,"Notah Begay III",9,162,26,"BestYTDStreakwoa3Putt",2008
51,51,"Mike Weir",26,162,85,"BestYTDStreakwoa3Putt",2008
53,53,"John Merrick",28,161,1,"BestYTDStreakwoa3Putt",2008
53,53,"Toru Taniguchi",7,161,25,"BestYTDStreakwoa3Putt",2008
55,55,"Stephen Ames",24,159,NA,"BestYTDStreakwoa3Putt",2008
55,55,"Rich Beem",29,159,52,"BestYTDStreakwoa3Putt",2008
57,57,"Woody Austin",30,158,22,"BestYTDStreakwoa3Putt",2008
58,58,"Ryuji Imada",25,156,55,"BestYTDStreakwoa3Putt",2008
59,59,"Kyle Thompson",26,155,1,"BestYTDStreakwoa3Putt",2008
60,60,"JJ Henry",34,153,8,"BestYTDStreakwoa3Putt",2008
60,60,"Kevin Na",29,153,NA,"BestYTDStreakwoa3Putt",2008
60,60,"Camilo Villegas",22,153,3,"BestYTDStreakwoa3Putt",2008
60,60,"Tim Wilkinson",29,153,3,"BestYTDStreakwoa3Putt",2008
64,64,"Trevor Immelman",22,152,39,"BestYTDStreakwoa3Putt",2008
65,65,"Jason Dufner",16,150,11,"BestYTDStreakwoa3Putt",2008
65,65,"Bob Heintz",17,150,NA,"BestYTDStreakwoa3Putt",2008
65,65,"Charlie Wi",27,150,75,"BestYTDStreakwoa3Putt",2008
68,68,"Retief Goosen",18,149,10,"BestYTDStreakwoa3Putt",2008
68,68,"Jeff Gove",18,149,4,"BestYTDStreakwoa3Putt",2008
70,70,"Michael Bradley",14,148,7,"BestYTDStreakwoa3Putt",2008
70,70,"Will Ma Kenzie",21,148,6,"BestYTDStreakwoa3Putt",2008
72,72,"Jim Furyk",26,147,130,"BestYTDStreakwoa3Putt",2008
72,72,"Andres Romero",20,147,29,"BestYTDStreakwoa3Putt",2008
74,74,"Steve Elkington",25,145,47,"BestYTDStreakwoa3Putt",2008
74,74,"Chez Reavie",30,145,4,"BestYTDStreakwoa3Putt",2008
76,76,"Freddie Jacobson",24,144,60,"BestYTDStreakwoa3Putt",2008
77,77,"Mark Brooks",17,142,59,"BestYTDStreakwoa3Putt",2008
78,78,"Brenden Pappas",24,141,12,"BestYTDStreakwoa3Putt",2008
78,78,"Oliver Wilson",4,141,9,"BestYTDStreakwoa3Putt",2008
80,80,"Bob Estes",28,140,8,"BestYTDStreakwoa3Putt",2008
80,80,"Brett Rumford",26,140,91,"BestYTDStreakwoa3Putt",2008
82,82,"Steve Stricker",22,139,33,"BestYTDStreakwoa3Putt",2008
83,83,"WC Liang",6,138,138,"BestYTDStreakwoa3Putt",2008
83,83,"Scott Sterling",28,138,6,"BestYTDStreakwoa3Putt",2008
83,83,"Marc Turnesa",29,138,26,"BestYTDStreakwoa3Putt",2008
86,86,"Matt Jones",31,137,10,"BestYTDStreakwoa3Putt",2008
86,86,"Jerry Kelly",31,137,23,"BestYTDStreakwoa3Putt",2008
88,88,"Nick Watney",27,136,45,"BestYTDStreakwoa3Putt",2008
89,89,"Aaron Baddeley",22,135,32,"BestYTDStreakwoa3Putt",2008
89,89,"Chad Campbell",28,135,30,"BestYTDStreakwoa3Putt",2008
89,89,"John Senden",28,135,22,"BestYTDStreakwoa3Putt",2008
92,92,"Brian Bateman",18,134,27,"BestYTDStreakwoa3Putt",2008
92,92,"Ian Poulter",15,134,40,"BestYTDStreakwoa3Putt",2008
94,94,"Briny Baird",30,133,38,"BestYTDStreakwoa3Putt",2008
94,94,"Stewart Cink",23,133,4,"BestYTDStreakwoa3Putt",2008
94,94,"Fred Couples",18,133,1,"BestYTDStreakwoa3Putt",2008
97,97,"Mark Hensby",26,132,8,"BestYTDStreakwoa3Putt",2008
97,97,"Doug LaBelle II",22,132,13,"BestYTDStreakwoa3Putt",2008
99,99,"KJ Choi",21,130,13,"BestYTDStreakwoa3Putt",2008
99,99,"Mathew Goggin",27,130,55,"BestYTDStreakwoa3Putt",2008
99,99,"Robert Karlsson",8,130,3,"BestYTDStreakwoa3Putt",2008
99,99,"Rocco Mediate",27,130,66,"BestYTDStreakwoa3Putt",2008
99,99,"Rod Pampling",28,130,17,"BestYTDStreakwoa3Putt",2008
104,104,"Dudley Hart",22,129,129,"BestYTDStreakwoa3Putt",2008
104,104,"Davis Love III",23,129,87,"BestYTDStreakwoa3Putt",2008
104,104,"George McNeill",29,129,12,"BestYTDStreakwoa3Putt",2008
104,104,"Vijay Singh",23,129,36,"BestYTDStreakwoa3Putt",2008
104,104,"DJ Trahan",27,129,35,"BestYTDStreakwoa3Putt",2008
109,109,"Billy Andrade",24,127,9,"BestYTDStreakwoa3Putt",2008
109,109,"Phil Mickelson",21,127,7,"BestYTDStreakwoa3Putt",2008
109,109,"Chris Stroud",29,127,66,"BestYTDStreakwoa3Putt",2008
112,112,"Frank Lickliter II",32,126,34,"BestYTDStreakwoa3Putt",2008
113,113,"Brad Elder",23,125,43,"BestYTDStreakwoa3Putt",2008
113,113,"Richard Johnson",21,125,100,"BestYTDStreakwoa3Putt",2008
113,113,"John Rollins",28,125,107,"BestYTDStreakwoa3Putt",2008
113,113,"Kevin Sutherland",26,125,56,"BestYTDStreakwoa3Putt",2008
117,117,"Steve Lowery",25,124,18,"BestYTDStreakwoa3Putt",2008
117,117,"Len Mattiace",11,124,60,"BestYTDStreakwoa3Putt",2008
119,119,"Peter Lonard",30,123,36,"BestYTDStreakwoa3Putt",2008
120,120,"Ernie Els",16,122,1,"BestYTDStreakwoa3Putt",2008
120,120,"Tag Ridings",29,122,11,"BestYTDStreakwoa3Putt",2008
122,122,"JB Holmes",26,121,25,"BestYTDStreakwoa3Putt",2008
122,122,"Michael Letzig",29,121,24,"BestYTDStreakwoa3Putt",2008
122,122,"Kevin Streelman",32,121,98,"BestYTDStreakwoa3Putt",2008
122,122,"YE Yang",29,121,24,"BestYTDStreakwoa3Putt",2008
126,126,"Matt Kuchar",27,120,40,"BestYTDStreakwoa3Putt",2008
126,126,"Billy Mayfair",29,120,17,"BestYTDStreakwoa3Putt",2008
128,128,"Lee Janzen",28,119,5,"BestYTDStreakwoa3Putt",2008
129,129,"James Driscoll",28,118,52,"BestYTDStreakwoa3Putt",2008
129,129,"Carlos Franco",25,118,34,"BestYTDStreakwoa3Putt",2008
129,129,"Scott McCarron",22,118,7,"BestYTDStreakwoa3Putt",2008
132,132,"Tommy Armour III",25,117,27,"BestYTDStreakwoa3Putt",2008
132,132,"Anders Hansen",6,117,40,"BestYTDStreakwoa3Putt",2008
134,134,"Sean OHair",25,116,61,"BestYTDStreakwoa3Putt",2008
134,134,"Jeff Overton",32,116,38,"BestYTDStreakwoa3Putt",2008
136,136,"Steve Flesch",29,115,12,"BestYTDStreakwoa3Putt",2008
136,136,"Jason Gore",33,115,67,"BestYTDStreakwoa3Putt",2008
136,136,"Bob May",4,115,16,"BestYTDStreakwoa3Putt",2008
136,136,"Jay Williamson",33,115,32,"BestYTDStreakwoa3Putt",2008
140,140,"Martin Laird",29,114,6,"BestYTDStreakwoa3Putt",2008
140,140,"Johnson Wagner",26,114,16,"BestYTDStreakwoa3Putt",2008
142,142,"Jason Allred",23,113,37,"BestYTDStreakwoa3Putt",2008
142,142,"Brian Davis",34,113,17,"BestYTDStreakwoa3Putt",2008
142,142,"Roland Thatcher",15,113,12,"BestYTDStreakwoa3Putt",2008
145,145,"Mark OMeara",5,112,7,"BestYTDStreakwoa3Putt",2008
145,145,"Omar Uresti",24,112,112,"BestYTDStreakwoa3Putt",2008
147,147,"Brandt Jobe",19,111,30,"BestYTDStreakwoa3Putt",2008
147,147,"Prayad Marksaeng",4,111,2,"BestYTDStreakwoa3Putt",2008
147,147,"Jon Mills",32,111,13,"BestYTDStreakwoa3Putt",2008
147,147,"Nicholas Thompson",36,111,14,"BestYTDStreakwoa3Putt",2008
151,151,"Angel Cabrera",17,110,43,"BestYTDStreakwoa3Putt",2008
151,151,"David Duval",20,110,9,"BestYTDStreakwoa3Putt",2008
151,151,"Steve Marino",32,110,62,"BestYTDStreakwoa3Putt",2008
151,151,"Tom Pernice Jr",30,110,4,"BestYTDStreakwoa3Putt",2008
151,151,"Kenny Perry",26,110,26,"BestYTDStreakwoa3Putt",2008
157,157,"Sergio Garcia",19,109,11,"BestYTDStreakwoa3Putt",2008
157,157,"Justin Rose",15,109,20,"BestYTDStreakwoa3Putt",2008
159,159,"Olin Browne",27,108,NA,"BestYTDStreakwoa3Putt",2008
159,159,"Paul Claxton",23,108,3,"BestYTDStreakwoa3Putt",2008
161,161,"Jeff Maggert",28,107,13,"BestYTDStreakwoa3Putt",2008
162,162,"Stuart Appleby",23,106,29,"BestYTDStreakwoa3Putt",2008
162,162,"Cameron Beckman",29,106,48,"BestYTDStreakwoa3Putt",2008
162,162,"Gavin Coles",16,106,37,"BestYTDStreakwoa3Putt",2008
162,162,"Greg Kraft",21,106,6,"BestYTDStreakwoa3Putt",2008
162,162,"Cliff Kresge",28,106,5,"BestYTDStreakwoa3Putt",2008
162,162,"Hunter Mahan",27,106,15,"BestYTDStreakwoa3Putt",2008
162,162,"Webb Simpson",6,106,85,"BestYTDStreakwoa3Putt",2008
169,169,"Jason Day",28,105,12,"BestYTDStreakwoa3Putt",2008
169,169,"Robert Gamez",26,105,54,"BestYTDStreakwoa3Putt",2008
169,169,"Bob Sowards",22,105,5,"BestYTDStreakwoa3Putt",2008
172,172,"Todd Demsey",25,104,NA,"BestYTDStreakwoa3Putt",2008
172,172,"JP Hayes",26,104,93,"BestYTDStreakwoa3Putt",2008
172,172,"Bo Van Pelt",32,104,15,"BestYTDStreakwoa3Putt",2008
175,175,"Mark Calcavecchia",25,103,13,"BestYTDStreakwoa3Putt",2008
176,176,"Brad Adamonis",29,102,18,"BestYTDStreakwoa3Putt",2008
176,176,"Shigeki Maruyama",18,102,13,"BestYTDStreakwoa3Putt",2008
176,176,"Arron Oberholser",10,102,24,"BestYTDStreakwoa3Putt",2008
179,179,"Jason Bohn",15,101,9,"BestYTDStreakwoa3Putt",2008
179,179,"Tim Herron",28,101,5,"BestYTDStreakwoa3Putt",2008
179,179,"Troy Matteson",30,101,9,"BestYTDStreakwoa3Putt",2008
179,179,"Louis Oosthuizen",3,101,7,"BestYTDStreakwoa3Putt",2008
183,183,"Rory Sabbatini",23,100,48,"BestYTDStreakwoa3Putt",2008
183,183,"Scott Verplank",24,100,1,"BestYTDStreakwoa3Putt",2008
185,185,"Paul Goydos",25,99,11,"BestYTDStreakwoa3Putt",2008
185,185,"Charley Hoffman",29,99,75,"BestYTDStreakwoa3Putt",2008
185,185,"Tom Scherrer",20,99,25,"BestYTDStreakwoa3Putt",2008
188,188,"Skip Kendall",6,98,12,"BestYTDStreakwoa3Putt",2008
188,188,"Chris Riley",17,98,45,"BestYTDStreakwoa3Putt",2008
190,190,"Harrison Frazar",23,97,24,"BestYTDStreakwoa3Putt",2008
190,190,"Lucas Glover",26,97,7,"BestYTDStreakwoa3Putt",2008
192,192,"Kenneth Ferrie",25,96,33,"BestYTDStreakwoa3Putt",2008
192,192,"Soren Kjeldsen",3,96,32,"BestYTDStreakwoa3Putt",2008
192,192,"Bubba Watson",29,96,14,"BestYTDStreakwoa3Putt",2008
195,195,"Tom Byrum",12,95,14,"BestYTDStreakwoa3Putt",2008
195,195,"Colt Knost",5,95,10,"BestYTDStreakwoa3Putt",2008
195,195,"Tim Petrovic",32,95,9,"BestYTDStreakwoa3Putt",2008
195,195,"John Riegger",24,95,19,"BestYTDStreakwoa3Putt",2008
195,195,"Patrick Sheehan",35,95,16,"BestYTDStreakwoa3Putt",2008
195,195,"Brandt Snedeker",26,95,71,"BestYTDStreakwoa3Putt",2008
195,195,"Kevin Stadler",30,95,68,"BestYTDStreakwoa3Putt",2008
202,202,"Fred Funk",14,94,1,"BestYTDStreakwoa3Putt",2008
202,202,"Ryan Moore",24,94,4,"BestYTDStreakwoa3Putt",2008
202,202,"Ted Purdy",25,94,65,"BestYTDStreakwoa3Putt",2008
205,205,"Pat Perez",27,93,71,"BestYTDStreakwoa3Putt",2008
205,205,"Adam Scott",15,93,NA,"BestYTDStreakwoa3Putt",2008
205,205,"Kirk Triplett",9,93,16,"BestYTDStreakwoa3Putt",2008
205,205,"Boo Weekley",24,93,15,"BestYTDStreakwoa3Putt",2008
209,209,"Richard Green",9,92,10,"BestYTDStreakwoa3Putt",2008
209,209,"Padraig Harrington",15,92,23,"BestYTDStreakwoa3Putt",2008
209,209,"Jim McGovern",26,92,2,"BestYTDStreakwoa3Putt",2008
209,209,"Grant Waite",8,92,1,"BestYTDStreakwoa3Putt",2008
213,213,"Philip Archer",2,91,91,"BestYTDStreakwoa3Putt",2008
213,213,"Andrew Buckle",15,91,4,"BestYTDStreakwoa3Putt",2008
215,215,"Jose Coceres",13,90,55,"BestYTDStreakwoa3Putt",2008
216,216,"Shaun Micheel",16,89,39,"BestYTDStreakwoa3Putt",2008
217,217,"Anthony Kim",22,88,22,"BestYTDStreakwoa3Putt",2008
217,217,"Ian Leggatt",5,88,9,"BestYTDStreakwoa3Putt",2008
219,219,"Paul Stankowski",13,87,87,"BestYTDStreakwoa3Putt",2008
219,219,"Ron Whittaker",22,87,19,"BestYTDStreakwoa3Putt",2008
221,221,"Mathias Gronberg",30,86,21,"BestYTDStreakwoa3Putt",2008
221,221,"Ryan Palmer",22,86,9,"BestYTDStreakwoa3Putt",2008
221,221,"Jimmy Walker",24,86,74,"BestYTDStreakwoa3Putt",2008
224,224,"Robert Allenby",28,85,14,"BestYTDStreakwoa3Putt",2008
224,224,"Paul Azinger",9,85,10,"BestYTDStreakwoa3Putt",2008
224,224,"Nick Flanagan",29,85,27,"BestYTDStreakwoa3Putt",2008
224,224,"Jose Maria Olazabal",4,85,19,"BestYTDStreakwoa3Putt",2008
228,228,"Brent Geiberger",12,84,23,"BestYTDStreakwoa3Putt",2008
228,228,"Graeme McDowell",4,84,17,"BestYTDStreakwoa3Putt",2008
230,230,"Stephen Leaney",17,83,41,"BestYTDStreakwoa3Putt",2008
231,231,"Rickie Fowler",2,82,25,"BestYTDStreakwoa3Putt",2008
231,231,"Peter Hanson",4,82,10,"BestYTDStreakwoa3Putt",2008
233,233,"Greg Norman",4,81,81,"BestYTDStreakwoa3Putt",2008
234,234,"Craig Barlow",15,80,20,"BestYTDStreakwoa3Putt",2008
234,234,"Miguel Angel Jimenez",8,80,44,"BestYTDStreakwoa3Putt",2008
234,234,"Deane Pappas",3,80,4,"BestYTDStreakwoa3Putt",2008
237,237,"Mark Brown",3,79,2,"BestYTDStreakwoa3Putt",2008
237,237,"Lee Westwood",10,79,1,"BestYTDStreakwoa3Putt",2008
239,239,"Gregory Havret",2,78,13,"BestYTDStreakwoa3Putt",2008
239,239,"Brendan Jones",5,78,13,"BestYTDStreakwoa3Putt",2008
239,239,"Daisuke Maruyama",4,78,8,"BestYTDStreakwoa3Putt",2008
242,242,"Jeff Sluman",2,76,NA,"BestYTDStreakwoa3Putt",2008
242,242,"Michael Thompson",4,76,19,"BestYTDStreakwoa3Putt",2008
244,244,"Jim Gallagher Jr",7,75,11,"BestYTDStreakwoa3Putt",2008
244,244,"Shingo Katayama",5,75,NA,"BestYTDStreakwoa3Putt",2008
244,244,"Tom Lehman",17,75,2,"BestYTDStreakwoa3Putt",2008
247,247,"Dicky Pride",14,74,10,"BestYTDStreakwoa3Putt",2008
247,247,"Garrett Willis",11,74,29,"BestYTDStreakwoa3Putt",2008
249,249,"Brett Wetterich",11,73,2,"BestYTDStreakwoa3Putt",2008
250,250,"Gregory Bourdy",1,72,72,"BestYTDStreakwoa3Putt",2008
250,250,"Kent Jones",23,72,69,"BestYTDStreakwoa3Putt",2008
250,250,"Spencer Levin",1,72,72,"BestYTDStreakwoa3Putt",2008
250,250,"Chip Sullivan",6,72,27,"BestYTDStreakwoa3Putt",2008
254,254,"Pete Jordan",1,71,NA,"BestYTDStreakwoa3Putt",2008
254,254,"Paul Sheehan",1,71,NA,"BestYTDStreakwoa3Putt",2008
254,254,"Charles Warren",29,71,41,"BestYTDStreakwoa3Putt",2008
257,257,"Robert Damron",8,70,16,"BestYTDStreakwoa3Putt",2008
257,257,"Jay Delsing",8,70,6,"BestYTDStreakwoa3Putt",2008
257,257,"Dan Forsman",11,70,35,"BestYTDStreakwoa3Putt",2008
257,257,"JL Lewis",16,70,22,"BestYTDStreakwoa3Putt",2008
261,261,"John Daly",17,69,3,"BestYTDStreakwoa3Putt",2008
261,261,"Martin Wiegele",1,69,69,"BestYTDStreakwoa3Putt",2008
263,263,"Anton Haig",2,68,2,"BestYTDStreakwoa3Putt",2008
263,263,"Jamie Lovemark",5,68,3,"BestYTDStreakwoa3Putt",2008
265,265,"Niclas Fasth",10,67,15,"BestYTDStreakwoa3Putt",2008
265,265,"Richard Sterne",8,67,35,"BestYTDStreakwoa3Putt",2008
265,265,"Tiger Woods",6,67,16,"BestYTDStreakwoa3Putt",2008
268,268,"Paul Casey",16,66,14,"BestYTDStreakwoa3Putt",2008
268,268,"Chris Wood",1,66,66,"BestYTDStreakwoa3Putt",2008
270,270,"Stuart Deane",2,65,65,"BestYTDStreakwoa3Putt",2008
271,271,"Nick Dougherty",8,64,17,"BestYTDStreakwoa3Putt",2008
271,271,"Jeev Milkha Singh",5,64,17,"BestYTDStreakwoa3Putt",2008
273,273,"Jonathan Kaye",8,63,17,"BestYTDStreakwoa3Putt",2008
273,273,"Jonathan Moore",2,63,21,"BestYTDStreakwoa3Putt",2008
275,275,"Joe Durant",28,62,9,"BestYTDStreakwoa3Putt",2008
275,275,"Craig Stadler",2,62,9,"BestYTDStreakwoa3Putt",2008
277,277,"James Kingston",5,61,21,"BestYTDStreakwoa3Putt",2008
277,277,"Colin Montgomerie",7,61,5,"BestYTDStreakwoa3Putt",2008
279,279,"Steve Allan",21,60,37,"BestYTDStreakwoa3Putt",2008
279,279,"SSP Chawrasia",1,60,NA,"BestYTDStreakwoa3Putt",2008
279,279,"Tommy Gainey",24,60,12,"BestYTDStreakwoa3Putt",2008
279,279,"David Hearn",2,60,4,"BestYTDStreakwoa3Putt",2008
279,279,"Craig Parry",4,60,17,"BestYTDStreakwoa3Putt",2008
279,279,"Peter Tomasulo",2,60,8,"BestYTDStreakwoa3Putt",2008
285,285,"Reid Edstrom",1,59,59,"BestYTDStreakwoa3Putt",2008
285,285,"Gabriel Hjertstedt",4,59,27,"BestYTDStreakwoa3Putt",2008
285,285,"Jarrod Lyle",1,59,59,"BestYTDStreakwoa3Putt",2008
285,285,"Alexander Noren",1,59,NA,"BestYTDStreakwoa3Putt",2008
289,289,"Yusaku Miyazato",1,58,58,"BestYTDStreakwoa3Putt",2008
289,289,"Kiyoshi Miyazato",1,58,13,"BestYTDStreakwoa3Putt",2008
289,289,"Henrik Stenson",9,58,2,"BestYTDStreakwoa3Putt",2008
289,289,"Scott Strange",3,58,5,"BestYTDStreakwoa3Putt",2008
293,293,"Alastair Forsyth",2,57,3,"BestYTDStreakwoa3Putt",2008
293,293,"Jose Filipe Lima",1,57,8,"BestYTDStreakwoa3Putt",2008
293,293,"David Peoples",2,57,57,"BestYTDStreakwoa3Putt",2008
296,296,"Peter Karmis",1,56,9,"BestYTDStreakwoa3Putt",2008
296,296,"Andrew Magee",3,56,20,"BestYTDStreakwoa3Putt",2008
296,296,"Larry Mize",16,56,4,"BestYTDStreakwoa3Putt",2008
299,299,"Guy Boros",6,55,8,"BestYTDStreakwoa3Putt",2008
299,299,"Soren Hansen",9,55,5,"BestYTDStreakwoa3Putt",2008
299,299,"Neal Lancaster",9,55,33,"BestYTDStreakwoa3Putt",2008
299,299,"Joey Sindelar",5,55,14,"BestYTDStreakwoa3Putt",2008
303,303,"Spike McRoy",4,54,33,"BestYTDStreakwoa3Putt",2008
304,304,"John Morse",7,53,51,"BestYTDStreakwoa3Putt",2008
305,305,"Ted Schulz",1,52,52,"BestYTDStreakwoa3Putt",2008
306,306,"Lonny Alexander",2,51,NA,"BestYTDStreakwoa3Putt",2008
306,306,"Erik Compton",1,51,3,"BestYTDStreakwoa3Putt",2008
308,308,"Dennis Paulson",1,49,8,"BestYTDStreakwoa3Putt",2008
308,308,"DA Points",3,49,12,"BestYTDStreakwoa3Putt",2008
310,310,"Bob Burns",7,48,37,"BestYTDStreakwoa3Putt",2008
310,310,"Darren Clarke",2,48,5,"BestYTDStreakwoa3Putt",2008
310,310,"Robert Dinwiddie",1,48,15,"BestYTDStreakwoa3Putt",2008
310,310,"Travis Perkins",23,48,14,"BestYTDStreakwoa3Putt",2008
314,314,"John Douma",1,47,47,"BestYTDStreakwoa3Putt",2008
314,314,"Simon Dyson",2,47,10,"BestYTDStreakwoa3Putt",2008
314,314,"Brad Faxon",3,47,3,"BestYTDStreakwoa3Putt",2008
314,314,"Martin Kaymer",8,47,1,"BestYTDStreakwoa3Putt",2008
314,314,"Joel Kribel",1,47,3,"BestYTDStreakwoa3Putt",2008
314,314,"Danny Lee",2,47,17,"BestYTDStreakwoa3Putt",2008
314,314,"Mike Wilson",1,47,1,"BestYTDStreakwoa3Putt",2008
321,321,"Casey Bourque",1,46,1,"BestYTDStreakwoa3Putt",2008
321,321,"Andrew McLardy",2,46,3,"BestYTDStreakwoa3Putt",2008
323,323,"David Frost",3,45,44,"BestYTDStreakwoa3Putt",2008
323,323,"Vince Jewell",2,45,3,"BestYTDStreakwoa3Putt",2008
323,323,"Ian Woosnam",1,45,20,"BestYTDStreakwoa3Putt",2008
326,326,"Michael Campbell",6,44,23,"BestYTDStreakwoa3Putt",2008
326,326,"Ross McGowan",1,44,3,"BestYTDStreakwoa3Putt",2008
326,326,"Chapchai Nirat",1,44,6,"BestYTDStreakwoa3Putt",2008
326,326,"Greg Owen",1,44,9,"BestYTDStreakwoa3Putt",2008
326,326,"Phil Tataurangi",6,44,14,"BestYTDStreakwoa3Putt",2008
331,331,"Kris Cox",8,43,NA,"BestYTDStreakwoa3Putt",2008
331,331,"Jean Baptiste Gonnet",1,43,9,"BestYTDStreakwoa3Putt",2008
331,331,"Paul Waring",1,43,43,"BestYTDStreakwoa3Putt",2008
331,331,"Casey Wittenberg",4,43,24,"BestYTDStreakwoa3Putt",2008
335,335,"Alex Aragon",2,42,22,"BestYTDStreakwoa3Putt",2008
335,335,"Rick Fehr",1,42,6,"BestYTDStreakwoa3Putt",2008
335,335,"Richard Finch",2,42,34,"BestYTDStreakwoa3Putt",2008
335,335,"Pablo Larrazabal",3,42,2,"BestYTDStreakwoa3Putt",2008
335,335,"Andrew Svoboda",1,42,42,"BestYTDStreakwoa3Putt",2008
335,335,"Erik Wolf",1,42,42,"BestYTDStreakwoa3Putt",2008
335,335,"Willie Wood",5,42,25,"BestYTDStreakwoa3Putt",2008
342,342,"David Howell",3,41,2,"BestYTDStreakwoa3Putt",2008
342,342,"Jake Roos",2,41,15,"BestYTDStreakwoa3Putt",2008
342,342,"Steve Webster",3,41,12,"BestYTDStreakwoa3Putt",2008
345,345,"Mike Heinen",7,40,26,"BestYTDStreakwoa3Putt",2008
345,345,"Justin Hicks",1,40,1,"BestYTDStreakwoa3Putt",2008
345,345,"Alan Morin",2,40,6,"BestYTDStreakwoa3Putt",2008
345,345,"Mitsuhiro Tateyama",1,40,2,"BestYTDStreakwoa3Putt",2008
