"BounceBack_RANKTHISWEEK_2006","BounceBack_RANKLASTWEEK_2006","BounceBack_PLAYERNAME_2006","BounceBack_ROUNDS_2006","BounceBack_Pct_2006","stat_name","year"
1,1,"Vaughn Taylor",88,25.93,"BounceBack",2006
2,2,"Brett Wetterich",82,25.71,"BounceBack",2006
3,3,"Jim Furyk",89,25.6,"BounceBack",2006
4,4,"David Toms",76,25.54,"BounceBack",2006
5,5,"Ian Poulter",53,25.38,"BounceBack",2006
6,6,"Nathan Green",108,24.92,"BounceBack",2006
7,7,"John Senden",96,24.89,"BounceBack",2006
8,8,"Jonathan Kaye",95,24.81,"BounceBack",2006
9,9,"Tiger Woods",55,24.77,"BounceBack",2006
10,10,"Brian Davis",92,24.71,"BounceBack",2006
11,11,"Robert Garrigus",85,24.63,"BounceBack",2006
12,12,"Jason Bohn",104,24.46,"BounceBack",2006
13,13,"Carl Pettersson",95,24.14,"BounceBack",2006
14,14,"Briny Baird",81,24.12,"BounceBack",2006
15,15,"Robert Damron",91,24.1,"BounceBack",2006
16,16,"Retief Goosen",68,23.78,"BounceBack",2006
17,17,"Olin Browne",108,23.68,"BounceBack",2006
18,18,"Sergio Garcia",59,23.56,"BounceBack",2006
19,19,"JP Hayes",55,23.53,"BounceBack",2006
20,20,"Dean Wilson",115,23.43,"BounceBack",2006
21,21,"Phil Mickelson",74,23.33,"BounceBack",2006
22,22,"Ted Purdy",103,23.3,"BounceBack",2006
23,23,"Harrison Frazar",95,23.26,"BounceBack",2006
23,23,"Padraig Harrington",54,23.26,"BounceBack",2006
25,25,"JJ Henry",96,22.99,"BounceBack",2006
26,26,"Bubba Dickerson",98,22.95,"BounceBack",2006
27,27,"Jonathan Byrd",66,22.64,"BounceBack",2006
28,28,"Mathias Gronberg",92,22.61,"BounceBack",2006
29,29,"Jesper Parnevik",84,22.54,"BounceBack",2006
30,30,"Davis Love III",85,22.52,"BounceBack",2006
31,31,"Frank Lickliter II",99,22.5,"BounceBack",2006
32,32,"Bubba Watson",83,22.48,"BounceBack",2006
33,33,"Camilo Villegas",95,22.46,"BounceBack",2006
34,34,"Sean OHair",100,22.4,"BounceBack",2006
35,35,"Vijay Singh",103,22.39,"BounceBack",2006
36,36,"Ryuji Imada",105,22.34,"BounceBack",2006
37,37,"Tom Pernice Jr",108,22.22,"BounceBack",2006
38,38,"Chris DiMarco",83,22.17,"BounceBack",2006
38,38,"Geoff Ogilvy",76,22.17,"BounceBack",2006
40,40,"Daniel Chopra",110,22.04,"BounceBack",2006
41,41,"Bernhard Langer",77,22,"BounceBack",2006
42,42,"Luke Donald",66,21.92,"BounceBack",2006
43,43,"Woody Austin",107,21.85,"BounceBack",2006
44,44,"Mike Weir",88,21.79,"BounceBack",2006
45,45,"Dudley Hart",83,21.74,"BounceBack",2006
46,46,"Nick Watney",97,21.64,"BounceBack",2006
47,47,"Todd Fischer",101,21.55,"BounceBack",2006
