"Par4EagleLeaders_RANKTHISWEEK_2007","Par4EagleLeaders_RANKLASTWEEK_2007","Par4EagleLeaders_PLAYERNAME_2007","Par4EagleLeaders_ROUNDS_2007","Par4EagleLeaders_TOTAL_2007","Par4EagleLeaders_TOTALPAR4HOLES_2007","Par4EagleLeaders_TOTALHOLEOUTS_2007","stat_name","year"
1,1,"Ken Duke",112,4,1201,3,"Par4EagleLeaders",2007
1,1,"Scott Verplank",82,4,907,2,"Par4EagleLeaders",2007
3,3,"KJ Choi",87,3,937,3,"Par4EagleLeaders",2007
3,3,"Ryuji Imada",104,3,1115,3,"Par4EagleLeaders",2007
3,3,"Kenny Perry",83,3,899,3,"Par4EagleLeaders",2007
6,6,"Stuart Appleby",74,2,806,1,"Par4EagleLeaders",2007
6,6,"Eric Axley",107,2,1155,2,"Par4EagleLeaders",2007
6,6,"Rich Beem",89,2,972,2,"Par4EagleLeaders",2007
6,6,"Brian Davis",101,2,1089,2,"Par4EagleLeaders",2007
6,6,"Lucas Glover",98,2,1040,2,"Par4EagleLeaders",2007
6,6,"Jeff Gove",103,2,1095,1,"Par4EagleLeaders",2007
6,6,"Lee Janzen",66,2,697,2,"Par4EagleLeaders",2007
6,6,"Cliff Kresge",107,2,1163,2,"Par4EagleLeaders",2007
6,6,"Steve Lowery",74,2,790,2,"Par4EagleLeaders",2007
6,6,"Jarrod Lyle",77,2,829,2,"Par4EagleLeaders",2007
6,6,"Hunter Mahan",91,2,1012,2,"Par4EagleLeaders",2007
6,6,"Daisuke Maruyama",86,2,931,2,"Par4EagleLeaders",2007
6,6,"George McNeill",95,2,1017,1,"Par4EagleLeaders",2007
6,6,"Joe Ogilvie",102,2,1099,1,"Par4EagleLeaders",2007
6,6,"Ryan Palmer",91,2,969,1,"Par4EagleLeaders",2007
6,6,"Rod Pampling",92,2,1004,2,"Par4EagleLeaders",2007
6,6,"Brett Quigley",79,2,852,2,"Par4EagleLeaders",2007
6,6,"Joey Sindelar",75,2,787,2,"Par4EagleLeaders",2007
6,6,"Steve Stricker",81,2,890,2,"Par4EagleLeaders",2007
6,6,"Bo Van Pelt",104,2,1133,1,"Par4EagleLeaders",2007
6,6,"Charlie Wi",90,2,958,NA,"Par4EagleLeaders",2007
27,27,"Michael Allen",74,1,791,1,"Par4EagleLeaders",2007
27,27,"Briny Baird",115,1,1236,1,"Par4EagleLeaders",2007
27,27,"David Branshaw",83,1,883,NA,"Par4EagleLeaders",2007
27,27,"Jeff Brehaut",59,1,627,1,"Par4EagleLeaders",2007
27,27,"Tom Byrum",50,1,534,1,"Par4EagleLeaders",2007
27,27,"Chad Campbell",96,1,997,1,"Par4EagleLeaders",2007
27,27,"Alex Cejka",80,1,855,1,"Par4EagleLeaders",2007
27,27,"Daniel Chopra",106,1,1123,1,"Par4EagleLeaders",2007
27,27,"Tim Clark",66,1,700,1,"Par4EagleLeaders",2007
27,27,"Gavin Coles",87,1,931,1,"Par4EagleLeaders",2007
27,27,"Chris Couch",76,1,818,1,"Par4EagleLeaders",2007
27,27,"John Daly",59,1,646,NA,"Par4EagleLeaders",2007
27,27,"Marco Dawson",73,1,785,1,"Par4EagleLeaders",2007
27,27,"Brendon de Jonge",76,1,811,1,"Par4EagleLeaders",2007
27,27,"Chris DiMarco",79,1,842,1,"Par4EagleLeaders",2007
27,27,"Ernie Els",59,1,648,1,"Par4EagleLeaders",2007
27,27,"Harrison Frazar",88,1,947,1,"Par4EagleLeaders",2007
27,27,"Fred Funk",65,1,726,1,"Par4EagleLeaders",2007
27,27,"Robert Garrigus",95,1,1015,1,"Par4EagleLeaders",2007
27,27,"Brian Gay",107,1,1153,1,"Par4EagleLeaders",2007
