"DrivingPctMeasured_RANKTHISWEEK_2016","DrivingPctMeasured_RANKLASTWEEK_2016","DrivingPctMeasured_PLAYERNAME_2016","DrivingPctMeasured_ROUNDS_2016","DrivingPctMeasured_Pct_2016","DrivingPctMeasured_TOTALDRIVESFOR_2016","DrivingPctMeasured_TOTALDRVSOVERALL_2016","DrivingPctMeasured_RELATIVETOPAR_2016","stat_name","year"
76,72,"Brendon Todd",43,1.28,1,78,1,"DrivingPctMeasured",2016
77,77,"Jonas Blixt",46,1.25,1,80,0,"DrivingPctMeasured",2016
77,77,"Ben Crane",48,1.25,1,80,1,"DrivingPctMeasured",2016
77,82,"Chris Kirk",51,1.25,1,80,1,"DrivingPctMeasured",2016
77,69,"Brendan Steele",48,1.25,1,80,2,"DrivingPctMeasured",2016
81,72,"Kevin Chappell",49,1.22,1,82,0,"DrivingPctMeasured",2016
81,72,"Tony Finau",49,1.22,1,82,-1,"DrivingPctMeasured",2016
81,80,"Hiroshi Iwata",51,1.22,1,82,1,"DrivingPctMeasured",2016
81,72,"Sean OHair",45,1.22,1,82,-1,"DrivingPctMeasured",2016
85,77,"Martin Laird",46,1.19,1,84,1,"DrivingPctMeasured",2016
85,82,"Shawn Stefani",45,1.19,1,84,0,"DrivingPctMeasured",2016
87,80,"Fabian Gomez",49,1.16,1,86,0,"DrivingPctMeasured",2016
87,84,"Jim Herman",55,1.16,1,86,1,"DrivingPctMeasured",2016
89,85,"Hudson Swafford",52,1.14,1,88,0,"DrivingPctMeasured",2016
90,87,"Bryce Molder",50,1.11,1,90,1,"DrivingPctMeasured",2016
91,105,"Graham DeLaet",50,1.09,1,92,1,"DrivingPctMeasured",2016
91,105,"Sung Kang",51,1.09,1,92,1,"DrivingPctMeasured",2016
91,105,"Jason Kokrak",52,1.09,1,92,1,"DrivingPctMeasured",2016
91,105,"Greg Owen",56,1.09,1,92,1,"DrivingPctMeasured",2016
95,91,"Zac Blair",56,1.06,1,94,0,"DrivingPctMeasured",2016
95,87,"David Hearn",55,1.06,1,94,0,"DrivingPctMeasured",2016
97,85,"Lucas Glover",53,1.04,1,96,0,"DrivingPctMeasured",2016
97,91,"Patrick Rodgers",49,1.04,1,96,1,"DrivingPctMeasured",2016
97,91,"Nick Taylor",57,1.04,1,96,1,"DrivingPctMeasured",2016
100,95,"Whee Kim",54,1.02,1,98,0,"DrivingPctMeasured",2016
100,95,"Will Ma Kenzie",54,1.02,1,98,0,"DrivingPctMeasured",2016
100,87,"Jeff Overton",51,1.02,1,98,0,"DrivingPctMeasured",2016
100,87,"Steve Wheatcroft",53,1.02,1,98,1,"DrivingPctMeasured",2016
104,91,"William McGirt",54,1,1,100,0,"DrivingPctMeasured",2016
105,99,"Kyle Stanley",57,0.98,1,102,1,"DrivingPctMeasured",2016
106,101,"Derek Fathauer",58,0.96,1,104,0,"DrivingPctMeasured",2016
107,102,"Ricky Barnes",57,0.94,1,106,0,"DrivingPctMeasured",2016
107,99,"Jamie Lovemark",57,0.94,1,106,0,"DrivingPctMeasured",2016
109,102,"Kyle Reifers",63,0.91,1,110,0,"DrivingPctMeasured",2016
110,104,"Michael Kim",62,0.86,1,116,1,"DrivingPctMeasured",2016
111,105,"Byeong Hun An",23,0,NA,26,0,"DrivingPctMeasured",2016
111,105,"Abraham Ancer",26,0,NA,42,0,"DrivingPctMeasured",2016
111,105,"Stuart Appleby",39,0,NA,78,0,"DrivingPctMeasured",2016
111,105,"Daniel Berger",52,0,NA,72,0,"DrivingPctMeasured",2016
111,105,"Shane Bertsch",30,0,NA,48,0,"DrivingPctMeasured",2016
111,105,"Keegan Bradley",40,0,NA,62,0,"DrivingPctMeasured",2016
111,105,"Bronson Burgoon",53,0,NA,94,0,"DrivingPctMeasured",2016
111,105,"Angel Cabrera",42,0,NA,68,0,"DrivingPctMeasured",2016
111,105,"Miguel Angel Carballo",24,0,NA,38,0,"DrivingPctMeasured",2016
111,105,"Paul Casey",39,0,NA,46,0,"DrivingPctMeasured",2016
111,105,"Jason Day",36,0,NA,44,0,"DrivingPctMeasured",2016
111,105,"Jamie Donaldson",28,0,NA,42,0,"DrivingPctMeasured",2016
111,105,"Jason Dufner",53,0,NA,80,0,"DrivingPctMeasured",2016
111,105,"Ken Duke",26,0,NA,48,0,"DrivingPctMeasured",2016
111,105,"Ernie Els",34,0,NA,56,0,"DrivingPctMeasured",2016
111,105,"Derek Ernst",36,0,NA,62,0,"DrivingPctMeasured",2016
111,105,"Matt Every",34,0,NA,58,0,"DrivingPctMeasured",2016
111,105,"Rickie Fowler",42,0,NA,64,0,"DrivingPctMeasured",2016
111,105,"Brice Garnett",29,0,NA,48,0,"DrivingPctMeasured",2016
111,105,"Retief Goosen",37,0,NA,72,0,"DrivingPctMeasured",2016
111,105,"Branden Grace",31,0,NA,36,0,"DrivingPctMeasured",2016
111,105,"Emiliano Grillo",47,0,NA,70,0,"DrivingPctMeasured",2016
111,105,"Luke Guthrie",31,0,NA,52,0,"DrivingPctMeasured",2016
111,105,"Bill Haas",42,0,NA,58,0,"DrivingPctMeasured",2016
111,105,"Brian Harman",60,0,NA,104,0,"DrivingPctMeasured",2016
111,105,"Justin Hicks",26,0,NA,52,0,"DrivingPctMeasured",2016
111,105,"Charley Hoffman",49,0,NA,76,0,"DrivingPctMeasured",2016
111,105,"Tom Hoge",47,0,NA,84,0,"DrivingPctMeasured",2016
111,105,"JB Holmes",39,0,NA,56,0,"DrivingPctMeasured",2016
111,105,"Billy Horschel",45,0,NA,68,0,"DrivingPctMeasured",2016
111,105,"Charles Howell III",63,0,NA,110,0,"DrivingPctMeasured",2016
111,105,"Billy Hurley III",22,0,NA,40,0,"DrivingPctMeasured",2016
111,105,"Zach Johnson",42,0,NA,68,0,"DrivingPctMeasured",2016
111,105,"Dustin Johnson",37,0,NA,40,0,"DrivingPctMeasured",2016
111,105,"Matt Jones",45,0,NA,56,0,"DrivingPctMeasured",2016
111,105,"Smylie Kaufman",57,0,NA,92,0,"DrivingPctMeasured",2016
111,105,"Si Woo Kim",63,0,NA,114,0,"DrivingPctMeasured",2016
111,105,"Russell Knox",48,0,NA,66,0,"DrivingPctMeasured",2016
111,105,"Brooks Koepka",39,0,NA,56,0,"DrivingPctMeasured",2016
111,105,"Matt Kuchar",46,0,NA,72,0,"DrivingPctMeasured",2016
111,105,"Andrew Landry",24,0,NA,38,0,"DrivingPctMeasured",2016
111,105,"DH Lee",35,0,NA,60,0,"DrivingPctMeasured",2016
111,105,"Marc Leishman",41,0,NA,50,0,"DrivingPctMeasured",2016
111,105,"Justin Leonard",28,0,NA,52,0,"DrivingPctMeasured",2016
111,105,"Spencer Levin",62,0,NA,106,0,"DrivingPctMeasured",2016
111,105,"David Lingmerth",54,0,NA,74,0,"DrivingPctMeasured",2016
111,105,"Luke List",51,0,NA,92,0,"DrivingPctMeasured",2016
111,105,"Davis Love III",40,0,NA,68,0,"DrivingPctMeasured",2016
111,105,"Shane Lowry",35,0,NA,40,0,"DrivingPctMeasured",2016
111,105,"Hunter Mahan",43,0,NA,62,0,"DrivingPctMeasured",2016
111,105,"Steve Marino",40,0,NA,72,0,"DrivingPctMeasured",2016
111,105,"Hideki Matsuyama",40,0,NA,52,0,"DrivingPctMeasured",2016
111,105,"Rory McIlroy",37,0,NA,44,0,"DrivingPctMeasured",2016
111,105,"George McNeill",33,0,NA,60,0,"DrivingPctMeasured",2016
111,105,"Troy Merritt",41,0,NA,58,0,"DrivingPctMeasured",2016
111,105,"Francesco Molinari",36,0,NA,66,0,"DrivingPctMeasured",2016
111,105,"Ryan Moore",40,0,NA,54,0,"DrivingPctMeasured",2016
111,105,"Henrik Norlander",41,0,NA,70,0,"DrivingPctMeasured",2016
111,105,"Louis Oosthuizen",25,0,NA,20,0,"DrivingPctMeasured",2016
111,105,"Carlos Ortiz",47,0,NA,78,0,"DrivingPctMeasured",2016
111,105,"Ryan Palmer",46,0,NA,84,0,"DrivingPctMeasured",2016
111,105,"Cameron Percy",22,0,NA,38,0,"DrivingPctMeasured",2016
111,105,"Pat Perez",28,0,NA,38,0,"DrivingPctMeasured",2016
111,105,"Scott Piercy",45,0,NA,56,0,"DrivingPctMeasured",2016
111,105,"Scott Pinckney",53,0,NA,92,0,"DrivingPctMeasured",2016
111,105,"Chez Reavie",56,0,NA,102,0,"DrivingPctMeasured",2016
111,105,"Patrick Reed",53,0,NA,64,0,"DrivingPctMeasured",2016
111,105,"Wes Roach",33,0,NA,56,0,"DrivingPctMeasured",2016
111,105,"Andres Romero",22,0,NA,40,0,"DrivingPctMeasured",2016
111,105,"Justin Rose",35,0,NA,50,0,"DrivingPctMeasured",2016
111,105,"Ollie Schniederjans",23,0,NA,38,0,"DrivingPctMeasured",2016
111,105,"Charl Schwartzel",29,0,NA,40,0,"DrivingPctMeasured",2016
111,105,"Adam Scott",39,0,NA,48,0,"DrivingPctMeasured",2016
111,105,"John Senden",48,0,NA,80,0,"DrivingPctMeasured",2016
111,105,"Vijay Singh",42,0,NA,76,0,"DrivingPctMeasured",2016
111,105,"Cameron Smith",45,0,NA,60,0,"DrivingPctMeasured",2016
111,105,"Brandt Snedeker",47,0,NA,70,0,"DrivingPctMeasured",2016
111,105,"Jordan Spieth",34,0,NA,40,0,"DrivingPctMeasured",2016
111,105,"Scott Stallings",46,0,NA,86,0,"DrivingPctMeasured",2016
111,105,"Henrik Stenson",30,0,NA,36,0,"DrivingPctMeasured",2016
111,105,"Kevin Streelman",46,0,NA,72,0,"DrivingPctMeasured",2016
111,105,"Chris Stroud",52,0,NA,96,0,"DrivingPctMeasured",2016
111,105,"Brian Stuard",24,0,NA,42,0,"DrivingPctMeasured",2016
111,105,"Daniel Summerhays",55,0,NA,86,0,"DrivingPctMeasured",2016
111,105,"Vaughn Taylor",30,0,NA,52,0,"DrivingPctMeasured",2016
111,105,"Justin Thomas",53,0,NA,76,0,"DrivingPctMeasured",2016
111,105,"Michael Thompson",46,0,NA,80,0,"DrivingPctMeasured",2016
111,105,"Cameron Tringale",47,0,NA,80,0,"DrivingPctMeasured",2016
111,105,"Tyrone Van Aswegen",67,0,NA,122,0,"DrivingPctMeasured",2016
111,105,"Harold Varner III",58,0,NA,108,0,"DrivingPctMeasured",2016
111,105,"Jhonattan Vegas",49,0,NA,86,0,"DrivingPctMeasured",2016
111,105,"Johnson Wagner",44,0,NA,82,0,"DrivingPctMeasured",2016
111,105,"Jimmy Walker",43,0,NA,64,0,"DrivingPctMeasured",2016
111,105,"Bubba Watson",30,0,NA,34,0,"DrivingPctMeasured",2016
111,105,"Boo Weekley",53,0,NA,100,0,"DrivingPctMeasured",2016
111,105,"Bernd Wiesberger",23,0,NA,24,0,"DrivingPctMeasured",2016
111,105,"Gary Woodland",45,0,NA,70,0,"DrivingPctMeasured",2016
