"TenthTeeLateRound1ScoringAverage_RANKTHISWEEK_2013","TenthTeeLateRound1ScoringAverage_RANKLASTWEEK_2013","TenthTeeLateRound1ScoringAverage_PLAYERNAME_2013","TenthTeeLateRound1ScoringAverage__2013","TenthTeeLateRound1ScoringAverage_AVG_2013","TenthTeeLateRound1ScoringAverage_TOTALSTROKES_2013","TenthTeeLateRound1ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Steve Stricker",NA,66,66,1,"TenthTeeLateRound1ScoringAverage",2013
2,2,"Graeme McDowell",NA,67,67,1,"TenthTeeLateRound1ScoringAverage",2013
3,3,"Stephen Ames",NA,67.33,202,3,"TenthTeeLateRound1ScoringAverage",2013
4,4,"Sergio Garcia",NA,67.5,270,4,"TenthTeeLateRound1ScoringAverage",2013
5,5,"Kevin Streelman",NA,68,340,5,"TenthTeeLateRound1ScoringAverage",2013
6,6,"Morgan Hoffmann",NA,68.25,273,4,"TenthTeeLateRound1ScoringAverage",2013
7,7,"Graham DeLaet",NA,68.67,206,3,"TenthTeeLateRound1ScoringAverage",2013
7,7,"Daniel Summerhays",NA,68.67,206,3,"TenthTeeLateRound1ScoringAverage",2013
9,9,"Brian Davis",NA,68.88,551,8,"TenthTeeLateRound1ScoringAverage",2013
10,10,"Tim Clark",NA,69,276,4,"TenthTeeLateRound1ScoringAverage",2013
10,10,"Robert Streb",NA,69,414,6,"TenthTeeLateRound1ScoringAverage",2013
12,12,"Hunter Mahan",NA,69.25,277,4,"TenthTeeLateRound1ScoringAverage",2013
13,13,"Roberto Castro",NA,69.33,624,9,"TenthTeeLateRound1ScoringAverage",2013
14,14,"Jimmy Walker",NA,69.36,763,11,"TenthTeeLateRound1ScoringAverage",2013
15,15,"Charlie Wi",NA,69.5,278,4,"TenthTeeLateRound1ScoringAverage",2013
16,16,"Chris Kirk",NA,69.54,904,13,"TenthTeeLateRound1ScoringAverage",2013
17,17,"Ryan Palmer",NA,69.6,348,5,"TenthTeeLateRound1ScoringAverage",2013
18,18,"Brian Gay",NA,69.67,418,6,"TenthTeeLateRound1ScoringAverage",2013
18,18,"Ted Potter Jr",NA,69.67,209,3,"TenthTeeLateRound1ScoringAverage",2013
18,18,"Jordan Spieth",NA,69.67,418,6,"TenthTeeLateRound1ScoringAverage",2013
18,18,"Bubba Watson",NA,69.67,209,3,"TenthTeeLateRound1ScoringAverage",2013
22,22,"Steven Bowditch",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2013
22,22,"KJ Choi",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2013
22,22,"James Driscoll",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2013
22,22,"Jerry Kelly",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2013
22,22,"Bo Van Pelt",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2013
27,27,"Greg Chalmers",NA,69.83,419,6,"TenthTeeLateRound1ScoringAverage",2013
28,28,"Chad Campbell",NA,70,420,6,"TenthTeeLateRound1ScoringAverage",2013
28,28,"Nicolas Colsaerts",NA,70,70,1,"TenthTeeLateRound1ScoringAverage",2013
28,28,"Luke Donald",NA,70,70,1,"TenthTeeLateRound1ScoringAverage",2013
28,28,"Bob Estes",NA,70,210,3,"TenthTeeLateRound1ScoringAverage",2013
28,28,"George McNeill",NA,70,280,4,"TenthTeeLateRound1ScoringAverage",2013
28,28,"Rory Sabbatini",NA,70,210,3,"TenthTeeLateRound1ScoringAverage",2013
28,28,"DJ Trahan",NA,70,70,1,"TenthTeeLateRound1ScoringAverage",2013
28,28,"Mark Wilson",NA,70,350,5,"TenthTeeLateRound1ScoringAverage",2013
28,28,"YE Yang",NA,70,140,2,"TenthTeeLateRound1ScoringAverage",2013
37,37,"Brad Fritsch",NA,70.17,421,6,"TenthTeeLateRound1ScoringAverage",2013
38,38,"Lucas Glover",NA,70.2,351,5,"TenthTeeLateRound1ScoringAverage",2013
39,39,"Jonas Blixt",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2013
39,39,"Billy Horschel",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2013
39,39,"Martin Kaymer",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2013
39,39,"Patrick Reed",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2013
39,39,"Camilo Villegas",NA,70.25,281,4,"TenthTeeLateRound1ScoringAverage",2013
44,44,"Freddie Jacobson",NA,70.29,492,7,"TenthTeeLateRound1ScoringAverage",2013
45,45,"JJ Henry",NA,70.33,422,6,"TenthTeeLateRound1ScoringAverage",2013
45,45,"John Merrick",NA,70.33,633,9,"TenthTeeLateRound1ScoringAverage",2013
47,47,"Aaron Watkins",NA,70.4,352,5,"TenthTeeLateRound1ScoringAverage",2013
48,48,"Michael Bradley",NA,70.5,141,2,"TenthTeeLateRound1ScoringAverage",2013
48,48,"Jason Day",NA,70.5,141,2,"TenthTeeLateRound1ScoringAverage",2013
48,48,"Martin Flores",NA,70.5,423,6,"TenthTeeLateRound1ScoringAverage",2013
